StructID;ClusterID;ClosestToCenter;Energy;LowEne;AptaMat;Bp;MfeDist;Probability;Structure
1385;1;0;-6.202;0;0.00;14;7.00;0.000063;.......((((................))))..(.....)....(...(((..(((((...)))))..))).)...
1394;1;0;-6.191;0;0.00;16;18.00;0.000062;.......((((................))))..((..(((..((.....))..(((((...)))))...))).)).
1404;1;0;-6.190;0;0.00;13;9.00;0.000062;.......((((..(..........)..)))).........(.....).(((..((((.....))))..))).....
1410;1;0;-6.185;0;0.00;12;7.00;0.000062;.......((((................)))).......(....).....((..(((((...)))))..))......
1450;1;0;-6.171;0;0.00;12;8.00;0.000060;.......(((..................))).............(...(((..(((((...)))))..))).)...
1457;1;0;-6.166;0;0.00;12;8.00;0.000060;.......((((................))))..(..........)...(((..((((.....))))..))).....
1482;1;0;-6.154;0;0.00;15;9.00;0.000059;....((.((((................))))..)).....(.....).(((..(((((...)))))..))).....
1491;1;0;-6.150;0;0.00;11;10.00;0.000058;.......(((..(.............).))).................(((..((((.....))))..))).....
1492;1;0;-6.151;0;0.00;14;6.00;0.000058;.......((((................))))..(.....).....(..(((..(((((...)))))..)))...).
1494;1;0;-6.152;0;0.00;13;6.00;0.000058;.......((((................))))......(.........)(((..(((((...)))))..))).....
1502;1;0;-6.148;0;0.00;13;10.00;0.000058;....((.(((..................)))..)).............(((..(((((...)))))..))).....
1510;1;0;-6.143;0;0.00;14;8.00;0.000057;.......((((..(..........)..))))..(.......)......(((..(((((...)))))..))).....
1525;1;0;-6.136;0;0.00;15;10.00;0.000057;.......((((..((........))..))))..(.......)......(((..(((((...)))))..))).....
1534;1;0;-6.131;0;0.00;14;6.00;0.000056;.......((((................))))..(.....).(....).(((..(((((...)))))..))).....
1536;1;0;-6.131;0;0.00;12;8.00;0.000056;.......((((................))))............(....(((..((((.....))))..)))...).
1553;1;0;-6.123;0;0.00;11;15.00;0.000055;.........((.........))......(....)..............(((..(((((...)))))..))).....
1567;1;0;-6.120;0;0.00;12;7.00;0.000055;.......(((..................)))..............(..(((..(((((...)))))..)))...).
1568;1;0;-6.120;0;0.00;9;10.00;0.000055;.........((................))...................(((..((((.....))))..))).....
1587;1;0;-6.110;0;0.00;14;8.00;0.000054;.....(.(((((............)..))))..)..............(((..(((((...)))))..))).....
1590;1;0;-6.111;0;0.00;15;10.00;0.000054;.....(.((((.(.(.....)..)...))))..)..............(((..(((((...)))))..))).....
1592;1;0;-6.112;0;0.00;16;10.00;0.000054;.....(.((((..(..........)..))))..)......((...)).(((..(((((...)))))..))).....
1596;1;0;-6.106;0;0.00;13;10.00;0.000054;.....(.((((.(.............)))))..)..............(((..((((.....))))..))).....
1603;1;0;-6.108;0;0.00;11;15.00;0.000054;.........((.........)).....(.....)..............(((..(((((...)))))..))).....
1606;1;0;-6.108;0;0.00;14;6.00;0.000054;.....(.((((................))))..).....(......).(((..(((((...)))))..))).....
1610;1;0;-6.109;0;0.00;12;13.00;0.000054;.......((((................))))..........(((.........(((((...)))))..))).....
1615;1;0;-6.104;0;0.00;13;9.00;0.000054;.......((((..(..........)..))))...............(.(((..((((.....))))..)))...).
1622;1;0;-6.099;0;0.00;12;7.00;0.000053;.......((((................))))........(...)....(((..((((.....))))..))).....
1645;1;0;-6.093;0;0.00;12;8.00;0.000053;.......((((................))))..(........).....(((..((((.....))))..))).....
1684;1;0;-6.077;0;0.00;12;13.00;0.000051;.......((((................))))...........((.....))..(((((...)))))...(....).
1687;1;0;-6.077;0;0.00;13;6.00;0.000051;.......((((................)))).................(((.((((((...))))).)))).....
1689;1;0;-6.071;0;0.00;15;10.00;0.000051;.......((((................))))..((.(...........(((..(((((...)))))..)))).)).
1700;1;0;-6.068;0;0.00;15;9.00;0.000051;....((.((((................))))..))...........(.(((..(((((...)))))..)))...).
1718;1;0;-6.059;0;0.00;15;10.00;0.000050;.(..((.((((................))))..))..)..........(((..(((((...)))))..))).....
1729;1;0;-6.062;0;0.00;14;8.00;0.000050;.......((((..(...........).)))).............(...(((..(((((...)))))..))).)...
1735;1;0;-6.056;0;0.00;14;8.00;0.000050;.......((((..((........).).)))).................(((..(((((...)))))..))).....
1737;1;0;-6.057;0;0.00;13;6.00;0.000050;....(..((((................)))).)...............(((..(((((...)))))..))).....
1739;1;0;-6.058;0;0.00;14;8.00;0.000050;.......((((..((.....)....).)))).................(((..(((((...)))))..))).....
1742;1;0;-6.051;0;0.00;14;7.00;0.000049;...((..((((................))))......)).........(((..(((((...)))))..))).....
1743;1;0;-6.051;0;0.00;14;7.00;0.000049;.......(((((............)..))))..(.....)........(((..(((((...)))))..))).....
1747;1;0;-6.052;0;0.00;15;9.00;0.000049;.......((((.(.(.....)..)...))))..(.....)........(((..(((((...)))))..))).....
1753;1;0;-6.054;0;0.00;14;21.00;0.000049;...(((...((..........)).))).(....)..............(((..(((((...)))))..))).....
1761;1;0;-6.049;0;0.00;14;8.00;0.000049;.....(.((((...(........)...))))..)..............(((..(((((...)))))..))).....
