;StructID;ClusterID;ClosestToCenter;Energy;LowEne;AptaMat;Bp;MfeDist;Probability;Structure
4962;3932;8;0;-4.735;0;1.77;13;23;2.1e-05;..............(((....))).......((((.....((.....))...((((......))))....))))..
4963;3950;8;0;-4.732;0;5.47;12;30;2.1e-05;.........(...((((....)))).).............(((...)))...((((......))))..........
4964;3951;8;0;-4.732;0;9.28;11;34;2.1e-05;..(.....)....((((....))))...((.........))...........((((......))))..........
4965;3976;8;0;-4.728;0;7.35;13;37;2.1e-05;..............((......)).....((((.......))))..(.(..(((((......)))))..).)....
4966;4014;8;0;-4.719;0;7.46;8;33;2e-05;..............((......))............((....))........((((......))))..........
4967;4018;8;0;-4.72;0;6.82;16;39;2e-05;.........(...((((....)))).)..((((.......))))..(.(..(((((......)))))..).)....
4968;4028;8;0;-4.722;0;9.55;11;35;2.1e-05;..........(..((.....)).).....((((.......))))........((((......))))..........
4969;4053;8;0;-4.718;0;8.28;14;38;2e-05;..........((((.....)).)).....((((.......))))....(..(((((......)))))..)......
4970;4061;8;0;-4.712;0;8.7;12;37;2e-05;..............(((....))).....((((.......))))........((((.(...)))))..........
4971;4062;8;0;-4.712;0;8.77;12;40;2e-05;..............(((....))).....((((.......))))........(((.((...)))))..........
4972;4065;8;0;-4.713;0;7.97;12;35;2e-05;..........(..((((....)))).)...(((.......))).........((((......))))..........
4973;4067;8;0;-4.713;0;9.3;12;36;2e-05;.......(....).(((....))).....((((.......))))........((((......))))..........
4974;4074;8;0;-4.714;0;8.9;12;38;2e-05;..........(..((((....)))).)..((((.......)))).........(((......)))...........
4975;4084;8;0;-4.707;0;6.91;16;39;2e-05;........((...((((....)))).)).((((.......))))....(..(((((......)))))..)......
4976;4087;8;0;-4.708;0;8.09;15;39;2e-05;..(.....).....(((....))).....((((.......))))...((..(((((......)))))...))....
4977;4101;8;0;-4.71;0;8.74;13;36;2e-05;.............((((....))))..(.((((.......)))).)......((((......))))..........
4978;4106;8;0;-4.711;0;7.6;12;35;2e-05;..............(((....))).....((((.......))))....(...((((......))))...)......
4979;4124;8;0;-4.706;0;7.33;15;38;2e-05;.............((((....))))....((((.......))))....((.(((((......)))))....))...
4980;4131;8;0;-4.707;0;8.83;11;34;2e-05;..(((........((((....))))........)))................((((......))))..........
4981;4166;8;0;-4.697;0;7.81;13;36;2e-05;..............(((....)))....((.........))......(((.(((((......)))))....)))..
4982;4171;8;0;-4.698;0;14.59;14;39;2e-05;..(.....).........((((.(.....((((.......))))........((((......))))...).)))).
4983;4197;8;0;-4.688;0;11.71;10;35;1.9e-05;.......(((..........)))....(((.........)))..........((((......))))..........
4984;4199;8;0;-4.688;0;9.48;9;31;1.9e-05;..............(((....)))....((.....))...............((((......))))..........
4985;4240;8;0;-4.687;0;7.32;16;39;1.9e-05;...((........((((....))))))..((((.......))))....(..(((((......)))))..)......
4986;4333;8;0;-4.671;0;14.41;14;38;1.9e-05;..................((((.(...(.((((.......)))).)......((((......))))...).)))).
4987;4366;8;0;-4.661;0;9.97;12;36;1.9e-05;..((...))....((((....))))...((.........))...........((((......))))..........
4988;4399;8;0;-4.658;0;6.38;11;29;1.8e-05;..............(((....)))..(.........)...(((...)))...((((......))))..........
4989;4407;8;0;-4.66;0;9.8;12;38;1.8e-05;...((.....))..(((....))).....(((.........)))........((((......))))..........
4990;4468;8;0;-4.646;0;11.58;13;42;1.8e-05;...((..(((.(......).)))..))..((((.......))))........(((........)))..........
4991;4487;8;0;-4.641;0;7.7;12;35;1.8e-05;............(((((....))).))..(((.........)))........((((......))))..........
4992;4488;8;0;-4.641;0;7.77;12;35;1.8e-05;............(((((....)))).)..(((.........)))........((((......))))..........
4993;4507;8;0;-4.644;0;11.85;16;42;1.8e-05;...((..(((.(......).)))..))..((((.......))))........((((......)))).((...))..
4994;4519;8;0;-4.638;0;5.86;11;36;1.8e-05;..............(((....)))............((....))....(..(((((......)))))..)......
4995;4522;8;0;-4.638;0;8.1;11;35;1.8e-05;..........(..(((......))).)..(((.........)))........((((......))))..........
4996;4524;8;0;-4.638;0;11.56;14;42;1.8e-05;...((..(((.((....)).)))..))..((((.......))))........(((........)))..........
4997;4539;8;0;-4.633;0;8.47;16;41;1.8e-05;..(.....).....(((....))).....((((.......))))...(((.(((((......)))))....)))..
4998;4544;8;0;-4.634;0;6.88;15;38;1.8e-05;..........(..((((....)))).)..((((.......))))....(..(((((......)))))...).....
4999;4556;8;0;-4.636;0;11.83;17;42;1.8e-05;...((..(((.((....)).)))..))..((((.......))))........((((......)))).((...))..
5000;4564;8;0;-4.637;0;8.74;16;41;1.8e-05;..((...)).....(((....))).....((((.......))))...((..(((((......)))))...))....
5001;4591;8;0;-4.632;0;10.5;14;39;1.8e-05;...((.....))..(((....))).....((((.......))))........((((......))))...(....).
5002;4592;8;0;-4.632;0;9.47;12;37;1.8e-05;.....(...)....(((....))).....((((.......))))........((((......))))..........
5003;4613;8;0;-4.627;0;15.06;15;41;1.7e-05;..((...)).........((((.(.....((((.......))))........((((......))))...).)))).
5004;4626;8;0;-4.628;0;9.52;15;40;1.8e-05;.......(((.(......).)))......((((.......))))...((..(((((......)))))...))....
5005;4659;8;0;-4.618;0;10.27;12;34;1.7e-05;..............(((....)))...(((.........)))..........((((......)))).((...))..
5006;4678;8;0;-4.62;0;9.56;16;40;1.7e-05;.......(((.((....)).)))......((((.......))))...((..(((((......)))))...))....
5007;4679;8;0;-4.621;0;9.78;9;34;1.7e-05;..............(((....)))...(((.........)))..........(((........)))..........
5008;4717;8;0;-4.61;0;8.94;13;36;1.7e-05;..........(..(((......))).)..((((.......))))........((((......))))...(....).
5009;4727;8;0;-4.612;0;9.24;11;36;1.7e-05;..............(((....))).....(((.........)))........((((......))))...(....).
5010;4736;8;0;-4.613;0;7.27;15;37;1.7e-05;..........(..((((....)))).)..((((.......))))....((..((((......)))).....))...
5011;4740;8;0;-4.613;0;8.53;14;36;1.7e-05;............(((((....))).))..((((.......))))........((((......))))...(....).
5012;4741;8;0;-4.613;0;8.59;14;36;1.7e-05;............(((((....)))).)..((((.......))))........((((......))))...(....).
5013;4779;8;0;-4.604;0;9.3;12;32;1.7e-05;.............((((....))))..(((..(...)..)))..........((((......))))..........
5014;4784;8;0;-4.605;0;10.29;10;33;1.7e-05;..(.....).....((......))...(((.........)))..........((((......))))..........
5015;4790;8;0;-4.605;0;9.64;15;42;1.7e-05;...((..(((..........)))..))..((((.......))))....(..(((((......)))))..)......
5016;4803;8;0;-4.6;0;9.55;11;36;1.7e-05;..........((((.....)).)).....(((.........)))........((((......))))..........
5017;4816;8;0;-4.601;0;7.52;13;36;1.7e-05;..............((......)).....((((.......))))...((..(((((......)))))...))....
5018;4864;8;0;-4.593;0;6.97;16;38;1.7e-05;.........(...((((....)))).)..((((.......))))...((..(((((......)))))...))....
5019;4867;8;0;-4.586;0;5.97;12;30;1.6e-05;...((........((((....))))......)).......((.....))...((((......))))..........
5020;4879;8;0;-4.588;0;27.69;18;53;1.6e-05;......((..((.((((((.((((.....((((.......)))).......)).)).)).)))).))..)).....
5021;4880;8;0;-4.588;0;27.72;18;53;1.6e-05;......((..((.((((((.((((.....((((.......)))).......).))).)).)))).))..)).....
5022;4886;8;0;-4.588;0;9.82;16;40;1.6e-05;...((..(((.(......).)))..))..((((.......))))...((...((((......))))....))....
5023;4889;8;0;-4.589;0;7.97;13;37;1.6e-05;........((...((((....)))).)).(((.........)))........((((......))))..........
5024;4902;8;0;-4.583;0;7.8;12;29;1.6e-05;..(.....).....(((....)))..((.......))...((.....))...((((......))))..........
5025;4954;8;0;-4.574;0;9.41;14;37;1.6e-05;.............((((....))))....((((.......))))........((((......)))).((...))..
5026;4957;8;0;-4.575;0;9.62;11;36;1.6e-05;.....(....)...((......)).....((((.......))))........((((......))))..........
5027;4958;8;0;-4.576;0;10.84;14;39;1.6e-05;..........(....)..((((.(.....((((.......))))........((((......))))...).)))).
5028;4973;8;0;-4.577;0;8.86;11;37;1.6e-05;.............((((....))))....((((.......))))........(((........)))..........
5029;4993;8;0;-4.572;0;10.29;13;37;1.6e-05;..........((((.....)).)).....((((.......))))........((((......))))...(....).
5030;4999;8;0;-4.573;0;8.07;9;31;1.6e-05;..............(((....))).........((.....))..........((((......))))..........
5031;5006;8;0;-4.574;0;9.77;13;37;1.6e-05;...((.....)).(((......)))....((((.......))))........((((......))))..........
5032;5028;8;0;-4.568;0;8.42;13;37;1.6e-05;...((........((((....))))))..(((.........)))........((((......))))..........
5033;5033;8;0;-4.568;0;10.18;10;29;1.6e-05;.........(.....)....(((...........)))...((.....))...((((......))))..........
5034;5069;8;0;-4.565;0;13.1;12;39;1.6e-05;...(((...(.....)..)))........((((.......))))........((((......))))..........
5035;5081;8;0;-4.56;0;7.2;12;32;1.6e-05;...((.....))..(((....)))................(((...)))...((((......))))..........
5036;5096;8;0;-4.561;0;8.76;15;38;1.6e-05;........((...((((....)))).)).((((.......))))........((((......))))...(....).
5037;5101;8;0;-4.561;0;9.37;12;36;1.6e-05;..(.....)....(((......)))....((((.......))))........((((......))))..........
5038;5104;8;0;-4.562;0;9.09;17;43;1.6e-05;..((...)).....(((....))).....((((.......))))...(((.(((((......)))))....)))..
5039;5110;8;0;-4.562;0;7.97;12;32;1.6e-05;..............(((....)))...(((.........))).....((...((((......))))....))....
5040;5114;8;0;-4.555;0;1.77;12;21;1.6e-05;..............(((....)))........(((.....((.....))...((((......))))....)))...
5041;5125;8;0;-4.557;0;6.59;14;38;1.6e-05;..........(..((((....)))).)..(((.........)))....(..(((((......)))))..)......
5042;5163;8;0;-4.554;0;9.85;16;42;1.5e-05;.......(((.(......).)))......((((.......))))...(((.(((((......)))))....)))..
5043;5188;8;0;-4.548;0;8.35;16;41;1.5e-05;...((.....))..(((....))).....((((.......))))..(.(..(((((......)))))..).)....
5044;5191;8;0;-4.549;0;8.3;12;36;1.5e-05;..........((..........)).....((((.......))))....(..(((((......)))))..)......
5045;5221;8;0;-4.546;0;9.89;17;42;1.5e-05;.......(((.((....)).)))......((((.......))))...(((.(((((......)))))....)))..
5046;5229;8;0;-4.546;0;8.91;14;38;1.5e-05;...(...)..(..((((....)))).)..((((.......))))........((((......))))..........
5047;5232;8;0;-4.539;0;8.62;11;37;1.5e-05;...((.....))..(((....)))............((....))........((((......))))..........
5048;5243;8;0;-4.54;0;9.18;15;38;1.5e-05;...((........((((....))))))..((((.......))))........((((......))))...(....).
5049;5276;8;0;-4.536;0;11.64;15;41;1.5e-05;...((..(((.(......).)))..))..((((.......))))........((((......))))....(...).
5050;5285;8;0;-4.538;0;11.52;15;42;1.5e-05;...((..(((.(......).)))..))..((((.......))))........((((......)))).(.....)..
5051;5288;8;0;-4.539;0;6.45;11;29;1.5e-05;..............(((....)))....(.......)...(((...)))...((((......))))..........
5052;5307;8;0;-4.533;0;10.97;11;35;1.5e-05;..((...)).....((......))...(((.........)))..........((((......))))..........
5053;5324;8;0;-4.528;0;6.97;13;38;1.5e-05;..............(((....))).....(((.........)))..(.(..(((((......)))))..).)....
5054;5326;8;0;-4.528;0;11.62;16;41;1.5e-05;...((..(((.((....)).)))..))..((((.......))))........((((......))))....(...).
5055;5338;8;0;-4.529;0;6.5;16;38;1.5e-05;............(((((....))).))..((((.......))))..(.(..(((((......)))))..).)....
5056;5339;8;0;-4.529;0;6.56;16;38;1.5e-05;............(((((....)))).)..((((.......))))..(.(..(((((......)))))..).)....
5057;5349;8;0;-4.53;0;11.5;16;42;1.5e-05;...((..(((.((....)).)))..))..((((.......))))........((((......)))).(.....)..
5058;5386;8;0;-4.527;0;7.94;14;38;1.5e-05;..............((......)).....((((.......))))...(((.(((((......)))))....)))..
5059;5387;8;0;-4.527;0;6.82;15;38;1.5e-05;..........(..(((......))).)..((((.......))))..(.(..(((((......)))))..).)....
5060;5421;8;0;-4.523;0;9.62;8;33;1.5e-05;..(.....).....(((....)))............................((((......))))..........
5061;5433;8;0;-4.517;0;7.63;12;35;1.5e-05;..............(((....)))....((.........)).......((.(((((......)))))....))...
5062;5444;8;0;-4.518;0;7.37;17;40;1.5e-05;.........(...((((....)))).)..((((.......))))...(((.(((((......)))))....)))..
5063;5450;8;0;-4.519;0;7.25;14;35;1.5e-05;.............((((....))))....((((.......))))...((...((((......))))....))....
5064;5462;8;0;-4.512;0;9.83;11;34;1.4e-05;..............(((....)))...(((.........)))..........((((......)))).(.....)..
5065;5464;8;0;-4.512;0;6.55;11;30;1.4e-05;..............(((....)))................(((...)))...((((......))))...(....).
5066;5485;8;0;-4.514;0;6.68;10;29;1.4e-05;.....(....)...(((....)))................((.....))...((((......))))..........
5067;5509;8;0;-4.509;0;13.11;10;36;1.4e-05;...((..............))........((((.......))))........((((......))))..........
5068;5512;8;0;-4.509;0;7.03;14;36;1.4e-05;..........(..((((....)))).)..((((.......))))....(...((((......))))...)......
5069;5527;8;0;-4.51;0;9.97;11;33;1.4e-05;..............(((....)))...(((.........)))..........((((......))))....(...).
5070;5531;8;0;-4.51;0;8.06;14;38;1.4e-05;..........(..((((....)))).)..((((.......))))........((((.(...)))))..........
5071;5532;8;0;-4.51;0;8.12;14;41;1.4e-05;..........(..((((....)))).)..((((.......))))........(((.((...)))))..........
5072;5540;8;0;-4.511;0;8.52;13;31;1.4e-05;..((...)).....(((....)))..((.......))...((.....))...((((......))))..........
5073;5543;8;0;-4.504;0;8.37;9;34;1.4e-05;..............(((....))).....((...........))........((((......))))..........
5074;5570;8;0;-4.5;0;6.52;11;29;1.4e-05;..(.....)....((((....))))...............((.....))...((((......))))..........
5075;5583;8;0;-4.501;0;11.48;13;39;1.4e-05;...(((............)))........((((.......))))....(..(((((......)))))..)......
5076;5611;8;0;-4.504;0;11.52;15;40;1.4e-05;...((..(((.(......).)))..))..((((.......))))........((((......))))..(...)...
5077;5619;8;0;-4.496;0;1.78;14;25;1.4e-05;..............(((....))).......((((.....(((...)))...((((......))))....))))..
5078;5652;8;0;-4.492;0;8.21;16;40;1.4e-05;...((.....)).((((....))))....((((.......))))....(..(((((......)))))..)......
5079;5666;8;0;-4.494;0;7.97;14;39;1.4e-05;.....(....)...(((....))).....((((.......))))....(..(((((......)))))..)......
5080;5680;8;0;-4.496;0;11.5;16;40;1.4e-05;...((..(((.((....)).)))..))..((((.......))))........((((......))))..(...)...
5081;5699;8;0;-4.49;0;10.03;13;38;1.4e-05;..((...))....(((......)))....((((.......))))........((((......))))..........
5082;5708;8;0;-4.491;0;8.0;10;35;1.4e-05;..............(((....)))............((....))........((((......))))...(....).
5083;5727;8;0;-4.487;0;11.0;12;40;1.4e-05;...((..(((..........)))..))..(((.........)))........((((......))))..........
5084;5741;8;0;-4.488;0;8.09;15;39;1.4e-05;..........((((.....)).)).....((((.......))))..(.(..(((((......)))))..).)....
5085;5747;8;0;-4.481;0;7.42;13;36;1.4e-05;..............(((....))).....((((.......))))..(.(...((((......))))...).)....
5086;5785;8;0;-4.477;0;6.77;17;40;1.4e-05;........((...((((....)))).)).((((.......))))..(.(..(((((......)))))..).)....
5087;5786;8;0;-4.477;0;10.68;10;29;1.4e-05;..(.....)...........(((...........)))...((.....))...((((......))))..........
5088;5790;8;0;-4.478;0;9.83;11;32;1.4e-05;..............(((....)))...(((.........)))..........((((......))))..(...)...
5089;5794;8;0;-4.479;0;10.14;17;42;1.4e-05;...((..(((.(......).)))..))..((((.......))))...(((..((((......)))).....)))..
5090;5809;8;0;-4.48;0;7.79;15;39;1.4e-05;..(.....)....((((....))))....((((.......))))....(..(((((......)))))..)......
5091;5818;8;0;-4.473;0;6.5;10;27;1.3e-05;..............(((....)))........(...)...((.....))...((((......))))..........
5092;5903;8;0;-4.467;0;9.1;13;36;1.3e-05;.............((((....))))....((((.......))))........((((......))))....(...).
5093;5920;8;0;-4.469;0;8.97;13;37;1.3e-05;.............((((....))))....((((.......))))........((((......)))).(.....)..
5094;5953;8;0;-4.457;0;8.94;13;36;1.3e-05;......(.....)((((....))))....((((.......))))........((((......))))..........
5095;5954;8;0;-4.457;0;9.81;13;38;1.3e-05;..(.....).....(((....)))...(.((((.......)))).)......((((......))))..........
5096;5969;8;0;-4.459;0;11.62;14;41;1.3e-05;...((..(((..........)))..))..((((.......))))........((((......))))...(....).
5097;6001;8;0;-4.456;0;11.41;9;35;1.3e-05;.......(((..........))).....((.........))...........((((......))))..........
5098;6007;8;0;-4.456;0;7.17;17;40;1.3e-05;...((........((((....))))))..((((.......))))..(.(..(((((......)))))..).)....
5099;6020;8;0;-4.45;0;9.47;12;36;1.3e-05;...(.......)..(((....))).....((((.......))))........((((......))))..........
5100;6040;8;0;-4.452;0;10.37;9;35;1.3e-05;..((...)).....(((....)))............................((((......))))..........
5101;6053;8;0;-4.453;0;8.39;13;34;1.3e-05;..............(((....)))...(((.........))).....(((..((((......)))).....)))..
5102;6057;8;0;-4.453;0;8.33;15;40;1.3e-05;..(.....).....(((....))).....((((.......))))....((.(((((......)))))....))...
5103;6165;8;0;-4.434;0;8.97;13;35;1.3e-05;.............((((....))))....((((.......))))........((((......))))..(...)...
5104;6195;8;0;-4.43;0;9.67;9;34;1.3e-05;..........((..........)).....(((.........)))........((((......))))..........
5105;6227;8;0;-4.426;0;6.68;13;29;1.2e-05;.............((((....))))...((.....))...(((...)))...((((......))))..........
5106;6233;8;0;-4.427;0;8.9;13;36;1.2e-05;.......(....)((((....))))....((((.......))))........((((......))))..........
5107;6247;8;0;-4.429;0;7.3;12;31;1.3e-05;..((...))....((((....))))...............((.....))...((((......))))..........
5108;6316;8;0;-4.421;0;8.5;16;40;1.2e-05;...((.....))..(((....))).....((((.......))))...((..(((((......)))))...))....
5109;6345;8;0;-4.417;0;9.0;6;30;1.2e-05;..............((......))............................((((......))))..........
5110;6357;8;0;-4.41;0;8.55;13;37;1.2e-05;..........(..((((....)))).)..(((.........)))........((((......))))...(....).
5111;6366;8;0;-4.411;0;13.97;15;40;1.2e-05;...((.....))......((((.(.....((((.......))))........((((......))))...).)))).
5112;6376;8;0;-4.412;0;7.93;12;29;1.2e-05;..(.....).....(((....)))....((.....))...((.....))...((((......))))..........
5113;6406;8;0;-4.408;0;5.73;12;37;1.2e-05;..............(((....)))............((....))..(.(..(((((......)))))..).)....
5114;6413;8;0;-4.409;0;8.44;16;41;1.2e-05;..((...))....((((....))))....((((.......))))....(..(((((......)))))..)......
5115;6420;8;0;-4.409;0;7.67;15;37;1.2e-05;.............((((....))))....((((.......))))...(((..((((......)))).....)))..
5116;6427;8;0;-4.402;0;6.65;16;37;1.2e-05;............(((((....))).))..((((.......))))...((..(((((......)))))...))....
5117;6428;8;0;-4.402;0;6.71;16;37;1.2e-05;............(((((....)))).)..((((.......))))...((..(((((......)))))...))....
5118;6454;8;0;-4.406;0;11.34;11;31;1.2e-05;..((...))...........(((...........)))...((.....))...((((......))))..........
5119;6459;8;0;-4.399;0;11.0;13;39;1.2e-05;...((..(((.(......).)))..))...(((.......))).........((((......))))..........
5120;6463;8;0;-4.4;0;6.97;15;37;1.2e-05;..........(..(((......))).)..((((.......))))...((..(((((......)))))...))....
5121;6465;8;0;-4.4;0;11.9;13;42;1.2e-05;...((..(((.(......).)))..))..((((.......)))).........(((......)))...........
5122;6481;8;0;-4.401;0;7.13;13;37;1.2e-05;..............(((....))).....(((.........)))...((..(((((......)))))...))....
5123;6488;8;0;-4.402;0;9.06;13;37;1.2e-05;..(.....).(..(((......))).)..((((.......))))........((((......))))..........
5124;6489;8;0;-4.402;0;10.45;11;35;1.2e-05;..........((..........)).....((((.......))))........((((......))))...(....).
5125;6493;8;0;-4.395;0;8.0;14;38;1.2e-05;..........((.((.....)))).....((((.......))))....(..(((((......)))))..)......
5126;6523;8;0;-4.398;0;9.14;11;33;1.2e-05;.............((((....))))...((.........))...........((((......))))...(....).
5127;6535;8;0;-4.391;0;11.0;14;39;1.2e-05;...((..(((.((....)).)))..))...(((.......))).........((((......))))..........
5128;6544;8;0;-4.391;0;14.3;12;37;1.2e-05;..................((((.(.....(((.........)))........((((......))))...).)))).
5129;6553;8;0;-4.392;0;11.88;14;42;1.2e-05;...((..(((.((....)).)))..))..((((.......)))).........(((......)))...........
5130;6560;8;0;-4.393;0;9.47;12;34;1.2e-05;.....(....)..((((....))))..(((.........)))..........((((......))))..........
5131;6573;8;0;-4.394;0;7.6;12;35;1.2e-05;..............(((....))).....((((.......))))....(...((((......))))....).....
5132;6577;8;0;-4.387;0;8.4;12;34;1.2e-05;...((..(((..........)))..)).............(((...)))...((((......))))..........
5133;6579;8;0;-4.387;0;27.91;16;51;1.2e-05;......((..((.((((.(.(((......((((.......)))).........))).)..)))).))..)).....
5134;6588;8;0;-4.388;0;9.38;8;34;1.2e-05;..............(((....)))....((.........))...........(((........)))..........
5135;6628;8;0;-4.386;0;3.9;12;37;1.2e-05;..............(((....)))...............(((.((.....))((((......)))).)))......
5136;6633;8;0;-4.386;0;9.93;11;34;1.2e-05;..............(((....)))....((.........))...........((((......)))).((...))..
5137;6636;8;0;-4.386;0;10.44;14;40;1.2e-05;..((...)).....(((....)))...(.((((.......)))).)......((((......))))..........
5138;6669;8;0;-4.381;0;14.7;15;40;1.2e-05;..(.....)........(((((.(.....((((.......))))........((((......))))...).)))))
5139;6677;8;0;-4.382;0;8.97;16;42;1.2e-05;..((...)).....(((....))).....((((.......))))....((.(((((......)))))....))...
5140;6685;8;0;-4.382;0;13.14;10;37;1.2e-05;...(((............)))........(((.........)))........((((......))))..........
5141;6694;8;0;-4.375;0;9.41;16;43;1.1e-05;...((..(((..........)))..))..((((.......))))..(.(..(((((......)))))..).)....
5142;6709;8;0;-4.377;0;10.6;12;35;1.1e-05;..(.....).....(((....)))...(((.........)))..........((((......))))...(....).
5143;6716;8;0;-4.378;0;11.32;13;39;1.1e-05;.......(((.(......).)))....(.((((.......)))).)......((((......))))..........
5144;6719;8;0;-4.378;0;6.16;14;35;1.1e-05;..............(((....)))..(((((((.......))))........((((......))))....)))...
5145;6728;8;0;-4.371;0;7.41;11;32;1.1e-05;..........(..((((....)))).)......((.....))..........((((......))))..........
5146;6730;8;0;-4.372;0;8.93;11;32;1.1e-05;.............((((....))))...((..(...)..))...........((((......))))..........
5147;6738;8;0;-4.373;0;9.93;9;33;1.1e-05;..(.....).....((......))....((.........))...........((((......))))..........
5148;6745;8;0;-4.374;0;7.19;13;36;1.1e-05;.............(((......)))....((((.......))))....(..(((((......)))))..)......
5149;6748;8;0;-4.374;0;9.76;15;41;1.1e-05;.......(((.(......).)))......((((.......))))....((.(((((......)))))....))...
5150;6749;8;0;-4.374;0;9.39;13;38;1.1e-05;...((.....)).((((....))))....(((.........)))........((((......))))..........
5151;6757;8;0;-4.374;0;10.15;9;34;1.1e-05;..............(((....)))...(((.........)))...........(((......)))...........
5152;6768;8;0;-4.375;0;9.21;11;37;1.1e-05;.....(....)...(((....))).....(((.........)))........((((......))))..........
5153;6783;8;0;-4.368;0;11.3;15;40;1.1e-05;.........(.....).(((((.(.....((((.......))))........((((......))))...).)))))
5154;6795;8;0;-4.37;0;11.31;14;39;1.1e-05;.......(((.((....)).)))....(.((((.......)))).)......((((......))))..........
5155;6806;8;0;-4.364;0;10.42;13;38;1.1e-05;..(.....).((((.....)).)).....((((.......))))........((((......))))..........
5156;6816;8;0;-4.365;0;7.86;11;26;1.1e-05;............(((...........)))((((.......))))........((((......))))..........
5157;6821;8;0;-4.366;0;9.79;16;41;1.1e-05;.......(((.((....)).)))......((((.......))))....((.(((((......)))))....))...
5158;6863;8;0;-4.361;0;7.85;15;38;1.1e-05;..............(((....))).....((((.......))))...(((.(((((......))))..)..)))..
5159;6866;8;0;-4.361;0;8.97;12;37;1.1e-05;..(.....)....((((....))))....(((.........)))........((((......))))..........
5160;6867;8;0;-4.361;0;8.24;15;38;1.1e-05;..........((((.....)).)).....((((.......))))...((..(((((......)))))...))....
5161;6959;8;0;-4.354;0;14.52;15;39;1.1e-05;.................(((((.(...(.((((.......)))).)......((((......))))...).)))))
5162;6962;8;0;-4.355;0;13.67;12;38;1.1e-05;...(((............)))........((((.......))))........((((......))))...(....).
5163;6968;8;0;-4.355;0;10.0;10;29;1.1e-05;..........(....)....(((...........)))...((.....))...((((......))))..........
5164;6999;8;0;-4.35;0;6.91;17;39;1.1e-05;........((...((((....)))).)).((((.......))))...((..(((((......)))))...))....
5165;7003;8;0;-4.351;0;9.31;11;35;1.1e-05;..............((......))...(.((((.......)))).)......((((......))))..........
5166;7007;8;0;-4.351;0;10.4;12;34;1.1e-05;..(.....).....(((....)))...(((..(...)..)))..........((((......))))..........
5167;7009;8;0;-4.351;0;9.83;11;35;1.1e-05;..........((.(.....)..)).....((((.......))))........((((......))))..........
5168;7039;8;0;-4.346;0;10.09;15;39;1.1e-05;...((.....)).((((....))))....((((.......))))........((((......))))...(....).
5169;7045;8;0;-4.346;0;8.86;17;42;1.1e-05;...((.....))..(((....))).....((((.......))))...(((.(((((......)))))....)))..
5170;7051;8;0;-4.347;0;7.77;13;37;1.1e-05;..............((......)).....((((.......))))....((.(((((......)))))....))...
5171;7053;8;0;-4.347;0;9.97;13;38;1.1e-05;.....(....)...(((....))).....((((.......))))........((((......))))...(....).
5172;7055;8;0;-4.347;0;5.84;13;32;1.1e-05;...((........((((....))))......)).......(((...)))...((((......))))..........
5173;7064;8;0;-4.341;0;8.65;13;31;1.1e-05;..((...)).....(((....)))....((.....))...((.....))...((((......))))..........
5174;7066;8;0;-4.341;0;7.85;8;31;1.1e-05;..............(((....)))..........(.....)...........((((......))))..........
5175;7086;8;0;-4.344;0;7.61;13;31;1.1e-05;..(.....).....(((....)))..((.......))...(((...)))...((((......))))..........
5176;7108;8;0;-4.338;0;7.21;16;39;1.1e-05;.........(...((((....)))).)..((((.......))))....((.(((((......)))))....))...
5177;7131;8;0;-4.334;0;9.72;14;38;1.1e-05;..(.....)....((((....))))....((((.......))))........((((......))))...(....).
5178;7149;8;0;-4.335;0;9.04;8;31;1.1e-05;..............(((....)))..(.........)...............((((......))))..........
5179;7151;8;0;-4.335;0;7.11;9;33;1.1e-05;..............(((....)))........................(..(((((......)))))..)......
5180;7171;8;0;-4.329;0;9.9;11;31;1.1e-05;.........(.....)....(((...........)))...(((...)))...((((......))))..........
5181;7172;8;0;-4.329;0;8.24;11;34;1.1e-05;.............((((....)))).....(((.......))).........((((......))))..........
5182;7174;8;0;-4.33;0;7.31;17;39;1.1e-05;...((........((((....))))))..((((.......))))...((..(((((......)))))...))....
5183;7178;8;0;-4.33;0;6.78;9;28;1.1e-05;..........((..........))................(((...)))...((((......))))..........
5184;7180;8;0;-4.33;0;7.55;11;32;1.1e-05;..............(((....)))....((.........))......((...((((......))))....))....
5185;7183;8;0;-4.331;0;9.21;11;37;1.1e-05;.............((((....))))....((((.......)))).........(((......)))...........
5186;7185;8;0;-4.331;0;9.72;14;39;1.1e-05;..((...)).(..(((......))).)..((((.......))))........((((......))))..........
5187;7201;8;0;-4.324;0;10.0;11;39;1e-05;..(.....).....(((....))).....((((.......))))........(((........)))..........
5188;7209;8;0;-4.325;0;7.38;16;39;1.1e-05;..........(..(((......))).)..((((.......))))...(((.(((((......)))))....)))..
5189;7210;8;0;-4.325;0;27.76;15;50;1.1e-05;..(.....)..(.((((((.(((......((((.......)))).........))).)).)))).)..........
5190;7228;8;0;-4.326;0;7.56;14;39;1.1e-05;..............(((....))).....(((.........)))...(((.(((((......)))))....)))..
5191;7229;8;0;-4.326;0;6.45;15;39;1.1e-05;..........(..((((....)))).)..(((.........)))..(.(..(((((......)))))..).)....
5192;7230;8;0;-4.327;0;7.17;12;37;1.1e-05;...((........((((....))))......))...((....))........((((......))))..........
5193;7245;8;0;-4.327;0;7.06;17;39;1.1e-05;............(((((....))).))..((((.......))))...(((.(((((......)))))....)))..
