;StructID;ClusterID;ClosestToCenter;Energy;LowEne;AptaMat;Bp;MfeDist;Probability;Structure
0;14;1;1;-8.13;1;4.87;13;17;0.006466;...........((((.(((....)))))))......((....))........((((......))))..........
1;41;1;0;-7.466;0;5.1;12;19;0.002109;...........((((..((....)).))))......((....))........((((......))))..........
2;57;1;0;-7.292;0;5.66;14;19;0.001572;..(.....)..((((.(((....)))))))......((....))........((((......))))..........
3;62;1;0;-7.234;0;5.93;10;23;0.001424;...........((((...........))))......((....))........((((......))))..........
4;64;1;0;-7.221;0;6.39;15;21;0.001394;..((...))..((((.(((....)))))))......((....))........((((......))))..........
5;79;1;0;-7.102;0;4.88;14;18;0.00114;.........(.((((.(((....)))))))..)...((....))........((((......))))..........
6;81;1;0;-7.104;0;3.73;15;19;0.001145;...........((((.(((....)))))))......((....))....(..(((((......)))))..)......
7;100;1;0;-6.958;0;5.53;14;18;0.000894;...........((((.(((....)))))))......((....))........((((......))))...(....).
8;118;1;0;-6.874;0;3.68;16;20;0.000776;...........((((.(((....)))))))......((....))..(.(..(((((......)))))..).)....
9;142;1;0;-6.747;0;3.82;16;19;0.000627;...........((((.(((....)))))))......((....))...((..(((((......)))))...))....
10;161;1;0;-6.672;0;4.31;17;21;0.000552;...........((((.(((....)))))))......((....))...(((.(((((......)))))....)))..
11;179;1;0;-6.628;0;5.9;13;21;0.000513;..(.....)..((((..((....)).))))......((....))........((((......))))..........
12;199;1;0;-6.557;0;6.66;14;23;0.000455;..((...))..((((..((....)).))))......((....))........((((......))))..........
13;219;1;0;-6.492;0;4.06;16;20;0.000408;...........((((.(((....)))))))......((....))....((.(((((......)))))....))...
14;228;1;0;-6.476;0;5.1;12;19;0.000396;...........(((..(((....))).)))......((....))........((((......))))..........
15;244;1;0;-6.438;0;5.1;13;20;0.000372;.........(.((((..((....)).))))..)...((....))........((((......))))..........
16;245;1;0;-6.441;0;3.91;14;21;0.000373;...........((((..((....)).))))......((....))....(..(((((......)))))..)......
17;246;1;0;-6.435;0;4.73;12;15;0.00037;...........((((.(((....)))))))......(......)........((((......))))..........
18;247;1;0;-6.437;0;5.1;12;19;0.000371;...........((((.((......))))))......((....))........((((......))))..........
19;260;1;0;-6.408;0;4.94;15;19;0.000353;........((.((((.(((....)))))))..))..((....))........((((......))))..........
20;263;1;0;-6.396;0;6.76;11;25;0.000346;..(.....)..((((...........))))......((....))........((((......))))..........
21;280;1;0;-6.364;0;5.1;12;19;0.000328;...........((((.(((....)))))))......((....))........(((........)))..........
22;284;1;0;-6.361;0;5.97;15;19;0.000327;...........((((.(((....)))))))......((....))........((((......)))).((...))..
23;299;1;0;-6.324;0;7.53;12;27;0.000307;..((...))..((((...........))))......((....))........((((......))))..........
24;312;1;0;-6.306;0;3.88;15;17;0.000297;...........((((.(((....)))))))......((....))...((...((((......))))....))....
25;322;1;0;-6.294;0;5.77;13;20;0.000292;...........((((..((....)).))))......((....))........((((......))))...(....).
26;336;1;0;-6.266;0;4.5;16;21;0.000278;..(.....)..((((.(((....)))))))......((....))....(..(((((......)))))..)......
27;344;1;0;-6.255;0;5.44;14;19;0.000273;...........((((.(((....)))))))......((....))........((((......)))).(.....)..
28;349;1;0;-6.253;0;5.56;14;18;0.000272;...........((((.(((....)))))))......((....))........((((......))))....(...).
29;367;1;0;-6.221;0;5.44;14;17;0.000258;...........((((.(((....)))))))......((....))........((((......))))..(...)...
30;377;1;0;-6.21;0;3.85;15;22;0.000253;...........((((..((....)).))))......((....))..(.(..(((((......)))))..).)....
31;379;1;0;-6.205;0;5.9;11;24;0.000251;.........(.((((...........))))..)...((....))........((((......))))..........
32;381;1;0;-6.196;0;4.38;16;19;0.000247;...........((((.(((....)))))))......((....))...(((..((((......)))).....)))..
33;385;1;0;-6.195;0;5.23;17;23;0.000247;..((...))..((((.(((....)))))))......((....))....(..(((((......)))))..)......
34;400;1;0;-6.178;0;6.07;12;30;0.00024;...........((((((....))))...))......((....))........((((......))))..........
35;406;1;0;-6.165;0;5.87;12;28;0.000234;...........((((((....)))...)))......((....))........((((......))))..........
36;439;1;0;-6.117;0;5.43;12;19;0.000216;...........((((.(((....)))))))......((....)).........(((......)))...........
37;441;1;0;-6.12;0;6.27;15;20;0.000217;..(.....)..((((.(((....)))))))......((....))........((((......))))...(....).
38;465;1;0;-6.083;0;4.0;15;21;0.000204;...........((((..((....)).))))......((....))...((..(((((......)))))...))....
39;472;1;0;-6.076;0;3.76;16;20;0.000202;.........(.((((.(((....)))))))..)...((....))....(..(((((......)))))..)......
40;494;1;0;-6.062;0;6.62;11;24;0.000197;...........((((...........))))......((....))........((((......))))...(....).
41;501;1;0;-6.049;0;6.97;16;22;0.000193;..((...))..((((.(((....)))))))......((....))........((((......))))...(....).
42;509;1;0;-6.036;0;4.43;17;22;0.000189;..(.....)..((((.(((....)))))))......((....))..(.(..(((((......)))))..).)....
43;511;1;0;-6.037;0;3.73;15;19;0.000189;...........((((.(((....)))))))......((....))....(..(((((......)))))...).....
44;525;1;0;-6.016;0;4.12;15;18;0.000182;...........((((.(((....)))))))......((....))....((..((((......)))).....))...
45;538;1;0;-6.009;0;4.5;16;23;0.00018;...........((((..((....)).))))......((....))...(((.(((((......)))))....)))..
46;577;1;0;-5.965;0;5.14;18;24;0.000167;..((...))..((((.(((....)))))))......((....))..(.(..(((((......)))))..).)....
47;585;1;0;-5.949;0;5.66;14;19;0.000163;...(...)...((((.(((....)))))))......((....))........((((......))))..........
48;613;1;0;-5.93;0;5.52;15;19;0.000158;.........(.((((.(((....)))))))..)...((....))........((((......))))...(....).
49;629;1;0;-5.912;0;3.78;14;17;0.000153;...........((((.(((....)))))))......((....))....(...((((......))))...)......
50;630;1;0;-5.914;0;4.81;14;19;0.000153;...........((((.(((....)))))))......((....))........((((.(...)))))..........
51;631;1;0;-5.914;0;4.88;14;22;0.000153;...........((((.(((....)))))))......((....))........(((.((...)))))..........
52;634;1;0;-5.909;0;4.57;17;21;0.000152;..(.....)..((((.(((....)))))))......((....))...((..(((((......)))))...))....
53;674;1;0;-5.869;0;1.24;16;11;0.000142;...........((((.(((....)))))))..(((.((....))........((((......))))....)))...
54;693;1;0;-5.846;0;3.71;17;21;0.000137;.........(.((((.(((....)))))))..)...((....))..(.(..(((((......)))))..).)....
55;697;1;0;-5.838;0;5.28;18;23;0.000135;..((...))..((((.(((....)))))))......((....))...((..(((((......)))))...))....
56;703;1;0;-5.834;0;5.03;18;23;0.000134;..(.....)..((((.(((....)))))))......((....))...(((.(((((......)))))....)))..
57;705;1;0;-5.829;0;4.24;15;22;0.000133;...........((((..((....)).))))......((....))....((.(((((......)))))....))...
58;716;1;0;-5.822;0;4.73;12;16;0.000131;...........((((.(((....))))))).......(....).........((((......))))..........
59;769;1;0;-5.774;0;5.34;11;21;0.000121;...........((((..(......).))))......((....))........((((......))))..........
60;779;1;0;-5.771;0;4.97;11;17;0.000121;...........((((..((....)).))))......(......)........((((......))))..........
61;788;1;0;-5.763;0;5.7;19;25;0.000119;..((...))..((((.(((....)))))))......((....))...(((.(((((......)))))....)))..
62;809;1;0;-5.744;0;5.16;14;21;0.000115;........((.((((..((....)).))))..))..((....))........((((......))))..........
63;838;1;0;-5.719;0;3.86;17;20;0.00011;.........(.((((.(((....)))))))..)...((....))...((..(((((......)))))...))....
64;878;1;0;-5.7;0;5.34;11;21;0.000107;...........((((..((....)).))))......((....))........(((........)))..........
65;890;1;0;-5.697;0;6.22;14;21;0.000107;...........((((..((....)).))))......((....))........((((......)))).((...))..
66;911;1;0;-5.682;0;3.73;15;18;0.000104;...........((((.(((....)))))))......((....))..(.(...((((......))))...).)....
67;919;1;0;-5.673;0;5.03;14;18;0.000102;...........((((.(((....)))))))...(..((....)).)......((((......))))..........
68;930;1;0;-5.66;0;6.44;9;25;0.0001;...........(((.............)))......((....))........((((......))))..........
69;944;1;0;-5.655;0;4.8;17;22;9.9e-05;..(.....)..((((.(((....)))))))......((....))....((.(((((......)))))....))...
70;962;1;0;-5.642;0;4.06;14;19;9.7e-05;...........((((..((....)).))))......((....))...((...((((......))))....))....
71;967;1;0;-5.644;0;4.33;18;22;9.7e-05;.........(.((((.(((....)))))))..)...((....))...(((.(((((......)))))....)))..
72;969;1;0;-5.638;0;5.9;13;21;9.6e-05;..(.....)..(((..(((....))).)))......((....))........((((......))))..........
73;1011;1;0;-5.603;0;5.5;14;19;9.1e-05;.....(....)((((.(((....)))))))......((....))........((((......))))..........
74;1012;1;0;-5.603;0;4.7;15;23;9.1e-05;..(.....)..((((..((....)).))))......((....))....(..(((((......)))))..)......
75;1018;1;0;-5.599;0;5.9;13;21;9e-05;..(.....)..((((.((......))))))......((....))........((((......))))..........
76;1024;1;0;-5.596;0;3.78;14;17;9e-05;...........((((.(((....)))))))......((....))....(...((((......))))....).....
77;1026;1;0;-5.597;0;5.55;13;17;9e-05;..(.....)..((((.(((....)))))))......(......)........((((......))))..........
78;1031;1;0;-5.592;0;5.68;13;21;8.9e-05;...........((((..((....)).))))......((....))........((((......)))).(.....)..
79;1040;1;0;-5.59;0;5.81;13;20;8.9e-05;...........((((..((....)).))))......((....))........((((......))))....(...).
80;1044;1;0;-5.583;0;5.5;18;24;8.8e-05;..((...))..((((.(((....)))))))......((....))....((.(((((......)))))....))...
81;1070;1;0;-5.566;0;6.66;14;23;8.5e-05;..((...))..(((..(((....))).)))......((....))........((((......))))..........
82;1073;1;0;-5.563;0;4.34;17;20;8.5e-05;...........((((.(((....)))))))......((....))...(((.(((((......))))..)..)))..
83;1077;1;0;-5.566;0;1.26;17;13;8.5e-05;...........((((.(((....))))))).((((.((....))........((((......))))....))))..
84;1078;1;0;-5.559;0;6.45;15;19;8.4e-05;....((..((.((((.(((....)))))))..))..))..............((((......))))..........
85;1088;1;0;-5.557;0;5.68;13;19;8.4e-05;...........((((..((....)).))))......((....))........((((......))))..(...)...
86;1123;1;0;-5.531;0;5.44;16;25;8.1e-05;..((...))..((((..((....)).))))......((....))....(..(((((......)))))..)......
87;1126;1;0;-5.532;0;4.58;15;21;8.1e-05;...........((((..((....)).))))......((....))...(((..((((......)))).....)))..
88;1133;1;0;-5.528;0;6.66;14;23;8e-05;..((...))..((((.((......))))))......((....))........((((......))))..........
89;1147;1;0;-5.526;0;6.31;14;19;8e-05;..((...))..((((.(((....)))))))......(......)........((((......))))..........
90;1148;1;0;-5.526;0;5.9;13;21;8e-05;..(.....)..((((.(((....)))))))......((....))........(((........)))..........
91;1157;1;0;-5.523;0;6.68;16;21;7.9e-05;..(.....)..((((.(((....)))))))......((....))........((((......)))).((...))..
92;1185;1;0;-5.511;0;5.93;12;25;7.8e-05;........((.((((...........))))..))..((....))........((((......))))..........
93;1203;1;0;-5.493;0;6.38;11;27;7.5e-05;...........((((.(((....)))))))......((....)).......((........)).............
94;1221;1;0;-5.488;0;5.67;12;26;7.5e-05;...........((((((....))...))))......((....))........((((......))))..........
95;1280;1;0;-5.467;0;6.22;9;25;7.2e-05;...........((((...........))))......((....))........(((........)))..........
96;1282;1;0;-5.468;0;4.65;16;19;7.2e-05;..(.....)..((((.(((....)))))))......((....))...((...((((......))))....))....
97;1287;1;0;-5.462;0;6.72;11;35;7.2e-05;..........(..((((....)))).).........((....))........((((......))))..........
98;1290;1;0;-5.464;0;4.09;17;21;7.2e-05;.........(.((((.(((....)))))))..)...((....))....((.(((((......)))))....))...
99;1292;1;0;-5.465;0;7.07;12;25;7.2e-05;...........((((...........))))......((....))........((((......)))).((...))..
100;1298;1;0;-5.454;0;5.69;11;21;7.1e-05;...........((((..((....)).))))......((....)).........(((......)))...........
101;1300;1;0;-5.455;0;6.66;14;23;7.1e-05;..((...))..((((.(((....)))))))......((....))........(((........)))..........
102;1303;1;0;-5.456;0;6.53;14;22;7.1e-05;..(.....)..((((..((....)).))))......((....))........((((......))))...(....).
103;1309;1;0;-5.45;0;3.91;14;21;7e-05;...........(((..(((....))).)))......((....))....(..(((((......)))))..)......
104;1312;1;0;-5.452;0;7.34;17;23;7e-05;..((...))..((((.(((....)))))))......((....))........((((......)))).((...))..
105;1315;1;0;-5.447;0;5.1;13;20;7e-05;.........(.(((..(((....))).)))..)...((....))........((((......))))..........
106;1321;1;0;-5.443;0;10.06;16;33;6.9e-05;......((((.((((.(((....)))))))....(((......((.....)).....)))..))))..........
107;1364;1;0;-5.416;0;6.3;15;20;6.6e-05;..(.....)..((((.(((....)))))))......((....))........((((......))))....(...).
108;1369;1;0;-5.417;0;6.18;15;21;6.6e-05;..(.....)..((((.(((....)))))))......((....))........((((......)))).(.....)..
109;1375;1;0;-5.412;0;3.91;14;21;6.6e-05;...........((((.((......))))))......((....))....(..(((((......)))))..)......
110;1377;1;0;-5.412;0;3.94;15;22;6.6e-05;.........(.((((..((....)).))))..)...((....))....(..(((((......)))))..)......
111;1381;1;0;-5.407;0;4.74;13;16;6.5e-05;.........(.((((.(((....)))))))..)...(......)........((((......))))..........
112;1386;1;0;-5.409;0;5.1;13;20;6.5e-05;.........(.((((.((......))))))..)...((....))........((((......))))..........
113;1389;1;0;-5.409;0;3.56;14;17;6.6e-05;...........((((.(((....)))))))......(......)....(..(((((......)))))..)......
114;1411;1;0;-5.4;0;8.1;11;28;6.5e-05;...........((((.(((....)))))))......((....)).......((...))..................
115;1424;1;0;-5.396;0;5.37;17;21;6.4e-05;..((...))..((((.(((....)))))))......((....))...((...((((......))))....))....
116;1437;1;0;-5.389;0;6.93;11;28;6.3e-05;...........((((.(((....)))))))......((....))............((...)).............
117;1443;1;0;-5.383;0;6.18;15;19;6.3e-05;..(.....)..((((.(((....)))))))......((....))........((((......))))..(...)...
118;1446;1;0;-5.385;0;7.24;15;24;6.3e-05;..((...))..((((..((....)).))))......((....))........((((......))))...(....).
119;1455;1;0;-5.382;0;3.86;17;21;6.3e-05;........((.((((.(((....)))))))..))..((....))....(..(((((......)))))..)......
120;1458;1;0;-5.383;0;4.09;16;19;6.3e-05;...........((((.(((....)))))))......((....))....((.(((((......))))..)..))...
121;1466;1;0;-5.372;0;4.62;16;24;6.2e-05;..(.....)..((((..((....)).))))......((....))..(.(..(((((......)))))..).)....
122;1468;1;0;-5.373;0;3.91;14;21;6.2e-05;...........((((..((....)).))))......((....))....(..(((((......)))))...).....
123;1494;1;0;-5.357;0;6.66;11;24;6e-05;...........((((...........))))......((....))........((((......))))....(...).
124;1498;1;0;-5.358;0;5.11;17;21;6e-05;..(.....)..((((.(((....)))))))......((....))...(((..((((......)))).....)))..
125;1500;1;0;-5.359;0;6.52;11;25;6e-05;...........((((...........))))......((....))........((((......)))).(.....)..
126;1506;1;0;-5.352;0;4.31;14;20;5.9e-05;...........((((..((....)).))))......((....))....((..((((......)))).....))...
127;1532;1;0;-5.344;0;7.0;16;22;5.9e-05;..((...))..((((.(((....)))))))......((....))........((((......))))....(...).
128;1535;1;0;-5.346;0;6.88;16;23;5.9e-05;..((...))..((((.(((....)))))))......((....))........((((......)))).(.....)..
129;1543;1;0;-5.34;0;6.84;13;32;5.8e-05;..(.....)..((((((....))))...))......((....))........((((......))))..........
130;1554;1;0;-5.338;0;3.91;14;21;5.8e-05;...........((((.(((....)))))))......((....))....(..((((........))))..)......
131;1564;1;0;-5.333;0;5.94;16;20;5.8e-05;.........(.((((.(((....)))))))..)...((....))........((((......)))).((...))..
132;1569;1;0;-5.335;0;5.1;13;20;5.8e-05;.........(.((((.(((....)))))))..)...((....))........(((........)))..........
133;1585;1;0;-5.324;0;6.52;11;23;5.7e-05;...........((((...........))))......((....))........((((......))))..(...)...
134;1587;1;0;-5.327;0;6.65;13;30;5.7e-05;..(.....)..((((((....)))...)))......((....))........((((......))))..........
135;1622;1;0;-5.312;0;6.88;16;21;5.6e-05;..((...))..((((.(((....)))))))......((....))........((((......))))..(...)...
136;1630;1;0;-5.301;0;5.34;17;26;5.5e-05;..((...))..((((..((....)).))))......((....))..(.(..(((((......)))))..).)....
137;1636;1;0;-5.304;0;5.77;13;20;5.5e-05;...........(((..(((....))).)))......((....))........((((......))))...(....).
138;1669;1;0;-5.286;0;5.9;13;21;5.3e-05;...(...)...((((..((....)).))))......((....))........((((......))))..........
139;1672;1;0;-5.287;0;5.81;18;23;5.3e-05;..((...))..((((.(((....)))))))......((....))...(((..((((......)))).....)))..
140;1697;1;0;-5.279;0;6.23;13;21;5.3e-05;..(.....)..((((.(((....)))))))......((....)).........(((......)))...........
141;1722;1;0;-5.277;0;3.91;16;18;5.2e-05;.........(.((((.(((....)))))))..)...((....))...((...((((......))))....))....
142;1734;1;0;-5.266;0;5.75;14;21;5.1e-05;.........(.((((..((....)).))))..)...((....))........((((......))))...(....).
143;1736;1;0;-5.267;0;5.38;14;18;5.1e-05;...........((((.(((....)))))))......((....))........((((......)))).(...)....
144;1741;1;0;-5.269;0;7.56;14;34;5.2e-05;..((...))..((((((....))))...))......((....))........((((......))))..........
145;1743;1;0;-5.263;0;5.42;13;16;5.1e-05;...........((((.(((....)))))))......(......)........((((......))))...(....).
146;1752;1;0;-5.265;0;5.77;13;20;5.1e-05;...........((((.((......))))))......((....))........((((......))))...(....).
147;1757;1;0;-5.26;0;5.53;14;19;5.1e-05;.....(...).((((.(((....)))))))......((....))........((((......))))..........
148;1764;1;0;-5.262;0;6.66;14;20;5.1e-05;............(((.(((....))))))((((.......))))........((((......))))..........
149;1771;1;0;-5.256;0;7.38;14;32;5.1e-05;..((...))..((((((....)))...)))......((....))........((((......))))..........
150;1773;1;0;-5.256;0;5.1;13;24;5.1e-05;...........((((.(((....)))))))......((....))........((..((...)).))..........
151;1800;1;0;-5.249;0;3.97;13;19;5e-05;...........((((..((....)).))))......((....))....(...((((......))))...)......
152;1803;1;0;-5.25;0;5.03;13;21;5e-05;...........((((..((....)).))))......((....))........((((.(...)))))..........
153;1804;1;0;-5.25;0;5.1;13;24;5e-05;...........((((..((....)).))))......((....))........(((.((...)))))..........
154;1813;1;0;-5.246;0;4.76;16;23;5e-05;..(.....)..((((..((....)).))))......((....))...((..(((((......)))))...))....
155;1830;1;0;-5.236;0;5.56;16;20;4.9e-05;........((.((((.(((....)))))))..))..((....))........((((......))))...(....).
156;1842;1;0;-5.234;0;6.14;11;29;4.9e-05;...........(((((......)))...))......((....))........((((......))))..........
157;1846;1;0;-5.227;0;5.42;15;20;4.8e-05;.........(.((((.(((....)))))))..)...((....))........((((......)))).(.....)..
158;1861;1;0;-5.224;0;7.4;12;26;4.8e-05;..(.....)..((((...........))))......((....))........((((......))))...(....).
159;1868;1;0;-5.225;0;5.55;15;19;4.8e-05;.........(.((((.(((....)))))))..)...((....))........((((......))))....(...).
160;1871;1;0;-5.22;0;3.85;15;22;4.8e-05;...........(((..(((....))).)))......((....))..(.(..(((((......)))))..).)....
161;1874;1;0;-5.221;0;5.93;11;27;4.8e-05;...........(((((......))...)))......((....))........((((......))))..........
162;1876;1;0;-5.221;0;6.59;9;25;4.8e-05;...........((((...........))))......((....)).........(((......)))...........
163;1887;1;0;-5.218;0;4.34;14;19;4.7e-05;...........((((.(((....)))))))......((....))......(.((((......))))).........
164;1900;1;0;-5.208;0;6.97;14;23;4.7e-05;..((...))..((((.(((....)))))))......((....)).........(((......)))...........
165;1919;1;0;-5.205;0;1.33;15;13;4.6e-05;...........((((..((....)).))))..(((.((....))........((((......))))....)))...
166;1926;1;0;-5.199;0;4.5;16;21;4.6e-05;..(.....)..((((.(((....)))))))......((....))....(..(((((......)))))...).....
167;1943;1;0;-5.192;0;5.77;13;20;4.5e-05;...........((((.(((....)))))))......((....))........(((........)))...(....).
168;1946;1;0;-5.193;0;5.42;15;18;4.5e-05;.........(.((((.(((....)))))))..)...((....))........((((......))))..(...)...
169;1973;1;0;-5.181;0;3.85;15;22;4.5e-05;...........((((.((......))))))......((....))..(.(..(((((......)))))..).)....
170;1976;1;0;-5.182;0;3.88;16;23;4.5e-05;.........(.((((..((....)).))))..)...((....))..(.(..(((((......)))))..).)....
171;1986;1;0;-5.178;0;4.88;16;20;4.4e-05;..(.....)..((((.(((....)))))))......((....))....((..((((......)))).....))...
172;1990;1;0;-5.179;0;3.52;15;18;4.4e-05;...........((((.(((....)))))))......(......)..(.(..(((((......)))))..).)....
173;2004;1;0;-5.174;0;5.49;17;25;4.4e-05;..((...))..((((..((....)).))))......((....))...((..(((((......)))))...))....
174;2019;1;0;-5.171;0;5.23;17;25;4.4e-05;..(.....)..((((..((....)).))))......((....))...(((.(((((......)))))....)))..
175;2041;1;0;-5.168;0;4.4;17;20;4.4e-05;.........(.((((.(((....)))))))..)...((....))...(((..((((......)))).....)))..
176;2062;1;0;-5.158;0;4.97;11;18;4.3e-05;...........((((..((....)).)))).......(....).........((((......))))..........
177;2074;1;0;-5.152;0;8.13;13;28;4.2e-05;..((...))..((((...........))))......((....))........((((......))))...(....).
178;2075;1;0;-5.153;0;4.81;14;32;4.2e-05;...........((((((....))))...))......((....))....(..(((((......)))))..)......
179;2088;1;0;-5.15;0;6.03;13;31;4.2e-05;.........(.((((((....))))...))..)...((....))........((((......))))..........
180;2094;1;0;-5.152;0;3.81;18;22;4.2e-05;........((.((((.(((....)))))))..))..((....))..(.(..(((((......)))))..).)....
181;2106;1;0;-5.148;0;9.9;12;39;4.2e-05;...((..(((.(......).)))..)).........((....))........((((......))))..........
182;2118;1;0;-5.139;0;4.62;14;30;4.2e-05;...........((((((....)))...)))......((....))....(..(((((......)))))..)......
183;2120;1;0;-5.14;0;9.94;13;39;4.2e-05;...((..(((.((....)).)))..)).........((....))........((((......))))..........
184;2135;1;0;-5.136;0;5.84;13;29;4.1e-05;.........(.((((((....)))...)))..)...((....))........((((......))))..........
185;2152;1;0;-5.128;0;5.23;17;23;4.1e-05;..((...))..((((.(((....)))))))......((....))....(..(((((......)))))...).....
186;2213;1;0;-5.107;0;5.6;17;22;3.9e-05;..((...))..((((.(((....)))))))......((....))....((..((((......)))).....))...
187;2219;1;0;-5.108;0;3.85;15;22;3.9e-05;...........((((.(((....)))))))......((....))..(.(..((((........))))..).)....
188;2247;1;0;-5.099;0;5.92;18;27;3.9e-05;..((...))..((((..((....)).))))......((....))...(((.(((((......)))))....)))..
189;2274;1;0;-5.093;0;4.0;15;21;3.8e-05;...........(((..(((....))).)))......((....))...((..(((((......)))))...))....
190;2279;1;0;-5.087;0;4.97;14;18;3.8e-05;...........((((.(((....)))))))..(...)......((.....))((((......))))..........
191;2287;1;0;-5.089;0;5.42;13;20;3.8e-05;.........(.((((.(((....)))))))..)...((....)).........(((......)))...........
192;2319;1;0;-5.075;0;4.58;15;19;3.7e-05;..(.....)..((((.(((....)))))))......((....))....(...((((......))))...)......
193;2325;1;0;-5.076;0;5.58;15;21;3.7e-05;..(.....)..((((.(((....)))))))......((....))........((((.(...)))))..........
194;2326;1;0;-5.076;0;5.64;15;24;3.7e-05;..(.....)..((((.(((....)))))))......((....))........(((.((...)))))..........
195;2384;1;0;-5.055;0;4.03;16;22;3.6e-05;.........(.((((..((....)).))))..)...((....))...((..(((((......)))))...))....
196;2398;1;0;-5.051;0;6.17;11;30;3.6e-05;...........((.(((....)))....))......((....))........((((......))))..........
197;2400;1;0;-5.052;0;3.67;15;17;3.6e-05;...........((((.(((....)))))))......(......)...((..(((((......)))))...))....
198;2403;1;0;-5.053;0;6.76;11;25;3.6e-05;...(...)...((((...........))))......((....))........((((......))))..........
199;2409;1;0;-5.054;0;4.0;15;21;3.6e-05;...........((((.((......))))))......((....))...((..(((((......)))))...))....
200;2421;1;0;-5.049;0;5.41;11;21;3.6e-05;...........((((.(((....)))))))......((....))........((..........))..........
201;2434;1;0;-5.043;0;5.0;13;28;3.5e-05;...........((((.(((....)))))))......((....))...((..((........))..)).........
202;2436;1;0;-5.043;0;8.45;13;28;3.5e-05;...........((((.(((....)))))))......((....)).......((...))....(.(...).).....
203;2455;1;0;-5.041;0;5.62;11;24;3.5e-05;...........((((.(.....)...))))......((....))........((((......))))..........
204;2493;1;0;-5.033;0;6.57;12;25;3.5e-05;.........(.((((...........))))..)...((....))........((((......))))...(....).
205;2512;1;0;-5.031;0;2.06;17;13;3.5e-05;..(.....)..((((.(((....)))))))..(((.((....))........((((......))))....)))...
206;2513;1;0;-5.023;0;4.94;13;20;3.4e-05;...........((((.(((....)))))))......((....))........(((.(.....))))..........
207;2519;1;0;-5.025;0;3.94;18;21;3.4e-05;........((.((((.(((....)))))))..))..((....))...((..(((((......)))))...))....
208;2520;1;0;-5.025;0;5.41;11;23;3.4e-05;...........((((.(.......).))))......((....))........((((......))))..........
209;2547;1;0;-5.017;0;5.83;11;25;3.4e-05;...........((((...........))))......((....))........((((.(...)))))..........
210;2548;1;0;-5.017;0;5.9;11;28;3.4e-05;...........((((...........))))......((....))........(((.((...)))))..........
211;2551;1;0;-5.018;0;4.5;16;23;3.4e-05;...........(((..(((....))).)))......((....))...(((.(((((......)))))....)))..
212;2553;1;0;-5.018;0;3.91;14;20;3.4e-05;...........((((..((....)).))))......((....))..(.(...((((......))))...).)....
213;2577;1;0;-5.009;0;3.76;16;20;3.3e-05;.........(.((((.(((....)))))))..)...((....))....(..(((((......)))))...).....
214;2579;1;0;-5.009;0;5.26;13;20;3.3e-05;...........((((..((....)).))))...(..((....)).)......((((......))))..........
215;2595;1;0;-5.005;0;6.29;16;23;3.3e-05;..((...))..((((.(((....)))))))......((....))........((((.(...)))))..........
216;2596;1;0;-5.005;0;6.35;16;26;3.3e-05;..((...))..((((.(((....)))))))......((....))........(((.((...)))))..........
217;2602;1;0;-5.006;0;6.71;13;31;3.3e-05;...........((((((....))))...))......((....))........((((......))))...(....).
218;2619;1;0;-5.003;0;5.32;16;21;3.3e-05;..((...))..((((.(((....)))))))......((....))....(...((((......))))...)......
219;2635;1;0;-4.993;0;6.52;13;29;3.2e-05;...........((((((....)))...)))......((....))........((((......))))...(....).
220;2658;1;0;-4.991;0;5.0;16;24;3.2e-05;..(.....)..((((..((....)).))))......((....))....((.(((((......)))))....))...
221;2680;1;0;-4.988;0;4.15;16;19;3.2e-05;.........(.((((.(((....)))))))..)...((....))....((..((((......)))).....))...
222;2683;1;0;-4.981;0;4.0;15;21;3.2e-05;...........((((.(((....)))))))......((....))...((..((((........))))...))....
223;2693;1;0;-4.984;0;5.55;13;18;3.2e-05;..(.....)..((((.(((....))))))).......(....).........((((......))))..........
224;2698;1;0;-4.977;0;4.18;16;19;3.2e-05;...........((((.(((....)))))))......(......)...(((.(((((......)))))....)))..
225;2711;1;0;-4.98;0;4.5;16;23;3.2e-05;...........((((.((......))))))......((....))...(((.(((((......)))))....)))..
226;2712;1;0;-4.98;0;4.51;17;24;3.2e-05;.........(.((((..((....)).))))..)...((....))...(((.(((((......)))))....)))..
227;2716;1;0;-4.975;0;4.84;14;18;3.1e-05;..........(((((.(((....)))))))..)...((....))........((((......))))..........
228;2741;1;0;-4.973;0;1.84;13;17;3.1e-05;...........((((...........))))..(((.((....))........((((......))))....)))...
229;2742;1;0;-4.965;0;3.16;14;19;3.1e-05;...........((((.(((....)))))))......((.............(((((......)))))......)).
230;2789;1;0;-4.96;0;2.83;18;15;3.1e-05;..((...))..((((.(((....)))))))..(((.((....))........((((......))))....)))...
231;2799;1;0;-4.954;0;3.88;16;18;3e-05;...........((((.(((....)))))))......((....))...((..(((((......))))..).))....
232;2819;1;0;-4.95;0;4.41;19;23;3e-05;........((.((((.(((....)))))))..))..((....))...(((.(((((......)))))....)))..
233;2825;1;0;-4.951;0;12.33;9;25;3e-05;...........((((.(((....)))))))......((....))................................
234;2874;1;0;-4.945;0;6.1;13;20;3e-05;...........((((.(((....)))))))......((....)).........(((......)))....(....).
235;2875;1;0;-4.945;0;5.64;15;20;3e-05;..(.....)(.((((.(((....)))))))..)...((....))........((((......))))..........
