StructID;ClusterID;ClosestToCenter;Energy;LowEne;AptaMat;Bp;MfeDist;Probability;Structure
155;1;0;-8.417;1;0.00;14;2.00;0.000852;.......(((.(((((.........)).).)).)))........((((((...................)))))).
156;1;1;-8.417;0;0.00;14;5.00;0.000852;.......(((.(((((.........)).)).).)))........((((((...................)))))).
253;1;0;-8.080;0;0.00;15;7.00;0.000482;.......(((.((((((.......))).)).).)))........((((((...................)))))).
406;1;0;-7.798;0;0.00;13;3.00;0.000299;.......(((.((.((.........))..).).)))........((((((...................)))))).
512;1;0;-7.631;0;0.00;12;6.00;0.000226;.......(((.(((..............).)).)))........((((((...................)))))).
513;1;0;-7.631;0;0.00;12;9.00;0.000226;.......(((.(((..............)).).)))........((((((...................)))))).
546;1;0;-7.595;0;0.00;11;19.00;0.000213;...........(((.......))).((.....))..........((((((...................)))))).
599;1;0;-7.522;0;0.00;16;9.00;0.000188;.......(((.(((((((.....)))).)).).)))........((((((...................)))))).
600;1;0;-7.518;0;0.00;17;8.00;0.000187;.......(((.(((((.........)).).)).)))........((((((......(((.......))))))))).
601;1;0;-7.518;0;0.00;17;11.00;0.000187;.......(((.(((((.........)).)).).)))........((((((......(((.......))))))))).
638;1;0;-7.472;0;0.00;13;4.00;0.000173;.......(((.(.(((.........)).)..).)))........((((((...................)))))).
778;1;0;-7.304;0;0.00;11;7.00;0.000130;.......(((.(..(..............).).)))........((((((...................)))))).
842;1;0;-7.235;0;0.00;16;6.00;0.000116;.......(((.(((((.........)).).)).)))........((((((......((.........)))))))).
843;1;0;-7.235;0;0.00;16;9.00;0.000116;.......(((.(((((.........)).)).).)))........((((((......((.........)))))))).
896;1;0;-7.180;0;0.00;18;13.00;0.000106;.......(((.((((((.......))).)).).)))........((((((......(((.......))))))))).
951;1;0;-7.135;0;0.00;14;6.00;0.000098;.......(((.(.((((.......))).)..).)))........((((((...................)))))).
1021;1;0;-7.083;0;0.00;16;9.00;0.000090;.......(((.(((((.........)).)).).)))........((((((.((............))..)))))).
1057;1;0;-7.062;0;0.00;13;4.00;0.000086;.......(((.(((((.........)).).)).)))........(((((.....................))))).
1058;1;0;-7.062;0;0.00;13;7.00;0.000086;.......(((.(((((.........)).)).).)))........(((((.....................))))).
1084;1;0;-7.048;0;0.00;15;4.00;0.000084;.......(((.(((((.........)).).)).)))........((((((......(.....)......)))))).
1085;1;0;-7.048;0;0.00;15;7.00;0.000084;.......(((.(((((.........)).)).).)))........((((((......(.....)......)))))).
1137;1;0;-7.010;0;0.00;17;11.00;0.000079;.......(((.(((((.........)).)).).)))........((((((.(((..........)))..)))))).
1197;1;0;-6.973;0;0.00;15;4.00;0.000074;.......(((.(((((.........)).).)).)))........((((((..............(...))))))).
1198;1;0;-6.973;0;0.00;15;7.00;0.000074;.......(((.(((((.........)).)).).)))........((((((..............(...))))))).
1295;1;0;-6.916;0;0.00;16;9.00;0.000068;..((...(((.(((((.........)).)).).)))..))....((((((...................)))))).
1332;1;0;-6.897;0;0.00;17;11.00;0.000066;.......(((.((((((.......))).)).).)))........((((((......((.........)))))))).
1335;1;0;-6.898;0;0.00;16;9.00;0.000066;.......(((.((.((.........))..).).)))........((((((......(((.......))))))))).
1373;1;0;-6.878;0;0.00;13;4.00;0.000063;.......(((.(((.(.........)..).)).)))........((((((...................)))))).
