StructID;ClusterID;ClosestToCenter;Energy;LowEne;AptaMat;Bp;MfeDist;Probability;Structure
44;1;0;-10.747;1;0.00;13;25.00;0.001995;.....((((.(((((...))))).)))).................((((................)))).......
48;1;0;-10.708;0;0.00;14;30.00;0.001867;.....(((..(((((...)))))..))).((.....)).......((((................)))).......
65;1;0;-10.583;0;0.00;14;30.00;0.001512;.....(((..(((((...)))))..))).((....))........((((................)))).......
69;1;0;-10.559;0;0.00;15;31.00;0.001453;.....(((..(((((...)))))..)))(((.....)))......((((................)))).......
70;1;1;-10.553;0;0.00;12;27.00;0.001436;.....(((..(((((...)))))..))).................((((................)))).......
122;1;0;-10.256;0;0.00;14;29.00;0.000870;.....(((..(((((...)))))..))).................((((..((..........)))))).......
143;1;0;-10.156;0;0.00;14;26.00;0.000736;.....((((.(((((...))))).)))).........(....)..((((................)))).......
201;1;0;-9.962;0;0.00;13;28.00;0.000530;.....(((..(((((...)))))..))).........(....)..((((................)))).......
249;1;0;-9.857;0;0.00;12;27.00;0.000444;.....((((.((((.....)))).)))).................((((................)))).......
265;1;0;-9.818;0;0.00;13;32.00;0.000416;.....(((..((((.....))))..))).((.....)).......((((................)))).......
274;1;0;-9.800;0;0.00;15;29.00;0.000403;.....((((.(((((...))))).)))).((...)).........((((................)))).......
321;1;0;-9.693;0;0.00;13;32.00;0.000336;.....(((..((((.....))))..))).((....))........((((................)))).......
328;1;0;-9.684;0;0.00;15;28.00;0.000331;.....((((.(((((...))))).)))).................((((((...........)).)))).......
340;1;0;-9.669;0;0.00;14;33.00;0.000323;.....(((..((((.....))))..)))(((.....)))......((((................)))).......
346;1;0;-9.662;0;0.00;11;29.00;0.000320;.....(((..((((.....))))..))).................((((................)))).......
348;1;0;-9.659;0;0.00;14;25.00;0.000318;.....((((.(((((...))))).))))........(.....)..((((................)))).......
377;1;0;-9.605;0;0.00;14;31.00;0.000290;.....(((..(((((...)))))..))).((...)).........((((................)))).......
388;1;0;-9.578;0;0.00;14;26.00;0.000277;.....((((.(((((...))))).))))..(.....)........((((................)))).......
439;1;0;-9.519;0;0.00;16;33.00;0.000251;.....(((..(((((...)))))..))).((....))........((((((...........)).)))).......
455;1;0;-9.489;0;0.00;14;30.00;0.000239;.....(((..(((((...)))))..))).................((((((...........)).)))).......
467;1;0;-9.465;0;0.00;13;27.00;0.000229;.....(((..(((((...)))))..)))........(.....)..((((................)))).......
477;1;0;-9.456;0;0.00;12;37.00;0.000226;..........(((((...))))).....(((.....)))......((((................)))).......
515;1;0;-9.398;0;0.00;14;29.00;0.000205;.....(((..(((((...)))))..))).................((((...(.(......).).)))).......
520;1;0;-9.384;0;0.00;13;28.00;0.000200;.....(((..(((((...)))))..)))..(.....)........((((................)))).......
522;1;0;-9.386;0;0.00;14;27.00;0.000201;.....((((.(((((...))))).))))..(....).........((((................)))).......
539;1;0;-9.364;0;0.00;14;27.00;0.000193;.....((((.(((((...))))).)))).(.....).........((((................)))).......
542;1;0;-9.365;0;0.00;13;31.00;0.000194;.....(((..((((.....))))..))).................((((..((..........)))))).......
547;1;0;-9.363;0;0.00;11;33.00;0.000193;..........(((((...)))))..((.....))...........((((................)))).......
560;1;0;-9.340;0;0.00;13;28.00;0.000186;.....(((..(((((...)))))..))).................(((...((..........)).))).......
615;1;0;-9.266;0;0.00;13;28.00;0.000164;.....((((.((((.....)))).)))).........(....)..((((................)))).......
656;1;0;-9.231;0;0.00;15;26.00;0.000154;.....((((.(((((...))))).)))).................((((....(.(.....).).)))).......
700;1;0;-9.192;0;0.00;13;29.00;0.000144;.....(((..(((((...)))))..)))..(....).........((((................)))).......
730;1;0;-9.169;0;0.00;13;29.00;0.000139;.....(((..(((((...)))))..))).(.....).........((((................)))).......
737;1;0;-9.172;0;0.00;14;27.00;0.000140;.....((((.(((((...))))).)))).(....)..........((((................)))).......
813;1;0;-9.093;0;0.00;16;29.00;0.000122;.....((((.(((((...))))).)))).........(....)..((((((...........)).)))).......
832;1;0;-9.071;0;0.00;12;30.00;0.000118;.....(((..((((.....))))..))).........(....)..((((................)))).......
851;1;0;-9.066;0;0.00;13;35.00;0.000117;..........(((((...)))))..((.....))...........((((..((..........)))))).......
899;1;0;-9.036;0;0.00;14;28.00;0.000111;.....(((..(((((...)))))..))).................((((....(.(.....).).)))).......
969;1;0;-9.004;0;0.00;12;27.00;0.000105;.....((((..((((...))))..)))).................((((................)))).......
979;1;0;-8.993;0;0.00;14;26.00;0.000103;.....((((.(((((...))))).)))).................((((...(..........).)))).......
988;1;0;-8.989;0;0.00;12;34.00;0.000103;..........(((((...))))).(((...)))............((((................)))).......
1000;1;0;-8.987;0;0.00;14;26.00;0.000102;.....((((.(((((...))))).)))).......(......)..((((................)))).......
1002;1;0;-8.982;0;0.00;14;26.00;0.000101;.....((((.(((((...))))).)))).................(((((.............).)))).......
1006;1;0;-8.977;0;0.00;13;29.00;0.000101;.....(((..(((((...)))))..))).(....)..........((((................)))).......
1033;1;0;-8.966;0;0.00;11;36.00;0.000099;..........(((((...)))))......((.....)).......((((................)))).......
1120;1;0;-8.925;0;0.00;13;32.00;0.000092;......((..(((((...)))))..))..((.....)).......((((................)))).......
1146;1;0;-8.910;0;0.00;14;31.00;0.000090;.....((((.((((.....)))).)))).((...)).........((((................)))).......
1153;1;0;-8.904;0;0.00;13;21.00;0.000089;.....(((..(((((...)))))..)))........................((.(.......).))((...))..
1168;1;0;-8.898;0;0.00;15;31.00;0.000088;.....(((..(((((...)))))..))).........(....)..((((((...........)).)))).......
1175;1;0;-8.883;0;0.00;15;27.00;0.000086;.....((((.(((((...))))).))))......((.....))..((((................)))).......
1271;1;0;-8.841;0;0.00;11;36.00;0.000080;..........(((((...)))))......((....))........((((................)))).......
1274;1;0;-8.841;0;0.00;14;33.00;0.000080;......((..(((((...)))))..)).(((.....)))......((((................)))).......
1283;1;0;-8.838;0;0.00;14;27.00;0.000080;.....((((.(((((...))))).))))..(......).......((((................)))).......
1327;1;0;-8.817;0;0.00;15;31.00;0.000077;.....(((..(((((...)))))..))).((....))........(((((.............).)))).......
1355;1;0;-8.807;0;0.00;15;30.00;0.000075;.....(((..(((((...)))))..))).........(....)..((((...(.(......).).)))).......
1364;1;0;-8.805;0;0.00;14;27.00;0.000075;.....((((.(((((...))))).)))).................((((.(...........)..)))).......
1367;1;0;-8.798;0;0.00;13;28.00;0.000074;.....(((..(((((...)))))..))).................((((...(..........).)))).......
1376;1;0;-8.800;0;0.00;13;32.00;0.000075;......((..(((((...)))))..))..((....))........((((................)))).......
1382;1;0;-8.793;0;0.00;14;26.00;0.000074;.....((((.(((((...))))).)))).................((((...(........)...)))).......
1384;1;0;-8.793;0;0.00;14;30.00;0.000074;.....((((.((((.....)))).)))).................((((((...........)).)))).......
1395;1;0;-8.792;0;0.00;13;28.00;0.000074;.....(((..(((((...)))))..))).......(......)..((((................)))).......
1400;1;0;-8.787;0;0.00;13;28.00;0.000073;.....(((..(((((...)))))..))).................(((((.............).)))).......
1433;1;0;-8.772;0;0.00;12;34.00;0.000071;..........(((((...)))))..((.....))...(....)..((((................)))).......
1448;1;0;-8.769;0;0.00;13;27.00;0.000071;.....((((.((((.....)))).))))........(.....)..((((................)))).......
1458;1;0;-8.765;0;0.00;15;32.00;0.000070;.....(((..(((((...)))))..))).((.....)).......((((.(...........)..)))).......
1465;1;0;-8.760;0;0.00;12;24.00;0.000070;.....((((.(((((...))))).)))).................(((..................))).......
1547;1;0;-8.729;0;0.00;15;31.00;0.000066;.....(((..(((((...)))))..))).((....))(....)..((((................)))).......
1568;1;0;-8.720;0;0.00;10;18.00;0.000065;.....(((..(((((...)))))..))).......................................((...))..
1570;1;0;-8.721;0;0.00;13;29.00;0.000065;.....(((..(((((...)))))..))).((.....)).......(((..................))).......
1573;1;0;-8.715;0;0.00;13;33.00;0.000065;.....(((..((((.....))))..))).((...)).........((((................)))).......
1597;1;0;-8.708;0;0.00;14;27.00;0.000064;.....((((.(((((...))))).)))).................(((.((...........))..))).......
1632;1;0;-8.698;0;0.00;14;26.00;0.000063;.....((((.(((((...))))).))))......(.......)..((((................)))).......
1644;1;0;-8.688;0;0.00;13;28.00;0.000062;.....((((.((((.....)))).))))..(.....)........((((................)))).......
1646;1;0;-8.688;0;0.00;14;29.00;0.000062;.....(((..(((((...)))))..)))......((.....))..((((................)))).......
1654;1;0;-8.691;0;0.00;15;26.00;0.000062;.....((((.(((((...))))).)))).......((....))..((((................)))).......
1655;1;0;-8.691;0;0.00;14;26.00;0.000062;.....((((.(((((...))))).)))).(......)........((((................)))).......
1785;1;0;-8.644;0;0.00;13;29.00;0.000057;.....(((..(((((...)))))..)))..(......).......((((................)))).......
1808;1;0;-8.640;0;0.00;15;32.00;0.000057;.....(((..(((((...)))))..))).((....))........((((.(...........)..)))).......
1817;1;0;-8.633;0;0.00;10;25.00;0.000056;.....(((..(((((...)))))..))).........................((..........)).........
1826;1;0;-8.629;0;0.00;15;35.00;0.000056;.....(((..((((.....))))..))).((....))........((((((...........)).)))).......
1840;1;0;-8.628;0;0.00;14;25.00;0.000056;.....((((.(((((...))))).))))....(...)........((((................)))).......
1870;1;0;-8.617;0;0.00;16;33.00;0.000055;.....(((..(((((...)))))..)))(((.....)))......((((.(...........)..)))).......
1873;1;0;-8.610;0;0.00;13;29.00;0.000054;.....(((..(((((...)))))..))).................((((.(...........)..)))).......
1914;1;0;-8.598;0;0.00;13;28.00;0.000053;.....(((..(((((...)))))..))).................((((...(........)...)))).......
1917;1;0;-8.599;0;0.00;13;32.00;0.000053;.....(((..((((.....))))..))).................((((((...........)).)))).......
1927;1;0;-8.595;0;0.00;14;26.00;0.000053;.....((((.(((((...))))).))))..............(..((((................)))).).....
1930;1;0;-8.596;0;0.00;13;29.00;0.000053;.....(((..(((((...)))))..))).((....))........(((..................))).......
1931;1;0;-8.596;0;0.00;16;28.00;0.000053;.....((((.(((((...))))).))))........(.....)..((((((...........)).)))).......
1971;1;0;-8.581;0;0.00;15;28.00;0.000052;.....((((.(((((...))))).)))).(....)..(....)..((((................)))).......
1982;1;0;-8.575;0;0.00;12;29.00;0.000051;.....(((..((((.....))))..)))........(.....)..((((................)))).......
1985;1;0;-8.576;0;0.00;14;26.00;0.000051;.....((((.(((((...))))).))))....(....).......((((................)))).......
1996;1;0;-8.572;0;0.00;14;30.00;0.000051;.....(((..(((((...)))))..)))(((.....)))......(((..................))).......
2021;1;0;-8.566;0;0.00;11;26.00;0.000050;.....(((..(((((...)))))..))).................(((..................))).......
2023;1;0;-8.566;0;0.00;14;25.00;0.000050;.....((((.(((((...))))).)))).................((((......(.....)...)))).......
2034;1;0;-8.555;0;0.00;15;31.00;0.000049;.....(((..(((((...)))))..))).((.....))....(..((((................)))).).....
2072;1;0;-8.543;0;0.00;14;26.00;0.000048;.....((((.(((((...))))).)))).................((((....(.......)...)))).......
2078;1;0;-8.544;0;0.00;15;32.00;0.000048;.....(((..(((((...)))))..))).((....))........(((.((...........))..))).......
2091;1;0;-8.542;0;0.00;16;34.00;0.000048;.....(((..(((((...)))))..))).((...)).........((((((...........)).)))).......
2157;1;0;-8.514;0;0.00;13;29.00;0.000046;.....(((..(((((...)))))..))).................(((.((...........))..))).......
2197;1;0;-8.508;0;0.00;13;31.00;0.000046;.....(((..((((.....))))..))).................((((...(.(......).).)))).......
2209;1;0;-8.504;0;0.00;13;28.00;0.000045;.....(((..(((((...)))))..)))......(.......)..((((................)))).......
2211;1;0;-8.496;0;0.00;13;28.00;0.000045;.....(((..(((((...)))))..))).(......)........((((................)))).......
2225;1;0;-8.494;0;0.00;12;30.00;0.000044;.....(((..((((.....))))..)))..(.....)........((((................)))).......
2228;1;0;-8.495;0;0.00;15;30.00;0.000045;.....(((..(((((...)))))..))).......(......)..((((..((..........)))))).......
2229;1;0;-8.496;0;0.00;13;29.00;0.000045;.....((((.((((.....)))).))))..(....).........((((................)))).......
2231;1;0;-8.496;0;0.00;14;28.00;0.000045;.....(((..(((((...)))))..))).......((....))..((((................)))).......
2238;1;0;-8.491;0;0.00;14;25.00;0.000044;.....((((.(((((...))))).)))).....(........)..((((................)))).......
2263;1;0;-8.482;0;0.00;14;28.00;0.000044;.....(((..(((((...)))))..))).................((((...(..(.....).).)))).......
2286;1;0;-8.474;0;0.00;13;29.00;0.000043;.....((((.((((.....)))).)))).(.....).........((((................)))).......
2311;1;0;-8.472;0;0.00;10;35.00;0.000043;..........((((.....))))..((.....))...........((((................)))).......
2370;1;0;-8.450;0;0.00;12;30.00;0.000041;.....(((..((((.....))))..))).................(((...((..........)).))).......
2394;1;0;-8.447;0;0.00;14;26.00;0.000041;.....((((.(((((...))))).)))).................((((.....(......)...)))).......
2422;1;0;-8.445;0;0.00;15;29.00;0.000041;.....(((..(((((...)))))..))).........(....)..((((....(.(.....).).)))).......
2436;1;0;-8.441;0;0.00;15;32.00;0.000041;.....(((..(((((...)))))..))).((...)).(....)..((((................)))).......
2443;1;0;-8.434;0;0.00;11;23.00;0.000040;.....((((.(((((...))))).))))...................((................)).........
2453;1;0;-8.430;0;0.00;15;31.00;0.000040;.....(((..(((((...)))))..))).((....)).....(..((((................)))).).....
2461;1;0;-8.433;0;0.00;13;27.00;0.000040;.....(((..(((((...)))))..)))....(...)........((((................)))).......
2469;1;0;-8.429;0;0.00;14;24.00;0.000040;.....(((..(((((...)))))..)))..(.(((..........))).).................((...))..
2529;1;0;-8.413;0;0.00;13;28.00;0.000039;.....((((..((((...))))..)))).........(....)..((((................)))).......
2537;1;0;-8.407;0;0.00;16;32.00;0.000038;.....(((..(((((...)))))..)))(((.....)))...(..((((................)))).).....
2543;1;0;-8.409;0;0.00;14;27.00;0.000039;.....((((.(((((...))))).))))..(...)..........((((................)))).......
2561;1;0;-8.400;0;0.00;13;28.00;0.000038;.....(((..(((((...)))))..)))..............(..((((................)))).).....
2571;1;0;-8.401;0;0.00;15;30.00;0.000038;.....(((..(((((...)))))..)))........(.....)..((((((...........)).)))).......
2572;1;0;-8.402;0;0.00;15;30.00;0.000038;.....(((..(((((...)))))..))).((....))........((((......(.....)...)))).......
2581;1;0;-8.398;0;0.00;13;35.00;0.000038;..........(((((...))))).(((...)))....(....)..((((................)))).......
2585;1;0;-8.391;0;0.00;15;27.00;0.000037;.....((((.(((((...))))).)))).........(....)..(((((.............).)))).......
2589;1;0;-8.391;0;0.00;16;31.00;0.000037;.....(((..(((((...)))))..)))......((.....))..((((..((..........)))))).......
2626;1;0;-8.386;0;0.00;14;30.00;0.000037;.....(((..(((((...)))))..))).(....)..(....)..((((................)))).......
2628;1;0;-8.379;0;0.00;14;25.00;0.000037;.....((((.(((((...))))).))))...(..........)..((((................)))).......
2630;1;0;-8.379;0;0.00;15;31.00;0.000037;.....(((..(((((...)))))..))).((....))........((((....(.......)...)))).......
2640;1;0;-8.381;0;0.00;13;28.00;0.000037;.....(((..(((((...)))))..)))....(....).......((((................)))).......
2662;1;0;-8.371;0;0.00;13;27.00;0.000036;.....(((..(((((...)))))..))).................((((......(.....)...)))).......
2677;1;0;-8.368;0;0.00;10;24.00;0.000036;.....(((..(((((...)))))..)))..........................((.........)).........
2705;1;0;-8.359;0;0.00;12;24.00;0.000035;.....((((.(((((...))))).))))..................(((................)))........
2763;1;0;-8.349;0;0.00;13;28.00;0.000035;.....(((..(((((...)))))..))).................((((....(.......)...)))).......
2776;1;0;-8.345;0;0.00;14;20.00;0.000035;.....((((.(((((...))))).))))...................(.((...........)).).((...))..
2783;1;0;-8.340;0;0.00;14;28.00;0.000034;.....((((.((((.....)))).)))).................((((....(.(.....).).)))).......
