,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
2542,........((.((((...........))))..))......((.....))...(((........))).,11,-4.464,12,0.000030
2543,..........((((.....)).))...(((..(...)..)))..........((((......)))).,12,-4.463,25,0.000030
2544,..(.....)..((((((....)))...)))....(.....)...........((((......)))).,12,-4.463,18,0.000030
2545,...........(((..(((....))).)))......((....)).........(((......)))..,11,-4.463,12,0.000030
2546,..............(((....)))...(((.........)))..(.....).((((......)))).,11,-4.463,24,0.000030
2547,...........((((.(((....)))))))..........((.....))....((.((...)).)).,13,-4.463,11,0.000030
2548,..(.....)...((((......))).)..((((.......))))........((((......)))).,13,-4.462,27,0.000030
2549,..(.....)...((((......)).))..((((.......))))........((((......)))).,13,-4.462,27,0.000030
2550,.....(((((.((.(((((...(.....)((((.......))))....))))).)).)))....)).,17,-4.462,44,0.000030
2551,........((.((....)).)).......((((.......))))........((((......)))).,12,-4.462,27,0.000030
2552,..(.....).....((......)).....(((.........)))........((((......)))).,10,-4.461,26,0.000030
2553,...........((((.(((....)))))))...((.....)).((.....)).(((......)))..,14,-4.459,12,0.000030
2554,.........(.....).............((((.......))))........((((......)))).,9,-4.459,25,0.000030
2555,.......(.(.((((...........))))..)...)...((.....))...((((......)))).,12,-4.459,10,0.000030
2556,........((.((((..((....)).))))..))......(((...)))...(((........))).,14,-4.457,10,0.000030
2557,.....(..((.((((...........))))..))..)......((.....))((((......)))).,13,-4.457,20,0.000030
2558,..((...))..((((...(....)..))))..........((.....))...((((......)))).,13,-4.457,8,0.000030
2559,..((...))(.((((...........))))..).......(((...)))...((((......)))).,14,-4.457,14,0.000030
2560,...((...((...((((....)))).))...)).......(((...)))...((((......)))).,15,-4.457,25,0.000030
2561,...(...)...((((((....))))...))......((....))........((((......)))).,13,-4.457,23,0.000030
2562,.......(((.(......).))).......(((.......))).........((((......)))).,11,-4.456,28,0.000030
2563,..........((((.....)).))..((.......))...(((...)))...((((......)))).,13,-4.456,22,0.000030
2564,...((........((((....))))........)).....((.....))...((((......)))).,12,-4.456,21,0.000030
2565,.........(.((((.(.......).))))..)...((....))........((((......)))).,12,-4.456,16,0.000030
2566,.......(((.((.(((((..(..(..(((.........)))..))..))))).)).))).......,15,-4.455,40,0.000030
2567,......(.((.(((.............)))..))..)...(((...)))...((((......)))).,13,-4.455,16,0.000030
2568,.......(((.(..(((((.(((...........)))(.......)..)))))..).))).......,13,-4.455,44,0.000030
2569,...........(.((((((.(((....(((.........))).((.....)).))).)).)))).).,15,-4.455,39,0.000030
2570,.......(((.(..(((((.....(...((.........)).).....)))))..).))).......,12,-4.455,38,0.000030
2571,..((.......((((...........))))....))....((.....))...((((......)))).,12,-4.454,10,0.000030
2572,.........(.((((.(((....)))))))..)...((....))........(((.(.....)))).,14,-4.454,13,0.000030
2573,............(((((....)))).).((.........))...........((((......)))).,11,-4.454,22,0.000030
2574,............(((((....))).)).((.........))...........((((......)))).,11,-4.454,22,0.000030
2575,......(.((.((((.(((....)))))))..))..)...(((...)))....(((......)))..,16,-4.453,10,0.000030
2576,...........((((.(((....)))))))..(...).......(.....).((((......)))).,13,-4.453,8,0.000030
2577,...(...(((.(..(((((........(((..(...)..)))......)))))..).)))..)....,14,-4.453,40,0.000030
2578,.......(((.(..(((((...(.(((.............))).)...)))))..).))).......,13,-4.453,39,0.000030
2579,..(.....)..((((.(((....)))))))..(..((...........)).)((((......)))).,15,-4.453,11,0.000030
2580,.......(.(.((((..((....)).))))..)...)...(((...)))...((((......)))).,15,-4.453,8,0.000030
2581,.........(.((((...........))))..).......((.....))....(((......)))..,10,-4.452,10,0.000030
2582,......((((((..(((((........(((..(...)..)))......)))))...))....)))).,15,-4.452,40,0.000030
2583,...........((((..((....)).))))...((.....))..(.....).((((......)))).,13,-4.452,10,0.000030
2584,...(...)...((((.(((....)))))))..........((.....))...(((.((...))))).,15,-4.452,7,0.000030
2585,...(...)...((((.(((....)))))))..........((.....))...((((.(...))))).,15,-4.452,4,0.000030
2586,...(...)...(((..(((....))).)))......................((((......)))).,11,-4.452,8,0.000030
2587,.....(..((.((((..((....)).))))..))..)......(((...)))((((......)))).,16,-4.451,18,0.000030
2588,..........(..(((......))).).((.........))...........((((......)))).,10,-4.451,22,0.000030
2589,.......(((.(..(((((...(.....).......((....))....)))))..).))).......,12,-4.451,41,0.000030
2590,..((....((.((((.(((....)))))))..))))................(((........))).,14,-4.45,14,0.000030
2591,...(((...))).((((....))))....((((.......))))........((((......)))).,15,-4.45,31,0.000030
2592,(...)......((((.(((....)))))))......................((((......)))).,12,-4.45,6,0.000030
2593,..............(((....)))((.(((.........)))..))......((((......)))).,12,-4.449,24,0.000030
2594,......(..(.((((.(((....)))))))....).)...((.....))...((((......)))).,15,-4.449,4,0.000030
2595,.....(....)..(((......)))....((((.......))))........((((......)))).,12,-4.449,27,0.000030
2596,....((.....((((.(((....)))))))......))..(((...)))...((((......)))).,16,-4.448,6,0.000030
2597,.......(((.((....)).))).......(((.......))).........((((......)))).,12,-4.448,28,0.000030
2598,..((.......((((..((....)).))))....))....(((...)))...((((......)))).,15,-4.448,8,0.000030
2599,.........(.((((...........))))..)...((....))........(((.((...))))).,12,-4.448,21,0.000030
2600,.........(.((((...........))))..)...((....))........((((.(...))))).,12,-4.448,18,0.000030
2601,...((..(((.(......).)))..))..((...........))........((((......)))).,12,-4.447,29,0.000030
2602,..((...)).....(((....)))..(.........)...((.....))...((((......)))).,12,-4.447,22,0.000030
2603,.............((((....))))........((.....))..........((((......)))).,10,-4.447,23,0.000030
2604,.......(((.(..(((((.....((...(((.........)))))..)))))..).))).......,14,-4.447,42,0.000030
2605,...(...)...((((.(((....)))))))..........(.......)...((((......)))).,13,-4.446,4,0.000030
2606,.........(.((((..((....)).))))..).......(((...)))....(((......)))..,13,-4.446,8,0.000030
2607,..((...))...((.((....))..))..((((.......))))........((((......)))).,14,-4.446,30,0.000030
2608,...........((((.((......))))))..........(((...)))....(((......)))..,12,-4.445,6,0.000029
2609,...........((((.(((....)))))))..........((.....))....((...)).......,11,-4.445,10,0.000029
2610,...(((............)))...((.(((.........)))..))......((((......)))).,12,-4.445,26,0.000029
2611,..............((......))...(((.........))).((.....))((((......)))).,11,-4.445,25,0.000029
2612,..(.....)..((((.(((....)))))))...((.....))..........(((.((...))))).,15,-4.444,13,0.000029
2613,..(.....)..((((.(((....)))))))...((.....))..........((((.(...))))).,15,-4.444,10,0.000029
2614,.......(((..........))).................(((...)))...((((......)))).,10,-4.444,22,0.000029
2615,..(.((..((.((((.(((....)))))))..))..))...)..........((((......)))).,16,-4.444,13,0.000029
2616,.......(((.(..(((((.....((.((...........))..))..)))))..).))).......,13,-4.443,38,0.000029
2617,...(...)...((((((....)))...)))......((....))........((((......)))).,13,-4.443,21,0.000029
2618,...........((((((....))))...))..........(((...)))...(((.((...))))).,14,-4.442,20,0.000029
2619,...........((((((....))))...))..........(((...)))...((((.(...))))).,14,-4.442,17,0.000029
2620,.....(((((.((.(((((.............................))))).)).)))....)).,12,-4.442,38,0.000029
2621,...((..(((.((((.(((....)))))))..))..).))............((((......)))).,16,-4.441,14,0.000029
2622,...........((((((....))...))))..........((.....))...(((........))).,11,-4.44,11,0.000029
2623,..((...))..((((.(........)))))..........(((...)))...((((......)))).,14,-4.439,10,0.000029
2624,...((..(((.((....)).)))..))..((...........))........((((......)))).,13,-4.439,29,0.000029
2625,.......(((.(......).)))...(.........)...((.....))...((((......)))).,11,-4.439,21,0.000029
2626,...........((((.((......))))))...(..((....)).)......((((......)))).,13,-4.439,12,0.000029
2627,........((.((((..((....)).))))..))..(...........)...((((......)))).,13,-4.439,11,0.000029
2628,..(.....)(.((((..((....)).))))..)...................((((......)))).,12,-4.438,10,0.000029
2629,...........((((.(((....)))))))...((.....))..(....)..((((......)))).,14,-4.438,8,0.000029
2630,..(((......((((.(((....)))))))...)))................(((........))).,13,-4.437,12,0.000029
2631,..(((....(.((((.(((....)))))))..))))................(((........))).,14,-4.437,14,0.000029
2632,..(.....)..((((.(((....))))))).........(...........)((((......)))).,13,-4.437,8,0.000029
2633,..........((((.....)).)).....((((.......))))........(((........))).,11,-4.437,29,0.000029
2634,...........((((.(((....)))))))...(..(......).)......((((......)))).,13,-4.437,8,0.000029
2635,........((.((((..((....)).))))..))..((....))........(((........))).,13,-4.437,16,0.000029
2636,..((...))(.((((...........))))..)...((....))........((((......)))).,13,-4.437,20,0.000029
2637,...((...((...((((....)))).))...))...((....))........((((......)))).,14,-4.436,31,0.000029
2638,..........((..(.....).))................((.....))...((((......)))).,9,-4.436,17,0.000029
2639,...........((.(.(((....)))).))..........(((...)))...((((......)))).,13,-4.434,4,0.000029
2640,...........((((..((....)).)))).....................((...)).........,8,-4.434,17,0.000029
2641,............(((...........)))...........((.....))...((((......)))).,9,-4.434,8,0.000029
2642,...(...)......(((....)))....((.........))...........((((......)))).,10,-4.433,24,0.000029
2643,.......(.(.((((.(((....)))))))....).)...((.....))...(((........))).,14,-4.433,6,0.000029
2644,..(((...(..((((.(((....))))))).).)))................(((........))).,14,-4.433,14,0.000029
2645,..((...))..(((..(((....))).))).............((.....))((((......)))).,14,-4.433,14,0.000029
2646,............................((.........))...........((((......)))).,6,-4.432,19,0.000029
2647,.......(((.((((.(((....)))))))..))......)...........((((......)))).,14,-4.432,9,0.000029
2648,..(((.........)))...(((...........)))...((.....))...((((......)))).,12,-4.432,24,0.000029
2649,......(.((...((((....)))).)).)..........(((...)))...((((......)))).,14,-4.431,22,0.000029
2650,......((((.((((.(((....)))))))....(((...(..(((...)))..)..)))..)))).,18,-4.431,28,0.000029
2651,.......(...((((..((....)).))))......)...((.....))...((((......)))).,13,-4.431,4,0.000029
2652,.......(((.((....)).)))...(.........)...((.....))...((((......)))).,12,-4.431,21,0.000029
2653,...........((((...........))))......((....))(.....).((((......)))).,11,-4.431,16,0.000029
2654,..((...))..((((...........))))(((.......))).........((((......)))).,13,-4.43,18,0.000029
2655,.........(.((((.((......))))))..)....((.....))......((((......)))).,13,-4.43,12,0.000029
2656,...........((((.(((....)))))))..........(.(....))...((((......)))).,13,-4.43,3,0.000029
2657,......((((.((((.(((....)))))))....(((..((..(.......)..)).)))..)))).,17,-4.43,25,0.000029
2658,..............((......))......(((.......))).........((((......)))).,9,-4.429,24,0.000029
2659,......(.....).(((....)))....((.........))...........((((......)))).,10,-4.428,23,0.000029
2660,...........((((((....)))...)))..........(((...)))...(((.((...))))).,14,-4.428,18,0.000029
2661,...........((((((....)))...)))..........(((...)))...((((.(...))))).,14,-4.428,15,0.000029
2662,..((...)).((.((.....)))).....((((.......))))........((((......)))).,14,-4.428,31,0.000029
2663,.....(....)(((..(((....))).)))..........(((...)))...((((......)))).,14,-4.428,6,0.000029
2664,.....(..((.((((.(((....)))))))..))..)...............(((.((...))))).,15,-4.428,15,0.000029
2665,.....(..((.((((.(((....)))))))..))..)...............((((.(...))))).,15,-4.428,12,0.000029
2666,............(((..((....)).)))...........(((...)))...((((......)))).,12,-4.428,6,0.000029
2667,..............(((....)))............(......)........((((......)))).,8,-4.427,23,0.000029
2668,...........((((..((....)).))))((.........)).........((((......)))).,12,-4.427,9,0.000029
2669,.......(((.((.(((((..(.....(((..(...)..)))...)..))))).)).))).......,15,-4.426,41,0.000029
2670,...((..............))......(((.........)))..........((((......)))).,9,-4.426,23,0.000029
2671,......((((.((((.((......))))))....(((....................)))..)))).,13,-4.426,24,0.000029
2672,..........(((((..((....)).))))....).....((.....))...((((......)))).,13,-4.426,4,0.000029
2673,........((...((((....)))).)).((((.......))))........(((........))).,13,-4.426,30,0.000029
2674,..((((..((.((((..((....)).))))..))..)).....)).......((((......)))).,16,-4.426,18,0.000029
2675,.........(.((((..((....)).))))..)...((....)).........(((......)))..,12,-4.425,14,0.000029
2676,...........((((((....))))...))..........((.....))....(((......)))..,11,-4.425,15,0.000029
2677,..(.....)..(((..((......)).)))..........(((...)))...((((......)))).,13,-4.425,8,0.000028
2678,..(.....)..(((((......)...))))..........((.....))...((((......)))).,12,-4.425,10,0.000028
2679,...........((((.((......))))))......((....)).........(((......)))..,11,-4.425,12,0.000028
2680,...........((((..((....)).))))......((....))((...)).((((......)))).,14,-4.424,14,0.000028
2681,...........(((.............)))......(......)........((((......)))).,8,-4.424,14,0.000028
2682,.......(((.((.((((..(((...........)))...(((...))))))).)).))).......,15,-4.424,40,0.000028
2683,..((...........))...(((...........)))...(((...)))...((((......)))).,12,-4.424,25,0.000028
2684,.......(((..........))).............((....))........((((......)))).,9,-4.424,28,0.000028
2685,...........((((..((....)).))))..........................((...))....,8,-4.423,17,0.000028
2686,...........((((.(((....)))))))......(......).........(((......)))..,11,-4.422,8,0.000028
2687,..((....((.((((..(......).))))..))))....((.....))...((((......)))).,15,-4.422,12,0.000028
2688,...(...)...((((..((....)).))))....(.....)...........((((......)))).,12,-4.422,9,0.000028
2689,......((((.((((...........))))....(((..((.............)).)))..)))).,13,-4.422,29,0.000028
2690,...(...)...((((...........))))...((.....))..........((((......)))).,11,-4.421,14,0.000028
2691,.........(.(..(((((..((....(((.........))).))...)))))..).).........,12,-4.421,37,0.000028
2692,..((...))...(((.(((....))))))...........((.....))...((((......)))).,14,-4.421,6,0.000028
2693,...........((((((....))))...))......((....))........(((.((...))))).,13,-4.421,26,0.000028
2694,...........((((((....))))...))......((....))........((((.(...))))).,13,-4.421,23,0.000028
2695,.........(...((((....)))).)...(((.......))).........((((......)))).,12,-4.421,26,0.000028
2696,...........((((..((....)).))))..........((.....))...((..(.....).)).,11,-4.42,7,0.000028
2697,...........((.(((....)))....))...((.....))..........((((......)))).,11,-4.419,19,0.000028
2698,..((...))..((((.(........)))))......((....))........((((......)))).,13,-4.419,16,0.000028
2699,...(((............)))...............................((((......)))).,7,-4.418,23,0.000028
2700,..((...))..((((.(((....)))))))......((....))(.....).((((......)))).,16,-4.418,14,0.000028
2701,...........((((.(((....)))))))...((.....))..........((..........)).,11,-4.418,10,0.000028
2702,........((.(((.............)))..))......(((...)))...((((......)))).,12,-4.418,14,0.000028
2703,.....(.....((((...........))))......)...((.....))...((((......)))).,11,-4.417,8,0.000028
2704,..((.....(.((((.(((....)))))))..).))................((((......)))).,14,-4.416,10,0.000028
2705,...((..(((.(......).)))..)).....(...)...((.....))...((((......)))).,13,-4.416,24,0.000028
2706,...........(((..(((....))).)))......................(((.((...))))).,11,-4.416,11,0.000028
2707,...........(((..(((....))).)))......................((((.(...))))).,11,-4.416,8,0.000028
2708,........((.((((.(((....)))))))..))......(((...)))....(((......)))..,15,-4.416,8,0.000028
2709,......(.((.((((...........))))..))..)......((.....))((((......)))).,13,-4.415,20,0.000028
2710,.........(.((((..((....)).))))....).................((((......)))).,11,-4.415,8,0.000028
2711,..((...))..((((..((....)).)))).......(.......)......((((......)))).,13,-4.415,12,0.000028
2712,..((...)).....(((....)))....((.........))..((.....))((((......)))).,13,-4.414,30,0.000028
2713,..........(..((((....)))).).............((.....))...(((........))).,10,-4.414,20,0.000028
2714,.......(((.(..(((((...(...........).((....))....)))))..).))).......,12,-4.414,42,0.000028
2715,.......(((.((.(((((......(...((((.......)))).)..))))).)).))).......,15,-4.414,42,0.000028
2716,.......(((.(..(((((..((...........)).((.....))..)))))..).))).......,13,-4.414,44,0.000028
2717,...........((.(.(((....)))).))......((....))........((((......)))).,12,-4.413,10,0.000028
2718,...(...)...((((.((......))))))......................((((......)))).,11,-4.413,8,0.000028
2719,.............((((....))))...(.......)...(((...)))...((((......)))).,12,-4.412,20,0.000028
2720,..............((......))..(.........)...((.....))...((((......)))).,9,-4.412,17,0.000028
2721,...........((((((....)))...)))..........((.....))....(((......)))..,11,-4.412,13,0.000028
2722,...........((((.(((....)))))))....(((..((..((.....)).).).))).......,14,-4.411,23,0.000028
2723,...........((((.(((....)))))))....(((.........................)))..,10,-4.411,15,0.000028
2724,.....(....)...(((....)))............................((((......)))).,8,-4.411,23,0.000028
2725,...((.....))........(((...........)))...(((...)))...((((......)))).,12,-4.411,25,0.000028
2726,...........((((...........))))..(...)......(((...)))((((......)))).,12,-4.411,18,0.000028
2727,.....(.....((((..((....)).))))......)...(((...)))...((((......)))).,14,-4.411,6,0.000028
2728,............((.(......)..))..((((.......))))........((((......)))).,11,-4.411,25,0.000028
2729,......(.((...((((....)))).)).)......((....))........((((......)))).,13,-4.411,28,0.000028
2730,...........((((.(((....)))))))..........(((...)))....(.....).......,11,-4.41,11,0.000028
2731,...........((((.(((....)))))))..........(.......)...(((.((...))))).,13,-4.41,7,0.000028
2732,...........((((.(((....)))))))..........(.......)...((((.(...))))).,13,-4.41,4,0.000028
2733,..(.....)...((.....))........((((.......))))........((((......)))).,11,-4.41,27,0.000028
2734,...((.....)).((((....))))...........................((((......)))).,10,-4.41,24,0.000028
2735,.........(.((((..((....)).))))..)((.....))..........((((......)))).,13,-4.409,10,0.000028
2736,...........((((.(.....)...))))...((.....))..........((((......)))).,11,-4.409,13,0.000028
2737,......(.((.((((..((....)).))))..))..)......(((...)))((((......)))).,16,-4.409,18,0.000028
2738,..((...))...(.(((....)))..)..((((.......))))........((((......)))).,14,-4.409,30,0.000028
2739,.....(.(((.(..(((((..((....(((.........))).))...)))))..).))).).....,15,-4.409,43,0.000028
2740,..(((......((((..(......).))))...)))....((.....))...((((......)))).,14,-4.409,10,0.000028
2741,..(((....(.((((..(......).))))..))))....((.....))...((((......)))).,15,-4.409,12,0.000028
2742,..((...)).....(((....)))..((.......))...............((((......)))).,11,-4.408,27,0.000028
2743,.......(((.((.((((...........((((.......)))).....)))).)).))).......,13,-4.408,41,0.000028
2744,...((..(((.((....)).)))..)).....(...)...((.....))...((((......)))).,14,-4.408,24,0.000028
2745,...........((((((....)))...)))......((....))........(((.((...))))).,13,-4.407,24,0.000028
2746,...........((((((....)))...)))......((....))........((((.(...))))).,13,-4.407,21,0.000028
2747,..((...))....(((......)))..(((.........)))..........((((......)))).,12,-4.407,25,0.000028
2748,..........(..((.....)).)....((.........))...........((((......)))).,9,-4.407,22,0.000028
2749,.....(....)(((..(((....))).)))......((....))........((((......)))).,13,-4.407,12,0.000028
2750,...........((((...........)))).(...)....(((...)))...((((......)))).,12,-4.407,10,0.000028
2751,............(((..((....)).))).......((....))........((((......)))).,11,-4.407,12,0.000028
2752,(.......)..((((...........))))..........((.....))...((((......)))).,11,-4.407,8,0.000028
2753,...........((((..((....)).))))..(...)...............(((........))).,10,-4.406,10,0.000028
2754,......((((.(..(((((..........((((.......))))....)))))..).))).....).,14,-4.406,42,0.000028
2755,.......(((.(......).))).....((.........))..((.....))((((......)))).,12,-4.406,29,0.000028
2756,..((...))..((((((....))))...))....(.....)...........((((......)))).,13,-4.406,22,0.000028
2757,.......(((.((.(((((..(.......((((.......)))).)..))))).)).))).......,15,-4.405,43,0.000028
2758,...((..(((.(..(((((..((....(((..(...)..))).))...)))))..).))).))....,17,-4.405,46,0.000028
2759,...((........((((....))))))..((((.......))))........(((........))).,13,-4.405,30,0.000028
2760,..(.....)..((((.(((....))))))).......(...)..........((((......)))).,13,-4.405,7,0.000028
2761,..(((...(..((((..(......).)))).).)))....((.....))...((((......)))).,15,-4.404,12,0.000028
2762,..(.....)..(((..((......)).)))......((....))........((((......)))).,12,-4.404,14,0.000028
2763,..(.....)..((((...........))))..........(((...)))....(((......)))..,11,-4.404,12,0.000027
2764,..((...))..((((..((....)).))))....(.....)..((.....))((((......)))).,15,-4.403,15,0.000027
2765,...........((((.(((....)))))))...((.....)).........((........))....,11,-4.403,16,0.000027
2766,.......(((.((.(((((....((..........))...........))))).)).))).......,12,-4.402,38,0.000027
2767,..(.....)..((((..((....)).))))..............(.....).((((......)))).,12,-4.402,10,0.000027
2768,..(.....)..(((..(((....))).)))......(......)........((((......)))).,12,-4.402,10,0.000027
2769,..((...))..((((..((....)).))))..........((.....))...((..((...)).)).,14,-4.401,13,0.000027
2770,..(.....)...(((((....)))).).............((.....))...((((......)))).,12,-4.401,19,0.000027
2771,..(.....)...(((((....))).)).............((.....))...((((......)))).,12,-4.401,19,0.000027
2772,.......(((.(..(((((........(((.........)))......)))).).).))).......,12,-4.401,37,0.000027
2773,...........((((..(......).)))).............(((...)))((((......)))).,12,-4.401,14,0.000027
2774,(.......)..((((..((....)).))))..........(((...)))...((((......)))).,14,-4.401,6,0.000027
2775,.......(((.(......).)))...((.......))...............((((......)))).,10,-4.4,26,0.000027
2776,...((..(((.(..(((((......(.(((.........)))).....)))))..).))).))....,15,-4.4,41,0.000027
2777,...((..(((.(......).)))..))..((((.......)))).........(((......)))..,13,-4.4,33,0.000027
2778,..........((..........))...(.((((.......)))).)......((((......)))).,11,-4.4,26,0.000027
2779,.........(.(((..(((....))).)))..).......((.....))...(((........))).,12,-4.4,6,0.000027
2780,..(.....)..((((.(((....)))))))....((....(((...))).))((((......)))).,17,-4.4,8,0.000027
2781,...............((....))......((((.......))))........((((......)))).,10,-4.398,26,0.000027
2782,..(.....).....(((....)))....(.......)...((.....))...((((......)))).,11,-4.398,20,0.000027
2783,.......(((.((....)).))).....((.........))..((.....))((((......)))).,13,-4.398,29,0.000027
2784,.......(....).(((....)))....((.........))...........((((......)))).,10,-4.398,23,0.000027
2785,..((...))..((((.(((....)))))))..(...)......(((...)))((((......)))).,17,-4.398,16,0.000027
2786,............((...........))..((((.......))))........((((......)))).,10,-4.398,23,0.000027
2787,.............((((....)))).(.........)...(((...)))...((((......)))).,12,-4.398,20,0.000027
2788,..(.....)..((((...........))))...(..((....)).)......((((......)))).,12,-4.397,18,0.000027
2789,..............(((....)))....((.........))...........(((.((...))))).,10,-4.397,27,0.000027
2790,..............(((....)))....((.........))...........((((.(...))))).,10,-4.397,24,0.000027
2791,..(.....)....((((....))))...........................((((......)))).,9,-4.397,23,0.000027
2792,.......(((.((.(((((..(.....(((.........)))...)..)))))).).))).......,14,-4.397,39,0.000027
2793,...........((((..((....)).))))..........((.....))..(((.....).))....,11,-4.397,13,0.000027
2794,........((.(((.............)))..))..((....))........((((......)))).,11,-4.397,20,0.000027
2795,.....(...).((((.(((....)))))))....(.....)...........((((......)))).,13,-4.396,7,0.000027
2796,.......(((.(..(((((..((.(((.(.......)...)))))...)))))..).))).......,15,-4.396,42,0.000027
2797,........((.((((.(((....)))))))..))..((....)).........(((......)))..,14,-4.395,14,0.000027
2798,...........((((..((....)).))))......(...........)...(((........))).,10,-4.395,9,0.000027
2799,..((...))..((((.(((....))))))).(...)....(((...)))...((((......)))).,17,-4.394,8,0.000027
2800,..((...))..((((.((......)))))).............((.....))((((......)))).,14,-4.394,14,0.000027
2801,...........((((...........))))..(..((...........)).)((((......)))).,11,-4.394,15,0.000027
2802,...........((((.(((....)))))))....(.....)..((.....)).(((......)))..,13,-4.394,11,0.000027
2803,...........((((.(.......).))))...((.....))..........((((......)))).,11,-4.394,12,0.000027
2804,...........((((.(((....)))))))((............))......((((......)))).,13,-4.393,8,0.000027
2805,.........(.((((.(((....)))))))..).......(((...)))..((...)).........,13,-4.393,15,0.000027
2806,.......(((.((....)).)))...((.......))...............((((......)))).,11,-4.392,26,0.000027
2807,...........((((.(((....)))))))....(.....)...........((..((...)).)).,12,-4.392,12,0.000027
2808,..(.....)..((((.(((....))))))).............((.....))(((........))).,13,-4.392,12,0.000027
2809,..((...))..((((((....)))...)))....(.....)...........((((......)))).,13,-4.392,20,0.000027
2810,...((..(((.((....)).)))..))..((((.......)))).........(((......)))..,14,-4.392,33,0.000027
2811,...........((((.(((....)))))))...((.....))..........(((.(.....)))).,13,-4.392,9,0.000027
2812,....................((.............))...((.....))...((((......)))).,8,-4.391,18,0.000027
2813,..((...))...((((......))).)..((((.......))))........((((......)))).,14,-4.391,29,0.000027
2814,..((...))...((((......)).))..((((.......))))........((((......)))).,14,-4.391,29,0.000027
2815,..(((.....(((((.(((....)))))))..))))....(((...)))...((((......)))).,18,-4.39,10,0.000027
2816,...........((((.(((....)))))))......((....)).........(.....).......,10,-4.39,17,0.000027
2817,..((...)).....((......)).....(((.........)))........((((......)))).,11,-4.39,28,0.000027
2818,.....(....)((((.((......))))))..........(((...)))...((((......)))).,14,-4.39,6,0.000027
2819,.........(.((((.(((....)))))))..).......((.....))...(((..(...).))).,14,-4.389,6,0.000027
2820,....((..((.((((((....))))...))..))..))..(((...)))...((((......)))).,17,-4.389,23,0.000027
2821,.......(((.(..(((((........(.(((.........))).)..)))))..).))).......,13,-4.389,41,0.000027
2822,...........((((..((....)).))))...........((......)).((((......)))).,12,-4.388,9,0.000027
2823,...((..(((.((((.(((....)))))))..))..).))((.....))...((((......)))).,18,-4.388,10,0.000027
2824,..(.....)..((((.(((....)))))))..............(....)..((((......)))).,13,-4.388,8,0.000027
2825,.....(....)..((((....))))...............((.....))...((((......)))).,11,-4.388,19,0.000027
2826,..(((.(.((...((((....)))).)).)...)))....(((...)))...((((......)))).,17,-4.388,28,0.000027
2827,...........(((..(((....))).)))...((.....)).((.....))((((......)))).,14,-4.387,12,0.000027
2828,...........((((.(((....)))))))...(..((....))).......((((......)))).,14,-4.387,10,0.000027
2829,..(.....)..((((..((....)).))))....((..............))((((......)))).,13,-4.387,12,0.000027
2830,....((((((.(..(((((.....(((.............))).....)))))..).)))....))),15,-4.387,41,0.000027
2831,......((((.((((.(((....)))))))....(((.(...............)..)))..)))).,15,-4.387,23,0.000027
2832,...........((((..((....)).))))....(.....)...........(((.((...))))).,12,-4.386,12,0.000027
2833,...........((((..((....)).))))....(.....)...........((((.(...))))).,12,-4.386,9,0.000027
2834,..(.....)..((((.(((....)))))))....(((...((.....))..((...))....)))..,15,-4.386,16,0.000027
2835,...........((((...........))))...((.....))..........(((.((...))))).,11,-4.386,17,0.000027
2836,...........((((...........))))...((.....))..........((((.(...))))).,11,-4.386,14,0.000027
2837,.........(.((((.(((....)))))))..)..........((.....)).(((......)))..,13,-4.386,12,0.000027
2838,......(.((.((((.(((....)))))))..))..)...............(((.((...))))).,15,-4.386,15,0.000027
2839,......(.((.((((.(((....)))))))..))..)...............((((.(...))))).,15,-4.386,12,0.000027
2840,.....(..((...((((....)))).)).)..........(((...)))...((((......)))).,14,-4.384,22,0.000027
2841,.........(.((((.(((....)))))))..)...................((..((...)).)).,12,-4.384,13,0.000027
2842,..(.....)..((((...........))))......((....)).........(((......)))..,10,-4.383,18,0.000027
2843,...........((((.(((....))))))).........((((...)))..)((((......)))).,15,-4.383,4,0.000027
2844,......(...)((((..((....)).))))..........((.....))...((((......)))).,13,-4.383,4,0.000027
2845,.......(((.((.(((((..(.......((((.......)))))...))))).)).))).......,15,-4.383,43,0.000027
2846,..((...))..((((.(((....)))))))..(..((...........)).)((((......)))).,16,-4.382,13,0.000026
2847,......((((.((((.(((....)))))))..(.(((....................))).))))).,15,-4.381,24,0.000026
2848,.........(.((((.(((....)))))))..).......(((...))).......((...))....,13,-4.381,15,0.000026
2849,...((........((((....)))))).((.........))...........((((......)))).,12,-4.381,24,0.000026
2850,..(.....)..((((.(((....))))))).......(......).......((((......)))).,13,-4.381,8,0.000026
2851,.......(((.(..(((((..(......................)...)))))..).))).......,10,-4.38,38,0.000026
2852,(.......)..((((..((....)).))))......((....))........((((......)))).,13,-4.38,12,0.000026
2853,...((......((((...........)))).)).......(((...)))...((((......)))).,13,-4.379,12,0.000026
2854,..............((......))....((.........))..((.....))((((......)))).,10,-4.379,25,0.000026
2855,...........((((...........)))).........(...........)((((......)))).,9,-4.378,12,0.000026
2856,.........(.((((..((....)).))))..)...................(((.((...))))).,12,-4.378,13,0.000026
2857,.........(.((((..((....)).))))..)...................((((.(...))))).,12,-4.378,10,0.000026
2858,...((..(..(..((((....)))).)..).)).......(((...)))...((((......)))).,15,-4.378,25,0.000026
2859,.............((((....))))....((...........))........((((......)))).,10,-4.378,24,0.000026
