,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
544,.............((((....))))...........((....))........((((......)))).,10,-5.537,25,0.000186
545,.......(.(.((((..((....)).))))....).)...((.....))...((((......)))).,14,-5.535,6,0.000186
546,..(((...(..((((..((....)).)))).).)))................((((......)))).,14,-5.535,14,0.000186
547,....................(((...........)))...(((...)))...((((......)))).,10,-5.535,22,0.000186
548,..(.....)..((((.(((....)))))))......((....))........(((.((...))))).,15,-5.535,15,0.000185
549,..(.....)..((((.(((....)))))))......((....))........((((.(...))))).,15,-5.535,12,0.000185
550,..((...)).....((......)).....((((.......))))........((((......)))).,12,-5.534,29,0.000185
551,...........((((((....)))...)))...((.....))..........((((......)))).,12,-5.533,17,0.000185
552,.......(((.(..(((((........(.((((.......)))).)..)))))..).))).......,14,-5.533,42,0.000185
553,...(...)...((((...........))))..........(((...)))...((((......)))).,12,-5.533,10,0.000185
554,..(.....)..((((...........))))....(.....)...........((((......)))).,10,-5.532,13,0.000185
555,...........((.(((....)))....))..........(((...)))...((((......)))).,12,-5.531,15,0.000184
556,.......(((.((.(((((.........((.........)).......))))).)).))).......,12,-5.53,37,0.000184
557,...........((((.(((....)))))))..........(((...)))...((..........)).,12,-5.529,6,0.000184
558,...........((((.(.....)...))))..........(((...)))...((((......)))).,12,-5.52,9,0.000181
559,.......(((.((..((((..((....(((.........))).))...))))..)).))).......,14,-5.516,41,0.000180
560,...((......((((.(((....))))))).)).......((.....))...((((......)))).,15,-5.514,4,0.000179
561,...........((((.(((....)))))))..........(((...)))..((........))....,12,-5.514,12,0.000179
562,.....(..((.((((.((......))))))..))..)...((.....))...((((......)))).,15,-5.513,8,0.000179
563,...(...)...((((...........))))......((....))........((((......)))).,11,-5.512,16,0.000178
564,...........((.(((....)))....))......((....))........((((......)))).,11,-5.51,21,0.000178
565,......(.((.(((..(((....))).)))..))..)...((.....))...((((......)))).,15,-5.51,8,0.000178
566,..((...))..((((..((....)).))))..........((.....))...(((........))).,13,-5.509,8,0.000178
567,...........((((.(((....)))))))......((....))........((..........)).,11,-5.508,12,0.000177
568,...(....((.((((.(((....)))))))..))).....((.....))...((((......)))).,16,-5.507,6,0.000177
569,...........(((..(((....))).)))..(...)...(((...)))...((((......)))).,14,-5.505,6,0.000176
570,...........((((.(.......).))))..........(((...)))...((((......)))).,12,-5.505,8,0.000176
571,...........((((.(((....)))))))..........(((...)))...(((.(.....)))).,14,-5.503,5,0.000176
572,...........(((..((......)).)))..........((.....))...((((......)))).,11,-5.501,4,0.000175
573,...........((((.(((....)))))))....(.....)...........(((........))).,11,-5.5,7,0.000175
574,...........((((.(.....)...))))......((....))........((((......)))).,11,-5.5,15,0.000175
575,...........((((...........))))..........(((...)))...(((.((...))))).,12,-5.497,13,0.000174
576,...........((((...........))))..........(((...)))...((((.(...))))).,12,-5.497,10,0.000174
577,..(.....)..((((((....))))...))......................((((......)))).,11,-5.497,19,0.000174
578,...........((((.(((....)))))))....(((..((..(((...)))..)).))).......,15,-5.497,25,0.000174
579,...........(((..(((....))).))).......((.....))......((((......)))).,12,-5.497,10,0.000174
580,..(.....)..((((..((....)).)))).............((.....))((((......)))).,13,-5.495,12,0.000173
581,.......(((.(..(((((..((....................))...)))))..).))).......,11,-5.494,40,0.000173
582,...((......((((.(((....)))))))...)).....((.....))...((((......)))).,15,-5.494,4,0.000173
583,...((....(.((((.(((....)))))))..))).....((.....))...((((......)))).,16,-5.494,6,0.000173
584,...........((((.(((....)))))))......((....)).......((........))....,11,-5.493,18,0.000173
585,.........(.((((.(((....)))))))..)...................(((........))).,11,-5.492,8,0.000173
586,..........((..........))...(((.........)))..........((((......)))).,9,-5.492,21,0.000172
587,.........(...(((......))).)..((((.......))))........((((......)))).,12,-5.491,26,0.000172
588,...((.....))..(((....)))....((.........))...........((((......)))).,11,-5.489,25,0.000172
589,...((...(..((((.(((....))))))).).)).....((.....))...((((......)))).,16,-5.489,6,0.000172
590,..(((........((((....))))........)))....(((...)))...((((......)))).,14,-5.489,25,0.000172
591,..((...))..((((.(((....)))))))..........(((...)))...(((.((...))))).,17,-5.484,11,0.000170
592,..((...))..((((.(((....)))))))..........(((...)))...((((.(...))))).,17,-5.484,8,0.000170
593,...........((((.(.......).))))......((....))........((((......)))).,11,-5.484,14,0.000170
594,..(.....)..((((((....)))...)))......................((((......)))).,11,-5.483,17,0.000170
595,...........((((.(((....)))))))......((....))........(((.(.....)))).,13,-5.482,11,0.000170
596,...........((((...........))))..........((.....))....(((......)))..,9,-5.48,8,0.000169
597,...........((((...........))))......((....))........(((.((...))))).,11,-5.476,19,0.000168
598,...........((((...........))))......((....))........((((.(...))))).,11,-5.476,16,0.000168
599,...........((((.(((....)))))))....((....((.....)).))((((......)))).,15,-5.476,4,0.000168
600,.......(((.((.(((((.....(..(((.........)))..)...))))).)).))).......,14,-5.474,38,0.000168
601,...........((((..((....)).))))..........(((...)))....(((......)))..,12,-5.474,6,0.000167
602,..((...)).....(((....)))................((.....))...((((......)))).,11,-5.473,21,0.000167
603,........((.(((..(((....))).)))..))......((.....))...((((......)))).,14,-5.472,6,0.000167
604,.......(((.((.(((((..((.(((.............)))))...))))).)).))).......,15,-5.471,41,0.000167
605,......(.((.((((.((......))))))..))..)...((.....))...((((......)))).,15,-5.471,8,0.000167
606,..............(((....)))....((.....))...(((...)))...((((......)))).,12,-5.47,21,0.000166
607,..((...))..(((.............)))..........((.....))...((((......)))).,11,-5.47,12,0.000166
608,..(.....)..((((.(((....))))))).((.......))..........((((......)))).,14,-5.469,8,0.000166
609,...........((((..((....)).))))...(..((....)).)......((((......)))).,13,-5.468,12,0.000166
610,..((...))..((((.(((....)))))))..........((.....))....(((......)))..,14,-5.468,6,0.000166
611,.......(((.((((.(((....)))))))..))..)...............((((......)))).,14,-5.468,10,0.000166
612,...........((((.((......))))))..(...)...(((...)))...((((......)))).,14,-5.467,6,0.000165
613,.......(((.(......).))).................((.....))...((((......)))).,10,-5.465,20,0.000165
614,.....(((((.(..(((((........(((..(...)..)))......)))))..).)))....)).,15,-5.465,41,0.000165
615,.........(.((((..(......).))))..).......((.....))...((((......)))).,12,-5.464,6,0.000165
616,..((...))..((((.(((....)))))))......((....))........(((.((...))))).,16,-5.464,17,0.000164
617,..((...))..((((.(((....)))))))......((....))........((((.(...))))).,16,-5.464,14,0.000164
618,..((...))..((((...........))))....(.....)...........((((......)))).,11,-5.461,15,0.000164
619,.........(.((((..((....)).))))..)....((.....))......((((......)))).,13,-5.459,12,0.000163
620,...........((((.((......)))))).......((.....))......((((......)))).,12,-5.458,10,0.000163
621,.......(((.((....)).))).................((.....))...((((......)))).,11,-5.457,20,0.000163
622,......((((.((((..((....)).))))....(((....................)))..)))).,13,-5.455,24,0.000162
623,..........(((((.(((....)))))))..).......(((...)))...((((......)))).,15,-5.455,4,0.000162
624,...........((((..((....)).))))......((....)).........(((......)))..,11,-5.454,12,0.000162
625,.......(((.(..(((((..((..((.............)).))...)))))..).))).......,13,-5.447,40,0.000160
626,......((((.((((.(((....)))))))....(((..(...(((...)))...).)))..)))).,18,-5.447,29,0.000160
627,...........((((((....))))...))..(...)...((.....))...((((......)))).,13,-5.447,15,0.000160
628,........((.((((.(((....)))))))..)).((...........))..((((......)))).,15,-5.445,11,0.000160
629,....((..((.((((...........))))..))..))..(((...)))...((((......)))).,15,-5.445,16,0.000159
630,...(((............)))......(((.........)))..........((((......)))).,10,-5.444,24,0.000159
631,..(.....)..((((.(((....))))))).......(....).........((((......)))).,13,-5.443,8,0.000159
632,...(...)...((((..((....)).))))......................((((......)))).,11,-5.442,8,0.000159
633,..........((..(.....).)).....((((.......))))........((((......)))).,11,-5.441,26,0.000158
634,.....(..((.((((.(((....)))))))..))..)...((.....))...(((........))).,15,-5.44,8,0.000158
635,..............((......))................((.....))...((((......)))).,8,-5.438,16,0.000157
636,.....(....)...(((....)))...(((.........)))..........((((......)))).,11,-5.437,24,0.000157
637,...((.....)).((((....))))..(((.........)))..........((((......)))).,13,-5.435,25,0.000157
638,..........(((((.(((....)))))))..)...((....))........((((......)))).,14,-5.434,10,0.000156
639,........((.((((.((......))))))..))......((.....))...((((......)))).,14,-5.433,6,0.000156
640,...........((((((....)))...)))..(...)...((.....))...((((......)))).,13,-5.433,13,0.000156
641,.........(...((((....)))).).............((.....))...((((......)))).,11,-5.43,18,0.000155
642,..........((((.....)).))....((.........))...........((((......)))).,10,-5.429,23,0.000155
643,........((.((((.(((....)))))))..))...((.....))......((((......)))).,15,-5.429,12,0.000155
644,...........(((..(((....))).)))..........((.....))...(((........))).,11,-5.428,4,0.000155
645,..((...))..((((((....))))...))......................((((......)))).,12,-5.426,21,0.000154
646,..(.....)..((((...........))))..(...)...(((...)))...((((......)))).,13,-5.425,12,0.000154
647,..(.....)(.((((.(((....)))))))..).......(((...)))...((((......)))).,16,-5.425,6,0.000154
648,.....(....)((((...........))))..........((.....))...((((......)))).,11,-5.425,8,0.000154
649,..((...))..((((..((....)).)))).............((.....))((((......)))).,14,-5.423,14,0.000154
650,..(.....)....((((....))))..(((.........)))..........((((......)))).,12,-5.423,24,0.000154
651,...........((((.(((....)))))))..........(((...)))..((...)).........,12,-5.421,13,0.000153
652,..........(..((((....)))).)..((((.......))))........(((........))).,12,-5.419,29,0.000153
653,.....(....)((((..((....)).))))..........(((...)))...((((......)))).,14,-5.419,6,0.000152
654,...........((((.(((....)))))))..........((.....))...(((..(...).))).,13,-5.418,4,0.000152
655,..(.....)..((((...........)))).......((.....))......((((......)))).,11,-5.417,16,0.000152
656,.....(...).((((.(((....)))))))......................((((......)))).,12,-5.416,6,0.000152
657,..............(((....)))....((..(...)..))...........((((......)))).,10,-5.416,24,0.000152
658,..(.....)..((((..(......).))))..........(((...)))...((((......)))).,13,-5.415,8,0.000152
659,...........((((.(((....))))))).............((.....)).(((......)))..,12,-5.414,10,0.000151
660,...........((((.(((....)))))))......................((..((...)).)).,11,-5.412,11,0.000151
661,..((...))..((((((....)))...)))......................((((......)))).,12,-5.412,19,0.000151
662,...........((((...........)))).((.......))..........((((......)))).,10,-5.41,12,0.000150
663,...........((((.(((....)))))))..........(((...))).......((...))....,12,-5.409,13,0.000150
664,...........((((..((....)).))))......................(((.((...))))).,11,-5.406,11,0.000149
665,...........((((..((....)).))))......................((((.(...))))).,11,-5.406,8,0.000149
666,..(.....)...(((((....)))).)..((((.......))))........((((......)))).,14,-5.406,28,0.000149
667,..(.....)...(((((....))).))..((((.......))))........((((......)))).,14,-5.406,28,0.000149
668,..(.....).....(((....))).....(((.........)))........((((......)))).,11,-5.405,27,0.000149
669,..(.....)(.((((.(((....)))))))..)...((....))........((((......)))).,15,-5.404,12,0.000149
670,.........(.((((.(((....)))))))....).....(((...)))...((((......)))).,15,-5.402,4,0.000148
671,...........((((.(((....)))))))......((....)).......((...)).........,11,-5.4,19,0.000148
672,..(.....)..((((.(((....)))))))(((.......))).........((((......)))).,15,-5.398,10,0.000147
673,.....(....)((((..((....)).))))......((....))........((((......)))).,13,-5.398,12,0.000147
674,......(.((.((((.(((....)))))))..))..)...((.....))...(((........))).,15,-5.398,8,0.000147
675,..((...))..((((.(((....))))))).((.......))..........((((......)))).,15,-5.397,10,0.000147
676,...........((((.(((....)))))))........(......)......((((......)))).,12,-5.396,6,0.000147
677,..........(..((((....)))).).((.........))...........((((......)))).,11,-5.395,23,0.000147
678,..(.....)..((((..(......).))))......((....))........((((......)))).,12,-5.395,14,0.000146
679,...(...(((.(..(((((..........((((.......))))....)))))..).)))..)....,14,-5.393,42,0.000146
680,...........((((.(((....)))))))..(...)...(((...)))...(((........))).,14,-5.393,6,0.000146
681,.....(....)..((((....))))....((((.......))))........((((......)))).,13,-5.393,28,0.000146
682,......((((((..(((((..........((((.......))))....)))))...))....)))).,15,-5.393,42,0.000146
683,..(.....)..((((..((....)).))))......(......)........((((......)))).,12,-5.392,10,0.000146
684,.........(.(..(((((........(((.........)))......)))))..).).........,10,-5.391,33,0.000146
685,...........(((((......)))...))......................((((......)))).,9,-5.391,16,0.000145
686,.........(.((((..((....)).))))..).......((.....))...(((........))).,12,-5.39,6,0.000145
687,...........((((.((......))))))..........((.....))...(((........))).,11,-5.39,4,0.000145
688,..............(((....)))...(((.........))).((.....))((((......)))).,12,-5.389,26,0.000145
689,...........((((.(((....)))))))......((....))............((...))....,11,-5.389,19,0.000145
690,.....(((((.(..(((((.....((.(((.........)))..))..)))))..).)))....)).,16,-5.388,41,0.000145
691,...........((((.(((....))))))).......((.....))......(((........))).,12,-5.385,10,0.000144
692,...........((((...........)))).......(....).........((((......)))).,9,-5.384,12,0.000144
693,...........((((.(((....)))))))....(((....................))).......,10,-5.38,18,0.000143
694,.....(.(((.(..(((((........(((.........)))......)))))..).))).).....,13,-5.379,39,0.000143
695,...........((((..((....)).))))...((.....)).((.....))((((......)))).,14,-5.378,12,0.000142
696,...........(((((......))...)))......................((((......)))).,9,-5.377,14,0.000142
697,...((..(((.(..(((((........(((..(...)..)))......)))))..).))).))....,15,-5.375,42,0.000142
698,.......(((.(..(((((..............((.....))......)))))..).))).......,11,-5.375,38,0.000142
699,..............(((....)))......(((.......))).........((((......)))).,10,-5.373,25,0.000141
700,.......(((.(..(((((..........((...........))....)))))..).))).......,11,-5.372,39,0.000141
701,..((...))..((((.(((....))))))).......(....).........((((......)))).,14,-5.371,10,0.000141
702,..(.....)..((((((....))...))))..........((.....))...((((......)))).,13,-5.369,11,0.000140
703,...........((((...(....)..))))..........((.....))...((((......)))).,11,-5.366,4,0.000140
704,.......(((.((((..((....)).))))..))..)...((.....))...((((......)))).,15,-5.366,8,0.000139
705,.........(.((((.(((....)))))))..).......(((...)))...(((.((...))))).,16,-5.365,9,0.000139
706,.........(.((((.(((....)))))))..).......(((...)))...((((.(...))))).,16,-5.365,6,0.000139
707,........((.((((.(((....)))))))..))......((.....))...(((........))).,14,-5.36,6,0.000138
708,..............(((....)))..(.........)...((.....))...((((......)))).,10,-5.356,18,0.000137
709,.......(.(.((((.(((....)))))))..)...)...((.....))...((((......)))).,15,-5.355,4,0.000137
710,............((.((....))..))..((((.......))))........((((......)))).,12,-5.355,26,0.000137
711,....((..((.((((..((....)).))))..))..))..............((((......)))).,14,-5.354,14,0.000137
712,..((...))..((((...........))))..(...)...(((...)))...((((......)))).,14,-5.354,14,0.000137
713,.....(..((.((((.(((....)))))))..))..)......((.....))((((......)))).,16,-5.354,14,0.000137
714,..((...))(.((((.(((....)))))))..).......(((...)))...((((......)))).,17,-5.354,8,0.000137
715,..((...))....((((....))))..(((.........)))..........((((......)))).,13,-5.352,26,0.000136
716,..((.......((((.(((....)))))))....))....((.....))...((((......)))).,15,-5.351,4,0.000136
717,.........(.(((.............)))..).......((.....))...((((......)))).,10,-5.35,10,0.000136
718,.........(.((((.(((....)))))))..).......((.....))....(((......)))..,13,-5.349,4,0.000135
719,...........((((.(........)))))..........(((...)))...((((......)))).,12,-5.348,6,0.000135
720,..(.....)..((((...........))))..........((.....))...(((........))).,10,-5.348,10,0.000135
721,..((...))..((((...........)))).......((.....))......((((......)))).,12,-5.346,18,0.000135
722,.........(.((((.(((....)))))))..)...((....))........(((.((...))))).,15,-5.344,15,0.000134
723,.........(.((((.(((....)))))))..)...((....))........((((.(...))))).,15,-5.344,12,0.000134
724,..((...))..((((..(......).))))..........(((...)))...((((......)))).,14,-5.344,10,0.000134
725,.......(((.(..(((((.....(((.((.....))...))).....)))))..).))).......,14,-5.343,39,0.000134
726,..(.....)..((((..((....)).))))..........(((...)))...(((........))).,13,-5.342,8,0.000134
727,...........(((..(((....))).))).............((.....))((((......)))).,12,-5.342,10,0.000134
728,...........((((...........))))(((.......))).........((((......)))).,11,-5.339,14,0.000133
729,......((((.((((...........))))....(((..((..(((...)))..)).)))..)))).,16,-5.339,35,0.000133
730,..........((.((.....))))...(((.........)))..........((((......)))).,11,-5.338,23,0.000133
731,..((...))...(((((....))).))..((((.......))))........((((......)))).,15,-5.335,30,0.000132
732,..((...))...(((((....)))).)..((((.......))))........((((......)))).,15,-5.335,30,0.000132
733,..(.....)..((((..((....)).))))..(...)...............((((......)))).,12,-5.335,10,0.000132
734,..((...)).....(((....))).....(((.........)))........((((......)))).,12,-5.334,29,0.000132
735,..((...))(.((((.(((....)))))))..)...((....))........((((......)))).,16,-5.333,14,0.000132
736,......((((.(..(((((........(((.........)))......)))))..).))).).....,13,-5.332,39,0.000132
737,............(((.(((....))))))...........((.....))...((((......)))).,12,-5.33,2,0.000131
738,...........((((.(........)))))......((....))........((((......)))).,11,-5.328,12,0.000131
739,...........((((.(((....)))))))......((....))(.....).((((......)))).,14,-5.327,10,0.000131
740,..((...))..((((.(((....)))))))(((.......))).........((((......)))).,16,-5.327,12,0.000131
741,.......(((.(......).)))......(((.........)))........((((......)))).,11,-5.326,28,0.000130
742,...........((((..((....)).)))).......(.......)......((((......)))).,11,-5.324,8,0.000130
743,..(.....)..((((..((....)).))))......(...........)...((((......)))).,12,-5.323,9,0.000130
744,..((...))..((((..(......).))))......((....))........((((......)))).,13,-5.323,16,0.000130
745,..............(((....)))....((.........))..((.....))((((......)))).,11,-5.323,26,0.000130
746,.......(((.(..(((((...(......((((.......)))))...)))))..).))).......,14,-5.323,43,0.000130
747,..(.....)..((((..((....)).))))......((....))........(((........))).,12,-5.321,14,0.000129
748,..((...))..((((..((....)).))))......(......)........((((......)))).,13,-5.321,12,0.000129
749,..((....((.((((...........))))..))))................((((......)))).,12,-5.32,18,0.000129
750,...((.....))..((......)).....((((.......))))........((((......)))).,12,-5.319,28,0.000129
751,............(.(((....)))..)..((((.......))))........((((......)))).,12,-5.318,26,0.000129
752,......((((.((((.(((....)))))))....(((..((.............)).)))..)))).,16,-5.318,23,0.000129
753,...(...)...((((.(((....)))))))...((.....))..........((((......)))).,14,-5.318,8,0.000129
754,.......(((.((....)).)))......(((.........)))........((((......)))).,12,-5.318,28,0.000129
755,..............(((....)))..((.......))...............((((......)))).,9,-5.317,23,0.000129
756,........((.(..(((((........(((.........)))......)))))..).))........,11,-5.317,35,0.000128
757,.............(((......)))..(((.........)))..........((((......)))).,10,-5.317,21,0.000128
758,...........((((((....))))...))....(.....)...........((((......)))).,11,-5.315,18,0.000128
759,.....(...).((((..((....)).))))..........((.....))...((((......)))).,13,-5.315,4,0.000128
760,.....(.....((((.(((....)))))))......)...((.....))...((((......)))).,14,-5.313,2,0.000128
761,.....(..((.(((..(((....))).)))..))..)...(((...)))...((((......)))).,16,-5.313,10,0.000128
762,...........((((..((....)).))))....(.....)..((.....))((((......)))).,13,-5.312,11,0.000127
763,......(.((.((((.(((....)))))))..))..)......((.....))((((......)))).,16,-5.312,14,0.000127
764,......((((....(((((..........((((.......))))....))))).........)))).,13,-5.311,39,0.000127
765,...........((((..((....)).))))..........((.....))...((..((...)).)).,12,-5.31,9,0.000127
766,....((((((.((.(((((........(((.........)))......))))).)).)))....))),16,-5.308,41,0.000126
767,...........((((.(((....)))))))..(...)......(((...)))((((......)))).,15,-5.307,12,0.000126
768,..(((......((((...........))))...)))................((((......)))).,11,-5.307,16,0.000126
769,..(((....(.((((...........))))..))))................((((......)))).,12,-5.307,18,0.000126
770,.........(.((((((....))))...))..)...................((((......)))).,11,-5.306,19,0.000126
771,..(.....).....(((....)))................(((...)))...((((......)))).,11,-5.305,21,0.000126
772,...((..(((.(......).)))..)).........................((((......)))).,10,-5.304,26,0.000126
773,.........(.((((..((....)).))))..)..........((.....))((((......)))).,13,-5.304,12,0.000126
774,...........((((.(((....))))))).(...)....(((...)))...((((......)))).,15,-5.303,4,0.000126
775,...........((((.((......)))))).............((.....))((((......)))).,12,-5.303,10,0.000126
776,(.......)..((((.(((....)))))))..........((.....))...((((......)))).,14,-5.303,2,0.000125
777,.......(.(.((((...........))))....).)...((.....))...((((......)))).,12,-5.303,10,0.000125
778,..(((...(..((((...........)))).).)))................((((......)))).,12,-5.303,18,0.000125
779,.......(((.(..(((((...(.....)(((.........)))....)))))..).))).......,13,-5.302,41,0.000125
780,..(.....)..(((.............)))..........(((...)))...((((......)))).,11,-5.302,12,0.000125
781,...........((((((....)))...)))....(.....)...........((((......)))).,11,-5.301,16,0.000125
782,..(.....)..((((.(((....)))))))..........(((...)))....(((......)))..,14,-5.3,6,0.000125
783,............((((......))).)..((((.......))))........((((......)))).,12,-5.3,25,0.000125
784,............((((......)).))..((((.......))))........((((......)))).,12,-5.3,25,0.000125
785,..............((......)).....(((.........)))........((((......)))).,9,-5.299,24,0.000125
786,...((..(((.(..(((((.....((.(((.........)))..))..)))))..).))).))....,16,-5.298,42,0.000124
787,.......(((.(..(((((.....((...............)).....)))))..).))).......,11,-5.298,37,0.000124
788,..((...))..((((((....))...))))..........((.....))...((((......)))).,14,-5.298,13,0.000124
789,.......(.(.((((..((....)).))))....).)...(((...)))...((((......)))).,15,-5.297,8,0.000124
790,...((..(((.((....)).)))..)).........................((((......)))).,11,-5.296,26,0.000124
791,..(.....)..((((.(((....)))))))...(..((....)).)......((((......)))).,15,-5.294,12,0.000124
792,.........(.((((((....)))...)))..)...................((((......)))).,11,-5.293,17,0.000123
793,.......(((.((.(((((..((....(((..(...)..))).))...))))).)).))).......,16,-5.292,43,0.000123
794,...........((((.(((....)))))))..(..((...........)).)((((......)))).,14,-5.291,9,0.000123
795,.........(...((((....)))).)..(((.........)))........((((......)))).,12,-5.29,26,0.000123
796,.......(((.((..((((........(((..(...)..)))......))))..)).))).......,13,-5.288,39,0.000122
797,.......(((.((.(((((......(.(((.........)))).....))))).)).))).......,14,-5.287,38,0.000122
798,..(.....).....(((....)))............((....))........((((......)))).,10,-5.285,27,0.000122
799,...........((((.(((....)))))))...((.....))..........(((.((...))))).,14,-5.282,11,0.000121
800,...........((((.(((....)))))))...((.....))..........((((.(...))))).,14,-5.282,8,0.000121
801,..(.....)..(((.............)))......((....))........((((......)))).,10,-5.281,18,0.000121
802,..(.....)..((((.(((....)))))))......((....)).........(((......)))..,13,-5.279,12,0.000121
803,..((...))..((((...........))))..........((.....))...(((........))).,11,-5.277,12,0.000120
804,...((......((((.(((....))))))).)).......(((...)))...((((......)))).,16,-5.276,6,0.000120
805,...........((((.(((....))))))).........(...........)((((......)))).,12,-5.275,6,0.000120
806,.....(..((.((((.((......))))))..))..)...(((...)))...((((......)))).,16,-5.275,10,0.000120
807,........((.((((.(((....)))))))..)).........((.....))((((......)))).,15,-5.274,12,0.000119
808,.......(((.(..(((((.......((.......))...........)))))..).))).......,11,-5.274,38,0.000119
809,......(.((.(((..(((....))).)))..))..)...(((...)))...((((......)))).,16,-5.271,10,0.000119
810,..((...))..((((..((....)).))))..........(((...)))...(((........))).,14,-5.271,10,0.000119
811,...(....((.((((.(((....)))))))..))).....(((...)))...((((......)))).,17,-5.268,8,0.000118
812,..((...))..((((..((....)).))))..(...)...............((((......)))).,13,-5.264,12,0.000117
813,.......(((.((.(((((..((....(((.........))).))...)))))).).))).......,15,-5.263,41,0.000117
814,...........(((..((......)).)))..........(((...)))...((((......)))).,12,-5.263,6,0.000117
815,...........(((((......)...))))..........((.....))...((((......)))).,11,-5.263,8,0.000117
816,..(.....)..((((...........)))).............((.....))((((......)))).,11,-5.262,16,0.000117
817,.....(((((.(..(((((..........(((.........)))....)))))..).)))....)).,14,-5.261,42,0.000117
818,......((((.((((.(((....)))))))....(((...((.....))........)))..)))).,16,-5.26,18,0.000117
819,..........((..........))....((.........))...........((((......)))).,8,-5.26,21,0.000117
820,.......(((.(..((((.........(((.........))).......))))..).))).......,11,-5.259,37,0.000117
821,...((.....))..(((....)))................((.....))...((((......)))).,11,-5.258,20,0.000116
822,...((...((.((((.(((....)))))))..))....))............((((......)))).,15,-5.257,12,0.000116
823,.......(((.(..((((..(((...........)))...((.....))))))..).))).......,13,-5.257,38,0.000116
824,..(.....)..((((..((....)).)))).............(((...)))((((......)))).,14,-5.256,14,0.000116
825,...((......((((.(((....)))))))...)).....(((...)))...((((......)))).,16,-5.255,6,0.000116
826,...((....(.((((.(((....)))))))..))).....(((...)))...((((......)))).,17,-5.255,8,0.000116
827,...((......((((.(((....))))))).))...((....))........((((......)))).,15,-5.255,12,0.000116
828,.....(..((.((((((....))))...))..))..)...((.....))...((((......)))).,15,-5.254,19,0.000116
829,.........(.((((.(((....)))))))..)....(....).........((((......)))).,13,-5.252,8,0.000115
830,..((...))..((((..((....)).))))......(...........)...((((......)))).,13,-5.252,11,0.000115
831,...((...(..((((.(((....))))))).).)).....(((...)))...((((......)))).,17,-5.251,8,0.000115
832,..((...))..((((..((....)).))))......((....))........(((........))).,13,-5.25,16,0.000115
833,.......(((.(..(((((....(.....)......((....))....)))))..).))).......,12,-5.249,40,0.000114
834,........((...(((......))).)).((((.......))))........((((......)))).,13,-5.248,27,0.000114
835,............((.....))........((((.......))))........((((......)))).,10,-5.248,25,0.000114
836,..........(..((((....)))).)(((.........)))..........((((......)))).,12,-5.247,23,0.000114
837,.......(((.(..(((((......(.(((.........)))..)...)))))..).))).......,13,-5.245,38,0.000114
838,...........((((.(((....))))))).......(...)..........((((......)))).,12,-5.243,5,0.000113
839,...........(((..((......)).)))......((....))........((((......)))).,11,-5.242,12,0.000113
840,...........((((...........))))..........(((...)))....(((......)))..,10,-5.242,10,0.000113
841,.....(..((.((((((....)))...)))..))..)...((.....))...((((......)))).,15,-5.241,17,0.000113
842,...........((((..((....)).))))..............(.....).((((......)))).,11,-5.24,8,0.000113
843,...........(((..(((....))).)))......(......)........((((......)))).,11,-5.24,8,0.000113
844,............(((((....))).)).............((.....))...((((......)))).,11,-5.239,17,0.000113
845,............(((((....)))).).............((.....))...((((......)))).,11,-5.239,17,0.000113
846,......((((.((((..((....)).))))....(((......((.....)).....)))..)))).,15,-5.238,28,0.000112
847,...........((((.(((....)))))))....((....(((...))).))((((......)))).,16,-5.237,6,0.000112
848,..............(((....)))....(.......)...((.....))...((((......)))).,10,-5.236,18,0.000112
849,..........(..(((......))).).............((.....))...((((......)))).,10,-5.236,17,0.000112
850,...........((((...........))))...(..((....)).)......((((......)))).,11,-5.235,16,0.000112
851,.............((((....))))...........................((((......)))).,8,-5.235,21,0.000112
852,.......(((.(..(((((.(((...........)))...........)))))..).))).......,12,-5.235,42,0.000112
853,..((...)).....(((....)))................(((...)))...((((......)))).,12,-5.234,23,0.000112
854,........((.(((..(((....))).)))..))......(((...)))...((((......)))).,15,-5.233,8,0.000111
855,..(.....)..((((.(((....)))))))......................(((.((...))))).,13,-5.232,11,0.000111
856,..(.....)..((((.(((....)))))))......................((((.(...))))).,13,-5.232,8,0.000111
857,......(.((.((((.((......))))))..))..)...(((...)))...((((......)))).,16,-5.232,10,0.000111
858,..((...))..(((.............)))..........(((...)))...((((......)))).,12,-5.231,14,0.000111
859,...........((((.(((....))))))).............((.....))(((........))).,12,-5.23,10,0.000111
860,..((...))..((((.(((....)))))))..........(((...)))....(((......)))..,15,-5.229,8,0.000111
861,...((........(((......)))))..((((.......))))........((((......)))).,13,-5.227,27,0.000110
862,.........(.((((...........))))..)....((.....))......((((......)))).,11,-5.226,16,0.000110
863,...........((((.(((....)))))))..............(....)..((((......)))).,12,-5.226,6,0.000110
864,.......(((.(......).))).................(((...)))...((((......)))).,11,-5.226,22,0.000110
865,.........(.((((..(......).))))..).......(((...)))...((((......)))).,13,-5.225,8,0.000110
866,...........((((..((....)).))))....((..............))((((......)))).,12,-5.225,10,0.000110
867,...........((((.(((....)))))))....(((...((.....))..((...))....)))..,14,-5.224,14,0.000110
868,..((...))..((((.(((....)))))))...(..((....)).)......((((......)))).,16,-5.223,14,0.000110
869,......((((.((((...........))))....(((....................)))..)))).,11,-5.222,28,0.000109
870,.........(.((((.(((....)))))))..).(.....)...........((((......)))).,13,-5.222,7,0.000109
