,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
10618,.....((((.(((((...))))).)))).((....)).....(.....)..((..........))...........,14,-7.451,26,0.000008
10619,.....((((.(((((...))))).))))...(((...((.....................)).)))..(...)...,15,-7.451,14,0.000008
10620,.....((((.(((((...))))).))))..(.(((..(....)..))).)...((..........)).........,16,-7.451,30,0.000008
10621,.....(((..((((.....))))..)))........(.((.((((........)))).)).).....((...))..,16,-7.451,14,0.000008
10622,.....(((..(((((...)))))..)))......(.(.((.((..((.....)).)).)).).)...((...))..,18,-7.451,13,0.000008
10623,.....((((.(((((...))))).)))).((.((..((....)).......)).))....(.....).........,16,-7.45,29,0.000008
10624,.....(((..(((((...)))))..))).((....))........((.....))......................,12,-7.45,29,0.000008
10625,.....((((.(((((...))))).))))...(((.(..((.((..(........))).)).).)))..........,18,-7.45,9,0.000008
10626,.....((((.(((((...))))).))))...(((.(.....((...........)).....).))).((...))..,17,-7.45,12,0.000008
10627,.....((((.(((((...))))).)))).((.((..((.......))....)).))....(.....).........,16,-7.45,30,0.000008
10628,.....((((.(((((...))))).)))).......(.........).....((.(......).))..((...))..,15,-7.449,21,0.000008
10629,.....((((.(((((...))))).))))........(........).....((.(......).))..((...))..,15,-7.449,20,0.000008
10630,.....((((.(((((...))))).))))......(.......)........((.(......).))..((...))..,15,-7.449,20,0.000008
10631,.....((((.(((((...))))).))))......(..........).....((.(......).))..((...))..,15,-7.449,21,0.000008
10632,.....((((.(((((...))))).)))).....((.(.((.((...(.....)..)).)).)...)).........,17,-7.449,14,0.000008
10633,.....((((.(((((...))))).)))).((....))........(((.((.(........)))..))).......,17,-7.449,31,0.000008
10634,.....((((.((((.....)))).))))...(((..(.((.(............)...)).).)))..........,15,-7.449,11,0.000008
10635,.....((((.(((((...))))).)))).((...))(.....)..((((................)))).......,16,-7.449,29,0.000008
10636,..........(((((...)))))......((.....)).......((((....(.(.....).).)))).......,13,-7.449,37,0.000008
10637,.....(((..(((((...)))))..))).((.....))...((..((((..((..........)))))).))....,18,-7.449,34,0.000008
10638,.....(((..(((((...)))))..))).((.(...................).))...((..(.....)..))..,14,-7.449,28,0.000008
10639,.....((((..(((.....)))..))))...(((.(..((.((............)).)).).)))..(...)...,16,-7.449,9,0.000008
10640,.....(((..((((.....))))..))).((....))...........(..((.(......).)).).........,13,-7.449,32,0.000008
10641,.....((((.(((((...))))).))))(((.................))).((.(.......).)).(...)...,16,-7.449,27,0.000008
10642,.....((((.(((((...))))).)))).......(......).....((.((..(.....).)))).........,15,-7.449,26,0.000008
10643,.....((((.((((.....)))).))))...(((..(.((.....(......).....)).).))).((...))..,17,-7.449,8,0.000008
10644,.....((((.(((((...))))).)))).(((((.(.....((............))....).)))..))......,17,-7.449,14,0.000008
10645,.....(((..(((((...)))))..))).(....)..........(((...((..(.....).)).))).......,15,-7.449,30,0.000008
10646,.....(((..((((.....))))..)))....((..(.((..................)).).))...........,12,-7.448,14,0.000008
10647,.....(((..(((((...)))))..)))(((.....)))...(....)((.((.(......).)))).........,17,-7.448,33,0.000008
10648,.....(((..(((((...)))))..)))........................((...........)).(...)...,11,-7.448,23,0.000008
10649,.....(((..(((((...)))))..)))...................(.(.............).).((...))..,12,-7.448,20,0.000008
10650,.....(((..(((((...)))))..))).((....)).........(((..((.(......).)))))(...)...,17,-7.448,30,0.000008
10651,.....(((..(((((...)))))..))).((...)).........((.((.((.(......).)))).))......,17,-7.448,35,0.000008
10652,..........(((((...)))))........(((.(..((.((............)).)).).))).((...))..,15,-7.448,11,0.000008
10653,.....((((.((((.....)))).)))).((...)).(....)..((((..((..........)))))).......,17,-7.448,34,0.000008
10654,.....(((..(((((...)))))..))).(...)...........((((..((..........)))))).......,15,-7.448,30,0.000008
10655,.....((((.(((((...))))).))))(((.(((..........)))))).((.(.......).)).........,18,-7.448,33,0.000008
10656,.....((((.((((.....)))).))))...((.(.(.((.((((........)))).)).).))).((...))..,20,-7.448,9,0.000008
10657,.....(((..(((((...)))))..))).((.(((.......)........)).))............(...)...,14,-7.448,26,0.000008
10658,.....(((..(((((...)))))..)))....((...(....)...))....((.(.......).)).........,14,-7.447,28,0.000008
10659,.....((((.(((((...))))).))))................................(.....).........,10,-7.447,22,0.000008
10660,.....(((..(((((...)))))..))).((....))........((((..(.(.(.....).)))))).......,17,-7.447,32,0.000008
10661,.....((((.((((.....)))).))))..(.(.((.((....((.............))..)).)).).).....,16,-7.447,31,0.000008
10662,.....((((.(((((...))))).)))).((....))..............((.(......).))(....).....,15,-7.447,27,0.000008
10663,..........((((.....))))......((.(((...............))).))............(...)...,10,-7.447,35,0.000008
10664,.....((((.((((.....)))).)))).(((((..(.((.((.(........).)).)).).)))..))......,19,-7.447,11,0.000008
10665,.....(((..((((.....))))..))).(.(((..(.((.(..............).)).).)))..).......,15,-7.447,11,0.000008
10666,.....((((.(((((...))))).))))...(((.(..............((...))....).))).((...))..,17,-7.447,13,0.000008
10667,.....((((.(((((...))))).))))..(.(.((.((...(.........).........)).)).).).....,16,-7.447,28,0.000008
10668,.....(((..((((.....))))..)))...(((..(.(((...............).)).).))).((...))..,16,-7.447,9,0.000008
10669,.....((((.(((((...))))).)))).((...)).........((((((.(........))).)))).......,18,-7.447,33,0.000008
10670,.....((((.(((((...))))).))))(((.....)))...(..((((...(.(......).).)))).).....,19,-7.447,32,0.000008
10671,.....((((.(((((...))))).)))).((.....))..............(.(........).)..(...)...,14,-7.447,23,0.000008
10672,..........(((((...)))))..((.....))..(.((.((............)).)).)......(...)...,13,-7.447,16,0.000008
10673,.....(((..(((((...)))))..)))..(.(.((.((..(((..(.....).))).....)).)).).).....,18,-7.447,29,0.000008
10674,.....((((.(((((...))))).)))).((..((.(.((.((..((.....)).)).)).)...))..)).....,20,-7.446,20,0.000008
10675,.....((((.(((((...))))).))))..(.((............)).)...((..........)).(...)...,15,-7.446,25,0.000008
10676,.....(((..((((.....))))..)))(((.....))).............((...........)).........,12,-7.446,31,0.000008
10677,.....((((.(((((...))))).))))..(.(((...............))).)....((...........))..,15,-7.446,27,0.000008
10678,......(((.(((((...))))).)))..((.(((...............))).))...((...........))..,15,-7.446,30,0.000008
10679,.....(((..((((.....))))..)))...(((..(.((.(..............).)).).))).(.....)..,15,-7.446,8,0.000008
10680,.(....)...(((((...))))).(((...)))............((((..((.(......).)))))).......,16,-7.446,38,0.000008
10681,.....((((.(((((...))))).)))).((.((...(.......).....)).))...((...........))..,16,-7.446,28,0.000008
10682,.....((((.((((.....)))).)))).((.(((...............))).)).........(...)......,14,-7.446,30,0.000008
10683,..........(((((...))))).....(((.....)))........((..((.(......).)))).........,13,-7.445,38,0.000008
10684,.....(((..((((.....))))..)))...(((..(.((.....(((...)))....)).).)))..........,16,-7.445,18,0.000008
10685,.....((((.(((((...))))).)))).(.(((..(.((.(((.(......).))).)).).)))...)......,20,-7.445,10,0.000008
10686,.....(((..(((((...)))))..)))(((.....)))...............((.........))((...))..,15,-7.445,24,0.000008
10687,.....((((.(((((...))))).))))...(((.(..((.(((.....).....)).)).).))).((...))..,20,-7.445,5,0.000008
10688,.....((((.((((.....)))).)))).(((((..(.((......(.....).....)).).)))...)).....,17,-7.445,16,0.000008
10689,.....((((..((((...))))..))))..(.(.((.((.(..................)..)).)).).).....,15,-7.445,30,0.000008
10690,.....((((.(((((...))))).))))......(.(.((.((((........)))).)).).)............,17,-7.445,15,0.000008
10691,.....((((.(((((...))))).)))).((.................))...((..........)).........,13,-7.445,27,0.000008
10692,.....(((..(((((...)))))..)))...(((.(......((.........))......).)))..........,14,-7.445,20,0.000008
10693,.....((((.((((.....)))).))))..(.((..(.....)...)).)..((.(.......).)).........,15,-7.445,29,0.000008
10694,.....((((.((((.....)))).)))).(.......).......((((................)))).......,13,-7.445,29,0.000008
10695,...(.((((.((.((((.....))))))...)))).)..............((.(......).))...........,14,-7.445,46,0.000008
10696,.....(((..(((((...)))))..))).........(....)..(((((((........).)).)))).......,16,-7.445,33,0.000008
10697,.....((((.((((.....)))).)))).....((.(.((.(((..........))).)).)...)).........,16,-7.445,16,0.000008
10698,.....((((.(((((...))))).)))).((.(.((.((...((((.........)..))).)).)).))).....,20,-7.445,33,0.000008
10699,.....(((..((.(((((...)))))))....)))..........((((..((.(......).)))))).......,17,-7.445,51,0.000008
10700,.....((((..((((...))))..)))).((.((.................)).))....(.....)((...))..,15,-7.445,25,0.000008
10701,.....((((.(((((...))))).)))).((.((((((....))).....))).)).......(.....)......,18,-7.445,32,0.000008
10702,.....((((.(((((...))))).)))).(.....).................((..........)).........,12,-7.445,25,0.000008
10703,.....((((.((((.....)))).))))(((.....))).........((.((..(.....).)))).(...)...,17,-7.445,29,0.000008
10704,.....((((.(((((...))))).)))).((.....))....(.....)(((((.(.......).))...)))...,18,-7.445,32,0.000008
10705,.....((((.((((.....)))).)))).((.(.((.((.((..((.........)).))..)).)).))).....,19,-7.445,34,0.000008
10706,.....((((.(((((...))))).))))..............(..((((..((..........)))))))......,16,-7.445,28,0.000008
10707,.....(((..(((((...)))))..))).((....))............(((.((..(....)..))...)))...,16,-7.445,35,0.000008
10708,.....(((..(((((...)))))..)))..(.(.((.((.......(.........).....)).)).).).....,15,-7.444,30,0.000008
10709,.....(((..(((((...)))))..)))..(.((............)).)...........(.(....).).....,13,-7.444,27,0.000008
10710,.....((((.((((.....)))).))))..(.((.................)).).....(.....).........,12,-7.444,28,0.000008
10711,......(((.((((.....)))).)))..((.((.................)).))....(.....).........,12,-7.444,31,0.000008
10712,.....(((....((((((...)))))).....)))..........((((..((.(......).)))))).......,16,-7.444,51,0.000008
10713,.....((((..((((...))))..)))).((...)).........(((...((.(......).)).))).......,16,-7.444,33,0.000008
10714,.....(((..(((((...)))))..))).((.(((.((....)).).....)).))............(...)...,16,-7.444,29,0.000008
10715,.....(((..(((((...)))))..))).........(.......).....((.(......).))..((...))..,14,-7.444,23,0.000008
10716,.....((((..((((...))))..)))).((...)).........((((..((..(.....).)))))).......,17,-7.444,33,0.000008
10717,.....((((.(((((...))))).))))..(.(((..........))).)..((.(.(....)).)).........,17,-7.444,31,0.000008
10718,.....((((.(((((...))))).))))....(...)............(((((.(.......).))...)))...,16,-7.444,28,0.000008
10719,.....(((..(((((...)))))..)))..(.(((.(........((.....)).........).)).).).....,15,-7.444,30,0.000008
10720,.....((((.(((((...))))).))))..(....).........((((.(...........)..)))).......,15,-7.444,29,0.000008
10721,..........(((((...)))))..((.....))...................((..........)).........,9,-7.443,31,0.000008
10722,.(...((((.(((((...))))).)))).).(((..(.((.((((........)))).)).).))).((...))..,22,-7.443,6,0.000008
10723,.....(((..(((((...)))))..)))....((..(.((.(((..((...)).))).)).).))..((...))..,20,-7.443,10,0.000008
10724,.....((((.(((((...))))).)))).((.(((...............))).))..(..............)..,15,-7.443,27,0.000008
10725,.....((((.(((((...))))).))))(((.....)))...(.....)...........................,13,-7.443,25,0.000008
10726,.....(((..(((((...)))))..))).((.....)).................(.....)......(...)...,12,-7.443,23,0.000008
10727,.....((((.(((((...)))))).)))(((.....)))......((((..((.(......).)))))).......,19,-7.443,35,0.000008
10728,.....((((.(((((...))))).)))).((.(((.........)......)).))............(...)...,15,-7.443,25,0.000008
10729,......(((.(((((...))))).)))..((....))...........((.((.(......).))))((...))..,17,-7.443,27,0.000008
10730,......(((.(((((...))))).)))..((....))(....)..((((..((.(......).)))))).......,18,-7.443,34,0.000008
10731,.....(((..(((((...)))))..)))...(((.(..(..((((........)))).)..).)))..(...)...,18,-7.443,15,0.000008
10732,.....(((..(((((...)))))..))).((....))........((.....((.(.......).)))).......,15,-7.443,30,0.000008
10733,......(((.(((((...))))).)))....(((..(.((.(..............).)).).)))..(...)...,16,-7.443,6,0.000008
10734,.....((((.(((((...))))).))))....(((..........))).....((..........)).........,14,-7.443,27,0.000008
10735,.....(((..(((((...)))))..)))...(((.(..(..((..((.....)).)).)..).))).((...))..,19,-7.443,13,0.000008
10736,.....((((..((((...))))..)))).((.....)).............((.(......).))...........,13,-7.443,28,0.000008
10737,.....((((.((((.....)))).))))...(((..(.((......((...)).....)).).)))..(...)...,17,-7.443,12,0.000008
10738,.....(((..(((((...)))))..))).(((((..(.((.((...(......).)).)).).)))...)).....,19,-7.442,12,0.000008
10739,.....(((..(((((...)))))..)))..(.(.((.((...(((..(..(....).)))).)).)).).).....,19,-7.442,35,0.000008
10740,.....((((..((((...))))..))))......((.....))..((((..((.(......).)))))).......,17,-7.442,32,0.000008
10741,.....((((.(((((...))))).)))).(......)..............((.(......).))..((...))..,15,-7.442,20,0.000008
10742,.....((((.(((((...))))).))))..(.(...(.....)....).)..((.(.......).)).........,15,-7.442,26,0.000008
10743,.....((((.(((((...))))).))))(((.....)))..............(.......).....((...))..,15,-7.442,21,0.000008
10744,.....((((.(((((...))))).)))).(....).......(.....)...((.(.......).)).........,14,-7.442,26,0.000008
10745,.(...(((..(((((...)))))..)))..)(((..(.((.((............)).)).).))).((...))..,19,-7.442,4,0.000008
10746,.....((((.((((.....)))).)))).((.((.(..........)....)).))....................,13,-7.442,29,0.000008
10747,.....((((.((((.....)))).)))).(((.....(....)........))).............((...))..,14,-7.442,24,0.000008
10748,.....((((.(((((...))))).))))(((.....))).........((...............)).(...)...,15,-7.442,25,0.000008
10749,.....((((.(((((...))))).)))).......((....))........((.(......).))..((...))..,16,-7.442,20,0.000008
10750,.....((((.(((((...))))).))))....((.(..((.((..((.....)).)).)).).))..((...))..,20,-7.442,9,0.000008
10751,.....(((..(((((...)))))..)))...(((.(((....)).................).)))..(...)...,15,-7.442,17,0.000008
10752,.....(((..((((.....))))..))).((.(((...............))).))....(.....)((...))..,15,-7.442,29,0.000008
10753,.....((((..((((...))))..))))...(((..(.((.((..(.......).)).)).).)))..(...)...,18,-7.442,6,0.000008
10754,.....((((.(((((...))))).)))).((.....))..........((..(..(.....).).)).........,15,-7.441,27,0.000008
10755,.....(((..(((((...)))))..)))..............(....)((.((.(......).)))).........,14,-7.441,29,0.000008
10756,.....(((..(((((...)))))..))).(.(((..(.(....................).).)))...)......,14,-7.441,14,0.000008
10757,.....((((.(((((...))))).))))....(.(.(.((.(((..........))).)).).))..((...))..,19,-7.441,7,0.000008
10758,.....((((.(((((...))))).))))...(((.(.....(..............)....).))).((...))..,16,-7.441,9,0.000008
10759,.....(((..(((((...)))))..)))..(.....)........((((.(...........)..)))).......,14,-7.441,30,0.000008
10760,.....(((..(((((...)))))..))).((...))...............((..(.....).))..((...))..,15,-7.441,24,0.000008
10761,...(.(((..(((((...))))).........))).)........((((..((.(......).)))))).......,16,-7.441,38,0.000008
10762,.....((((.(((((...))))).))))..(....)......(....)....((.(.......).)).........,14,-7.441,26,0.000008
10763,.....(((..(((((...)))))..)))....(.((.((.(..................)..)).)).).......,14,-7.441,28,0.000008
10764,.....((...(((((...))))).(((...)))..))........((((..((.(......).)))))).......,17,-7.441,38,0.000008
10765,.....((((.(((((...))))).)))).((..((.(.......((.........))......).)).))......,16,-7.441,27,0.000008
10766,.....(((..(((((...)))))..))).((.((...(............))).))............(...)...,14,-7.441,27,0.000008
10767,.....(((..(((((...)))))..))).((.(((....)...........)).))............(...)...,14,-7.441,26,0.000008
10768,.....((((.((((.....)))).))))....(...)........((((..((..........)))))).......,15,-7.441,29,0.000008
10769,.....((((.(((((...))))).))))(((.....)))......((.....))..............(...)...,15,-7.441,26,0.000008
10770,.....((((.((((.....)))).))))...(((..(.((.(((..(......)))).)).).)))..(...)...,19,-7.441,8,0.000008
10771,.(...((((.(((((...))))).)))).).......(....)..((((..((.(......).)))))).......,18,-7.441,31,0.000008
10772,.....(((..(((((...)))))..)))...(((.(.........((............))).)))..........,14,-7.44,20,0.000008
10773,.(...(((..(((((...)))))..)))(((.....)))...)..((((................)))).......,16,-7.44,32,0.000008
10774,.....(((..(((((...)))))..))).((.((.........(....)..)).))...........((...))..,15,-7.44,25,0.000008
10775,.....((((.(((((...))))).))))......((.(.(..(((.............))).)).)).........,16,-7.44,28,0.000008
10776,.....((((.(((((...))))).))))..(.(.((.(((............).........)).)).).).....,16,-7.44,28,0.000008
10777,.....((((.(((((...))))).))))..............(..((((...(.(......).).)))).).....,16,-7.44,28,0.000008
10778,.....(((..(((((...)))))..)))......(.......)..((((((...........)).)))).......,15,-7.44,31,0.000008
10779,.....((((.((((.....)))).))))(((.................))).((.(.......).)).........,14,-7.44,31,0.000008
10780,.....((((.(((((...))))).))))..(.(((..........))).).(.((..........)).).......,16,-7.44,30,0.000008
10781,.....((((.(((((...))))).))))...(((..(.(..((............)).)..).)))..........,16,-7.44,8,0.000008
10782,.....(((..(((((...)))))..))).(.....)......(.....)...((.(.......).)).........,13,-7.44,28,0.000008
10783,...(.(((..((.((((.....))))))....))).)............(((((.(.......).))...)))...,16,-7.44,51,0.000008
10784,.....(((..(((((...)))))..)))......((.....))........((.(......).))..((...))..,15,-7.44,23,0.000008
10785,.....((((.(((((...))))).))))...(((..(.((.(....(.....)..)..)).).)))..(...)...,18,-7.44,8,0.000008
10786,.....(((..(((((...)))))..)))..(.(.((.((((.((.........))...))..)).)).).).....,18,-7.439,33,0.000008
10787,.....(((..((((.....))))..)))........................((...........)).........,9,-7.439,27,0.000008
10788,.....(((..(((((...)))))..))).(....).............((.((..(.....).)))).........,14,-7.439,29,0.000008
10789,.....((((.((((.....)))).))))..(.....)..............((.(......).))..((...))..,14,-7.439,22,0.000008
10790,.....(((..((((.....))))..)))..(....).(....)..((((..((.(......).)))))).......,16,-7.439,35,0.000008
10791,.....(((..(((((...)))))..)))...(((...((((.................)))).)))..(...)...,16,-7.439,17,0.000008
10792,.....((((.(((((...))))).))))...(((..(.((...(........).....)).).))).((...))..,18,-7.439,6,0.000007
10793,.....((((.(((((...))))).))))...(((..(.((......(.......)...)).).))).((...))..,18,-7.439,6,0.000007
10794,.....((((.(((((...))))).)))).((................)).....((.........)).........,13,-7.439,26,0.000007
10795,.....(((..(((((...)))))..)))..(.((((((....)))))).)...(.(.......).).((...))..,19,-7.439,29,0.000007
10796,.....((((.(((((...))))).))))..(.(.((.((....((((......)))).....)).)).).).....,19,-7.439,33,0.000007
10797,...(.(((....(((((.....))))).....))).)............(((((.(.......).))...)))...,15,-7.439,51,0.000007
10798,.....(((..(((((...)))))..)))..(.....).....(....)....((.(.......).)).........,13,-7.439,27,0.000007
10799,.....((((.(((((...))))).)))).((.....))......................(....).((...))..,14,-7.439,20,0.000007
10800,.....(((..(((((...)))))..)))..(.(((..........))).).((..........))...........,14,-7.438,30,0.000007
10801,.....(((..(((((...)))))..)))..........................((.........))((...))..,12,-7.438,20,0.000007
10802,.....(((..(((((...)))))..))).........(....)..((((....(.........).)))).......,14,-7.438,29,0.000007
10803,.....(((..((((.....))))..)))...(((..(.(..(..............)..).).)))..........,13,-7.438,12,0.000007
10804,.....((((.(((((...))))).))))..(.(.((.((.((.(.((.....))..).))..)).)).).).....,20,-7.438,33,0.000007
10805,.....(((..((((.....))))..)))...(((.(..........(.....)........).)))..........,12,-7.438,21,0.000007
10806,.....((((.((((.....)))).))))...(((..(.((.(((.(...)....))).)).).))).((...))..,20,-7.438,6,0.000007
10807,.....(((..(((((...)))))..))).(.(((..(.((.(((((......))))).)).).)))....).....,20,-7.438,14,0.000007
10808,..........((.((((.....)))))).((....))........((((................)))).......,12,-7.438,49,0.000007
10809,.....((((.(((((...))))).)))).((.(((..(....).......))).)).........(....).....,16,-7.438,29,0.000007
10810,.....((((.(((((...))))).))))..(.(..............).)..........................,11,-7.438,23,0.000007
10811,.....(((..(((((...)))))..))).((....))...........((..(..........).)).........,13,-7.438,29,0.000007
10812,.....(((..((((.....))))..)))(((.....)))......((((..(((.......).)))))).......,17,-7.438,36,0.000007
10813,.....((((.((((.....)))).))))....................((.((..(.....).)))).(...)...,14,-7.438,25,0.000007
10814,.....(((..(((((...)))))..))).((....)).....(....).....((..........)).........,13,-7.438,29,0.000007
10815,.....((((.((((.....)))).)))).((....)).....(..((((..((..........)))))).).....,17,-7.438,33,0.000007
10816,.....((((.(((((...))))).))))..((...................))........(.(....).).....,13,-7.438,24,0.000007
10817,...(.(((..((..(((.....))).))....))).)........((((..((.(......).)))))).......,16,-7.438,51,0.000007
10818,.....((((.(((((...))))).)))).(((((..(.((.((...(......).)).)).).)))..))......,20,-7.438,9,0.000007
10819,.....(((..(((((...)))))..))).....(((....)))..((((..((.(......).)))))).......,18,-7.438,33,0.000007
10820,.....((((.((((.....)))).))))..(.((............)).)...((..........)).........,13,-7.437,29,0.000007
10821,..........(((((...))))).(((...)))...............((.((.(......).))))((...))..,15,-7.437,31,0.000007
10822,.....(((..(((((...)))))..)))..(....).........((((...(..........).)))).......,14,-7.437,30,0.000007
10823,.....((((.(((((...))))).)))).....(.((.((.(((..........))).)).).).)..........,17,-7.437,13,0.000007
10824,..........(((((...)))))......((.....)).......(((...((..(.....).)).))).......,13,-7.437,37,0.000007
10825,.....((((.(((((...))))).))))..(.((..(.((.(((..........))).)).).))...).......,18,-7.437,9,0.000007
10826,.....(((..(((((...)))))..)))...(((..(.((.((.......(...))).)).).))).((...))..,19,-7.437,4,0.000007
10827,.....(((..(((((...)))))..)))...(((..(.((.(((...).......)).)).).))).((...))..,19,-7.437,4,0.000007
10828,.....(((..(((((...)))))..)))...(((...((.....................)).)))..........,13,-7.437,18,0.000007
10829,.....((((.(((((...))))).))))........(.....).........((...........)).........,12,-7.437,23,0.000007
10830,.....(((..(((((...)))))..))).((.(((..........).....)).)).......(.....)......,14,-7.437,30,0.000007
10831,.....((((.(((((...))))).))))..............(.....)...........................,10,-7.436,21,0.000007
10832,.....(((..(((((...)))))..)))(((.....)))...(....)...((.(......).))...(...)...,16,-7.436,28,0.000007
10833,.....((((.(((((...)))))).))).................((((..((.(......).)))))).......,16,-7.436,31,0.000007
10834,.....((((.(((((...))))).))))....((............))...((.(......).))...........,14,-7.436,25,0.000007
10835,.....(((..((((.....))))..)))..(.(.((.((...((.((.......))...)).)).)).).).....,17,-7.436,36,0.000007
10836,.....(((..(((((...)))))..)))........(.(..((............))..).).....((...))..,14,-7.436,10,0.000007
10837,.....(((..(((((...)))))..))).((.(...................).))....(....)..(...)...,13,-7.436,25,0.000007
10838,.....((((..((((((.....))))))...))))..(....)..(((...((.(......).)).))).......,17,-7.436,50,0.000007
10839,.....(((..(((((...)))))..)))..(.((............)).).....(.....).....((...))..,14,-7.436,22,0.000007
10840,.....((((.((((.....)))).))))...(((.(........((.........))....).)))..(...)...,15,-7.436,17,0.000007
10841,.....((((..((((((.....))))))...))))..(....)..((((..((..(.....).)))))).......,18,-7.436,50,0.000007
10842,.....(((..(((((...)))))..))).((....))........(((...(((.......).)).))).......,16,-7.436,32,0.000007
10843,.....((((..((((...))))..))))..((((..(.((.((............)).)).).)))....).....,17,-7.436,8,0.000007
10844,.....((((..((((...))))..))))...(((..(.((.((...........))..)).).)))..........,16,-7.436,11,0.000007
10845,..........(((((...)))))......(((((..(.((.(((((......))))).)).).)))...)).....,18,-7.436,22,0.000007
10846,.....(((..(((((...)))))..))).((....))...........((...(.(.....).).)).........,14,-7.436,29,0.000007
10847,.....((((.((((.....)))).))))...(((..(.((((.............)).)).).))).((...))..,18,-7.436,7,0.000007
10848,.....((((.(((((...))))).)))).(((((..(.((...(..........)...)).).)))...)).....,18,-7.436,14,0.000007
10849,.....(((..(((((...)))))..)))...(((..(..(.((............)).)..).))).((...))..,17,-7.435,4,0.000007
10850,.....((((.(((((...))))).)))).........................(.......).....((...))..,12,-7.435,17,0.000007
10851,.....((((.(((((...))))).)))).......(......).....((.((.(......).))))((...))..,17,-7.435,23,0.000007
10852,.....(((..(((((...)))))..)))....((..(.((.((.((......)).)).)).).))..((...))..,19,-7.435,8,0.000007
10853,.....((((.(((((...))))).)))).((.((.................)).)).(....).............,14,-7.435,27,0.000007
10854,..........(((((...)))))..(.((((.................)))).).........(.....)......,11,-7.435,37,0.000007
10855,......(((.(((((...))))).))).(((.....))).............((.(.......).)).(...)...,15,-7.435,27,0.000007
10856,.....(((..((((.....))))..)))..(.(.((.((...(((....(.......)))).)).)).).).....,17,-7.435,36,0.000007
10857,.....((((.(((((...))))).))))....................((...............)).(...)...,12,-7.435,21,0.000007
10858,.....((((.(((((...))))).))))......((.((.........(.(........).))).))((...))..,17,-7.435,23,0.000007
10859,.....((((.(((((...))))).)))).((.....)).........((...(.(......).).)).........,15,-7.435,28,0.000007
10860,.....((((..((((...))))..)))).((...))............((.((.(......).)))).........,15,-7.435,32,0.000007
10861,.....(((..(((((...)))))..)))(((.....))).........(..((.(......).)).).(...)...,16,-7.435,29,0.000007
10862,.....((((.(((((...))))).))))......((.(.((.................))...).)).........,14,-7.435,25,0.000007
10863,..........((.((((.....))))))...(((..(.((.((...(.....)..)).)).).))).((...))..,17,-7.434,23,0.000007
10864,.....(((..(((((...)))))..)))....(((.((....)).)))...((.(......).))..((...))..,18,-7.434,27,0.000007
10865,.....(((..(((((...)))))..))).((.(((..(........)...))).))...........((...))..,16,-7.434,27,0.000007
10866,.....(((..(((((...)))))..))).((.(((...(........)..))).))...........((...))..,16,-7.434,26,0.000007
10867,.....((((.(((((...))))).)))).................((.....))..............(...)...,12,-7.434,22,0.000007
10868,.....((((.(((((...))))).)))).((.((((((....))).....))).)).......(....).......,18,-7.434,31,0.000007
10869,.....((((.(((((...))))).)))).((....))........(((....(.(........).)))).......,16,-7.434,29,0.000007
10870,.....(((..(((((...)))))..))).((.(((((.....))......))).)).......(......).....,16,-7.434,32,0.000007
10871,.....(((..((((.....))))..)))...(((.(.....((............))....).)))..(...)...,14,-7.434,13,0.000007
10872,.....((((..((((...))))..)))).((....))...............((.(.......).)).(...)...,14,-7.434,26,0.000007
10873,.....(((..(((((...)))))..))).((.((..(.((.(..............).)).).))...))......,16,-7.434,13,0.000007
10874,..........((.((((.....))))))...(((..(.((.((((........)))).)).).)))..........,16,-7.434,29,0.000007
10875,.....(((..(((((...)))))..))).((..((.(.((.((...(.....)..)).)).)...))..)).....,18,-7.434,20,0.000007
10876,.....((((.(((((...))))).)))).((.(((.....(((....)))))).))...........((...))..,19,-7.434,27,0.000007
10877,.....((((.((((.....)))).)))).........(....)........................((...))..,11,-7.434,19,0.000007
10878,.....((((.(((((...))))).))))...(((..(.((.((.....).......).)).).)))..(...)...,18,-7.433,5,0.000007
10879,.....(((..((((.....))))..))).((....)).....(.....)..((.(......).))..((...))..,15,-7.433,27,0.000007
10880,.....((((.(((((...))))).)))).((.(((........(.....)))).)).....(.(....).).....,17,-7.433,30,0.000007
10881,.....((((.(((((...))))).)))).((.((((.....)........))).)).....(.(....).).....,17,-7.433,29,0.000007
10882,.....((((.(((((...))))).))))...((.(.(.(..((............))..).).))).((...))..,18,-7.433,5,0.000007
10883,.....((((.((((.....)))).))))..(.(((.((....)).))).)..((.(.......).))((...))..,19,-7.433,29,0.000007
10884,.....((((.((((.....)))).))))(((.....))).........((...............)).........,13,-7.433,29,0.000007
10885,.....(((..(((((...)))))..))).((.....))..............(.(........).)..........,12,-7.433,27,0.000007
10886,.....(((..(((((...)))))..))).(......)........((((((...........)).)))).......,15,-7.433,31,0.000007
10887,.....(((..(((((...)))))..))).....((.(..........................).)).(...)...,12,-7.433,22,0.000007
10888,.....((((.(((((...))))).))))..(.(((..........))).)....(......).....((...))..,16,-7.433,23,0.000007
10889,.....(((..(((((...)))))..))).......((....))..((((((...........)).)))).......,16,-7.433,31,0.000007
10890,.....((((.(((((...))))).))))...(((..(.((...(..(.....)...).)).).)))..........,17,-7.432,11,0.000007
10891,.....((((.((((.....)))).))))..(....).........((((((...........)).)))).......,15,-7.432,32,0.000007
10892,.....((((.(((((...))))).))))...(((..(.(((...........).....)).).))).((...))..,18,-7.432,6,0.000007
