,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
0,.........(((......))).........((.((..((..((((..............)))).)).)).))....,13,-6.965,0,0.014736
1,.........((((....)))).........((.((..((..((((..............)))).)).)).))....,14,-6.957,2,0.014539
2,.........(((......)))..................((.(.....).))...((....)).............,8,-6.78,27,0.010778
3,.........((((....))))..................((.(.....).))...((....)).............,9,-6.772,29,0.010634
4,......((..((.((((.((((.....(((.((..............)).)))))))...)))).))..)).....,17,-6.752,49,0.010283
5,...........(.((((.((((.....(((.((..............)).)))))))...)))).)..........,14,-6.481,45,0.006507
6,........((((......))))........((.((..((..((((..............)))).)).)).))....,14,-6.271,2,0.004568
7,........(((((....)))))........((.((..((..((((..............)))).)).)).))....,15,-6.263,4,0.004507
8,.........(((......)))..........(.((..((..((((..............)))).)).)).).....,12,-6.255,2,0.004445
9,.........((((....))))..........(.((..((..((((..............)))).)).)).).....,13,-6.247,4,0.004386
10,.........(((......))).................((.((((..............)))).))..........,9,-6.237,13,0.004311
11,.........((((....)))).................((.((((..............)))).))..........,10,-6.229,15,0.004253
12,.........(((......))).........((.((...((.((((..............)))).)).)).))....,13,-6.191,5,0.003992
13,.........((((....)))).........((.((...((.((((..............)))).)).)).))....,14,-6.183,7,0.003939
14,.........(((......))).......................((((.......((....))....)))).....,9,-6.087,26,0.003349
15,........((((......)))).................((.(.....).))...((....)).............,9,-6.086,29,0.003341
16,.........((((....)))).......................((((.......((....))....)))).....,10,-6.079,28,0.003304
17,........(((((....))))).................((.(.....).))...((....)).............,10,-6.078,31,0.003296
18,.........(((......))).......((.(.((..((..((((..............)))).)).))).))...,14,-6.061,8,0.003202
19,.........((((....)))).......((.(.((..((..((((..............)))).)).))).))...,15,-6.053,10,0.003159
20,.........(((......))).....................(.((((.......((....))....)))).)...,10,-6.008,27,0.002929
21,.........(((......)))................((..((((..............)))).))..........,9,-6.004,8,0.002908
22,.........((((....)))).....................(.((((.......((....))....)))).)...,11,-6.0,29,0.002890
23,.........((((....))))................((..((((..............)))).))..........,10,-5.996,10,0.002869
24,.........(((......)))....................((((..............)))).............,7,-5.896,12,0.002423
25,.........(((......))).........((.((..((..((((.(.........)..)))).)).)).))....,14,-5.888,2,0.002394
26,.........((((....))))....................((((..............)))).............,8,-5.888,14,0.002391
27,.........((((....)))).........((.((..((..((((.(.........)..)))).)).)).))....,15,-5.88,4,0.002362
28,.........(((......))).........((.((..((..((((.((.......))..)))).)).)).))....,15,-5.849,4,0.002241
29,.........((((....)))).........((.((..((..((((.((.......))..)))).)).)).))....,16,-5.841,6,0.002211
30,......((..((.(((((((((.....(((.((..............)).)))))))..))))).))..)).....,18,-5.816,50,0.002117
31,......((..((.((((.((((.....(((.(................).)))))))...)))).))..)).....,16,-5.813,47,0.002109
32,.........(((......))).........((.((..((..(((................))).)).)).))....,12,-5.755,2,0.001912
33,.........((((....)))).........((.((..((..(((................))).)).)).))....,13,-5.747,4,0.001887
34,..(.....)..(.((((.((((.....(((.((..............)).)))))))...)))).)..........,15,-5.643,47,0.001582
35,.........(((......)))..................((.(.....).))...((....))......(....).,9,-5.608,29,0.001491
36,.........((((....))))..................((.(.....).))...((....))......(....).,10,-5.6,31,0.001471
37,.........(((......)))............((..((..((((..............)))).)).)).......,11,-5.587,4,0.001438
38,.........((((....))))............((..((..((((..............)))).)).)).......,12,-5.579,6,0.001419
39,..((...))..(.((((.((((.....(((.((..............)).)))))))...)))).)..........,16,-5.572,49,0.001403
40,.........(((......))).........((.((..((..((((...(.(...).)..)))).)).)).))....,15,-5.563,4,0.001383
41,........((((......)))).........(.((..((..((((..............)))).)).)).).....,13,-5.561,4,0.001378
42,.........((((....)))).........((.((..((..((((...(.(...).)..)))).)).)).))....,16,-5.555,6,0.001364
43,........(((((....))))).........(.((..((..((((..............)))).)).)).).....,14,-5.553,6,0.001360
44,..((....((((......))))))......((.((..((..((((..............)))).)).)).))....,16,-5.548,6,0.001347
45,...........(.(((((((((.....(((.((..............)).)))))))..))))).)..........,15,-5.544,46,0.001339
46,........((((......))))................((.((((..............)))).))..........,10,-5.543,15,0.001336
47,...........(.((((.((((.....(((.(................).)))))))...)))).)..........,13,-5.542,43,0.001335
48,..((....(((((....)))))))......((.((..((..((((..............)))).)).)).))....,17,-5.54,8,0.001329
49,........(((((....)))))................((.((((..............)))).))..........,11,-5.535,17,0.001318
50,..(((....(((......))))))......((.((..((..((((..............)))).)).)).))....,16,-5.534,6,0.001317
51,..(((....((((....)))))))......((.((..((..((((..............)))).)).)).))....,17,-5.526,8,0.001299
52,.........(((......))).................(((......))).....((....)).............,8,-5.524,27,0.001293
53,.........(((......)))..................((.(.....).))...((....))....((...))..,10,-5.518,29,0.001280
54,.........((((....)))).................(((......))).....((....)).............,9,-5.516,29,0.001276
55,.........((((....))))..................((.(.....).))...((....))....((...))..,11,-5.51,31,0.001263
56,........((((......))))........((.((...((.((((..............)))).)).)).))....,14,-5.498,7,0.001237
57,......((((.....((.((((.....(((.((..............)).))))))).))..))))..........,15,-5.491,47,0.001225
58,........(((((....)))))........((.((...((.((((..............)))).)).)).))....,15,-5.49,9,0.001221
59,.........(((......)))..........(.((...((.((((..............)))).)).)).).....,12,-5.481,7,0.001204
60,.........((((....))))..........(.((...((.((((..............)))).)).)).).....,13,-5.473,9,0.001188
61,.........(((......))).........((.((..((..((((...(((....))).)))).)).)).))....,16,-5.462,6,0.001165
62,.........((((....)))).........((.((..((..((((...(((....))).)))).)).)).))....,17,-5.454,8,0.001149
63,............(((.....))).......((.((..((..((((..............)))).)).)).))....,13,-5.449,11,0.001141
64,.........(((......)))..................((.(.....).))...((....))....(.....)..,9,-5.412,28,0.001071
65,......((...(.((((.((((.....(((.((..............)).)))))))...)))).)...)).....,16,-5.41,48,0.001068
66,.........((((....))))..................((.(.....).))...((....))....(.....)..,10,-5.404,30,0.001057
67,........((((......))))......................((((.......((....))....)))).....,10,-5.393,28,0.001038
68,........(((((....)))))......................((((.......((....))....)))).....,11,-5.385,30,0.001024
69,.........(((......))).......................((((...................)))).....,7,-5.373,24,0.001002
70,........((((......))))......((.(.((..((..((((..............)))).)).))).))...,15,-5.367,10,0.000993
71,.........((((....)))).......................((((...................)))).....,8,-5.365,26,0.000989
72,..((....((((......))))))...............((.(.....).))...((....)).............,11,-5.362,33,0.000985
73,........(((((....)))))......((.(.((..((..((((..............)))).)).))).))...,16,-5.359,12,0.000979
74,..((....(((((....)))))))...............((.(.....).))...((....)).............,12,-5.354,35,0.000972
75,..(((....(((......))))))...............((.(.....).))...((....)).............,11,-5.349,33,0.000963
76,.....((...((.((((.((((.....(((.((..............)).)))))))...)))).))..)).....,17,-5.348,49,0.000961
77,.........(((......))).......................((((......(.((.....)).))))).....,10,-5.343,29,0.000953
78,..(((....((((....)))))))...............((.(.....).))...((....)).............,12,-5.341,35,0.000950
79,.........((((....)))).......................((((......(.((.....)).))))).....,11,-5.335,31,0.000941
80,.........(((......)))..................((.(.....).))...((....)).(...).......,9,-5.331,27,0.000934
81,.......(((.(.((((.((((.....(((.((..............)).)))))))...)))).)..))).....,17,-5.325,48,0.000925
82,.........((((....))))..................((.(.....).))...((....)).(...).......,10,-5.323,29,0.000922
83,........((((......))))....................(.((((.......((....))....)))).)...,11,-5.314,29,0.000908
84,........((((......))))...............((..((((..............)))).))..........,10,-5.31,10,0.000902
85,...........(.((((.((((.....(((.((..............)).)))))))...)))).)...(....).,15,-5.309,47,0.000900
86,........(((((....)))))....................(.((((.......((....))....)))).)...,12,-5.306,31,0.000896
87,........(((((....)))))...............((..((((..............)))).))..........,11,-5.302,12,0.000889
88,.........(((......))).....................(.((((...................)))).)...,8,-5.293,25,0.000877
89,.........(((......))).......((.(.((...((.((((..............)))).)).))).))...,14,-5.287,13,0.000867
90,.........((((....)))).....................(.((((...................)))).)...,9,-5.285,27,0.000865
91,.........((((....)))).......((.(.((...((.((((..............)))).)).))).))...,15,-5.279,15,0.000856
92,............(((.....)))................((.(.....).))...((....)).............,8,-5.264,38,0.000835
93,.........(((......))).....................(.((((......(.((.....)).))))).)...,11,-5.264,30,0.000834
94,.........((((....)))).....................(.((((......(.((.....)).))))).)...,12,-5.256,32,0.000823
95,.........(((......))).......((.((..............)).))...((....)).............,9,-5.244,29,0.000806
96,.........((((....)))).......((.((..............)).))...((....)).............,10,-5.236,31,0.000796
97,.........(((......)))..................((.(.....).))...((....))..(........).,9,-5.235,28,0.000795
98,.........((((....))))..................((.(.....).))...((....))..(........).,10,-5.227,30,0.000784
99,......(((.((...((.((((.....(((.((..............)).))))))).)).)))))..........,16,-5.214,47,0.000767
100,......((((.(...((.((((.....(((.((..............)).))))))).)).)))))..........,16,-5.214,47,0.000767
101,........((((......))))...................((((..............)))).............,8,-5.202,14,0.000751
102,........((((......))))........((.((..((..((((.(.........)..)))).)).)).))....,15,-5.194,4,0.000742
103,........(((((....)))))...................((((..............)))).............,9,-5.194,16,0.000741
104,.........(((......))).......................(((((.((..........))..))))).....,10,-5.191,29,0.000738
105,........(((((....)))))........((.((..((..((((.(.........)..)))).)).)).))....,16,-5.187,6,0.000732
106,.........((((....)))).......................(((((.((..........))..))))).....,11,-5.183,31,0.000728
107,.........(((......)))..........(.((..((..((((.(.........)..)))).)).)).).....,13,-5.178,4,0.000722
108,.........((((....))))..........(.((..((..((((.(.........)..)))).)).)).).....,14,-5.17,6,0.000712
109,.........(((......))).................((.((((.(.........)..)))).))..........,10,-5.16,15,0.000700
110,........((((......))))........((.((..((..((((.((.......))..)))).)).)).))....,16,-5.155,6,0.000695
111,.........((((....)))).................((.((((.(.........)..)))).))..........,11,-5.152,17,0.000691
112,.........(((......)))..................((.(.....).))........................,6,-5.148,25,0.000687
113,........(((((....)))))........((.((..((..((((.((.......))..)))).)).)).))....,17,-5.147,8,0.000685
114,.........((((....))))..................((.(.....).))........................,7,-5.14,27,0.000677
115,.........(((......)))..........(.((..((..((((.((.......))..)))).)).)).).....,14,-5.139,6,0.000676
116,.........(((......))).........((.((..((..((((...(.......)..)))).)).)).))....,14,-5.139,2,0.000675
117,.........((((....))))..........(.((..((..((((.((.......))..)))).)).)).).....,15,-5.131,8,0.000667
118,.........((((....)))).........((.((..((..((((...(.......)..)))).)).)).))....,15,-5.131,4,0.000666
119,.........(((......))).................((.((((.((.......))..)))).))..........,11,-5.121,17,0.000656
120,.........(((......))).........((.((...((.((((.(.........)..)))).)).)).))....,14,-5.115,7,0.000649
121,.........((((....)))).................((.((((.((.......))..)))).))..........,12,-5.113,19,0.000647
122,.........(((......))).....................(.(((((.((..........))..))))).)...,11,-5.112,30,0.000645
123,.........((((....)))).........((.((...((.((((.(.........)..)))).)).)).))....,15,-5.107,9,0.000640
124,.........((((....)))).....................(.(((((.((..........))..))))).)...,12,-5.104,32,0.000637
125,.........(((......))).........(((.(..((..((((..............)))).))...).)))..,13,-5.098,12,0.000630
126,.........(((......))).........((.((..((..((((....((....))..)))).)).)).))....,15,-5.092,4,0.000624
127,.........((((....)))).........(((.(..((..((((..............)))).))...).)))..,14,-5.09,14,0.000622
128,.........(((......)))............(.....)....((((.......((....))....)))).....,10,-5.088,27,0.000620
129,.........((((....)))).........((.((..((..((((....((....))..)))).)).)).))....,16,-5.084,6,0.000616
130,.........(((......))).......................(((((......((....))...))))).....,10,-5.083,28,0.000614
131,.........(((......))).......................(((((.((.(......).))..))))).....,11,-5.081,30,0.000612
132,...........((((((.((((.....(((.((..............)).)))))))...))))....))......,15,-5.081,47,0.000612
133,.........((((....))))............(.....)....((((.......((....))....)))).....,11,-5.08,29,0.000612
134,.........(((......))).........((.((...((.((((.((.......))..)))).)).)).))....,15,-5.076,9,0.000607
135,.........((((....)))).......................(((((......((....))...))))).....,11,-5.075,30,0.000606
136,.........((((....)))).......................(((((.((.(......).))..))))).....,12,-5.073,32,0.000604
137,.........((((....)))).........((.((...((.((((.((.......))..)))).)).)).))....,16,-5.068,11,0.000599
138,...........((((((.((((.....(((.((..............)).)))))))...)))....)))......,15,-5.067,46,0.000599
139,.........(((......))).................((.((((..............)))).))...(....).,10,-5.065,15,0.000596
140,........((((......))))........((.((..((..(((................))).)).)).))....,13,-5.061,4,0.000593
141,.........((((....)))).................((.((((..............)))).))...(....).,11,-5.057,17,0.000588
142,..............(((.((((.....(((.((..............)).)))))))...))).............,12,-5.054,43,0.000585
143,........(((((....)))))........((.((..((..(((................))).)).)).))....,14,-5.053,6,0.000585
144,.........(((......)))..........(.((..((..(((................))).)).)).).....,11,-5.045,4,0.000577
145,.........((((....))))..........(.((..((..(((................))).)).)).).....,12,-5.037,6,0.000569
146,......((..((.((((.((((.....(((........(((......))))))))))...)))).))..)).....,18,-5.034,51,0.000566
147,......((.(.(.((((.((((.....(((.((..............)).)))))))...)))).)..))).....,17,-5.028,48,0.000560
148,.........(((......))).................((.(((................))).))..........,8,-5.027,15,0.000559
149,.........(((......)))..................((.(.....).))....((.....))...........,8,-5.021,28,0.000554
150,.........(((......))).........((.((..((..((((...((......)).)))).)).)).))....,15,-5.02,4,0.000553
151,.........((((....)))).................((.(((................))).))..........,9,-5.019,17,0.000552
152,......((((........((((.....(((.((..............)).))))))).....))))..........,13,-5.013,44,0.000546
153,.........((((....))))..................((.(.....).))....((.....))...........,9,-5.013,30,0.000546
154,.........((((....)))).........((.((..((..((((...((......)).)))).)).)).))....,16,-5.012,6,0.000546
155,.........(((......)))............(.....)..(.((((.......((....))....)))).)...,11,-5.009,28,0.000542
156,.........(((......))).....................(.(((((......((....))...))))).)...,11,-5.003,29,0.000537
157,.........(((......))).....................(.(((((.((.(......).))..))))).)...,12,-5.001,31,0.000536
158,.........((((....))))............(.....)..(.((((.......((....))....)))).)...,12,-5.001,30,0.000535
159,.........((((....)))).....................(.(((((......((....))...))))).)...,12,-4.995,31,0.000530
160,.........((((....)))).....................(.(((((.((.(......).))..))))).)...,13,-4.993,33,0.000528
161,.........(((......))).......((.(.((..((..((((.(.........)..)))).)).))).))...,15,-4.984,10,0.000520
162,.........(((......))).........((.((...((.(((................))).)).)).))....,12,-4.982,7,0.000518
163,.........((((....)))).......((.(.((..((..((((.(.........)..)))).)).))).))...,16,-4.976,12,0.000513
164,.........((((....)))).........((.((...((.(((................))).)).)).))....,13,-4.974,9,0.000511
165,.........(((......))).........(((((..((..((((..............)))).)).))..)))..,14,-4.972,7,0.000509
166,.........((((....)))).........(((((..((..((((..............)))).)).))..)))..,15,-4.964,9,0.000503
167,.......(..((.((((.((((.....(((.((..............)).)))))))...)))).))..)......,16,-4.959,48,0.000498
168,.........(((......))).......((.(.((..((..((((..............)))).)).)).)))...,14,-4.952,5,0.000493
169,.........(((......))).......(.((.((..((..((((..............)))).)).)).)))...,14,-4.952,2,0.000493
170,.........(((......))).......((.(.((..((..((((.((.......))..)))).)).))).))...,16,-4.945,12,0.000487
171,.........(((......))).........((.((..((..((((...(....).....)))).)).)).))....,14,-4.945,2,0.000487
172,.........((((....)))).......(.((.((..((..((((..............)))).)).)).)))...,15,-4.944,4,0.000486
173,.........((((....)))).......((.(.((..((..((((..............)))).)).)).)))...,15,-4.944,7,0.000486
174,.........((((....)))).......((.(.((..((..((((.((.......))..)))).)).))).))...,17,-4.937,14,0.000480
175,.........((((....)))).........((.((..((..((((...(....).....)))).)).)).))....,15,-4.937,4,0.000480
176,...............((.((((.....(((.((..............)).))))))).))................,11,-4.928,43,0.000473
177,.........(((......)))................((..((((.(.........)..)))).))..........,10,-4.927,10,0.000472
178,.........(((......)))..........(.((..((..((((..............)))).)).)))......,12,-4.926,5,0.000472
179,.........((((....))))................((..((((.(.........)..)))).))..........,11,-4.919,12,0.000466
180,.........((((....))))..........(.((..((..((((..............)))).)).)))......,13,-4.918,7,0.000465
181,.........(((......)))..........((.(..((..((((..............)))).))...).))...,12,-4.918,11,0.000465
182,........((((......)))).................((.(.....).))...((....))......(....).,10,-4.914,31,0.000462
183,.........((((....))))..........((.(..((..((((..............)))).))...).))...,13,-4.91,13,0.000459
184,..........((...((.((((.....(((.((..............)).))))))).)).)).............,13,-4.909,43,0.000458
185,.........(((......)))......(((.((..............)).)))..((....)).............,10,-4.908,31,0.000457
186,.....((....(.((((.((((.....(((.((..............)).)))))))...)))).)...)).....,16,-4.906,48,0.000456
187,........(((((....))))).................((.(.....).))...((....))......(....).,11,-4.906,33,0.000456
188,.........(((......)))..................((.(.....).))...((....)).......(...).,9,-4.903,28,0.000454
189,.......((.((.((((.((((.....(((.((..............)).)))))))...)))).))..)).....,17,-4.901,49,0.000452
190,.........((((....))))......(((.((..............)).)))..((....)).............,11,-4.9,33,0.000451
191,.........((((....))))..................((.(.....).))...((....)).......(...).,10,-4.895,30,0.000448
192,........((((......))))...........((..((..((((..............)))).)).)).......,12,-4.893,6,0.000446
193,.........(((......))).........((.((..((..(((((((....))))....))).)).)).))....,16,-4.892,9,0.000445
194,.........(((......)))................((..((((.((.......))..)))).))..........,11,-4.888,12,0.000442
195,........(((((....)))))...........((..((..((((..............)))).)).)).......,13,-4.885,8,0.000440
196,.........((((....)))).........((.((..((..(((((((....))))....))).)).)).))....,17,-4.884,11,0.000439
197,.........((((....))))................((..((((.((.......))..)))).))..........,12,-4.88,14,0.000436
198,......((..((.(((((((((.....(((.(................).)))))))..))))).))..)).....,17,-4.877,48,0.000434
199,.........(((......)))..................((.(.....).))...((....)).....(...)...,9,-4.871,28,0.000430
200,........((((......))))........((.((..((..((((...(.(...).)..)))).)).)).))....,16,-4.869,6,0.000429
201,.........((((....))))..................((.(.....).))...((....)).....(...)...,10,-4.863,30,0.000424
202,.........(((......)))........(.....)...((.(.....).))...((....)).............,9,-4.862,29,0.000424
203,........(((((....)))))........((.((..((..((((...(.(...).)..)))).)).)).))....,17,-4.861,8,0.000423
204,.........((((....))))........(.....)...((.(.....).))...((....)).............,10,-4.854,31,0.000418
205,.........(((......))).......((...((..((..((((..............)))).)).))..))...,13,-4.853,7,0.000417
206,.........(((......)))..........(.((..((..((((...(.(...).)..)))).)).)).).....,14,-4.853,6,0.000417
207,.........(((......))).......((.(.((..((..(((................))).)).))).))...,13,-4.851,10,0.000416
208,.........(((......))).........(((.(...((.((((..............)))).))...).)))..,13,-4.849,17,0.000414
209,.........((((....)))).......((...((..((..((((..............)))).)).))..))...,14,-4.845,9,0.000412
210,.........((((....))))..........(.((..((..((((...(.(...).)..)))).)).)).).....,15,-4.845,8,0.000411
211,.........((((....)))).......((.(.((..((..(((................))).)).))).))...,14,-4.843,12,0.000410
212,.........((((....)))).........(((.(...((.((((..............)))).))...).)))..,14,-4.841,19,0.000409
213,.........(((......)))........((....))..((.(.....).))...((....)).............,10,-4.841,30,0.000409
214,..((....((((......)))))).......(.((..((..((((..............)))).)).)).).....,15,-4.838,8,0.000406
215,.........(((......))).................((.((((...(.(...).)..)))).))..........,11,-4.835,17,0.000404
216,.........((((....))))........((....))..((.(.....).))...((....)).............,11,-4.833,32,0.000403
217,.........(((......)))................((..((((..............)))).))...(....).,10,-4.832,10,0.000402
218,........((((......))))................(((......))).....((....)).............,9,-4.83,29,0.000401
219,..((....(((((....))))))).......(.((..((..((((..............)))).)).)).).....,16,-4.83,10,0.000401
220,.........((((....)))).................((.((((...(.(...).)..)))).))..........,12,-4.827,19,0.000399
221,..(((....(((......)))))).......(.((..((..((((..............)))).)).)).).....,15,-4.824,8,0.000397
222,.........((((....))))................((..((((..............)))).))...(....).,11,-4.824,12,0.000397
223,........((((......)))).................((.(.....).))...((....))....((...))..,11,-4.824,31,0.000397
224,........(((((....)))))................(((......))).....((....)).............,10,-4.822,31,0.000396
225,..((....((((......))))))..............((.((((..............)))).))..........,12,-4.819,19,0.000394
226,.........(((......)))....................((((.(.........)..)))).............,8,-4.819,14,0.000394
227,..(((....((((....))))))).......(.((..((..((((..............)))).)).)).).....,16,-4.816,10,0.000392
228,........(((((....))))).................((.(.....).))...((....))....((...))..,12,-4.816,33,0.000392
229,.........(((......)))............((...((.((((..............)))).)).)).......,11,-4.813,9,0.000390
230,..((....(((((....)))))))..............((.((((..............)))).))..........,13,-4.811,21,0.000389
231,.........((((....))))....................((((.(.........)..)))).............,9,-4.811,16,0.000388
232,.....(((..((.((((.((((.....(((.((..............)).)))))))...)))).))..)).)...,18,-4.809,51,0.000387
233,..(.....)(((......))).........((.((..((..((((..............)))).)).)).))....,14,-4.809,2,0.000387
234,..(((....(((......))))))..............((.((((..............)))).))..........,12,-4.806,19,0.000385
235,.........((((....))))............((...((.((((..............)))).)).)).......,12,-4.805,11,0.000384
236,..(.....)((((....)))).........((.((..((..((((..............)))).)).)).))....,15,-4.801,4,0.000382
237,.........(((......)))....................((.((((.......((....))....)))).).).,11,-4.799,28,0.000380
238,..(((....((((....)))))))..............((.((((..............)))).))..........,13,-4.798,21,0.000380
239,.........(((......)))................((..(((................))).))..........,8,-4.794,10,0.000377
240,.........(((......)))..........((((..((..((((..............)))).)).))..))...,13,-4.792,6,0.000376
241,.........(((......)))..................((.(.....).))..........(.(...).).....,8,-4.792,25,0.000376
242,.........((((....))))....................((.((((.......((....))....)))).).).,12,-4.791,30,0.000375
243,.........(((......))).........((.((...((.((((...(.(...).)..)))).)).)).))....,15,-4.789,9,0.000375
244,........((((......)))).........(.((...((.((((..............)))).)).)).).....,13,-4.787,9,0.000373
245,.........((((....))))................((..(((................))).))..........,9,-4.786,12,0.000372
246,.........((((....))))..........((((..((..((((..............)))).)).))..))...,14,-4.784,8,0.000371
247,.........((((....))))..................((.(.....).))..........(.(...).).....,9,-4.784,27,0.000371
248,.........((((....)))).........((.((...((.((((...(.(...).)..)))).)).)).))....,16,-4.781,11,0.000370
249,.........(((......)))....................((((.((.......))..)))).............,9,-4.78,16,0.000369
250,........(((((....))))).........(.((...((.((((..............)))).)).)).).....,14,-4.779,11,0.000368
251,..((....((((......))))))......((.((...((.((((..............)))).)).)).))....,16,-4.774,11,0.000365
252,.........(((......))).........((.((..((..((((((......)))....))).)).)).))....,15,-4.773,7,0.000364
253,.........((((....))))....................((((.((.......))..)))).............,10,-4.772,18,0.000364
254,........((((......))))........((.((..((..((((...(((....))).)))).)).)).))....,17,-4.768,8,0.000361
255,..((....(((((....)))))))......((.((...((.((((..............)))).)).)).))....,17,-4.766,13,0.000360
256,.........((((....)))).........((.((..((..((((((......)))....))).)).)).))....,16,-4.765,9,0.000359
257,...........(.((((.((((.....(((........(((......))))))))))...)))).)..........,15,-4.763,47,0.000358
258,..(((....(((......))))))......((.((...((.((((..............)))).)).)).))....,16,-4.76,11,0.000357
259,........(((((....)))))........((.((..((..((((...(((....))).)))).)).)).))....,18,-4.76,10,0.000356
260,.........(((......))).......................(((((.................))))).....,8,-4.752,26,0.000352
261,..(((....((((....)))))))......((.((...((.((((..............)))).)).)).))....,17,-4.752,13,0.000352
262,.........(((......)))..........(.((..((..((((...(((....))).)))).)).)).).....,15,-4.752,8,0.000351
263,......((..((.((((.((((.....(((....................)))))))...)))).))..)).....,15,-4.75,46,0.000350
264,.........((((....)))).......................(((((.................))))).....,9,-4.745,28,0.000347
265,.........((((....))))..........(.((..((..((((...(((....))).)))).)).)).).....,16,-4.744,10,0.000347
266,.........(((......))).((........)).....((.(.....).))...((....)).............,10,-4.742,30,0.000346
267,............(((.....)))........(.((..((..((((..............)))).)).)).).....,12,-4.739,13,0.000344
268,..((...))(((......))).........((.((..((..((((..............)))).)).)).))....,15,-4.738,4,0.000343
269,.........((((....)))).((........)).....((.(.....).))...((....)).............,11,-4.734,32,0.000341
270,.........(((......))).................((.((((...(((....))).)))).))..........,12,-4.734,19,0.000341
271,..((...))((((....)))).........((.((..((..((((..............)))).)).)).))....,16,-4.73,6,0.000339
272,.........((((....)))).................((.((((...(((....))).)))).))..........,13,-4.726,21,0.000336
273,.........(((......)))....................((((..............))))......(....).,8,-4.724,14,0.000335
274,............(((.....)))...............((.((((..............)))).))..........,9,-4.721,24,0.000334
275,........((((......)))).................((.(.....).))...((....))....(.....)..,10,-4.718,30,0.000332
276,...(..((..((.((((.((((.....(((.((..............)).)))))))...)))).))..))...).,18,-4.716,51,0.000331
277,.........((((....))))....................((((..............))))......(....).,9,-4.716,16,0.000331
278,...........(.((((.((((.....(((.((..............)).)))))))...)))).).((...))..,16,-4.712,47,0.000329
279,........(((((....))))).................((.(.....).))...((....))....(.....)..,11,-4.71,32,0.000328
280,..(.....)..(.(((((((((.....(((.((..............)).)))))))..))))).)..........,16,-4.707,48,0.000326
281,..(.....)..(.((((.((((.....(((.(................).)))))))...)))).)..........,14,-4.704,45,0.000325
282,.........(((......))).................(((.(.(....).).)))....................,8,-4.695,27,0.000319
283,.........(((......))).........((.((...((.((((...(((....))).)))).)).)).))....,16,-4.688,11,0.000316
284,.........((((....)))).................(((.(.(....).).)))....................,9,-4.687,29,0.000315
285,.........(((......)))....................(((................))).............,6,-4.686,14,0.000314
286,.........((((....)))).........((.((...((.((((...(((....))).)))).)).)).))....,17,-4.68,13,0.000311
287,........((((......))))......................((((...................)))).....,8,-4.679,26,0.000311
288,.........((((....))))....................(((................))).............,7,-4.678,16,0.000310
289,............(((.....))).......((.((...((.((((..............)))).)).)).))....,13,-4.676,16,0.000309
290,.........(((......))).....................(.(((((.................))))).)...,9,-4.673,27,0.000308
291,........(((((....)))))......................((((...................)))).....,9,-4.671,28,0.000307
292,..((....((((......))))))....................((((.......((....))....)))).....,12,-4.67,32,0.000306
293,.........(((......)))..........((.(...((.((((..............)))).))...).))...,12,-4.669,16,0.000306
294,.........((((....)))).....................(.(((((.................))))).)...,10,-4.665,29,0.000304
295,..((....(((((....)))))))....................((((.......((....))....)))).....,13,-4.662,34,0.000302
296,.........((((....))))..........((.(...((.((((..............)))).))...).))...,13,-4.661,18,0.000302
297,.........(((......))).......((.(.((..((..((((...(.(...).)..)))).)).))).))...,16,-4.659,12,0.000300
298,..(((....(((......))))))....................((((.......((....))....)))).....,12,-4.656,32,0.000299
299,.........(((......))).........(((....((..((((..............)))).)).....)))..,12,-4.655,11,0.000298
300,......((..((.((((.((((.....(((.(((...........).)).)))))))...)))).))..)).....,18,-4.652,50,0.000297
301,...(....((((......))))).......((.((..((..((((..............)))).)).)).))....,15,-4.652,4,0.000297
302,.........(((......))).........((.((..((..(((((.....).......)))).)).)).))....,14,-4.652,2,0.000297
303,.........((((....)))).......((.(.((..((..((((...(.(...).)..)))).)).))).))...,17,-4.651,14,0.000296
304,.........(((......))).........((.((..((..((((....(......)..)))).)).)).))....,14,-4.65,2,0.000296
305,........((((......))))......................((((......(.((.....)).))))).....,11,-4.649,31,0.000296
306,..(((....((((....)))))))....................((((.......((....))....)))).....,13,-4.648,34,0.000295
307,.........((((....)))).........(((....((..((((..............)))).)).....)))..,13,-4.647,13,0.000294
308,...(....(((((....)))))).......((.((..((..((((..............)))).)).)).))....,16,-4.644,6,0.000293
309,.........((((....)))).........((.((..((..(((((.....).......)))).)).)).))....,15,-4.644,4,0.000293
310,..((....((((......))))))....((.(.((..((..((((..............)))).)).))).))...,17,-4.643,14,0.000293
311,.........((((....)))).........((.((..((..((((....(......)..)))).)).)).))....,15,-4.642,4,0.000292
312,........(((((....)))))......................((((......(.((.....)).))))).....,12,-4.641,33,0.000292
313,...((....(((......))))).......((.((..((..((((..............)))).)).)).))....,15,-4.639,4,0.000290
314,........((((......)))).................((.(.....).))...((....)).(...).......,10,-4.637,29,0.000290
315,..((....(((((....)))))))....((.(.((..((..((((..............)))).)).))).))...,18,-4.635,16,0.000289
316,..((...))..(.(((((((((.....(((.((..............)).)))))))..))))).)..........,17,-4.635,50,0.000289
317,.........(((......)))....................((((..............))))....((...))..,9,-4.633,14,0.000288
318,..((...))..(.((((.((((.....(((.(................).)))))))...)))).)..........,15,-4.633,47,0.000288
