,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
9199,.........((((....)))).........((.((..((..(((...(..........).))).)).)).))....,14,-2.635,6,0.000010
9200,..((....((((......))))))..................(.(((((.((.(.....)..))..))))).)...,15,-2.634,37,0.000010
9201,........((((......))))...............((..((((...(((....))).)))).))...(....).,14,-2.634,18,0.000010
9202,........((((......)))).................((.(.....).))..........(((...)..))...,10,-2.634,29,0.000010
9203,.........((((....)))).................(((......))).....((....))..(.((...))).,12,-2.634,32,0.000010
9204,..............(((.((((.....(((.(((.....).......)).)))))))...))).............,13,-2.634,44,0.000010
9205,.........((((....)))).......((.(...(.((..(((................))).)).).).))...,13,-2.634,17,0.000010
9206,..(.....)((((....))))....................((.((((.......((....))....)))).).).,13,-2.634,32,0.000010
9207,........((((......))))((........))....((.((((..............)))).))...(....).,13,-2.634,20,0.000010
9208,........((((......))))...((......))..((..((((..............)))).))..........,12,-2.634,12,0.000010
9209,.........(((......))).........(((....((..((((...(....).....)))).)).....)))..,13,-2.634,13,0.000010
9210,...(...).((((....)))).................(((......))).....((....)).............,10,-2.634,31,0.000010
9211,..................((((.....(((.((..............)).)))))))............(....).,10,-2.634,42,0.000010
9212,........((((......)))).................(.((((.((.......))..)))).)...........,11,-2.634,19,0.000010
9213,.........(((......)))...................((((..........))))......(...).......,8,-2.634,25,0.000010
9214,.........((((....)))).................((.((((...(.......)..)))).)).((...))..,13,-2.634,19,0.000010
9215,.........(((......)))..((....))..(.....)....((((.......((....))....)))).....,12,-2.633,30,0.000010
9216,........((((......)))).((....))........((.(.....).))...((....)).(...).......,12,-2.633,32,0.000010
9217,...((.....))(((.....))).......((.((..((..((((.(.........)..)))).)).)).))....,16,-2.633,15,0.000010
9218,..((....(((((....))))))).............((..((((...((......)).)))).))..........,15,-2.633,20,0.000010
9219,........((((......))))......((.(.((....((.(.....).))...((....))....))).))...,14,-2.633,29,0.000010
9220,.........(((......))).......(....)...((..((((.(.........)..)))).))..........,11,-2.633,11,0.000010
9221,...((....(((......))).........))......((.((((..............)))).))..........,11,-2.633,15,0.000010
9222,..((...))..(.(((((((((.....(((....................)))))))..))))).)..........,15,-2.633,47,0.000010
9223,........((((......))))................(((.(.(....).).)))...........(.....)..,10,-2.633,30,0.000010
9224,.........(((......)))................((((.(.....).))..))...((.(.(...).)..)).,12,-2.633,29,0.000010
9225,..(.....)(((......))).........((.((...((.((((...(.(...).)..)))).)).)).))....,16,-2.633,11,0.000010
9226,.........((((....)))).........(....)........((((...................)))).....,9,-2.633,27,0.000010
9227,............(((.....)))......((....)).......((((.......((....))....)))).....,11,-2.633,40,0.000010
9228,......((((.....((.((((.....(((.(.(..........)...).))))))).))..))))..........,15,-2.633,45,0.000010
9229,........(((((....)))))...(........).........((((.......((....))....)))).....,12,-2.633,31,0.000010
9230,..(((....((((....)))))))....((.((..............)).))...((....))......(....).,14,-2.633,39,0.000010
9231,.........(((......)))(((........)))......((((.(.........)..)))).............,11,-2.633,18,0.000010
9232,........(((((....)))))......((.((..............)).))...((....)).....(...)...,12,-2.633,34,0.000010
9233,........((((......))))...................((((..((....))....)))).............,10,-2.633,18,0.000010
9234,.........(((......)))....(.........)..(((......))).....((....)).............,9,-2.632,29,0.000010
9235,........(((((....)))))........(((..(.((..((((..............)))).)).)...)))..,15,-2.632,16,0.000010
9236,.........(((......)))..................((.(.....).))...((....))........(...),9,-2.632,28,0.000010
9237,.........((((....))))..........((.(.............).))...((....))......(....).,10,-2.632,30,0.000010
9238,...(....((((......))))).....((.(.((..((..((((.((.......))..)))).)).))).))...,18,-2.632,16,0.000010
9239,........((((......))))........((.((...((..(((.(.........)..)))..)).)).))....,14,-2.632,11,0.000010
9240,..(((....(((......)))))).......(.((..((..((((((......)))....))).)).)).).....,17,-2.632,15,0.000010
9241,.........(((......))).................(((............)))........(...).......,7,-2.632,25,0.000010
9242,.....(...).....((.((((.....(((.((..............)).))))))).))................,12,-2.632,44,0.000010
9243,.......(..((.((((.((((.....(((.((..............)).))))))).)..))).))..)......,16,-2.632,49,0.000010
9244,...(....((((......))))).......((.((..((..((((...(....).....)))).)).)).))....,16,-2.632,6,0.000010
9245,...((.....))...((.((((.....(((.((..............)).))))))).)).........(....).,14,-2.632,47,0.000010
9246,..((.....(((......))).))......((.((..((..((((.((.......))..)))).)).)).))....,17,-2.632,8,0.000010
9247,.........(((......)))...........(...).......((((.......((....))....)))).....,10,-2.632,28,0.000010
9248,.........((((....))))................((..((((((......)))....))).))...(....).,13,-2.631,19,0.000010
9249,.........(((......))).........((.(...((..((((.((.......))..)))).))..).))....,14,-2.631,6,0.000010
9250,.........((((....))))............(....)((.(.....).))...((....))....((...))..,12,-2.631,31,0.000010
9251,........((((......))))...................((((((......))....)))).............,10,-2.631,18,0.000010
9252,.........((((....)))).........((.((...((.(((...((((....)))).))).)).)).))....,17,-2.631,17,0.000010
9253,.........((........)).........((.((...((.((((.((.......))..)))).)).)).))....,14,-2.631,11,0.000010
9254,..............(((.((((.....(((.((..............)).)))))))...))).(.........).,13,-2.631,44,0.000010
9255,...(....(((((....)))))).....(.((.((..((..((((..............)))).)).)).)))...,17,-2.631,8,0.000010
9256,...(....(((((....)))))).....((.(.((..((..((((..............)))).)).)).)))...,17,-2.631,11,0.000010
9257,........((((......)))).......((....)).....(.((((......(.((.....)).))))).)...,14,-2.631,35,0.000010
9258,......((((.(..(((.((((.....(((.((..............)).)))))))...))).).)).)).....,17,-2.631,48,0.000010
9259,..((....((((......))))))......(....)...((.(.....).))...((....)).............,12,-2.631,34,0.000010
9260,.........((((....)))).......((.(.((..((..(((((.....).......)))).)).)).)))...,16,-2.631,9,0.000010
9261,.........((((....)))).......(.((.((..((..(((((.....).......)))).)).)).)))...,16,-2.631,6,0.000010
9262,...(....((((......))))......)....(.....)..(.((((.......((....))....)))).)...,13,-2.631,32,0.000010
9263,.........(((......)))...................(((............))).........((...))..,8,-2.631,26,0.000010
9264,..(.....)...(((.....))).....((.(.((..((..((((.(.........)..)))).)).))).))...,16,-2.63,23,0.000010
9265,..(.....)..(.((((.((((..........(((......))).........))))...)))).)..........,13,-2.63,39,0.000010
9266,.........(((......)))..................((.(.....).))...(..................).,7,-2.63,27,0.000010
9267,........(((((....)))))...((......)).......(.((((.......((....))....)))).)...,14,-2.63,33,0.000010
9268,........(((((....)))))................((..(((.((.......))..)))..))..........,12,-2.63,23,0.000010
9269,..(((....((((....))))))).....((....)).....(.((((.......((....))....)))).)...,16,-2.63,38,0.000010
9270,..(((....((((....))))))).................((((...(.......)..)))).............,12,-2.63,22,0.000010
9271,.........(((......)))...................((((..........))))..(.(.(...)).)....,10,-2.63,26,0.000010
9272,........((((......))))..........(...)..((.(.....).))...((....)).............,10,-2.63,31,0.000010
9273,......(((...((.((.((((.....(((.(................).))))))).)).)))))..........,15,-2.63,47,0.000010
9274,.........(((......))).................(((......))).................((...))..,8,-2.63,27,0.000010
9275,.........(((......))).....................(.(((.(.................).))).)...,8,-2.63,26,0.000010
9276,.........((((....)))).................(((......)))...((.((.....)).))........,11,-2.63,33,0.000010
9277,.......................................((.(.....).))...((....))......(....).,6,-2.63,35,0.000010
9278,.........(((......)))..........((.....((..(((..............)))..)).....))...,10,-2.63,17,0.000010
9279,..(.....)((((....))))................((..(((................))).))..........,10,-2.63,14,0.000010
9280,.........(((......)))..................((.(.....).))..((.................)).,8,-2.63,29,0.000010
9281,((((....((((......)))).))))...........((.((((..............)))).))..........,14,-2.629,23,0.000010
9282,........((((......))))(..........)....(((......))).....((....)).............,10,-2.629,30,0.000010
9283,.........((((....)))).........(.....)..((.(.....).))...((....)).(...).......,11,-2.629,30,0.000010
9284,.........((((....)))).......((.(.((..((..((((....(......)..)))).)).)).)))...,16,-2.629,9,0.000010
9285,.........((((....)))).......(.((.((..((..((((....(......)..)))).)).)).)))...,16,-2.629,6,0.000010
9286,.........(((......)))............((..((..((((......(....)..)))).)).)).......,12,-2.629,6,0.000010
9287,.........((((....))))............(....)..((((..............)))).(...).......,10,-2.629,14,0.000010
9288,........(((((....)))))...................((((.((.......))..)))).(...).......,12,-2.629,20,0.000010
9289,........(((((....)))))......................((((.......(......)....)))).....,10,-2.629,29,0.000010
9290,........((((......)))).................((...(((((.((..........))..)))))))...,13,-2.629,34,0.000010
9291,..((....(((((....))))))).................((.((((......(.((.....)).))))).).).,16,-2.629,39,0.000010
9292,.........(((......)))............(...)....(.(((((.((..........))..))))).)...,12,-2.629,30,0.000010
9293,........((((......))))........((.((..((..((((.(..(...)..)..)))).)).)).))....,16,-2.629,6,0.000010
9294,.........((((....))))........(....)....((.(.....).))...((....))..(........).,11,-2.629,31,0.000010
9295,.........(((......)))..((....)).............(((((......((....))...))))).....,12,-2.628,31,0.000010
9296,.........(((......))).................(((............)))....(.(.(...)).)....,9,-2.628,26,0.000010
9297,.........((((....))))............(.....)....(((((.(....((....)))..))))).....,13,-2.628,33,0.000010
9298,.........((((....))))...........(((....((.(.....).))...)))..................,10,-2.628,31,0.000010
9299,..(.....)...(((.....))).......((.((...((.(((................))).)).)).))....,13,-2.628,20,0.000010
9300,.........(((......)))........(......).......((((...................)))).....,8,-2.628,26,0.000010
9301,......((((.....((.((((.....(((.((..............)).))))))).))..)))).(...)....,16,-2.628,47,0.000010
9302,...(...).((((....))))..................((.(.....).))...((....))....((...))..,12,-2.628,33,0.000010
9303,.........((((....))))............(...).((.(.....).))...((....))....((...))..,12,-2.628,31,0.000010
9304,..(((....(((......)))))).............((..((((...((......)).)))).))..........,14,-2.628,18,0.000010
9305,.........((((....))))..........(.((..((..((((.....(...)....)))).)).)).).....,14,-2.628,6,0.000010
9306,.........((((....))))..........(.((..((..((((....(...).....)))).)).)).).....,14,-2.628,6,0.000010
9307,........((((......))))...................((((...(.(...).)..))))......(....).,11,-2.628,20,0.000010
9308,..(.....)((((....))))..........((((..((..((((..............)))).)).))..))...,15,-2.627,10,0.000010
9309,.........((((....)))).((........))........(.(((((.................))))).)...,12,-2.627,32,0.000010
9310,...........(((((((((((.....(((.((..............)).))))))).).)))....)))......,16,-2.627,48,0.000010
9311,.........((((....)))).(..................)..((((.......((....))....)))).....,11,-2.627,29,0.000010
9312,.........(((......)))..................((.(............((....))......).))...,8,-2.627,26,0.000010
9313,.............(((((((((.....(((.(................).)))))))..)))))............,13,-2.627,44,0.000010
9314,..(.....)((((....))))..................((.(.....).))..........(.(...).).....,10,-2.627,29,0.000010
9315,..((....((((......))))))..............((.((((((......)))....))).))..........,14,-2.627,26,0.000010
9316,...(.(....((.((((.((((.....(((.((..............)).)))))))...)))).)).....).).,17,-2.627,50,0.000010
9317,........((((......)))).................((.(.....).))...((....)).(...).(...).,11,-2.627,30,0.000010
9318,..((...))((((....))))........(.....)...((.(.....).))...((....)).............,12,-2.627,35,0.000010
9319,..((....(((((....)))))))..................(.(((((.((.(.....)..))..))))).)...,16,-2.626,39,0.000010
9320,.........(((......)))....(.........)...((.(.....).))...((....))....((...))..,11,-2.626,31,0.000010
9321,........(((((....)))))...............((..((((...(((....))).)))).))...(....).,15,-2.626,20,0.000010
9322,........(((((....))))).................((.(.....).))..........(((...)..))...,11,-2.626,31,0.000010
9323,.........(((......)))..((....)).............(((((.((.(......).))..))))).....,13,-2.626,33,0.000010
9324,........(((((....)))))((........))....((.((((..............)))).))...(....).,14,-2.626,22,0.000010
9325,........(((((....)))))...((......))..((..((((..............)))).))..........,13,-2.626,14,0.000010
9326,.........((((....)))).........(((....((..((((...(....).....)))).)).....)))..,14,-2.626,15,0.000010
9327,..........((......))........................(((((.((..........))..))))).....,9,-2.626,31,0.000010
9328,........(((((....))))).................(.((((.((.......))..)))).)...........,12,-2.626,21,0.000010
9329,........((((......)))).........(.(....)..)..((((.......((....))....)))).....,12,-2.626,28,0.000010
9330,.........((((....))))...................((((..........))))......(...).......,9,-2.626,27,0.000010
9331,.........(((......)))................((..((((...(((....))).)))).)).(.....)..,13,-2.626,15,0.000010
9332,.............((((.((((.....(((.((..............)).)))))))...))))......(...).,14,-2.626,46,0.000010
9333,.......(...(.(((((((((.....(((.((..............)).)))))))..))))).)....).....,16,-2.626,47,0.000010
9334,......((..((.((((.(((..(...............((.(.....).))).)))...)))).))..)).....,15,-2.626,45,0.000010
9335,..((...))(((......))).......((...((..((..((((..............)))).)).))..))...,15,-2.626,11,0.000010
9336,...((....(((......))))).....((.(.((..((..((((..............)))).)).)).)))...,16,-2.626,9,0.000010
9337,...((....(((......))))).....(.((.((..((..((((..............)))).)).)).)))...,16,-2.626,6,0.000010
9338,.........((((....))))..((....))..(.....)....((((.......((....))....)))).....,13,-2.626,32,0.000010
9339,..((...))(((......)))..........(.((..((..((((...(.(...).)..)))).)).)).).....,16,-2.625,10,0.000010
9340,........(((((....))))).((....))........((.(.....).))...((....)).(...).......,13,-2.625,34,0.000010
9341,.....(((..((.((((.((((.....(((.(((..........)..)).)))))))...)))).))..)).)...,19,-2.625,51,0.000010
9342,............((.......)).....................((((.......((....))....)))).....,8,-2.625,36,0.000010
9343,........(((((....)))))......((.(.((....((.(.....).))...((....))....))).))...,15,-2.625,31,0.000010
9344,.........((((....)))).......(....)...((..((((.(.........)..)))).))..........,12,-2.625,13,0.000010
9345,...(....((((......))))......).............(.(((((......((....))...))))).)...,13,-2.625,33,0.000010
9346,...((....((((....)))).........))......((.((((..............)))).))..........,12,-2.625,17,0.000010
9347,........(((((....)))))................(((.(.(....).).)))...........(.....)..,11,-2.625,32,0.000010
9348,.........((((....))))................((((.(.....).))..))...((.(.(...).)..)).,13,-2.625,31,0.000010
9349,..(.....)((((....)))).........((.((...((.((((...(.(...).)..)))).)).)).))....,17,-2.625,13,0.000010
9350,.......((....((((.((((.....(((.((..............)).)))))))...)))).....)).....,15,-2.625,48,0.000010
9351,.........(((......))).......((.(..(...((.((((.(.........)..)))).)).).).))...,14,-2.625,17,0.000010
9352,.........((((....))))(((........)))......((((.(.........)..)))).............,12,-2.625,20,0.000010
9353,........(((((....)))))...................((((..((....))....)))).............,11,-2.625,20,0.000010
9354,.........((((....))))....(.........)..(((......))).....((....)).............,10,-2.624,31,0.000010
9355,.........(((......))).....................(.((((.....(.........)...)))).)...,9,-2.624,27,0.000010
9356,.........((((....))))..................((.(.....).))...((....))........(...),10,-2.624,30,0.000010
9357,...(....(((((....)))))).....((.(.((..((..((((.((.......))..)))).)).))).))...,19,-2.624,18,0.000010
9358,........(((((....)))))........((.((...((..(((.(.........)..)))..)).)).))....,15,-2.624,13,0.000010
9359,..(((....((((....))))))).......(.((..((..((((((......)))....))).)).)).).....,18,-2.624,17,0.000010
9360,........((((......))))...................(((................)))....(.....)..,8,-2.624,17,0.000010
9361,.........(((......))).......(..(.((..((..((((...(.(...).)..)))).)).)).).)...,15,-2.624,8,0.000010
9362,........((((......)))).......(.....)...((.(.....).))...((....))..(........).,11,-2.624,32,0.000010
9363,.........((((....)))).................(((............)))........(...).......,8,-2.624,27,0.000010
9364,.........(((......)))................((..((((...(((....))).)))).))....(...).,13,-2.624,15,0.000010
9365,...(....(((((....)))))).......((.((..((..((((...(....).....)))).)).)).))....,17,-2.624,8,0.000010
9366,.......(...(.((((.((((.....(((.(................).)))))))...)))).)....).....,14,-2.624,44,0.000010
9367,..((.....((((....)))).))......((.((..((..((((.((.......))..)))).)).)).))....,18,-2.624,10,0.000010
9368,.........((((....))))...........(...).......((((.......((....))....)))).....,11,-2.624,30,0.000010
9369,..(.....)(((......)))....................((((.((.......))..)))).............,10,-2.623,18,0.000010
9370,.........((((....)))).........((.(...((..((((.((.......))..)))).))..).))....,15,-2.623,8,0.000010
9371,........((((......))))(..........).....((.(.....).))...((....))....((...))..,12,-2.623,32,0.000010
9372,...(....((((......))))......).............(.(((((.((.(......).))..))))).)...,14,-2.623,35,0.000010
9373,.........(((......)))........(.(.((..((..((((...(((....))).)))).)).))).)....,16,-2.623,12,0.000010
9374,..((...))(((......))).......((.(.((..((..(((................))).)).))).))...,15,-2.623,14,0.000010
9375,........(((((....)))))...................((((((......))....)))).............,11,-2.623,20,0.000010
9376,..............(....)......................(.((((.......((....))....)))).)...,8,-2.623,34,0.000010
9377,..(((....(((......)))))).................((.((((......(.((.....)).))))).).).,15,-2.623,37,0.000010
9378,........(((((....))))).......((....)).....(.((((......(.((.....)).))))).)...,15,-2.623,37,0.000010
9379,...((...((((......))))........)).........((.((((.......((....))....)))).).).,14,-2.623,32,0.000010
9380,.....((...((.((((.((((.....(((.(((........))....).)))))))...)))).))..)).....,18,-2.623,48,0.000010
9381,........((((......))))................((........)).....((....))......(....).,9,-2.623,29,0.000010
9382,..((....((((......))))))....((.(.((..((..((((...(....).....)))).)).))).))...,18,-2.623,16,0.000010
9383,..((....(((((....)))))))......(....)...((.(.....).))...((....)).............,13,-2.623,36,0.000010
9384,...(....(((((....)))))......)....(.....)..(.((((.......((....))....)))).)...,14,-2.623,34,0.000010
9385,.........((((....))))...................(((............))).........((...))..,9,-2.623,28,0.000010
9386,..((....((((......)))))).............((((......))).)...((....)).............,12,-2.623,34,0.000010
9387,.........((((....))))..................((.(.....).))...(..................).,8,-2.622,29,0.000010
9388,......((..((.((((.((((((........)))...................)))...)))).))..)).....,14,-2.622,42,0.000010
9389,.........((((....))))...................((((..........))))..(.(.(...)).)....,11,-2.622,28,0.000010
9390,........(((((....)))))..........(...)..((.(.....).))...((....)).............,11,-2.622,33,0.000010
9391,.........((((....)))).................(((......))).................((...))..,9,-2.622,29,0.000010
9392,.........((((....)))).....................(.(((.(.................).))).)...,9,-2.622,28,0.000010
9393,.........(((......))).................((..(((...(.......)..)))..))..........,9,-2.622,17,0.000010
9394,..((...))(((......))).........(((.(...((.((((..............)))).))...).)))..,15,-2.622,21,0.000010
9395,.........((((....))))..........((.....((..(((..............)))..)).....))...,11,-2.622,19,0.000010
9396,.........((((....))))..................((.(.....).))..((.................)).,9,-2.622,31,0.000010
9397,.........(((......))).................(((......)))......(....)..............,7,-2.621,26,0.000010
9398,...............((.((((.....(((.(................).))))))).)).......(.....)..,11,-2.621,42,0.000010
9399,((((....(((((....))))).))))...........((.((((..............)))).))..........,15,-2.621,25,0.000010
9400,........(((((....)))))(..........)....(((......))).....((....)).............,11,-2.621,32,0.000010
9401,.........(((......))).........................................(.(...).).....,5,-2.621,20,0.000010
9402,.........((((....))))............((..((..((((......(....)..)))).)).)).......,13,-2.621,8,0.000010
9403,..(((....(((......))))))..................(.(((((.((.(.....)..))..))))).)...,15,-2.621,37,0.000010
9404,.........(((......))).........((.((...((.((((.....((.....)))))).)).)).))....,15,-2.621,9,0.000010
9405,........(((((....))))).................((...(((((.((..........))..)))))))...,14,-2.621,36,0.000010
9406,.........((((....))))............(...)....(.(((((.((..........))..))))).)...,13,-2.621,32,0.000010
9407,........(((((....)))))........((.((..((..((((.(..(...)..)..)))).)).)).))....,17,-2.621,8,0.000010
9408,.....((...((.((((.((((.....(((.((......(......))).)))))))...)))).))..)).....,18,-2.621,51,0.000010
9409,.........(((......)))............((...((.((((((......)))....))).)).)).......,13,-2.621,16,0.000010
9410,........((((......))))........(.....).....(.((((.......((....))....)))).)...,12,-2.62,30,0.000010
9411,..((...))...(((.....)))........(.((..((..(((................))).)).)).).....,13,-2.62,19,0.000010
9412,.........((........)).................((.((((..............)))).))...(....).,9,-2.62,17,0.000010
9413,........((((......))))......((.(.....((..((((.(.........)..)))).))...).))...,14,-2.62,16,0.000010
9414,........((((......))))......................((((........((.....))..)))).....,10,-2.62,29,0.000010
9415,............(((.....)))..................(..((((.......((....))....))))...).,10,-2.62,38,0.000010
9416,.........(((......)))....................((((...(.......)..)))).(...).......,9,-2.62,14,0.000010
9417,.........(((......)))....(........).........((((...................)))).....,8,-2.62,25,0.000010
9418,.........((((....))))..((....)).............(((((......((....))...))))).....,13,-2.62,33,0.000010
9419,.........((((....)))).................(((............)))....(.(.(...)).)....,10,-2.62,28,0.000010
9420,........((((......))))......(....).....((.(.....).))...((....))......(....).,11,-2.62,32,0.000010
9421,.........((((....))))........(......).......((((...................)))).....,9,-2.62,28,0.000010
9422,.........(((......)))...........((........))(((((......((....))...))))).....,12,-2.62,29,0.000010
9423,.........(((......))).......................((((...(.((.......))..))))).....,10,-2.62,29,0.000010
9424,.........(((......))).(..........)....((.((((.((.......))..)))).))..........,12,-2.62,18,0.000010
9425,..(((....((((....))))))).............((..((((...((......)).)))).))..........,15,-2.62,20,0.000010
9426,........(((((....)))))...................((((...(.(...).)..))))......(....).,12,-2.62,22,0.000010
9427,........((((......))))...........(.....)....(((.....................))).....,8,-2.619,26,0.000010
9428,......((..((.((((.((((.....(((.(................).))))))).))..)).))..)).....,16,-2.619,48,0.000010
9429,.........((((....))))..................((.(............((....))......).))...,9,-2.619,28,0.000010
9430,..((....(((((....)))))))..............((.((((((......)))....))).))..........,15,-2.619,28,0.000010
9431,..............(....).................((..((((..............)))).))..........,7,-2.619,15,0.000010
9432,........(((((....))))).................((.(.....).))...((....)).(...).(...).,12,-2.619,32,0.000010
9433,.....(......)..((.((((.....(((.((..............)).))))))).))................,12,-2.619,45,0.000010
9434,.........(((......))).......((.(.(....((.((((..............)))).)))..).))...,13,-2.619,18,0.000010
9435,...((....(((......))))).....((.(.((..((..((((.((.......))..)))).)).))).))...,18,-2.618,16,0.000010
9436,.........((((....))))....(.........)...((.(.....).))...((....))....((...))..,12,-2.618,33,0.000010
9437,..(.....)..(.((((.((((.....((..((..............))..))))))...)))).)..........,14,-2.618,45,0.000010
9438,...((...((((......))))........)).....((..(((................))).))..........,11,-2.618,14,0.000010
9439,.........((((....))))..((....)).............(((((.((.(......).))..))))).....,14,-2.618,35,0.000010
9440,.........(((......)))........((...))...((.(.....).))...((....)).....(...)...,11,-2.618,30,0.000010
9441,..(.....)...(((.....))).......(((((..((..((((..............)))).)).))..)))..,15,-2.618,20,0.000010
9442,...((....(((......))))).......((.((..((..((((...(....).....)))).)).)).))....,16,-2.618,6,0.000010
9443,.........(((......)))...........((........))(((((.((.(......).))..))))).....,13,-2.618,31,0.000010
9444,..........(((....)))........................(((((.((..........))..))))).....,10,-2.618,33,0.000010
9445,........(((((....))))).........(.(....)..)..((((.......((....))....)))).....,13,-2.618,30,0.000010
9446,..(.....)..(.((((.((((.....(((((..............))..)))))))...)))).)..........,15,-2.618,46,0.000010
9447,..((....((((......)))))).....(......)..((.(.....).))...((....)).............,12,-2.618,35,0.000010
9448,.........((((....))))................((..((((...(((....))).)))).)).(.....)..,14,-2.618,17,0.000010
9449,.........(((......)))....((......)).......(.((((...................)))).)...,10,-2.618,27,0.000010
9450,..((...))((((....)))).......((...((..((..((((..............)))).)).))..))...,16,-2.618,13,0.000010
9451,...((....((((....)))))).....(.((.((..((..((((..............)))).)).)).)))...,17,-2.618,8,0.000010
9452,...((....((((....)))))).....((.(.((..((..((((..............)))).)).)).)))...,17,-2.618,11,0.000010
9453,..((...))((((....))))..........(.((..((..((((...(.(...).)..)))).)).)).).....,17,-2.617,12,0.000010
9454,.........(((......))).................((.((((.....(...)....)))).))..........,10,-2.617,15,0.000010
9455,.........(((......))).................((.((((....(...).....)))).))..........,10,-2.617,15,0.000010
9456,.......(((.(.((((.((((.....(((.(((....)........)).)))))))...)))).)..))).....,18,-2.617,48,0.000010
9457,...(....(((((....)))))......).............(.(((((......((....))...))))).)...,14,-2.617,35,0.000010
9458,..(((....(((......))))))......(....)...((.(.....).))...((....)).............,12,-2.617,34,0.000010
9459,............(((.....)))................((.(.....).))..........((.......))...,8,-2.617,38,0.000010
9460,.........(((......)))..................(.((((...(.......)..)))).)...........,9,-2.617,15,0.000010
9461,.........((((....)))).......((.(..(...((.((((.(.........)..)))).)).).).))...,15,-2.617,19,0.000010
9462,.........(((......)))....................((((...(.(...).)..)))).......(...).,10,-2.617,17,0.000010
9463,........(((........)))........((.((..((..(((................))).)).)).))....,12,-2.617,6,0.000010
9464,.........(((......)))........(.....)........((((..((..........))...)))).....,10,-2.617,29,0.000010
9465,....(...((((......))))...)....((.((..((..((((..............)))).)).)).))....,15,-2.617,4,0.000010
9466,..(.....)(((......))).........((.((..((..((((((......)))....))).)).)).))....,16,-2.617,9,0.000010
9467,.........(((......)))..........((.(.(.((.((((.((.......))..)))).)).).).))...,15,-2.616,21,0.000010
9468,.........(((......))).........(((((..((..((((.(.(....)..)..)))).)).))..)))..,16,-2.616,11,0.000010
9469,.........((((....)))).....................(.((((.....(.........)...)))).)...,10,-2.616,29,0.000010
9470,.........(((......)))..........((((...((.((((...(.(...).)..)))).)).))..))...,15,-2.616,15,0.000010
9471,......(.....)((((.((((.....(((.((..............)).)))))))...))))............,14,-2.616,47,0.000010
9472,...((...((((......))))........)).......((.(.....).))..........(.(...).).....,11,-2.616,29,0.000010
9473,.........(((......)))...(....).........((.(.....).))...((....))......(....).,10,-2.616,31,0.000010
9474,........(((((....)))))...................(((................)))....(.....)..,9,-2.616,19,0.000010
9475,.........((((....)))).......(..(.((..((..((((...(.(...).)..)))).)).)).).)...,16,-2.616,10,0.000010
9476,........(((((....))))).......(.....)...((.(.....).))...((....))..(........).,12,-2.616,34,0.000010
9477,...(..((..((.((((.((((.....(((.(((...........).)).)))))))...)))).))..))...).,19,-2.616,52,0.000010
9478,.........(((......)))..........(.((...((..(((.(.........)..)))..)).)).).....,12,-2.616,11,0.000010
9479,......((..((.(((((((((..............((((........)).))))))..))))).))..)).....,17,-2.616,47,0.000010
9480,.........((((....))))................((..((((...(((....))).)))).))....(...).,14,-2.616,17,0.000010
9481,......((..((.((((.((((..............(.((........))..)))))...)))).))..)).....,15,-2.616,45,0.000010
9482,............(((.....))).....................(((((.((.(.....)..))..))))).....,11,-2.616,41,0.000010
9483,.........(((......)))..................((.(.....).))....(....).....((...))..,9,-2.616,28,0.000010
9484,..(.....)((((....))))....................((((.((.......))..)))).............,11,-2.615,20,0.000010
9485,........((((......))))...........((...((.((((...(((....))).)))).)).)).......,15,-2.615,17,0.000010
9486,........(((((....)))))(..........).....((.(.....).))...((....))....((...))..,13,-2.615,34,0.000010
9487,...(....(((((....)))))......).............(.(((((.((.(......).))..))))).)...,15,-2.615,37,0.000010
9488,.........((((....))))........(.(.((..((..((((...(((....))).)))).)).))).)....,17,-2.615,14,0.000010
9489,.......((((.....(((.........))).......))))..((((......(.((.....)).))))).....,14,-2.615,43,0.000010
9490,..((...))((((....)))).......((.(.((..((..(((................))).)).))).))...,16,-2.615,16,0.000010
9491,..(((....((((....))))))).................((.((((......(.((.....)).))))).).).,16,-2.615,39,0.000010
9492,...((...(((((....)))))........)).........((.((((.......((....))....)))).).).,15,-2.615,34,0.000010
9493,........(((((....)))))................((........)).....((....))......(....).,10,-2.615,31,0.000010
9494,............(((.....)))..............((..((((....((....))..)))).))..........,11,-2.615,23,0.000010
9495,..((....(((((....)))))))....((.(.((..((..((((...(....).....)))).)).))).))...,19,-2.615,18,0.000010
9496,........((((......))))...............((((.(.....).))..))....................,9,-2.615,29,0.000010
9497,.........(((......)))............(....).....((((..((.(......).))...)))).....,11,-2.615,28,0.000010
9498,..((....(((((....))))))).............((((......))).)...((....)).............,13,-2.615,36,0.000010
9499,..............((((((((.....(((.((..............)).))))))).).))).............,13,-2.614,45,0.000010
9500,.........(((......)))..........(.((..((..((((...(((....))).)))).)).))...)...,15,-2.614,11,0.000010
9501,...(....((((......)))))..............((..((((.(.........)..)))).))..........,12,-2.614,14,0.000010
9502,.........(((......)))((..........)).......(.((((......(.((.....)).))))).)...,13,-2.614,32,0.000010
9503,........((((......))))...........(.....)....((((....((.((....))..)))))).....,13,-2.614,32,0.000010
9504,..(((....(((......))))))..............((.((((((......)))....))).))..........,14,-2.614,26,0.000010
9505,.........((((....)))).................((..(((...(.......)..)))..))..........,10,-2.614,19,0.000010
