,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
16965,.((..(((..((........)).)).)..))........(((....((((((....))))))..))).........,16,-4.056,9,0.000006
16966,.....(((.(((((....))))))))....................(((.(......).))).....((...))..,14,-4.056,18,0.000006
16967,.....(((.(............))))....................(((((......))))).....((...))..,11,-4.056,16,0.000006
16968,.........(((........)))..............................((.((....)).)).........,7,-4.056,28,0.000005
16969,.....(((..((.......))..)))(((....)))...(((...(((((.(....).)))).)))).........,17,-4.056,17,0.000005
16970,..........((.......)).....(((....))).................((.((....)).)).........,9,-4.056,41,0.000005
16971,.....(((.((((......)))))))((......))...(((..(..((((......)))).).))).........,17,-4.056,12,0.000005
16972,.....(((.((((......)))))))............(.......(((((......)))))........).....,13,-4.056,12,0.000005
16973,.....(((..((........)).))).........(...(((..((.((((......)))))).)))...).....,15,-4.056,11,0.000005
16974,.....(((..((........)).))).........(...(((..(.(((((......)))))).)))...).....,15,-4.056,8,0.000005
16975,...(.(((..((.......))..))))..........................((.((....)).)).(...)...,11,-4.056,33,0.000005
16976,......((..((........)).)).(((....)))...(((..((.((((......)))))).))).........,16,-4.056,17,0.000005
16977,......((..((........)).)).(((....)))...(((..(.(((((......)))))).))).........,16,-4.056,14,0.000005
16978,.....(((..(((......))).)))...........(......)........((.((....)).)).........,11,-4.056,28,0.000005
16979,.....(((.(((........))))))...................((.....((.(.....).)))).........,11,-4.055,23,0.000005
16980,.....(((.(((........))))))......(......).............((.((....)).))((...))..,13,-4.055,27,0.000005
16981,.....(((....(.(....).).)))..............((....)).....((.((....)).)).........,11,-4.055,31,0.000005
16982,...(..((.(((........))))).)...(.((.....(((....((((((....))))))..))))).).....,18,-4.055,10,0.000005
16983,.((..(((.(((.(....).))))))...))...............(((((......))))).....((...))..,16,-4.055,18,0.000005
16984,.....(((.((((......))))..(.........)..))).....((((((....)))))).....((...))..,16,-4.055,20,0.000005
16985,.....(((..((.......))..)))(((....)))....((....)).......(((......))).........,13,-4.055,32,0.000005
16986,...(.((..((((......)))).)))...................((((........)))).....((...))..,13,-4.055,20,0.000005
16987,...(.(((.(((........)))))))...........((....))((((........))))..............,13,-4.055,15,0.000005
16988,(((..(((.(((........))))))...)))..............((((........))))......(...)...,14,-4.055,18,0.000005
16989,.....(((..((.......))..))).............(((...(((((........)))).))))((...))..,15,-4.055,17,0.000005
16990,.....(((..((.......))..)))...............(..((((.....(.(.....).)))))..).....,12,-4.055,32,0.000005
16991,.....(((((((.............)).........))))).....((((((....))))))....(...).....,14,-4.055,24,0.000005
16992,.....(((.((((......)))))))............((....)).(((((....)))))..(.....)......,15,-4.055,15,0.000005
16993,.((..(((..((.......))..)))...))..............(((((((....)))))).)...((...))..,16,-4.055,23,0.000005
16994,......(..(((........))).)..............(((....((((((....))))))..)))((...))..,15,-4.055,8,0.000005
16995,.....(((.(((((....))))))))(((....)))...(((....(((..........)))..))).(...)...,18,-4.055,18,0.000005
16996,.((..((..((((......))))..))..)).......((((....((((((....))))))..)))..)......,18,-4.055,15,0.000005
16997,......((..((........)).)).((......))....((....)).....((.((....)).)).........,12,-4.055,30,0.000005
16998,.....(((..(.........)..)))(((....)))..((....))((((((....))))))...(....).....,16,-4.055,22,0.000005
16999,.........(((........)))...((......))...(((....(((((......)))))..)))((...))..,15,-4.055,16,0.000005
17000,...(.(((..((........)).))))...........((((..((.(((((....))))))).))).).......,17,-4.055,11,0.000005
17001,...(.(((..((........)).))))...........((((..(.((((((....))))))).))).).......,17,-4.055,8,0.000005
17002,.....(((..((.......))..)))..............((...(((((((....)))))).)))..........,14,-4.054,11,0.000005
17003,...(.(((...............))))........((..(((....((((((....))))))..)))..)).....,15,-4.054,12,0.000005
17004,.....((..((((......))))..))...............((....))...((.((....)).)).........,12,-4.054,33,0.000005
17005,.(((.................)))..(((....)))..........((((((....))))))...(....).....,13,-4.054,28,0.000005
17006,.....(((.((((......)))))))......(......).............((.((....)).)).(...)...,13,-4.054,27,0.000005
17007,.....(((.(((((....)))))))).(.....)............((((((....))))))..............,15,-4.054,12,0.000005
17008,.....((..((.(......).)).)).............(((....((((((....))))))..))).........,14,-4.054,6,0.000005
17009,...(.(((..(((......))).))))...................((((((....)))))).....(.....)..,14,-4.054,14,0.000005
17010,..............((....))....((......))...(((....((((((....))))))..))).........,13,-4.054,18,0.000005
17011,.....(((.(((........))))))........(.......)...((((((....)))))).....((...))..,15,-4.054,12,0.000005
17012,.....((..(((((....)))))..)).....(.......).....((((((....))))))..............,14,-4.054,18,0.000005
17013,.....(((..(((......))).)))((......))...(((..((.(((........))))).))).........,16,-4.054,17,0.000005
17014,.....(((..(((......))).)))((......))...(((..(.((((........))))).))).........,16,-4.054,14,0.000005
17015,.....((..((((......))))..))............(.(...).)....((.(.....).))..((...))..,13,-4.054,36,0.000005
17016,.....(((.((((......))))))).........(....).....((((((....)))))).(......).....,15,-4.054,11,0.000005
17017,..((...))..............((.(((....)))..))......((((((....))))))......(...)...,14,-4.054,30,0.000005
17018,(((..((..(((........)))..))..)))........((....)).....((.(......).)).........,13,-4.054,34,0.000005
17019,..........(((..(....)...))).............((....)).....((.((....)).)).........,10,-4.054,37,0.000005
17020,.....(((..(.........)..)))............((....))......((.(.....).))..((...))..,11,-4.054,35,0.000005
17021,......(..((((......)))).)..............(((....((((((....))))))..))).(...)...,15,-4.054,8,0.000005
17022,(((..(((..(((......))).)))...))).....................((.((....)).)).........,13,-4.054,32,0.000005
17023,.....(((..((((....)))).)))........(((..(((..((.(((((....))))))).)))..)))....,20,-4.054,17,0.000005
17024,.....(((..((((....)))).)))........(((..(((..(.((((((....))))))).)))..)))....,20,-4.054,14,0.000005
17025,.........((((......))))...((......))...(((....(((((......)))))..))).(...)...,15,-4.054,16,0.000005
17026,.((..((..(((((....))))).))...))........(((....(((((......)))))..)))((...))..,19,-4.054,16,0.000005
17027,.....(((...............)))..((.............)).((((((....)))))).....((...))..,13,-4.053,20,0.000005
17028,.....((..((((......)))).))............((....))((((........))))...(....).....,13,-4.053,18,0.000005
17029,.....(((..((.(...).))..)))....................((((.(....).))))...(....).....,12,-4.053,18,0.000005
17030,......((..((........)).))..............(((....(((((......)))))..)))((...))..,14,-4.053,10,0.000005
17031,............(((........((.(((....)))..)))))...(((((......))))).....((...))..,15,-4.053,35,0.000005
17032,.....((..(((((....)))))..))...........((......((((((....)))))).))..((...))..,17,-4.053,23,0.000005
17033,.....(((.((((......)))))))(...).......((....)).......((.((....)).)).........,14,-4.053,29,0.000005
17034,.....((((.((........))....(((....))).)))).....((((........))))...(....).....,14,-4.053,28,0.000005
17035,.....(((..((........))....(.....).....))).....((((((....)))))).....((...))..,14,-4.053,21,0.000005
17036,.((..((..(((........)))..))..))....(....).....((((((....))))))...(....).....,15,-4.053,19,0.000005
17037,.((..(((..((........)).)))...))........(.(...).).....((.((....)).))((...))..,15,-4.053,33,0.000005
17038,.....(((..((.......))..))).........(....)............((.((....)).))((...))..,12,-4.053,34,0.000005
17039,.....(((.((((......))))))).........(....)...((((................))))........,12,-4.053,24,0.000005
17040,.........((((......))))..(....)...............((((((....))))))..............,11,-4.053,15,0.000005
17041,..(.....).(((......)))....(((....)))...(((....((((((....))))))..))).........,16,-4.053,18,0.000005
17042,.....(((((((((.........)))).........))))).....(((((......)))))....(...).....,15,-4.053,28,0.000005
17043,.....(((..(.(......).).))).............(((....(((((......)))))..))).........,13,-4.053,8,0.000005
17044,.....(((.(((..(....)))))))............((....)).......((.((....)).))((...))..,15,-4.053,31,0.000005
17045,...(.(((..((.......))..))))...........((((....((((........))))..))).).......,14,-4.053,15,0.000005
17046,.....(((.(((........))))))..........((.(.(...).).))..((.((....)).)).(...)...,15,-4.053,27,0.000005
17047,.....(((.((((......))))))).......((.......))..((((((....))))))...(....).....,16,-4.053,13,0.000005
17048,.........((((......))))...(.....)......(((....((((((....))))))..)))((...))..,16,-4.053,14,0.000005
17049,.....((..(((((....)))))..))....(....)..(((....((((((....))))))..))).........,17,-4.053,13,0.000005
17050,.....(((..((.......))..)))...((.((.....(((..(..(((((....))))).).))))).))....,18,-4.053,19,0.000005
17051,..........((........)).((.((......))..))......((((((....))))))......(...)...,13,-4.052,21,0.000005
17052,.((..(((.((((......)))))))...))........(((..((...............)).))).........,14,-4.052,21,0.000005
17053,.....(((..(((......))).)))..............((....))....((.........))...........,10,-4.052,25,0.000005
17054,.....(((..((........)).)))..(.....)...((((....((((((....))))))..))).).......,16,-4.052,6,0.000005
17055,......((..(((......))).))..............(((....(((((......)))))..))).(...)...,14,-4.052,10,0.000005
17056,.....(...(((........))).)..............(((....((((((....))))))..))).........,13,-4.052,6,0.000005
17057,..........((((..(....).)))).............((....)).....((.((....)).))((...))..,13,-4.052,42,0.000005
17058,.....(((..(.........)..)))....................((((.(....).))))......(...)...,10,-4.052,16,0.000005
17059,.((..(((..(((......))).)))...))........(.(...).).....((.((....)).)).(...)...,15,-4.052,33,0.000005
17060,.....(((..((..(....))).)))(((....)))...(((..((.(((((....))))))).))).........,19,-4.052,15,0.000005
17061,.....(((..((..(....))).)))(((....)))...(((..(.((((((....))))))).))).........,19,-4.052,12,0.000005
17062,.....((((.((.......)).....(((....))).)))).....((((((....)))))).(.....)......,16,-4.052,30,0.000005
17063,.....(((.(((........))))))(.....)......(((....((((........))))..)))((...))..,16,-4.052,10,0.000005
17064,.....((..(((((....))))).))(((....)))..((....)).......((.((....)).)).(...)...,17,-4.052,39,0.000005
17065,.(((.(((..........))))))..(((....)))..((((....((((((....))))))..))).).......,19,-4.052,25,0.000005
17066,.....(((..((.......))..))).......(...).(((....(((((......)))))..))).........,14,-4.052,11,0.000005
17067,.((..((..(((........)))..))..)).......(......)((((((....)))))).....((...))..,16,-4.052,23,0.000005
17068,.....((..((..........))..))........((..(((....((((((....))))))..)))..)).....,15,-4.052,13,0.000005
17069,.....(((.((((......))))))).....(..((...(((....((((((....))))))..)))...)).)..,19,-4.052,8,0.000005
17070,.....(((.(((((....))))))))(((....))).........(((................))).........,14,-4.052,29,0.000005
17071,.....(((.(((........))))))(((....)))..((....))(((((......))))).(.....)......,17,-4.052,19,0.000005
17072,.(...(((.(((........))))))......)......(((....((((((....))))))..))).(...)...,17,-4.051,4,0.000005
17073,.....(((.(((........))))))(.....).......((....((((((....))))))..))..........,15,-4.051,4,0.000005
17074,.....(((.((((......)))))))((......))..((((....((((((....))))))..)))..)......,19,-4.051,8,0.000005
17075,.....(((.(((........))))))..................((.(((((....)))))))....((...))..,15,-4.051,15,0.000005
17076,.....(((.(((........))))))..................(.((((((....)))))))....((...))..,15,-4.051,12,0.000005
17077,.((..(((..((.......))..)))...))....(....).....(((((......)))))......(...)...,14,-4.051,22,0.000005
17078,.....((((((((.((....))..))).........))))).....((((((....)))))).(....).......,17,-4.051,28,0.000005
17079,.....(((.((((......)))))))(.....)......(((....((((........))))..))).(...)...,16,-4.051,10,0.000005
17080,((...(((..((.......))..)))(((....))).....))...((((((....)))))).....((...))..,18,-4.051,26,0.000005
17081,(((..(((.(((........))))))...))).......(((..((.(((........))))).))).........,17,-4.051,15,0.000005
17082,(((..(((.(((........))))))...))).......(((..(.((((........))))).))).........,17,-4.051,12,0.000005
17083,......((..((((....)))).)).(((....)))..........((((((....))))))......(...)...,16,-4.051,22,0.000005
17084,......((..((.......))..))..........((..(((....((((((....))))))..))).))......,15,-4.051,13,0.000005
17085,.....((((((..........))..............)))).....((((........)))).....((...))..,12,-4.051,25,0.000005
17086,.....((((.(((......)))....(((....))).)))).....((((.(....).))))......(...)...,16,-4.051,29,0.000005
17087,.....((..((((......)))).)).............(((....((((..(...).))))..))).........,14,-4.051,9,0.000005
17088,.....(((..((.......))..)))(((....)))..((....))(((..........)))..............,13,-4.051,28,0.000005
17089,.....(((.(((........))))))....(.........).....((((.(....).)))).....((...))..,14,-4.051,13,0.000005
17090,.....(((...............))).........(...(((....(((((......)))))..))).).......,12,-4.05,10,0.000005
17091,...(..((.(((........))))).)............(.(...).).....((.((....)).)).........,12,-4.05,27,0.000005
17092,.....(((.((((......)))))))...............(..(((.....((.(.....).)))))..).....,14,-4.05,28,0.000005
17093,.(...(((.(((........))))))....).........((....)).....((.((....)).)).........,13,-4.05,24,0.000005
17094,.....(((...............)))....(.((.....(((....((((........))))..))))).).....,13,-4.05,16,0.000005
17095,.....(((..((.......))..))).....................((((......))))...............,9,-4.05,17,0.000005
17096,.....((((.((((.(....)..))))((....))..)))).....((((((....)))))).....((...))..,19,-4.05,33,0.000005
17097,.....(((..((........))....(((....)))..))).....((((........))))......(...)...,13,-4.05,27,0.000005
17098,.((..(((.((((......)))))))...))....((..(((....((((.(....).))))..)))..)).....,19,-4.05,12,0.000005
17099,.....(((.(((((....))))))))(((....))).........(((((((....)))))).)...((...))..,20,-4.05,22,0.000005
17100,..........((((..(....).))))............(((....((((.(....).))))..))).........,13,-4.05,18,0.000005
17101,.....(((..((.......))..)))(((....)))..((....))........(.((....)).)..(...)...,14,-4.05,39,0.000005
17102,.....(((.....((......)))))....................((((((....))))))..............,11,-4.05,14,0.000005
17103,.....(((.(((.(....).))))))(.....)......(((....((((((....))))))..))).........,17,-4.05,4,0.000005
17104,.....(((..((.......))..)))............(.((..((.((((......)))))).))..).......,14,-4.049,18,0.000005
17105,.....(((..((.......))..)))............(.((..(.(((((......)))))).))..).......,14,-4.049,15,0.000005
17106,..........((((.........))))...........((....))((((((....))))))...(....).....,13,-4.049,25,0.000005
17107,.....(((.((((......))))))).(.....)....((((....((((((....))))))..))).).......,18,-4.049,6,0.000005
17108,......(..(((........))).).............((....))((((((....)))))).....((...))..,14,-4.049,17,0.000005
17109,.....(((.(((........))))))..((.............)).(((((......)))))......(...)...,14,-4.049,14,0.000005
17110,.((..((..((((......))))..))..))........(((...(.(((((....)))))..)))).........,17,-4.049,17,0.000005
17111,..............((....)).((.(((....)))..))......((((((....))))))......(...)...,14,-4.049,29,0.000005
17112,.....(((.(((........))))))....(.((.....(((...((((((......))))).)))))).).....,18,-4.049,10,0.000005
17113,.....(((..((.......))..)))......(............)((((((....))))))...(....).....,13,-4.049,16,0.000005
17114,.........(((........)))...((......))..((....))(((((......))))).....((...))..,14,-4.049,25,0.000005
17115,.....(((((................(........)))))).....((((((....))))))..............,12,-4.049,24,0.000005
17116,.....(((..(.........)..)))............((((....((((((....))))))..)))...).....,14,-4.049,8,0.000005
17117,.....((((((((......))))...(.....)....)))).....(((((......)))))..............,14,-4.049,21,0.000005
17118,.....(((...............)))....(........)......(((((......))))).....((...))..,11,-4.049,19,0.000005
17119,.....(((..((.......))..)))...(.......).(((..((.(((((....))))))).))).........,16,-4.049,14,0.000005
17120,.....(((..((.......))..)))...(.......).(((..(.((((((....))))))).))).........,16,-4.049,11,0.000005
17121,.....(((.((((......)))))))............(......).......((.(......).)).........,11,-4.049,25,0.000005
17122,.....(((.((((......)))))))......((.....(((..((..((((....)))).)).))))).......,18,-4.049,13,0.000005
17123,......((.(((........)))))..............(((...(((((((....)))))).)))).........,15,-4.049,4,0.000005
17124,.....(((..((.(....).)).)))..............((....)).....((.((....)).))((...))..,14,-4.049,30,0.000005
17125,.....((..((((......))))..))........(...)......(((((......))))).....((...))..,14,-4.049,22,0.000005
17126,.....((.................))....................((((((....))))))..............,8,-4.049,14,0.000005
17127,...(.(((...............))))............(((....(((((......)))))..)))((...))..,14,-4.048,14,0.000005
17128,(((..((..((((......))))..))..)))......((....))((((((....))))))...(....).....,18,-4.048,25,0.000005
17129,.....(((..((.......))..)))((......))....((....))....((.(.....).))...(...)...,13,-4.048,35,0.000005
17130,.....(((.(((........))))))((......))..(......)((((((....)))))).....((...))..,17,-4.048,16,0.000005
17131,.....(((..(((......))).))).............(.(...).)....((.(.....).))...(...)...,12,-4.048,29,0.000005
17132,..........((..((....))..))(((....)))...(((....((((((....))))))..))).........,16,-4.048,20,0.000005
17133,.....(((.(((........))))))......(......)......((((((....))))))....(...).....,14,-4.048,8,0.000005
17134,.......((.(((.(......((((.(((....)))..))))....((((((....))))))..)..))).))...,19,-4.048,33,0.000005
17135,.....(((.(((........))))))....................(((((.(...))))))...(....).....,13,-4.048,10,0.000005
17136,.....(((..((........)).)))...(.............)..((((((....)))))).....((...))..,14,-4.048,14,0.000005
17137,.....(((..((........)).)))..............((....((((.(....).))))..))..........,12,-4.048,6,0.000005
17138,.((..((..(((((....))))).))...)).......((....))(((((......))))).....((...))..,18,-4.048,25,0.000005
17139,.....(((..((.......))..)))......((.....(((..((.(((........))))).))))).......,15,-4.048,20,0.000005
17140,.....(((..((.......))..)))......((.....(((..(.((((........))))).))))).......,15,-4.048,17,0.000005
17141,.....((.............))....(((....)))...(((....((((........))))..))).........,12,-4.048,22,0.000005
17142,.....(((..(.........)..))).............(((..((.(((.(....).))))).))).........,13,-4.048,13,0.000005
17143,.....(((..(.........)..))).............(((..(.((((.(....).))))).))).........,13,-4.048,10,0.000005
17144,.....((..((((......)))).)).........((..(((....((((........))))..))).))......,15,-4.048,12,0.000005
17145,......((..((........)).)).............((....))(((((......))))).....((...))..,13,-4.048,19,0.000005
17146,.....(((..(((......))).)))............((....))......((.........))..((...))..,12,-4.048,32,0.000005
17147,.....(((.(((((....))))))))..(...............).((((((....)))))).....((...))..,17,-4.048,16,0.000005
17148,.....(((...............)))((......))..((....))((((((....))))))......(...)...,14,-4.048,21,0.000005
17149,.(((.(.............).)))..(((....)))....((....)).....((.((....)).))((...))..,15,-4.048,48,0.000005
17150,..........................(((....)))...(((....(((((......)))))..))).(...)...,12,-4.048,22,0.000005
17151,.....(((..(((......))).))).(......)...........((((((....))))))..............,13,-4.048,12,0.000005
17152,.((..(((.(((((....))))))))...))........(((...((((((......))))).)))).........,19,-4.047,12,0.000005
17153,.((..(((..((.......))..)))...)).......((....))((((((....)))))).(.....)......,16,-4.047,22,0.000005
17154,.....(((..((((....)))).)))............((......((((((....)))))).))...(...)...,16,-4.047,16,0.000005
17155,.....(((...............)))(((....)))....((....((((((....))))))..))..(...)...,15,-4.047,16,0.000005
17156,...(.(((.((((......))))))))............(.(...).).....((.((....)).))((...))..,16,-4.047,31,0.000005
17157,.....(((..((((....)))).)))............(......)((((((....))))))..............,14,-4.047,14,0.000005
17158,..........((((((....)).)))).....(......)......((((((....)))))).....((...))..,15,-4.047,28,0.000005
17159,.........((((......))))...(.....).....((....))((((((....)))))).....((...))..,15,-4.047,23,0.000005
17160,.((..((..(((((....)))))..))..))........(((....((((........))))..))).(...)...,17,-4.047,21,0.000005
17161,.....((((.((((.(....)..)))).(.....)..)))).....((((((....)))))).....((...))..,18,-4.047,31,0.000005
17162,.....((..((((......)))).))....((............))(((((......))))).....((...))..,15,-4.047,20,0.000005
17163,......((..((.......))..)).......((.....)).....((((((....)))))).....((...))..,14,-4.047,21,0.000005
17164,.....((((.(..........)....(((....))).)))).....(((((......))))).....((...))..,15,-4.047,31,0.000005
17165,.((..((..(((........)))..))..))...............(((((......))))).....(.....)..,13,-4.047,21,0.000005
17166,.....(((.(((........)))).))...................(((((......))))).....((...))..,13,-4.047,17,0.000005
17167,.....(((.(((........))))).)...................(((((......))))).....((...))..,13,-4.047,15,0.000005
17168,.....(((.(((........)))...(((....)))..))).....(((((......))))).....(.....)..,15,-4.047,23,0.000005
17169,...(..(..((((......)))).).).............((....)).....((.((....)).)).........,12,-4.047,30,0.000005
17170,(((..(((..((........)).)))...))).......(((..((.(((((....))))))).))).(...)...,19,-4.047,15,0.000005
17171,(((..(((..((........)).)))...))).......(((..(.((((((....))))))).))).(...)...,19,-4.047,12,0.000005
17172,.....(((..((((....)))).))).........(...(((..((.(((((....))))))).)))...).....,18,-4.047,13,0.000005
17173,.....(((..((((....)))).))).........(...(((..(.((((((....))))))).)))...).....,18,-4.047,10,0.000005
17174,......((..((((....)))).)).(((....)))...(((..((.(((((....))))))).))).........,19,-4.047,19,0.000005
17175,......((..((((....)))).)).(((....)))...(((..(.((((((....))))))).))).........,19,-4.047,16,0.000005
17176,.....(((.(((........))))))......((.....)).....((((((....)))))).(......).....,15,-4.046,10,0.000005
17177,.....(((.(((........))))))(.....).....((....))((((........)))).....((...))..,15,-4.046,19,0.000005
17178,.....((..(((........)))..))...........((....))((((........))))...(....).....,12,-4.046,21,0.000005
17179,.....((..(((........))).))(((....)))..((......((((((....)))))).))..((...))..,18,-4.046,20,0.000005
17180,.(.(.(((.((((......))))))))...)...............((((((....)))))).....((...))..,17,-4.046,16,0.000005
17181,.....(((.(((........)))))).....................(((((....)))))..(.....)......,12,-4.046,10,0.000005
17182,..........(((((......).))))...................((((((....))))))......(...)...,12,-4.046,24,0.000005
17183,.....(((.((..........))))).........(...(((....((((((....))))))..)))..)......,15,-4.046,4,0.000005
17184,.....(((.(((........))))))(((....))).....(...)((((((....)))))).....((...))..,18,-4.046,17,0.000005
17185,.....(((((((.......))...............))))).....((((........))))...(....).....,12,-4.046,28,0.000005
17186,.....((..((((......))))..)).........................((.(.....).))..((...))..,11,-4.046,35,0.000005
17187,.((..(((..((((....)))).)))...))...............((((........))))..............,13,-4.046,20,0.000005
17188,.....(((..((.(....).)).))).............(((....((((.(....).))))..))).........,14,-4.046,6,0.000005
17189,.....((((.((........))...(......)....)))).....((((((....))))))..............,13,-4.046,18,0.000005
17190,.((..((..((((......))))..))..)).........((....(((((......)))))..)).((...))..,17,-4.046,21,0.000005
17191,.....((..(((........))).))............((....)).......((.(......).)).(...)...,11,-4.046,28,0.000005
17192,......((.(((........))))).((......))..((....)).......((.((....)).)).........,13,-4.046,31,0.000005
17193,.....(((.((((......)))))))(........)..........((((((....))))))...(....).....,15,-4.046,11,0.000005
17194,.....(((..((.......))..))).........(....).....((((((....))))))....(...).....,13,-4.046,15,0.000005
17195,.....(((..((.(...).))..)))(((....)))...(((....((((........))))..))).(...)...,17,-4.046,21,0.000005
17196,.....(((..((........)).)))(((....)))....(......).....((.((....)).)).........,13,-4.046,30,0.000005
17197,.....(((.((((......)))))))((......))...(((...(.(((((....)))))..)))).........,18,-4.046,10,0.000005
17198,.....(((..((........)).)))....(........(((....((((((....))))))..)))...).....,15,-4.046,4,0.000005
17199,.....(((((((.(..(....).)))..........))))).....((((((....))))))..............,15,-4.046,24,0.000005
17200,..........((((....))))....(((....)))..((....)).......((.((....)).)).........,13,-4.046,43,0.000005
17201,.....((..((..........))..))............(((....(((((......)))))..)))((...))..,14,-4.046,15,0.000005
17202,.....(((..((.......))..)))..........(.....)...(((((......)))))......(...)...,12,-4.046,19,0.000005
17203,.....(((.(((..(....)))))))..............((....))....((.(.....).))..((...))..,14,-4.046,28,0.000005
17204,.((..(((...............)))...)).........((....)).....((.(......).)).........,10,-4.046,31,0.000005
17205,.....((((.((..((....))..))((......)).)))).....((((((....))))))..............,16,-4.046,27,0.000005
17206,.....(((.(((........))))))......((.....))...((((................))))........,12,-4.045,23,0.000005
17207,.....(((..((.......))..)))....((............))((((.(....).)))).....((...))..,14,-4.045,23,0.000005
17208,.........(((((....)))))...((......))...(((....((((((....))))))..)))((...))..,18,-4.045,18,0.000005
17209,.....(((.((((......)))))))(((....)))....((....)).....((..........)).........,14,-4.045,28,0.000005
17210,.((..(((..((........)).)))...))......................((.((....)).))((...))..,13,-4.045,32,0.000005
17211,.(((.(.............).)))..(((....)))...(((....((((.(....).))))..))).........,15,-4.045,24,0.000005
17212,..............(....).((((.(((....)))..))))....((((((....))))))......(...)...,15,-4.045,29,0.000005
17213,......((((((........)))..............)))......(((((......)))))..............,11,-4.045,17,0.000005
17214,.....(((.((..........))))).........((..(((....(((((......)))))..))))).......,15,-4.045,8,0.000005
17215,.....(((..((........)).)))(((....)))..((......(((((......))))).))..((...))..,17,-4.045,22,0.000005
17216,...(..((..(((......))).)).)...................((((((....))))))...(....).....,13,-4.045,15,0.000005
17217,(((..(((..((.......))..)))...))).......(((....((((........))))..))).(...)...,16,-4.045,19,0.000005
17218,...(.(((.(((........))))))).....(.......).....(((((......))))).....((...))..,15,-4.045,15,0.000005
17219,.....(((.((((......)))))))(((....)))........((((((((....))))))....))........,18,-4.045,17,0.000005
17220,.....(((((..((.(((.......)))..))....))))).....(((((......)))))..............,15,-4.045,33,0.000005
17221,.....(((..((.......))..)))..........(......)..((((((....))))))......(...)...,13,-4.045,17,0.000005
17222,......((.((((......))))))...............((....)).....((.(......).)).........,11,-4.045,25,0.000005
17223,.....((..((((......))))..))........(....).....((((........)))).....((...))..,13,-4.045,24,0.000005
17224,...(..((..(.........)..)).)............(((....((((((....))))))..))).........,13,-4.045,10,0.000005
17225,.((..((..(((........)))..))..)).........((....)).....((.(......).)).(...)...,13,-4.044,34,0.000005
17226,.....((..((((......)))).)).........(...)......((((((....))))))......(...)...,14,-4.044,13,0.000005
17227,.....(((..((.......))..)))......((.....))............((.((....)).)).(...)...,12,-4.044,33,0.000005
17228,.((..(((.(((........))))))...))........(.(..((((................))))..).)...,14,-4.044,27,0.000005
17229,.((..(((..(((......))).)))...))......................((.((....)).)).(...)...,13,-4.044,32,0.000005
17230,......((..((((....)))).))..............(((....((((((....))))))..)))((...))..,17,-4.044,12,0.000005
17231,.....(((...(.........).)))(((....)))..........((((((....))))))..............,13,-4.044,18,0.000005
17232,.....((((((((......))))...((......)).))))............((.((....)).)).........,14,-4.044,37,0.000005
17233,.....((..((((......))))..))...........((....))((((.(....).))))......(...)...,14,-4.044,22,0.000005
17234,..........((........))....((......))...(((....((((((....))))))..))).(...)...,14,-4.044,14,0.000005
17235,.....(((..((.......))..)))(.....)......(((....(((..........)))..))).........,12,-4.044,15,0.000005
17236,.....(((..(((......))).)))..............((....))......((((....)).)).........,12,-4.044,26,0.000005
17237,.....(((.(((........))))))...(.............)..((((((....))))))..............,13,-4.044,8,0.000005
17238,.....(((.((((......)))))))............((....)).(((((....)))))..(....).......,15,-4.044,15,0.000005
17239,.....((..((((......)))).))......((.....)).....((((........)))).....((...))..,14,-4.044,20,0.000005
17240,.....(((..((.......))..)))...............(....((((((....)))))).......)......,12,-4.044,14,0.000005
17241,......(..((((......)))).).....................(((((......))))).....((...))..,12,-4.044,18,0.000005
17242,..........((((.........))))........((..(((....((((((....))))))..))).))......,15,-4.044,19,0.000005
17243,.....(((.(((((....))))))))((......))...(((....((((........))))..))).(...)...,18,-4.044,14,0.000005
17244,.....((..(((........)))..))............(((....((((..(...).))))..))).........,13,-4.044,12,0.000005
17245,.....(((.(((........))))))..(....).((..(((....((((((....))))))..)))..)).....,18,-4.044,6,0.000005
17246,.....(((..(((......))).)))(((....)))...(.(..((((................))))..).)...,15,-4.044,33,0.000005
17247,......((.(((........))))).............((....))(((((......)))))..............,12,-4.044,13,0.000005
17248,.....(((.((((......)))))))............((....))......((.........))...........,11,-4.044,26,0.000005
17249,.....(((...(..(....).).))).............(((....(((((......)))))..))).........,13,-4.044,10,0.000005
17250,.....(((..((.(....).)).)))(((....)))..........((((((....))))))......(...)...,16,-4.044,18,0.000005
17251,.....(((.(((........))))))(((....)))...(((..(..((((......)))).).)))((...))..,19,-4.044,16,0.000005
17252,.....(((.(((..(....)))))))...((.((.....(((....((((((....))))))..))))).))....,20,-4.043,10,0.000005
17253,.....(((.(((........))))))((......))..........(((((......))))).....(.....)..,14,-4.043,14,0.000005
17254,.((..(((.((((......)))))))...))........(((....(((..........)))..)))((...))..,17,-4.043,16,0.000005
17255,.....(((..(((......))).)))......((.....)).....((((((....)))))).....(.....)..,15,-4.043,14,0.000005
17256,...(.(((...............))))...........((....))(((((......))))).....((...))..,13,-4.043,23,0.000005
17257,.....(((.((((......)))))))...................(((.....(.(.....).)))).........,12,-4.043,24,0.000005
17258,.....(((..(((......))).))).........(...)......(((((......)))))......(...)...,13,-4.043,15,0.000005
17259,.......((....))......((((.(((....)))..))))....((((((....))))))...(....).....,16,-4.043,29,0.000005
