,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
26824,...................(((....))).......((.((..((...))..)).))......(......).....,10,-2.274,32,0.000003
26825,.......((.((((.......((((((.........((((...........)))))))))).....)))).))...,16,-2.274,53,0.000003
26826,...((.......))..((((............((((((.(.............).))))))....)))).......,13,-2.274,18,0.000003
26827,..........((......))...((((..((.((....)).))..)))).....(((......)))..(...)...,14,-2.274,51,0.000003
26828,.......((.(((((..((.....(((.((....((((.......))))....)))))...)).).)))).))...,18,-2.274,53,0.000003
26829,.......((.(((((..((.....(((.((....((((.......))))....)))))...)).)).))).))...,18,-2.274,53,0.000003
26830,..........((......))........(((.((.(((.((..(......).)).))).)).)))...(...)...,14,-2.274,20,0.000003
26831,..........((......)).......................(.....)....((....))...(....).....,6,-2.274,38,0.000003
26832,....................((....))........(((.....))).......(((......)))..........,8,-2.274,45,0.000003
26833,..........((......))......((.......((((.....))))))....(((......)))..(...)...,12,-2.274,48,0.000003
26834,...................(((.(((..((......)).))).))).....(.....)..................,9,-2.274,45,0.000003
26835,...(....(....).....)........(((.((((((.((..(.....)..)).)))))).)))..((...))..,16,-2.274,17,0.000003
26836,.......((...........))..............((.......)).......((....)).....((...))..,8,-2.274,46,0.000003
26837,...........((.....))......(.(((.((((((.((..(.....)..)).)))))).))).)((...))..,17,-2.274,17,0.000003
26838,..((...))...................(((.((((((.......(((....))))))))).)))...........,14,-2.274,26,0.000003
26839,..(.....)..((.....)).....(((....((((((.((..(.....)..)).)))))).)))..((...))..,17,-2.274,27,0.000003
26840,.....(((.........))).......(((..(.((....)).).)))......((....))...(....).....,12,-2.274,46,0.000003
26841,.(....)............((...))..(((.((((((.((..((...))..)).)))))).)))...........,16,-2.274,19,0.000003
26842,.(..............)..(((.(((..((......)).))).)))...((((..((......))..)))).....,15,-2.274,47,0.000003
26843,.(....)((.((((...........(((....((((((.((..(.....)..)).)))))).))).)))).))...,19,-2.274,31,0.000003
26844,.......((....)).....((.(((..((......)).))).)).........(((......)))..(...)...,13,-2.274,48,0.000003
26845,......(......)...(.(((.(((..((......)).))).))).)......(((......)))..........,13,-2.274,48,0.000003
26846,..((...)).....((((((.((.(((.((.(..((((.......)))).)..))))).))....)))))).....,20,-2.274,40,0.000003
26847,..........((....((((........(((.((((((.(.(..........)).)))))).))))))))).....,17,-2.274,11,0.000003
26848,.....(((........).))........(((.((((((.(.............).)))))).)))(....).....,14,-2.274,19,0.000003
26849,...(..............)......(((....((((((.((..((...))..)).)))))).)))...........,14,-2.274,24,0.000003
26850,..............((((((.(....((....((((((.((..(.....)..)).)))))).))))))))).....,18,-2.274,9,0.000003
26851,..............(....).....(.((((.((((((.((...........)).)))))).)))..).)......,14,-2.274,16,0.000003
26852,..........((((......((.(((..((......)).))).)).........((....))....))))......,13,-2.274,49,0.000003
26853,.....(((...........(.....)..........)))....((...))....((....)).....((...))..,10,-2.274,45,0.000003
26854,..(.....).....((((((.(.......((.((((((.((..(.....)..)).)))))).))))))))).....,19,-2.274,5,0.000003
26855,.......((.((((......(......)(((.((.(((.((..(.....)..)).))).)).))).)))).))...,18,-2.274,24,0.000003
26856,..(.....).((((...........(((....((((((.((..(.....)..)).)))))).))).))))......,17,-2.274,27,0.000003
26857,..........(.......)(((.(((..((......)).))).)))........((....))..............,11,-2.274,47,0.000003
26858,.((.....).)...((((((........((..((((((.((..(.....)..)).))))))..)))))))).....,19,-2.274,6,0.000003
26859,..((...)).........................((((.......)))).....(((......))).((...))..,11,-2.273,47,0.000003
26860,...((.(......)...))......(((....((((((.((..(.....)..)).)))))).)))..((...))..,17,-2.273,27,0.000003
26861,....(...)....(((((((........(((.((((((.((..((...))..)).)))))).))))))))).)...,21,-2.273,6,0.000003
26862,.(............).............(((.(((.((.((..((...))..)).)).))).)))...........,13,-2.273,17,0.000003
26863,..........((......))......(.....)..(((.......)))......((....))...(....).....,9,-2.273,44,0.000003
26864,..........((((.(.....((((((.((....(((((.....)))))....)))))))).)...))))......,18,-2.273,53,0.000003
26865,.(.((.......))..)...........(((.(((.((.((..((...))..)).)).))).)))..((...))..,17,-2.273,23,0.000003
26866,..........(((......(((....)))........))).........(((..(((......)))..))).....,12,-2.273,47,0.000003
26867,..............(....)...............(((.......)))......(((......))).((...))..,9,-2.273,42,0.000003
26868,.(............)......(....).(((.((((((.((..(.....)..)).)))))).)))..((...))..,16,-2.273,17,0.000003
26869,....................((.(((..((......)).))).)).((....))((....)).....((...))..,13,-2.273,49,0.000003
26870,.........................(((....((.(((.((..(.....)..)).))).)).)))...........,11,-2.273,23,0.000003
26871,.(...................)......(((.(((.((.((...........)).)).))).)))..((...))..,13,-2.273,20,0.000003
26872,..........((....((((.........((.((((((.((..((...))..)).)))))).)).)))))).....,18,-2.273,10,0.000003
26873,.((............))..(((....)))..((.((....)).)).........((....))..............,11,-2.273,47,0.000003
26874,.......((.((((.....((......))...(((.((.((...........)).)).))).....)))).))...,15,-2.273,32,0.000003
26875,..(.....).((......))......(.(((.((((((.((...........)).)))))).))).)((...))..,17,-2.273,21,0.000003
26876,................((((.....(((........((.(.............).)).....))))))).......,10,-2.273,25,0.000003
26877,.....((...........))........((..((((((.(...(.....)...).))))))..))..((...))..,14,-2.273,20,0.000003
26878,.....((...........)).........((.(((.((.((..((...))..)).)).))).))....(...)...,14,-2.273,21,0.000003
26879,..(.....).....(((((.((....))(((.((((((.((..(.....)..)).)))))).))).))))).....,20,-2.273,8,0.000003
26880,..(.....)..((.....))............((((((.((..((...))..)).))))))......((...))..,15,-2.273,26,0.000003
26881,...........((.....)).....((.........))................((....)).....((...))..,8,-2.273,44,0.000003
26882,......(......)..((((.((((((.......(((((.....)))))......))))))....)))).......,16,-2.273,42,0.000003
26883,.(...)....((......))........(((..(((((.((..((...))..)).)))))..)))...(...)...,16,-2.273,21,0.000003
26884,..........((......))............(.((....)).)..(....)..(((......))).((...))..,11,-2.273,44,0.000003
26885,.(........).....((((.((((((.......((((.......))))......))))))....)))).......,15,-2.273,40,0.000003
26886,..............(..(((........(((.(((.((.((..(.....)..)).)).))).)))))).)......,15,-2.273,8,0.000003
26887,.......((.(((((....(((.(((..((......)).))).)))(......)((....))..)).))).))...,18,-2.273,55,0.000003
26888,.......((.(((((....(((.(((..((......)).))).)))(......)((....))..).)))).))...,18,-2.273,55,0.000003
26889,.......((((.((...........))..))))...(((.....))).......((....))..............,11,-2.273,51,0.000003
26890,.(....)...((......))........(((.((((((.((..(.......))).)))))).)))...........,15,-2.273,19,0.000003
26891,............(.(.((((.....(((....((((((.((...........)).)))))).)))))))).)....,17,-2.273,17,0.000003
26892,.......(..((((.....(((....)))...((((((.((...........)).)))))).....))))..)...,16,-2.273,30,0.000003
26893,..........................(.....).(((((.....))))).....(((......)))..........,9,-2.273,44,0.000003
26894,..(.....)...(.(.((((........(((.((((((.((...........)).)))))).)))))))).)....,18,-2.273,10,0.000003
26895,................((.(........(((.((((((.((..((...))..)).)))))).)))).)).......,16,-2.273,8,0.000003
26896,.......((.((((...((..((.(((.((....(((.........)))....))))).))..)).)))).))...,18,-2.273,53,0.000003
26897,...(..............).........(((.(((.((.((...........)).)).))).)))...(...)...,12,-2.273,18,0.000003
26898,.(...)....((......))......(((((.((((((.((..((...))..)).)))))).)))......))...,18,-2.273,22,0.000003
26899,..((...)).((......))..............(((((.....))))).....((....))...(....).....,12,-2.273,50,0.000003
26900,.....(((......)...))............((((((.((..(.....)..)).))))))......((...))..,14,-2.273,23,0.000003
26901,.((.....)..)................(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-2.273,20,0.000003
26902,..........((......))...........((.((....)).))......((.(((......)))..))......,11,-2.272,43,0.000003
26903,.......(((....................)))..(((.......)))......(((......))).((...))..,11,-2.272,46,0.000003
26904,..........((......))......(.((..(((.((.((...........)).)).)))..)).).........,12,-2.272,21,0.000003
26905,.....(((...........(((....))).......)))(.....)...((((.(((......))).)))).....,14,-2.272,48,0.000003
26906,.........................(((....(((.((.(.............).)).))).)))..((...))..,11,-2.272,29,0.000003
26907,...((.(......)...)).............((((((.((..((...))..)).))))))......((...))..,15,-2.272,26,0.000003
26908,.......((.(((((....)........(((.((((((.................)))))).))).)))).))...,16,-2.272,26,0.000003
26909,..........((((.....(((....)))((..(((((.((..((...))..)).)))))..))..))))......,18,-2.272,26,0.000003
26910,..((...)).((......))...........((.((....)).)).........(((......)))..(...)...,12,-2.272,47,0.000003
26911,.....(((.........(.(((.(((..((......)).))).))).).......)))...(........).....,13,-2.272,49,0.000003
26912,..(.....).........((....))..(((.((((((.((...........)).)))))).)))..((...))..,16,-2.272,20,0.000003
26913,..........((................((..((((((.((...........)).))))))..))....)).....,12,-2.272,18,0.000003
26914,.............(.......)......(((.((((((.((..(.....)..)).)))))).)))(....).....,14,-2.272,14,0.000003
26915,...................(((.(.(..((......)).).).)))........((....)).....((...))..,11,-2.272,47,0.000003
26916,......((......(...)......)).(((.((((((.((..((...))..)).)))))).)))...........,16,-2.272,18,0.000003
26917,.(((......((......))......)))......(((.......)))......(((......)))..(...)...,12,-2.272,48,0.000003
26918,.....((...........))............(.....)....((...))....((....)).....((...))..,9,-2.272,43,0.000003
26919,................................((.(((.((..((...))..)).))).))...............,9,-2.272,22,0.000003
26920,.(............).((((........((..((((((.((...........)).))))))..)))))).......,15,-2.272,9,0.000003
26921,...................((......))...(((.((.((...........)).)).)))......((...))..,11,-2.272,26,0.000003
26922,.....((...........))..............(((((.....))))).....((....)).(....).......,10,-2.272,46,0.000003
26923,...(...)...((.....))........(((.((((((.(.............).)))))).)))..((...))..,15,-2.272,22,0.000003
26924,.(....)...((.....(((........(((.((((((.((..(.....)..)).)))))).)))))).)).....,18,-2.272,10,0.000003
26925,...................((......)).......(((.....))).......(((......)))..(...)...,9,-2.272,44,0.000003
26926,.(((...((...........))....)))...((((((.((...........)).))))))......((...))..,15,-2.272,31,0.000003
26927,..............(.((((........(((.(((.((.((.(.....)...)).)).))).))))))).).....,16,-2.272,8,0.000003
26928,......((.(............)..)).(((.((((((.(.............).)))))).)))..((...))..,15,-2.272,24,0.000003
26929,...((.......))..((((........(((..((.((.((...........)).)).))..))))))).......,15,-2.272,14,0.000003
26930,.(........)........(((....))).....(((((.....))))).....(((......))).((...))..,14,-2.272,51,0.000003
26931,..(..((...........))..).....((..((((((.((..((...))..)).))))))..))..((...))..,17,-2.272,22,0.000003
26932,.....(((.........))).....((.(((.(.....)..))).)).......(((......)))..........,12,-2.272,47,0.000003
26933,..........((......)).(....).(((.((.(((.((..(.....)..)).))).)).)))...........,14,-2.272,18,0.000003
26934,.....((((((........(((....))))))....)))....(.....)....(((......)))..(...)...,14,-2.272,48,0.000003
26935,....(...)..........(((....)))...((((((.((..((...))..)).))))))......((...))..,16,-2.272,28,0.000003
26936,..............((((((.(((....((....((((.......))))......)).)))....)))))).....,15,-2.272,31,0.000003
26937,..(.....)..................(((.((.((....)).)))))......((....)).....((...))..,12,-2.272,49,0.000003
26938,.....(((.........)))..............((((.......))))((...(((......))).)).......,12,-2.272,45,0.000003
26939,.......((.((((.....((..((((..(..((....))..)..)))).))..(((......))))))).))...,18,-2.272,58,0.000003
26940,......(............)........(((.((((((.((..((...))..)).)))))).)))..(.....)..,15,-2.272,16,0.000003
26941,...................((..((((.(((..(....)..))).)))).))..(((......))).((...))..,15,-2.272,53,0.000003
26942,..............(....).........((.((((((.((..(.....)..)).)))))).))....(...)...,13,-2.272,15,0.000003
26943,.(........)...((((((........(((.((((((.(((........).)).)))))).))))))))).....,19,-2.272,6,0.000003
26944,..........(.......).........(((.((.(((.((...........)).))).)).)))..((...))..,13,-2.272,19,0.000003
26945,.(....)...((((..(..(((....)))...((((((.((..(.....)..)).))))))...).))))......,18,-2.272,28,0.000003
26946,...((.......))..................((((((.((..((...))..)).))))))....(....).....,13,-2.272,24,0.000003
26947,.....(((........).))........(((.((((.(.((..((...))..)).).)))).)))..((...))..,17,-2.271,21,0.000003
26948,..........((((....(......)..(((..(((((.((..(.....)..)).)))))..))).))))......,16,-2.271,19,0.000003
26949,.....((..(.....)..)).........((.((((((.((..(.....)..)).)))))).))...((...))..,16,-2.271,19,0.000003
26950,.....(....................).(((.((((((.((..(.....)..)).)))))).)))...........,13,-2.271,14,0.000003
26951,.(....).....................(((.((.(((.((...........)).))).)).)))..((...))..,13,-2.271,20,0.000003
26952,...........(.......)......(.(((.((((((.((...........)).)))))).))).).........,13,-2.271,16,0.000003
26953,..............(....)........(((.(((..(.((...........)).)..))).)))..((...))..,12,-2.271,20,0.000003
26954,.......(......).............((..((((((.((..(.....)..)).))))))..))...(...)...,13,-2.271,16,0.000003
26955,..(.....).((......))......(.(((.(((.((.((..(.....)..)).)).))).)))).((...))..,17,-2.271,21,0.000003
26956,.....((...........))................(((.....))).......((....)).....(.....)..,8,-2.271,45,0.000003
26957,.....((...((......))......(.(((.((((((.((..((...))..)).)))))).))))..))......,18,-2.271,19,0.000003
26958,.(...(((.........))).)......((..((((((.((..(.....)..)).))))))..))..((...))..,17,-2.271,21,0.000003
26959,...(...............)......(.(((.((((((.((...........)).)))))).))).).........,13,-2.271,16,0.000003
26960,.....((...........))...........((..........)).........(((......))).((...))..,9,-2.271,43,0.000003
26961,..(.....)...........................((.......)).......((....)).....((...))..,7,-2.271,44,0.000003
26962,...((............))................((((.....))))......((....)).....((...))..,10,-2.271,47,0.000003
26963,..........((......)).(....).(((.(((.((.(.............).)).))).)))..((...))..,14,-2.271,24,0.000003
26964,....................((.(((.............))).)).........((....))...(....).....,8,-2.271,45,0.000003
26965,....(.......)...((((........(((.(((.((.((..(.....)..)).)).))).))))))).......,16,-2.271,8,0.000003
26966,...(.........)..................((((((.((..(.....)..)).))))))...............,10,-2.271,20,0.000003
26967,.......((.((((.....(.((.(((.((.(..(((((.....))))).)..))))).))..)..)))).))...,20,-2.271,58,0.000003
26968,..........(((((......((((((.......((((.......))))......))))))...).))))......,15,-2.271,50,0.000003
26969,..........(((((......((((((.......((((.......))))......))))))...)).)))......,15,-2.271,50,0.000003
26970,..........((......))...((((..((.(.....)..))..)))).....(((......)))..........,12,-2.271,50,0.000003
26971,.(.(.........)).............(((.((((((.((..((...))..)).)))))).)))...(...)...,16,-2.271,18,0.000003
26972,.........((........(((....)))))...(((((.....))))).....(((......)))..........,13,-2.271,49,0.000003
26973,......(............)......(.(((.((((((.((..(.....)..)).)))))).))).).........,14,-2.271,14,0.000003
26974,.(((......((......))......))).......((.((...........)).))..........((...))..,11,-2.271,37,0.000003
26975,.(...)........((((((.(((.((.((....(((((.....)))))....)))).)))....)))))).....,19,-2.271,38,0.000003
26976,...................(((.(((.............))).)))...((((.((........)).)))).....,12,-2.271,47,0.000003
26977,.......................((((.((............)).)))).....(((......)))..........,9,-2.271,46,0.000003
26978,.......((....)).....................(((.....))).......((....)).....((...))..,9,-2.271,47,0.000003
26979,.....(((...........((..(((..((......)).)))..)).........))).........((...))..,12,-2.271,48,0.000003
26980,.......((.((((....(..((((((.((.(..(((((.....)))))...)))))))))..)..)))).))...,21,-2.271,58,0.000003
26981,.......((..(....((((.....(((....((((((.((..(.....)..)).)))))).)))))))).))...,19,-2.271,18,0.000003
26982,.(((...)).)........(((.(((..((......)).))).)))...((((.(((......))).)))).....,18,-2.271,53,0.000003
26983,..........((((....................((((.......)))).................))))......,8,-2.271,44,0.000003
26984,.......((....)).............(((..(((((.((...........)).)))))..)))...........,12,-2.271,19,0.000003
26985,.......((.(((((....(((.(((.............))).)))((....))((....))..)).))).))...,17,-2.271,56,0.000003
26986,.......((.(((((....(((.(((.............))).)))((....))((....))..).)))).))...,17,-2.271,56,0.000003
26987,.......((...........))......((..(.((....)).).))..((((.(((......))).)))).....,14,-2.27,46,0.000003
26988,.......(.................)..(((.((((((.((..((...))..)).)))))).)))...(...)...,15,-2.27,17,0.000003
26989,......(((.((.((....(((.(((..((......)).))).)))........))))....)))...........,15,-2.27,51,0.000003
26990,...................................((((.....)))).((...(((......))).)).......,9,-2.27,43,0.000003
26991,...................(((....))).......((.......))..((...(((......)))...)).....,10,-2.27,44,0.000003
26992,...((.......))..............((..(((.((.((..((...))..)).)).)))..))..((...))..,15,-2.27,24,0.000003
26993,.....((...........))............(......)..............((....))..............,5,-2.27,40,0.000003
26994,.......((.((((...((....(((..((.(..(((((.....))))).)..))..)))...)).)))).))...,19,-2.27,56,0.000003
26995,...((..((....))..)).............((((((.(.............).))))))......((...))..,13,-2.27,29,0.000003
26996,.......(......)....(((....)))...((((((.((..((...))..)).))))))..(.....)......,15,-2.27,25,0.000003
26997,.......(..((......)).)...(((....((((((.(.............).)))))).)))..((...))..,15,-2.27,31,0.000003
26998,.......((.((((..(.((....))).(((.(((.((.((..((...))..)).)).))).))).)))).))...,21,-2.27,27,0.000003
26999,.(...)....((((.......((((((.((.(..(((((.....))))).)..)))))))).....))))......,19,-2.27,57,0.000003
27000,.((............))..((......))...((((((.((..((...))..)).))))))......((...))..,16,-2.27,26,0.000003
27001,..........((......))...((((((..........))....)))).....(((......)))..........,11,-2.27,48,0.000003
27002,.(..............)..(((.(((.............))).)))........((....))......(...)...,10,-2.27,48,0.000003
27003,..........((((...((..((((((.((......((.......))......))))))))..)).))))......,16,-2.27,49,0.000003
27004,.......((.((((....(..(((((((.......((((.....))))......)))))))..)..)))).))...,18,-2.27,57,0.000003
27005,.......((.((((....(......)..(((.((((((.((..(.......))).)))))).))).)))).))...,19,-2.27,24,0.000003
27006,.((............))...........(((.((.(((.((..(.....)..)).))).)).)))...(...)...,14,-2.27,17,0.000003
27007,.......(..((....((((........(((.((.(((.((..((...))..)).))).)).))))))))).)...,19,-2.27,12,0.000003
27008,..............(.((((.((((((.((.....((((.....)))).....))))))))....)))))......,17,-2.27,40,0.000003
27009,.....(((.(.....).)))........(((.((.(((.((...........)).))).)).)))..((...))..,16,-2.27,22,0.000003
27010,.......((.((......))))......(((.((((((.(((........).)).)))))).)))..((...))..,18,-2.27,24,0.000003
27011,.....(((...........((......)).......)))....(.....)....(((......)))..(...)...,10,-2.27,42,0.000003
27012,................(..(((.(((.............))).)))).......((....))..............,9,-2.27,47,0.000003
27013,..........................(.(((..(((((.((..((...))..)).)))))..))))..........,13,-2.27,17,0.000003
27014,.....(((......(....(((....))))......)))...............(((......))).((...))..,12,-2.27,47,0.000003
27015,..........((......))..............(((((.....)))))....((........))..((...))..,11,-2.27,47,0.000003
27016,.(.........).......(.....)..(((.((((((.((..(.....)..)).)))))).)))...........,14,-2.27,15,0.000003
27017,.....(.............)............((((((.((...........)).)))))).......(...)...,10,-2.27,22,0.000003
27018,..........((......))......(.((..(((.((.((..((...))..)).)).)))..)))..(...)...,15,-2.27,22,0.000003
27019,.......((.((((.....((..((((.(...(.....)....).)))).))..(((......))))))).))...,17,-2.27,57,0.000003
27020,...................(((....)))((.((((((.(.............).)))))).))............,12,-2.27,22,0.000003
27021,.......(..(........).)......(((.((((((.((..((...))..)).)))))).)))...(...)...,16,-2.27,18,0.000003
27022,..((...))..........(((.(((.(((......)))))).)))........(((......)))..........,14,-2.27,51,0.000003
27023,..........((......)).......(((..(.((....)).).))).((((..((......))..)))).....,14,-2.27,45,0.000003
27024,.......((.((......))))...(((....(((.((.((..((...))..)).)).))).)))..((...))..,18,-2.27,33,0.000003
27025,.......((.((((.........((((..................)))).....((....))....)))).))...,12,-2.27,54,0.000003
27026,......((.................)).((.((.((....)).))))..((...(((......))).)).......,13,-2.27,47,0.000003
27027,....................................((.((..((...))..)).))...........(...)...,7,-2.27,29,0.000003
27028,..(.....).....((((((........((..((((((.......(((....)))))))))..)))))))).....,18,-2.269,14,0.000003
27029,.......((...........)).........((.((....)).)).........((....)).....((...))..,10,-2.269,47,0.000003
27030,...(..............)(((.(((..((......)).))).)))........(((......)))..(...)...,13,-2.269,47,0.000003
27031,................((((.((((((.........(((((.........)))))))))))....)))).......,15,-2.269,38,0.000003
27032,.....(((...........(((....))).......)))((...))........((....)).....((...))..,12,-2.269,50,0.000003
27033,..........(((......((......))........)))..............((....)).....((...))..,9,-2.269,46,0.000003
27034,.(.........).......(((....)))...((((((.((..(.....)..)).))))))....(....).....,14,-2.269,24,0.000003
27035,.(........)...((((((.....(((....((.(((.((..(.....)..)).))).)).))))))))).....,18,-2.269,13,0.000003
27036,.......((((..................))))...(((.....)))..((((..((......))..)))).....,13,-2.269,47,0.000003
27037,.....((...........))............(((.((.(.............).)).))).......(...)...,9,-2.269,27,0.000003
27038,..........((......))...(.(((....((((((.((..((...))..)).)))))).)))..)........,16,-2.269,26,0.000003
27039,..((...)).((((..................((((((.((..(.....)..)).)))))).....))))......,15,-2.269,26,0.000003
27040,.....(((............................)))....(.....)....((....))...(....).....,7,-2.269,40,0.000003
27041,...((..((....))..))(.....)..(((.((((((.((..(.....)..)).)))))).)))..((...))..,19,-2.269,20,0.000003
27042,..((..((..((......)).....))..))...(((((.....))))).....(((......)))..........,14,-2.269,51,0.000003
27043,...........((.....))........(((.((..((.((..((...))..)).))..)).)))..((...))..,15,-2.269,22,0.000003
27044,................((((.....(((.((..(((((.((...........)).)))))))))))))).......,16,-2.269,18,0.000003
27045,..........(......(((........(((.((((((.((..(.....)..)).)))))).))))))).......,16,-2.269,7,0.000003
27046,...(...)..(((((....)........(((.((((((.((..(.....)..)).)))))).))).))))......,18,-2.269,18,0.000003
27047,.......((.((((...((.....(((.((....(((((.....)))))....))))).....)).)))).))...,18,-2.269,54,0.000003
27048,.......((.((.((..((...(((((.((.(..(((((.....))))).)..))))))).)).))..)).))...,21,-2.269,58,0.000003
27049,...........(.......)......(.(((.((((((.((..((...))..)).)))))).))))..(...)...,16,-2.269,17,0.000003
27050,..........(((...............(((.((((((.((..(.....)..)).)))))).)))..)))......,15,-2.269,15,0.000003
27051,.((((.(............(((....)))..........)..))))........(((......))).((...))..,13,-2.269,51,0.000003
27052,.....(((.........)))......(.....)..((((.....)))).((((.(((......))).)))).....,15,-2.269,48,0.000003
27053,..(.....).....(.((((........(((..(((((.((..(.....)..)).)))))..))))))).).....,17,-2.269,6,0.000003
27054,..((...))........(.(((.(((.............))).))).)......((....))..............,11,-2.269,51,0.000003
27055,.(........)...((((((.(((((..((....(((((.....)))))....)).)))))....)))))).....,19,-2.268,38,0.000003
27056,...(...............)......(.(((.((((((.((..((...))..)).)))))).))))..(...)...,16,-2.268,17,0.000003
27057,.....((...........))........(((...((((.((..(.....)..)).)).))..)))..((...))..,14,-2.268,24,0.000003
27058,.....((...........))........(((...((((.((..(.....)..)).).)))..)))..((...))..,14,-2.268,26,0.000003
27059,.....(((...........(((....))).......)))......((......))((......))..((...))..,12,-2.268,49,0.000003
27060,...((..((....))..))(((....)))...((((((.((..((...))..)).))))))...............,17,-2.268,29,0.000003
27061,................((((.(((.((.((....(((.........)))....)))).)))....)))).......,14,-2.268,37,0.000003
27062,...(.(((...........(((....))).......))))...((...))....((....))..............,11,-2.268,47,0.000003
27063,.......((...........))......(((.((.(((.((...........)).))).)).)))...(...)...,13,-2.268,21,0.000003
27064,..........((......))...((((......(....)......)))).....(((......)))..........,10,-2.268,48,0.000003
27065,...(...).............((((((.((....((((.......))))....))))))))......((...))..,15,-2.268,51,0.000003
27066,.((...((....)).))..(((.(((..((......)).))).)))...((...(((......))).)).......,17,-2.268,52,0.000003
27067,......(......).....(((....))).......(((.....))).......((....)).....((...))..,11,-2.268,50,0.000003
27068,.(...)....(........)........(((.((((((.((..((...))..)).)))))).)))...........,15,-2.268,17,0.000003
27069,.......((.((......))))....(.(((.((((((.(.............).)))))).))).).........,15,-2.268,23,0.000003
27070,.....((...........))........(((.((((((..(..((...))..)..)))))).)))...........,14,-2.268,18,0.000003
27071,.......((.((((.(.....((((((.((.(..(((((.....))))).)..))))))))...).)))).))...,21,-2.268,59,0.000003
27072,..........((......))........((......)).(.....)........(((......))).((...))..,10,-2.268,42,0.000003
27073,.(.........)..((((((.((((((.((.....(((.......))).....))))))))....)))))).....,18,-2.268,36,0.000003
27074,.....((...........))........((......))........((....))((....)).....((...))..,10,-2.268,44,0.000003
27075,.(........)........(((....))).......((.......)).......((....)).....((...))..,10,-2.268,48,0.000003
27076,..........((......))...((((.....(....).......)))).....((....)).....((...))..,11,-2.268,50,0.000003
27077,.(....)...((......))................(((.....))).......((....))..............,8,-2.268,46,0.000003
27078,.......((.((.((......(((.((.((....(((((.....)))))....)))).)))...))..)).))...,18,-2.268,55,0.000003
27079,.(....)((.((((............(.((..((((((.((..((...))..)).))))))..))))))).))...,20,-2.268,27,0.000003
27080,.(....).......((((((.(((((((((.((.((....)).))))).......))))))....)))))).....,20,-2.268,39,0.000003
27081,...................(((..((.............))..)))...((((.(((......))).)))).....,12,-2.268,45,0.000003
27082,..(.........).((((((.((((((.((....(((((.....)))))....))))))))....)))))).....,20,-2.268,39,0.000003
27083,.......((....)).....((....))(((.((((((.(.............).)))))).)))..((...))..,16,-2.268,25,0.000003
27084,..((...)).((......))........(((.(((.((.((..(.....)..)).)).))).)))(....).....,16,-2.268,20,0.000003
27085,..........((((...((..((((((.((....(((.(.....).)))....))))))))..)).))))......,18,-2.268,52,0.000003
27086,..........((((...((..((((.(.((....(((((.....)))))....))).))))..)).))))......,18,-2.268,52,0.000003
27087,.....((...........)).....((.(((.(......).))).)).......((....))..............,10,-2.268,46,0.000003
27088,.((............))..(((.(((.(.........).))).)))........(((......)))..(...)...,13,-2.268,49,0.000003
27089,............................(((.((((((.((..(.....)..)).)))))).)))..(.......),13,-2.268,13,0.000003
27090,.......((.((((..(.(..(((((((...(..((((.......)))).)...)))))))..)).)))).))...,20,-2.268,58,0.000003
27091,.......((.((((.......(....).(((.((.(((.(.............).))).)).))).)))).))...,16,-2.268,28,0.000003
27092,..(.....)...................((..(.((....)).).))..((((.(((......))).)))).....,13,-2.268,44,0.000003
27093,.....((...........))...((((....((.(......).)))))).....((....)).....((...))..,13,-2.268,53,0.000003
27094,..(.....).((((............(.((..((((((.((..((...))..)).))))))..)))))))......,18,-2.268,23,0.000003
27095,.....(((.........)))...........(..((((.......)))).)...(((......)))..(...)...,12,-2.268,47,0.000003
27096,......((....................))....((((.......))))((((.(((......))).)))).....,13,-2.267,45,0.000003
27097,..........((((...((..((.(((.......((((.......))))......))).))..)).))))......,15,-2.267,49,0.000003
27098,..((...))....((.((((........(((.((((((.((..(.....)..)).)))))).))))))).).)...,20,-2.267,8,0.000003
27099,.......((.((((...((......((.((.(..((((.......)))).)..))))....))...)))).))...,17,-2.267,54,0.000003
27100,.....(((...........(((.(((.............))).))).........)))..(....)..(...)...,11,-2.267,48,0.000003
27101,..........((((......((.......)).((((((.((..(.....)..)).)))))).....))))......,15,-2.267,24,0.000003
27102,.......(......)....(.....)..(((.((((((.((..((...))..)).)))))).)))...(...)...,16,-2.267,17,0.000003
27103,...................((..((((..((.((....)).))..)))).))..((....))..............,12,-2.267,52,0.000003
27104,.......(.............)......(((.((((((.(.............).)))))).)))...(...)...,12,-2.267,19,0.000003
27105,.((...(......).))..(((.(((.............))).)))........((....)).....((...))..,13,-2.267,52,0.000003
27106,.....(((........).))........((......))................((....))..............,7,-2.267,41,0.000003
27107,..........((......))............((....))...((...))....((....))......(...)...,9,-2.267,42,0.000003
27108,......((.................))........(((.......)))......(((......)))..(...)...,9,-2.267,45,0.000003
27109,..........((((...(((((....)))...((((((.(.............).))))))..)).))))......,16,-2.267,30,0.000003
27110,.....((.........((((...((((....((.((....)).)))))).....((....))...)))))).....,16,-2.267,43,0.000003
27111,..........(.......).........((..((((((.((..(.....)..)).))))))..))...(...)...,13,-2.267,16,0.000003
27112,..........((......))......(.(((.((((((.(((........).)).)))))).))).).........,15,-2.267,19,0.000003
27113,.......((....))....(((.(((..((......)).))).)))........(((......))).(.....)..,14,-2.267,49,0.000003
