,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
985,..........((.((((..............)))).))....(....).(....)(((......))).........,11,-4.928,2,0.000094
986,..........((.((((..............))))..)).............((((((......))))....))..,12,-4.928,13,0.000094
987,..........((.(((((............)))))..))...(....)....((((((......)))....)))..,14,-4.928,13,0.000094
988,..........((.((((..............)))).)).(..(....)..)....(((......)))((...))..,13,-4.927,6,0.000094
989,..........((.((..................)).))....(....).......(((......)))((...))..,10,-4.926,8,0.000094
990,..........((.((((..............)))).))....(....).....(.......).....((...))..,10,-4.926,12,0.000094
991,.....(((.....((....))........)))..........(....).......(((......))).........,9,-4.925,19,0.000094
992,...(...)..((.((((..(.........).)))).))....(....)......((((......))))........,13,-4.923,6,0.000094
993,.....((((....((....)).......)))).....(....).........((((((......)))....)))..,13,-4.921,29,0.000093
994,..........((.((((..(.......)...)))).))....(....)....((((((......))))....))..,14,-4.921,8,0.000093
995,..........((.((((..............)))).)).((....))......(((.....))).(....).....,12,-4.921,18,0.000093
996,..........(((((((..............)))).)))................(((......))).........,10,-4.921,8,0.000093
997,..........((.(((((.(.......)..))))).))..(.....)........(((......))).........,12,-4.921,8,0.000093
998,..........((.(((((............))))).))..((...))........(((......))).(...)...,13,-4.921,10,0.000093
999,..........((..(((..............)))..)).................(((......))).........,8,-4.92,4,0.000093
1000,..........((.(((.(............).))).))....(....)......((((......))))........,11,-4.919,6,0.000093
1001,..........((.((((..............)))).))....(....)......((.....))....((...))..,11,-4.919,13,0.000093
1002,..((...)).((.(((((............)))))..))...(....).......(((......))).........,13,-4.918,11,0.000093
1003,.(....)...((.((((..(.........).)))).)).................(((......))).........,11,-4.918,6,0.000093
1004,..........((.((((((....)......))))).))....(....).......(((......))).(...)...,13,-4.917,6,0.000093
1005,..(.....).((.((((..............)))).))..............((((((......)))....)))..,13,-4.916,10,0.000093
1006,..((...)).((.((((..(.........).)))).))....(....).......(((......))).(...)...,14,-4.916,8,0.000093
1007,..........((.((((..............)))).))....(....).....(((.......))).((...))..,12,-4.916,13,0.000093
1008,..........((.((((..............)))).))......(((.......((((......))))..)))...,13,-4.915,10,0.000092
1009,..........((.((((..............)))).))..(.........)...((((......))))........,11,-4.915,6,0.000092
1010,..........((.((((..............))))..)).............((((((......)))....)))..,12,-4.915,13,0.000092
1011,.............((....)).....((........))....(....).......(((......))).........,8,-4.914,16,0.000092
1012,..........((.((((..............)))).))....(....)........(....)...(....).....,9,-4.913,8,0.000092
1013,.....((((....((....)).......))))....................((((((......))))....))..,12,-4.911,29,0.000092
1014,...........(.((((..............)))).)..((....))........(((......))).........,10,-4.911,8,0.000092
1015,...........(.(((((............))))).).....(....).......(((......)))((...))..,12,-4.911,8,0.000092
1016,..(((.....((.((((..............)))).)).....)))........((((......))))(...)...,14,-4.91,12,0.000092
1017,..........((.((((..............)))).)).(.....)........((((......))))........,11,-4.91,6,0.000092
1018,...((...(.((.((((..............)))).)).)...))..........(((......))).(...)...,13,-4.909,10,0.000092
1019,..........((.((((..(.......)...)))).))....(....)....((((((......)))....)))..,14,-4.908,8,0.000091
1020,.(...)....((.(((((............))))).))....(....).......(((......))).(...)...,13,-4.908,6,0.000091
1021,..........((.((((..(.........).)))).))....(....)........((......)).((...))..,12,-4.905,8,0.000091
1022,..((...)).((.((((..............)))).))....(....).....(((((......))))....)...,14,-4.905,8,0.000091
1023,..........((.((((..............)))).))....((........))..((......))..........,10,-4.905,7,0.000091
1024,..((...)).((.((((..............))))..))................(((......))).........,11,-4.905,11,0.000091
1025,.....(((.....................)))..((((....(....).....(((.....))).)))).......,11,-4.905,31,0.000091
1026,..(.....).((.(((((............))))).))....(....)......((((......))))(...)...,14,-4.904,8,0.000091
1027,..........((.(((((............))))).)).....(.....).....(((......))).........,11,-4.904,6,0.000091
1028,..........((.(((((............)))))..))...(....)......((((......))))(...)...,13,-4.903,11,0.000090
1029,...(...)..((.(((................))).))....(....)......((((......))))........,11,-4.902,6,0.000090
1030,.(.(((....((.((((..............)))).))...............))).).........((...))..,12,-4.9,18,0.000090
1031,..........((.((((..............)))).))...(....)........(((......)))((...))..,12,-4.899,8,0.000090
1032,.(....)...((.((((..............)))).))..(.....)........(((......))).........,11,-4.899,6,0.000090
1033,..........((.(((((............))))).))....((..........((((......))))))......,13,-4.898,9,0.000090
1034,..((...)).((.((((..(.......)...)))).))....(....).......(((......))).........,13,-4.898,6,0.000090
1035,.....((((....((....)).......))))....................((((((......)))....)))..,12,-4.898,29,0.000090
1036,...........(.((((..............)))).)..................(((......)))((...))..,10,-4.897,8,0.000090
1037,.(....)...((.(((................))).)).................(((......))).........,9,-4.897,6,0.000090
1038,.....((((....((....)).......)))).....(....)...........((((......))))(...)...,12,-4.896,27,0.000090
1039,..((...)).((.(((................))).))....(....).......(((......))).(...)...,12,-4.895,8,0.000089
1040,..(.....).((.((((..............)))).))....(....).......((........)).........,10,-4.895,4,0.000089
1041,.....((...((.((((..............)))).))....(....)......((((......)))).)).....,13,-4.895,6,0.000089
1042,.(...)....((.((((..............)))).)).................(((......))).(...)...,11,-4.894,6,0.000089
1043,......(...((.(((((............))))).)))...(....).......(((......))).........,12,-4.894,4,0.000089
1044,..........((.((((..............))))..))...(....).......((........)).........,9,-4.893,7,0.000089
1045,..........((.(((((.(......)...))))).))...............(((.....)))............,11,-4.893,17,0.000089
1046,..........(..((((..............))))..)....(....)......((((......))))........,10,-4.893,4,0.000089
1047,..........((.((((..............)))).))....(..........(((.....)))......).....,10,-4.892,14,0.000089
1048,..........((.((((..............)))).))...(((........))).((......))..(...)...,12,-4.892,11,0.000089
1049,..((...)).((.((((..............)))).))....(....).....(((((......)))....))...,14,-4.892,8,0.000089
1050,..(.....).((.((((..............)))).))................((((......))))(...)...,12,-4.891,8,0.000089
1051,..........((.((((..............)))).))....(..........)((((......))))(...)...,12,-4.89,7,0.000089
1052,..........((.((((..............))))..))...............((((......))))(...)...,11,-4.889,11,0.000089
1053,..........((.((((..............)))).))....(....)............(....).((...))..,10,-4.889,11,0.000088
1054,..........((.(((((.(.......)..))))).))....((........))((((......))))........,14,-4.888,11,0.000088
1055,..........((.((((.......(.....))))).))....(....).....(((.....)))............,11,-4.887,13,0.000088
1056,..........((.((((..............)))).))....(....).....((.....))...(....).....,10,-4.885,11,0.000088
1057,..........((.(((((.(......)...))))).))....(....).....(((.....))).(....).....,13,-4.885,16,0.000088
1058,..........((.(((((.(.........)))))).))....(....).......(((......)))((...))..,14,-4.885,8,0.000088
1059,..........((.(((................))).))....(....)........((......)).((...))..,10,-4.884,8,0.000088
1060,...........(.((((..............)))).).....(....)....((((((......))))....))..,12,-4.884,8,0.000088
1061,..........((.((((..(.......)...)))).))....(....)......((((......))))(...)...,13,-4.883,6,0.000088
1062,.....((((...((..........))..))))..........(....)......((((......))))........,11,-4.882,24,0.000087
1063,.....((((....((....)).......)))).......((....))......(((.....)))...((...))..,13,-4.881,42,0.000087
1064,......(...((.((((..............)))).)))................(((......))).........,10,-4.881,4,0.000087
1065,.....(....((.((((..............)))).))......)..........(((......))).........,10,-4.878,4,0.000087
1066,...((.(((.((.((((..............)))).))...)).).))......((((......))))........,15,-4.877,12,0.000087
1067,...((.....((.((((..............)))).)).....))........(((.....)))............,11,-4.877,17,0.000087
1068,.....((((....((....)).......))))..........(....).......((........)).........,9,-4.876,23,0.000087
1069,...((((((....((....)).......))))...)).....(....).......(((......))).........,12,-4.876,24,0.000086
1070,..........((.((((....(........))))).))....(....).....(((.....)))...((...))..,13,-4.875,17,0.000086
1071,....((.((.((.(((((............))))).))...)).)).......(((.....)))...((...))..,16,-4.874,26,0.000086
1072,..........((.((((..............)))).)).......(.....)...(((......))).........,10,-4.873,4,0.000086
1073,..........((.(((((............))))).))..((...))........(((......)))((...))..,14,-4.873,12,0.000086
1074,.....((((....((....)).......))))......................((((......))))(...)...,11,-4.872,27,0.000086
1075,..........((.(((((.(.......)..))))).)).((....))........(((......))).........,13,-4.871,10,0.000086
1076,...........(.((((..............)))).).....(....)....((((((......)))....)))..,12,-4.871,8,0.000086
1077,..........((.((((..............)))).))....(....)..((..((((......)))).....)).,13,-4.869,6,0.000086
1078,..........((.((((((....)......))))).))....(....).......(((......)))((...))..,14,-4.869,8,0.000086
1079,..((...)).((.((((..(.........).)))).))....(....).......(((......)))((...))..,15,-4.868,10,0.000085
1080,..(.....).((.((((..............))))..))...(....)......((((......))))........,12,-4.868,9,0.000085
1081,.....((((...................))))..(...)...(....).......(((......))).........,9,-4.867,20,0.000085
1082,.(....)...((.((((..............)))).))....((........))((((......))))........,13,-4.866,9,0.000085
1083,..........(((((((..............)))).)))...(....).....(((.....)))...((...))..,13,-4.865,21,0.000085
1084,..........((.((((..(....)......)))).))....(....).......(((......))).(...)...,12,-4.864,4,0.000085
1085,..........((..(((..............)))..))....(....).....(((.....)))...((...))..,11,-4.864,17,0.000085
1086,...((.....((.(((((............))))).)).....)).........((((......))))........,13,-4.862,10,0.000085
1087,..........((.(((((............))))).)).................(.....).....((...))..,10,-4.862,15,0.000085
1088,...((...(.((.((((..............)))).)).)...))..........(((......)))((...))..,14,-4.862,12,0.000084
1089,.(....)...((.((((..(.........).)))).))....(....).....(((.....)))...((...))..,14,-4.861,19,0.000084
1090,..(((...(.((.((((..(.........).)))).)).)...))).........(((......))).........,14,-4.86,12,0.000084
1091,..........((.((((.......(.....))))).))................((((......))))........,11,-4.86,6,0.000084
1092,..........((.(((((............))))).))..(.........)....(((......))).........,11,-4.86,6,0.000084
1093,.(...)....((.(((((............))))).))....(....).......(((......)))((...))..,14,-4.86,8,0.000084
1094,.............((((..(.........).)))).......(....).......(((......))).........,9,-4.859,6,0.000084
1095,...(((.((.((.((((..............)))).))...)).).)).....(((.....)))...((...))..,16,-4.859,25,0.000084
1096,...(((.((.((.((((..............)))).))...)).)).).....(((.....)))...((...))..,16,-4.859,25,0.000084
1097,.....((......((((..............))))..))...(....).......(((......))).........,10,-4.858,7,0.000084
1098,.(.(((....((.((((..............)))).))....(....).....))).)..................,11,-4.857,12,0.000084
1099,.....(....((.((((..............)))).)).........).......(((......))).........,10,-4.856,3,0.000084
1100,..........((.((((..............)))).))....((.(.....))).(((......))).........,12,-4.856,7,0.000084
1101,.....((((....((....)).......))))..(............).......(((......))).........,10,-4.855,23,0.000084
1102,..........((.(((((............))))).)).(.....).........(((......))).........,11,-4.854,6,0.000083
1103,.....((((...................))))..((((.......(((.........))).....)))).......,11,-4.854,34,0.000083
1104,...(...)..((.((((..(.........).)))).)).................(((......))).........,11,-4.854,6,0.000083
1105,.....((((...................)))).....(....)..........(((.....)))............,8,-4.854,32,0.000083
1106,..........((.((((..(.........).)))).))..(.(....)..)....(((......))).........,12,-4.853,4,0.000083
1107,.....((((....((....)).......))))..(.(.....).)........(((.....)))............,11,-4.851,35,0.000083
1108,........(.((.(((((............))))).)).)..(....).....(((.....)))............,12,-4.85,15,0.000083
1109,..........((.(((.(............).))).)).................(((......))).........,9,-4.85,6,0.000083
1110,.(....)...((.(((((............))))).)).................(((......))).(...)...,12,-4.85,8,0.000083
1111,...((..((.((.((((..............)))).))...)))).........((((......))))........,14,-4.85,11,0.000083
1112,.(....)...((.((((..............)))).)).((....))........(((......))).........,12,-4.849,8,0.000083
1113,..((...)).((.((((..............))))..))...(....).....(((.....)))...((...))..,14,-4.849,24,0.000083
1114,..((...)).((.(((................))).))....(....).......(((......)))((...))..,13,-4.848,10,0.000082
1115,..((...)).((.(((((............))))).))...............(((.....)))............,12,-4.847,19,0.000082
1116,.(...)....((.((((..............)))).)).................(((......)))((...))..,12,-4.847,8,0.000082
1117,..........((.((((..............)))).))..((...)).....((((((......))))....))..,14,-4.847,12,0.000082
1118,...........(.((((..............)))).).....(....)......((((......))))(...)...,11,-4.846,6,0.000082
1119,.............((....)).....(((......)))....(....).......(((......))).(...)...,10,-4.845,20,0.000082
1120,..((...)).((.(((((.(.......)..))))).))....(....)......((((......))))........,15,-4.844,10,0.000082
1121,..........((.(((((............))))).))....(((.....................))).......,10,-4.842,14,0.000082
1122,...((.(((.((.((((..............)))).)).)...)).)).......(((......))).........,14,-4.841,11,0.000082
1123,.(....)...((.(((................))).))....(....).....(((.....)))...((...))..,12,-4.841,19,0.000081
1124,..(((...(.((.(((................))).)).)...))).........(((......))).........,12,-4.839,12,0.000081
1125,...((.....((.(((((............))))).))........)).....(((.....)))...((...))..,14,-4.839,22,0.000081
1126,.............(((................))).......(....).......(((......))).........,7,-4.839,6,0.000081
1127,..((...)).((.(((((............))))).))....(....).....(((.....))).(....).....,14,-4.838,18,0.000081
1128,........(.((.((((..............)))).)).).............(((.....)))............,10,-4.837,15,0.000081
1129,..........(..(((((............)))))..)....(....).......(((......))).........,10,-4.837,4,0.000081
1130,.....((((...((..........))..)))).....(....)............(((......))).........,10,-4.837,24,0.000081
1131,...((..((.((.((((..............))))..))..))...)).......(((......))).........,13,-4.835,13,0.000081
1132,...(...)..((.((((..............)))).))..(.....)........(((......))).........,11,-4.835,6,0.000081
1133,..........((.((((..............)))).)).....(.....)...(((.....)))...((...))..,12,-4.834,19,0.000081
1134,..........((.(((((............))))).))....(....)....((.(((......))).....))..,13,-4.834,6,0.000081
1135,..........((.(((((............))))).))....(....).......(.....)......(...)...,10,-4.834,11,0.000081
1136,.(...)....((.((((..............)))).))....(....)....((((((......))))....))..,14,-4.833,8,0.000081
1137,...(...)..((.(((................))).)).................(((......))).........,9,-4.833,6,0.000080
1138,..........((.((((..............)))).))..((...)).....((((((......)))....)))..,14,-4.833,12,0.000080
1139,....((.((.((.((((..............)))).))...)).)).......(((.....)))....(...)...,14,-4.833,22,0.000080
1140,..........((.(((................))).))..(.(....)..)....(((......))).........,10,-4.833,4,0.000080
1141,..........((.(((((............))))).))..................((......))..(...)...,10,-4.831,8,0.000080
1142,.....((((...................)))).....................(((.....)))............,7,-4.83,32,0.000080
1143,..(.....).((.((((..............)))).))....(....)...................((...))..,10,-4.829,12,0.000080
1144,..........((.((((..............)))).))....(....).....(((.......)))..........,10,-4.829,9,0.000080
1145,........(.((.((((..............)))).)).)..(....).....(((.....))).(....).....,12,-4.829,14,0.000080
1146,..........((.((((..............))))..))...(....)...................((...))..,9,-4.827,15,0.000080
1147,..........((.((((..............)))).))....(....)...........((...........))..,9,-4.827,10,0.000080
1148,.....((...((.((((..............)))).))...(((........)))(((......)))..)).....,14,-4.826,11,0.000080
1149,..........((.(((((............))))).))......................................,7,-4.826,10,0.000079
1150,..((...)).((.((((..............)))).))...............(((.....))).(....).....,12,-4.825,18,0.000079
1151,......(...((.((((..............)))).)))...(....).....(((.....)))...((...))..,13,-4.825,17,0.000079
1152,...(.((((....((....)).......)))).)........(....).......(((......))).(...)...,12,-4.824,24,0.000079
1153,..........(..((((..............))))..).................(((......))).........,8,-4.824,4,0.000079
1154,..((...)).((.((((..............)))).))..((...))........(((......))).........,13,-4.823,10,0.000079
1155,........(.((.(((((............))))).)).)..............((((......))))........,12,-4.823,8,0.000079
1156,..........((.(((((............))))).))...(((........))).....................,10,-4.822,15,0.000079
1157,...((.(((.((.(((((............))))).))...)).).)).......(((......))).........,15,-4.822,12,0.000079
1158,.....((((...................))))..........(....).....(((.....))).(....).....,9,-4.822,31,0.000079
1159,.(........((.((((..............)))).))....)............(((......))).........,10,-4.821,3,0.000079
1160,.....((((....((....)).......))))...(....)..............(((......))).........,10,-4.821,25,0.000079
1161,..........((.((((..............)))).))..............((.(((......))).....))..,11,-4.821,6,0.000079
1162,..........((.((((..............)))).)).................(.....)......(...)...,8,-4.821,11,0.000079
1163,.(...)....((.((((..............)))).))....(....)....((((((......)))....)))..,14,-4.82,8,0.000079
1164,.....((((...................))))..(.(.....).)........(((.....)))...((...))..,11,-4.82,37,0.000079
1165,.......((.((.((((..............))))..))..))............(((......))).(...)...,12,-4.82,12,0.000079
1166,..........((.((((..............)))).)).......(......)..(((......))).........,10,-4.819,4,0.000079
1167,.....((((....((....)).......))))..(..(....).)..........(((......))).........,11,-4.818,24,0.000078
1168,..........((.((((..(.........).)))).))....(....)........((......))..........,10,-4.818,4,0.000078
1169,..........((.(((((.(......)...))))).))....((........)).(((......))).........,13,-4.817,9,0.000078
1170,..........((.((((..(....)......)))).))....(....).......(((......)))((...))..,13,-4.816,6,0.000078
1171,.....((((....((....)).......))))..(...)...(....)......((((......))))........,12,-4.815,24,0.000078
1172,.....((((...((..........))..)))).......................(((......))).........,9,-4.813,24,0.000078
1173,..(.....).((.(((((............)))))..))...(....).......(((......))).........,12,-4.812,9,0.000078
1174,.(....)...((.(((((.(......)...))))).))....(....).......(((......))).........,13,-4.812,6,0.000078
1175,..........((.(((((............))))).))..(.....)......(((.....)))....(...)...,12,-4.812,19,0.000078
1176,.....((((....((....)).......))))..((((..(.(....)..)..(((.....))).)))).......,15,-4.811,37,0.000078
1177,..(.....).((.((((..(.........).)))).))....(....).......(((......))).(...)...,13,-4.811,6,0.000077
1178,.....((((....((....)).......))))..........(....)...................((...))..,9,-4.81,31,0.000077
1179,..........((.((((..(.........).))))..))...(....).......(((......))).(...)...,12,-4.809,9,0.000077
1180,..........((.((((..............)))).))..((...)).......((((......))))(...)...,13,-4.808,10,0.000077
1181,..........((.(((((............))))).))................(((........)))........,10,-4.808,8,0.000077
1182,.....((((...................))))...(....).(....).......(((......))).........,9,-4.807,21,0.000077
1183,..........((.((((..............)))).))..(....).........(((......))).(...)...,11,-4.805,6,0.000077
1184,.............((((..............))))..(....)............(((......))).(...)...,9,-4.803,8,0.000076
1185,..........((.((((..............)))).))....(....)....(((..(...........).)))..,11,-4.802,13,0.000076
1186,.(....)...((.(((((............))))).)).................(((......)))((...))..,13,-4.802,10,0.000076
1187,...(...)..((.((((..............)))).))....((........))((((......))))........,13,-4.802,9,0.000076
1188,..........((.((((..............)))).))....(....)............(....)..........,8,-4.802,7,0.000076
1189,..........((.(((((............))))).))....(....)........(....)..............,9,-4.801,9,0.000076
1190,..........((.((((.........(...))))).))....(....).......(((......))).........,11,-4.801,2,0.000076
1191,..........((.(((((............))))).))....(....).....(((.....))).(...)......,12,-4.8,14,0.000076
1192,..(.....).((.((((..............)))).))....(....).....(((((......))))....)...,13,-4.799,6,0.000076
1193,..(.....).((.((((..............))))..))................(((......))).........,10,-4.799,9,0.000076
1194,..........((.((((..............)))).).)...(....)......((((......))))........,11,-4.799,5,0.000076
1195,..((...))..(.((((..............)))).).....(....)......((((......))))........,12,-4.798,8,0.000076
1196,..........((.(((((.(.......)..))))).))..............((((((......))))....))..,14,-4.798,12,0.000076
1197,...(...)..((.((((..(.........).)))).))....(....).....(((.....)))...((...))..,14,-4.798,19,0.000076
1198,...((..((.((.((((..............)))).))...))...)).......(((......))).(...)...,14,-4.798,10,0.000076
1199,..........((.((((..............))))..))...(....).....(((((......))))....)...,12,-4.798,9,0.000076
1200,...((.....((.((((..............)))).))........)).....(((.....)))....(...)...,12,-4.797,18,0.000076
1201,..........((.(((................))).))....(....)........((......))..........,8,-4.797,4,0.000076
1202,.............((....)).....(((......)))....(....).......(((......)))((...))..,11,-4.797,22,0.000076
1203,.....((((....((....)).......))))....(.....)............(((......))).(...)...,11,-4.795,25,0.000075
1204,.(...)....((.((((..............)))).))....(....)......((((......))))(...)...,13,-4.795,6,0.000075
1205,...((..((.((.(((((............))))).))...))))..........(((......))).........,14,-4.794,11,0.000075
1206,..........((.(((.(............).))).))....(....).....(((.....)))...((...))..,12,-4.794,19,0.000075
1207,..........((.(((((..........)..)))).))....(....)......((((......))))........,12,-4.793,4,0.000075
1208,.......((.((.(((((............))))).))...))..........(((.....)))............,12,-4.793,18,0.000075
1209,..(((...(.((.(((((............))))).)).)...))).........(((......))).(...)...,15,-4.793,14,0.000075
1210,..(.....).((.((((..(.......)...)))).))....(....).......(((......))).........,12,-4.792,4,0.000075
1211,.............(((((............))))).......(....).......(((......))).(...)...,10,-4.792,8,0.000075
1212,..........((.((((..(.......)...))))..))...(....).......(((......))).........,11,-4.791,7,0.000075
1213,..........((.((((..............)))).))...........(....)(((......))).........,10,-4.791,4,0.000075
1214,..........((.((((..............)))).))..(.........)..(((.....)))...((...))..,12,-4.79,19,0.000075
1215,..(.....).((.(((................))).))....(....).......(((......))).(...)...,11,-4.79,6,0.000075
1216,.(....)...((.(((((............))))).))....(....)....((((((......))))....))..,15,-4.789,10,0.000075
1217,..........((.((((..............)))).))..................(....)..............,7,-4.788,9,0.000075
1218,..........((.(((................)))..))...(....).......(((......))).(...)...,10,-4.788,9,0.000075
1219,..........((.((((..............)))).))...............(((.....))).(...)......,10,-4.787,14,0.000074
1220,..........((.((((..(......)....)))).)).................(((......))).(...)...,11,-4.786,6,0.000074
1221,...(...)..((.(((((............))))).)).................(((......))).(...)...,12,-4.786,8,0.000074
1222,..(.....).((.((((..............)))).))....(....).....(((((......)))....))...,13,-4.786,6,0.000074
1223,..........((.(((((............))))).))..(.(....)..)....(((......))).(...)...,13,-4.786,6,0.000074
1224,...(...)..((.((((..............)))).)).((....))........(((......))).........,12,-4.785,8,0.000074
1225,..........((.(((....((........))))).))....(....).....(((.....)))............,11,-4.785,16,0.000074
1226,..........((.((((..............)))).)).(.....).......(((.....)))...((...))..,12,-4.785,19,0.000074
1227,..........((.(((((.(.......)..))))).))..............((((((......)))....)))..,14,-4.785,12,0.000074
1228,..........((.((((..............))))..))...(....).....(((((......)))....))...,12,-4.784,9,0.000074
1229,..........((.((((...(.........))))).))....(....)......((((......))))........,12,-4.784,4,0.000074
1230,....(...).((.((((..............)))).))....(....)......((((......))))........,12,-4.784,4,0.000074
1231,.....(.((.((.((((..............)))).))...)).)........(((.....)))............,12,-4.781,18,0.000074
1232,.....((((....((....)).......))))..........(....).....(((((......))))....)...,12,-4.781,25,0.000074
1233,..........((.((((..............)))).))...(........)...((((......))))........,11,-4.78,6,0.000074
1234,..........((.(((((.(....).....))))).))....(....)......((((......))))........,13,-4.78,6,0.000074
1235,.............((((..............))))....................(((......))).(...)...,8,-4.779,8,0.000073
1236,........(.((.(((((.(.......)..))))).)).)..(....).......(((......))).........,13,-4.779,6,0.000073
1237,..........((.((((..(.........).)))).))....(....).....(((.....)))...(.....)..,12,-4.778,15,0.000073
1238,...(...)..((.(((................))).))....(....).....(((.....)))...((...))..,12,-4.777,19,0.000073
1239,...(.((((....((....)).......)))).)........(....).......(((......)))((...))..,13,-4.776,26,0.000073
1240,.(....)...((.((((..............)))).))..............((((((......))))....))..,13,-4.776,10,0.000073
1241,.(....)...((.(((((............))))).))....(....)....((((((......)))....)))..,15,-4.775,10,0.000073
1242,..((...)).((.(((((.(.......)..))))).)).................(((......))).........,13,-4.775,10,0.000073
1243,..........((.(((((............))))).))....(....)...............(.....)......,9,-4.773,10,0.000073
1244,..........((.(((((............))))).))....((((((.........)))......))).......,13,-4.773,18,0.000073
1245,..........((.(((((............))))).))....(....).....((.....))..............,10,-4.773,12,0.000073
1246,..........((.((((..(.........).)))).))..(.....).......((((......))))........,12,-4.772,8,0.000073
1247,..........((.((((..............)))).)).(......)........(((......))).(...)...,11,-4.772,6,0.000073
1248,..........((.((((..(.........).)))).))....(..........).(((......))).........,11,-4.772,5,0.000073
1249,.......((.((.((((..............))))..))..))............(((......)))((...))..,13,-4.772,14,0.000073
1250,.......((.((.((((..............)))).))...))..........(((.....))).(....).....,12,-4.771,17,0.000073
1251,..((...)).((.(((((............))))).))....((........)).(((......))).........,14,-4.771,11,0.000072
1252,..........(..((((..............))))..)....(....).....(((.....)))...((...))..,11,-4.768,17,0.000072
1253,.....(.((.((.(((((............))))).))...)).).........((((......))))........,14,-4.767,11,0.000072
1254,.....((((....((....)).......))))..........(....).....(((((......)))....))...,12,-4.767,25,0.000072
1255,...((...(.((.((((..............)))).)).)......))......((((......))))........,13,-4.764,9,0.000072
1256,..........((.((((......(......))))).))....(....).......(((......))).........,11,-4.764,2,0.000072
1257,..........((.(((((.(.......)..))))).))....(....).......((........)).........,11,-4.763,6,0.000072
1258,....((.((.((.((((..............))))..))..)).))........((((......))))........,14,-4.763,16,0.000071
1259,..(.....).((.((((..(.........).)))).))....(....).......(((......)))((...))..,14,-4.763,8,0.000071
1260,..........((.(((((............))))).))....(....)...............(....).......,9,-4.762,10,0.000071
1261,.(....)...((.((((..............)))).))..............((((((......)))....)))..,13,-4.762,10,0.000071
1262,..........((.(((((............))))).)).((....))......(((.....)))....(...)...,13,-4.762,21,0.000071
1263,...((.(...((.((((..............)))).))......).)).......(((......))).........,12,-4.761,7,0.000071
1264,........(.((.((((..............)))).)).)..((........)).(((......))).........,12,-4.761,7,0.000071
1265,..........((.((((..(.........).))))..))...(....).......(((......)))((...))..,13,-4.761,11,0.000071
1266,..........((.((((..............)))).)).........................(.....)......,7,-4.76,10,0.000071
1267,..........((.((((..............)))).))...............((.....))..............,8,-4.76,12,0.000071
1268,.............((....)).....((((...).)))....(....).......(((......))).(...)...,11,-4.76,21,0.000071
1269,..(((.....((.(((((............))))).)).....))).......(((.....)))............,13,-4.76,21,0.000071
1270,..........((.(((((.(.......)..))))).))................((((......))))(...)...,13,-4.76,10,0.000071
1271,..........((.(((....((........))))).))................((((......))))........,11,-4.758,9,0.000071
1272,..........((.((((..............)))).))..(....).........(((......)))((...))..,12,-4.758,8,0.000071
1273,..........((.(((................))).))....(....).....(((.....)))...(.....)..,10,-4.757,15,0.000071
1274,.....((....(.((((..............)))).)))...(....).....(((.....)))............,11,-4.757,16,0.000071
1275,.....(....((.((((..............)))).)))...(....).....(((.....)))............,11,-4.757,13,0.000071
1276,..........((.((((..............)))).))...(((........)))........(.....)......,10,-4.757,15,0.000071
1277,.....((((...((..........))..))))..........(....).....(((.....)))...((...))..,12,-4.757,37,0.000071
1278,.....((((....((....)).......))))...(....).(....)......((((......))))........,12,-4.755,25,0.000071
1279,.............((((..............))))..(....)............(((......)))((...))..,10,-4.755,10,0.000070
1280,.....((((...................))))..........((........)).(((......))).........,9,-4.754,24,0.000070
1281,..........((.((((..............)))).))...(((.(.....))))(((......))).........,13,-4.754,9,0.000070
1282,...((.(((.((.((((..............)))).))...)).).)).....(((.....)))...((...))..,16,-4.752,25,0.000070
1283,..........((.(((................))).))..(.....).......((((......))))........,10,-4.751,8,0.000070
1284,..........((.(((................))).))....(..........).(((......))).........,9,-4.751,5,0.000070
1285,.(....)...((.(((((............))))).))....(....)......((((......))))(...)...,14,-4.75,8,0.000070
1286,...((..((.((.((((..............)))).))...))...)).......(((......)))((...))..,15,-4.75,12,0.000070
1287,..........((.((((..............)))).)).........................(....).......,7,-4.749,10,0.000070
1288,..........((.((((......(....)..)))).))....(....).......(((......))).........,11,-4.749,2,0.000070
1289,...(...)..((.(((((.(......)...))))).))....(....).......(((......))).........,13,-4.748,6,0.000070
1290,.....((((....((....)).......))))....(.....)............(((......)))((...))..,12,-4.747,27,0.000070
1291,..(((..((.((.((((..............)))).))...))))).......(((.....)))............,14,-4.747,22,0.000070
1292,.....((((....((....)).......))))..(...)................(((......))).........,10,-4.746,24,0.000070
1293,..........((.((((..............)))).))....((........)).((........)).........,10,-4.746,7,0.000069
1294,..........((.((((..............)))).))...(((........)))........(....).......,10,-4.746,15,0.000069
1295,..........((.((((..............)))).))....(....)..(..(((.....)))...)........,11,-4.745,13,0.000069
1296,..(((...(.((.(((((............))))).)).)...))).........(((......)))((...))..,16,-4.745,16,0.000069
1297,.............((((..............))))....((....))........(((......))).........,9,-4.744,10,0.000069
1298,.............(((((............))))).......(....).......(((......)))((...))..,11,-4.744,10,0.000069
1299,..........((.(((((............))))).).)...(....).......(((......))).........,11,-4.743,5,0.000069
1300,.....((....(.(((((............))))).)))...(....)......((((......))))........,13,-4.743,9,0.000069
1301,.....(....((.(((((............))))).)))...(....)......((((......))))........,13,-4.743,6,0.000069
