,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
742,..............(((.....)))............((((...))))..((..(((.....))))).........,12,-5.38,25,0,0.000124
743,..........(((..(((.....))))))......((.((....)).)).....(((.....)))..((...))..,15,-5.379,10,0,0.000124
744,..........(((.((.......)).)))......((.(......).))..(..(((.....))).).........,12,-5.379,8,0,0.000124
745,..........(((.(((.....))).)))..................(((((...........).)))).......,11,-5.378,21,0,0.000123
746,..........(((.(((.....))).))).((......)).......((((..............)))).......,12,-5.378,23,0,0.000123
747,..((...)).(((.(((.....)))..))).......((((...))))......(((.....)))..((...))..,17,-5.377,22,0,0.000123
748,..........(((.(((.....))).)))........(((.....))).((..............)).........,11,-5.377,23,0,0.000123
749,.(....)...(((.(((.....))).))).......(.((....)).)......(((.....)))..((...))..,15,-5.377,6,0,0.000123
750,..............(((.....)))..........((.(.(...)).)).....(((.....)))...........,10,-5.376,12,0,0.000123
751,..........(((.(((.....))).))).......(.(......).)......((.......))...........,10,-5.375,8,0,0.000123
752,..........(((.((.......)).)))........(((.....)))......(((.....)))...........,11,-5.375,15,0,0.000123
753,..........(((.(((.....))).))).........(.....)..((((....((.....)).)))).......,13,-5.374,17,0,0.000122
754,.....((.(.(((.(((.....))).))).).....)).........((((...(((.....))))))).......,16,-5.373,19,0,0.000122
755,..........(((.(((.....))).)))........((((...))))............(.....).........,11,-5.372,23,0,0.000122
756,..........(((.(((.....))).)))................(((.(.(.(.....).).))))((...))..,14,-5.37,20,0,0.000122
757,..........(((.(((.....))).)))((((....))))........((...(((.....))))).........,15,-5.369,21,0,0.000122
758,..((...)).(((.(((.....)))..))).....((.((....)).)).....(((.....)))..((...))..,17,-5.368,13,0,0.000121
759,..........(((.(((.....))).)))......((.(.(...)).))..(..((.......)).).........,13,-5.367,10,0,0.000121
760,....((....(((.(((.....))).)))..))..((.(......).)).....(((.....)))...........,14,-5.367,8,0,0.000121
761,..........(((.(((.....))).))).......(.(......).)...(..(((.....))).)((...))..,14,-5.366,4,0,0.000121
762,..........(((.(((.....))).))).......(((.........................))).........,9,-5.365,19,0,0.000121
763,..........(((.(((.....))).)))........(((...................)))..............,9,-5.365,21,0,0.000121
764,....((..(.(((.(((.....))).))).)))....((((...))))......(((.....)))..((...))..,18,-5.365,17,0,0.000121
765,..........(((.(((.....))).))).......(.(......).)......(((.....)))(....).....,12,-5.363,8,0,0.000120
766,..........(((.(((.....))).)))......((.((....)).))...........(.....).........,11,-5.363,14,0,0.000120
767,..(.....).(((.(((.....))).)))......((.(......).))..................((...))..,12,-5.361,8,0,0.000120
768,..........(((.(((.....)))..))).......((((...))))......((.......))..((...))..,14,-5.361,20,0,0.000120
769,..((...)).(((.(((.....))).)))((((....))))..((..((((...(((.....)))))))...))..,21,-5.361,27,0,0.000120
770,..........(((.(((.....))).)))......((.(......).))..(.(.....).)......(...)...,12,-5.36,12,0,0.000120
771,..(.....).(((.(((.....))).)))........((.......))......(((.....)))..((...))..,14,-5.36,10,0,0.000120
772,..........(((.(((.....))).)))........((((...))))..(..........).....((...))..,13,-5.36,19,0,0.000120
773,..........((..(((.....)))...)).......((((...))))......(((.....)))...(...)...,13,-5.36,20,0,0.000120
774,..........(((.(((.....))).)))......((.(......).))..........((...........))..,11,-5.359,12,0,0.000120
775,..........(((.(((.....))).))).(((....)))..............(((.....)))..((...))..,14,-5.358,11,0,0.000119
776,.(....)...(((.(((.....))).))).........((...))..((((...(((.....))))))).......,16,-5.358,19,0,0.000119
777,..........(((.(((.....))).)))........((((...)))).(....(((.....))).).........,14,-5.356,17,0,0.000119
778,....((..(.(((.(((.....))).))).)))..((.((....)).)).....(((.....)))..((...))..,18,-5.355,8,0,0.000119
779,..............(((.....)))....((((....))))......(((....(((.....))).))).......,13,-5.355,25,0,0.000119
780,..........(((.(((.....))).)))......((.(......).))......((...)).....((...))..,13,-5.355,8,0,0.000119
781,..........(((.(((.....))).)))...........(...)....((...(((.....))))).........,12,-5.355,16,0,0.000119
782,..........(((.(((.....))).))).((......))(...)..((((...(((.....))))))).......,16,-5.355,19,0,0.000119
783,..........((..(((.....)))..))......((.(.(...)).)).....(((.....)))...(...)...,13,-5.353,6,0,0.000118
784,..((((............)))).............((.(......).)).....(((.....)))...(...)...,11,-5.352,22,0,0.000118
785,..........(((.(((.....)))..))).....((.((....)).)).....((.......))..((...))..,14,-5.352,11,0,0.000118
786,..........((..(((.....)))...)).....((.((....)).)).....(((.....)))...(...)...,13,-5.351,11,0,0.000118
787,..........((..(((.....)))...))..........(...)..((((...(((.....))))))).......,13,-5.35,23,0,0.000118
788,.....((...(((.(((.....))).)))......((.(.(...)).)).))..(((.....)))..((...))..,17,-5.348,6,0,0.000117
789,..(.....).(((.(((.....))).)))..((....))........((((...(((.....))))))).......,16,-5.347,19,0,0.000117
790,.....((....((.(((.....))).)))).....((.(......).)).....(((.....)))...........,13,-5.346,9,0,0.000117
791,.....(....(((.(((.....))).)))).....((.(......).)).....(((.....)))...........,13,-5.346,6,0,0.000117
792,.....(..(.(((.(((.....))).))).))...((.(......).)).....(((.....)))..((...))..,16,-5.346,4,0,0.000117
793,..........(((.(((.....))).)))((((....))))..((..((((...((.......))))))...))..,18,-5.344,25,0,0.000117
794,..((...)).....(((.....)))..........((.(......).)).....(((.....)))..((...))..,13,-5.344,10,0,0.000117
795,..........(((..(((.....))).))).....((.(......).)).....(((.....)))...(...)...,13,-5.342,17,0,0.000116
796,..........(((.(((.....)))..))).......(((.....)))...(..(((.....))).).........,13,-5.34,22,0,0.000116
797,..........(((.(((.....))).)))......((.((....)).))((...(((.....))))).(...)...,16,-5.34,8,0,0.000116
798,..........(((.(((.....))).)))......((.(......).))......((..............))...,11,-5.339,11,0,0.000116
799,..((......(((.(((.....))).)))..))..((.(......).)).....(((.....)))..((...))..,16,-5.339,4,0,0.000116
800,..........(((.(((.....))).)))........((((...)))).......(.....)......(...)...,12,-5.338,20,0,0.000115
801,..........(((.(((.....))).)))................(((................))).(...)...,10,-5.338,17,0,0.000115
802,..........(((.(((.....))).)))........(((.....)))..(...(((.....))).)((...))..,15,-5.337,11,0,0.000115
803,..........(((.(((.....))).))).........(((...)))((((..............)))).......,13,-5.336,24,0,0.000115
804,..........(((.(((.....))).)))(((......))).............(((.....)))...........,12,-5.336,15,0,0.000115
805,.(....)...(((.(((.....))).)))........(((.....)))..((..(((.....))))).........,15,-5.336,19,0,0.000115
806,..((....(.(((.(((.....))).))).)))....((((...))))......(((.....)))..((...))..,18,-5.334,17,0,0.000115
807,..........(((.(((.....))).)))......((.(......).))...........(....)..........,10,-5.334,12,0,0.000115
808,..............(((.....)))....(((......)))......((((..............)))).......,10,-5.331,31,0,0.000114
809,.(....)...(((.(((.....)))..))).....((.(......).)).....(((.....)))..((...))..,15,-5.331,9,0,0.000114
810,..........(((.(((.....))).)))((((....)))).....(((..........)))...(....).....,14,-5.33,29,0,0.000114
811,..........(((.(((.....))).)))((((....)))).....((............)).....((...))..,14,-5.33,22,0,0.000114
812,..........(((.(((.....))).)))......((.((....)).))......(.....)......(...)...,12,-5.329,11,0,0.000114
813,..........(((.(((.....))).))).(((....)))......(((..........))).....((...))..,14,-5.329,21,0,0.000114
814,..........((..(((.....)))..)).......(.(......).)......(((.....)))..((...))..,12,-5.328,4,0,0.000113
815,..........(((.(((.....))).)))........((((...))))...(.(.....).)..............,12,-5.328,25,0,0.000113
816,..((....(.(((.(((.....))).))).)))..((.((....)).)).....(((.....)))..((...))..,18,-5.325,8,0,0.000113
817,..........(((.(((.....))).)))........(((.....)))...(.(.....).).....((...))..,13,-5.323,19,0,0.000112
818,..........(((.(((.....))).)))........((.......))..((..(((.....))))).(...)...,14,-5.322,14,0,0.000112
819,.....((...(((.(((.....))).))).......)).....((..((((...(((.....)))))))...))..,17,-5.321,19,0,0.000112
820,..........(((.(((.....))).))).......(((.....(.((............)).)))).(...)...,13,-5.32,21,0,0.000112
821,..((((............))))...............((((...))))......(((.....)))...........,11,-5.319,35,0,0.000112
822,.(....)...(((.(((.....))).))).......(((.....(.(((..........))).)))).........,14,-5.319,26,0,0.000112
823,...(...)..(((.(((.....))).)))..............((..((((...(((.....)))))))...))..,16,-5.319,18,0,0.000112
824,..........(((.(((.....))).)))......((.((....)).))..(.(.....).)..............,12,-5.319,16,0,0.000112
825,..........(((.(((.....))).)))........((((...))))..((.............)).(...)...,13,-5.317,23,0,0.000111
826,..........(((.(((.....))).)))........((((...))))..((...((.....)).)).(...)...,15,-5.316,19,0,0.000111
827,..........(((.(((.....))).)))((((....))))....(((.(.(.........).)))).........,15,-5.316,29,0,0.000111
828,..........(((.(((.....))).)))...............(.(((..........))).)....(...)...,11,-5.316,19,0,0.000111
829,..((...)).(((.(((.....))).)))........((((...))))......((.......))..((...))..,16,-5.315,17,0,0.000111
830,..........(((.(((.....))).)))......((.(.(...)).))..............(.....)......,11,-5.315,13,0,0.000111
831,..........(((.(((.....))).))).......(.((....)).)(((...(((.....))))))........,15,-5.315,12,0,0.000111
832,..((((............))))...............(((.....)))......(((.....)))..((...))..,12,-5.314,29,0,0.000111
833,..........(((.(((.....))).))).......(.(......).)............................,8,-5.313,12,0,0.000111
834,..........(((.(((.....))).)))........(((((............))...)))..............,11,-5.313,23,0,0.000111
835,...(...)..(((.(((.....))).))).......(.((....)).)......(((.....)))..((...))..,15,-5.313,6,0,0.000111
836,...(......(((.(((.....))).)))).......((((...))))......(((.....)))..((...))..,16,-5.312,13,0,0.000110
837,..............(((.....)))....((((....)))).............(((.....)))..((...))..,12,-5.311,19,0,0.000110
838,..((((............)))).............((.((....)).)).....(((.....)))...........,11,-5.31,26,0,0.000110
839,..........(((..(((.....))).))).......((((...))))......(((.....)))...........,13,-5.309,30,0,0.000110
840,..((...)).(((.(((.....))).))).(((....))).......((((...(((.....))))))).......,18,-5.309,23,0,0.000110
841,..........(((.(((.....)))..))).......((((...)))).((...(((.....))))).........,15,-5.308,26,0,0.000110
842,..........(((.(((.....))).)))......((.(......).))..(.........).....((...))..,12,-5.308,8,0,0.000110
843,..........(((.(((.....)))..)))......(.(.(...)).)......(((.....)))..((...))..,14,-5.307,11,0,0.000109
844,..........(((.(((.....)))..)))..........(...)..((((..............)))).......,11,-5.307,29,0,0.000109
845,..........(((.(((.....))).)))(((......))).....(((..........)))..............,12,-5.306,25,0,0.000109
846,..........(((.(((.....))).)))(((......)))......((((....((.....)).)))).......,15,-5.306,21,0,0.000109
847,..((...)).(((.(((.....))).)))......((.((....)).)).....((.......))..((...))..,16,-5.306,8,0,0.000109
848,..((((.(........).)))).......(((......)))......((((...(((.....))))))).......,15,-5.306,40,0,0.000109
849,..........(((.(((.....))).)))......((.((....)).)).(...(((.....))).).(...)...,15,-5.306,6,0,0.000109
850,..........(((..(((.....))).))).......(((.....)))......(((.....)))..((...))..,14,-5.304,24,0,0.000109
851,..........(((.(((.....))).)))......((.(.(...)).))..............(....).......,11,-5.304,12,0,0.000109
852,...(......(((.(((.....))).)))).....((.((....)).)).....(((.....)))..((...))..,16,-5.303,4,0,0.000109
853,........(.(((.(((.....))).))).)....((.(.(...)).)).....(((.....)))...(...)...,15,-5.301,6,0,0.000108
854,..........(((..(((.....))).))).....((.((....)).)).....(((.....)))...........,13,-5.3,21,0,0.000108
855,..........(((.(((.....)))..))).......((((...))))...................((...))..,12,-5.299,24,0,0.000108
856,..........(((.(((.....))).)))..((...(((.....(.(((..........))).))))....))...,15,-5.298,27,0,0.000108
857,.(....)...(((.(((.....))).)))..................((((..............)))).......,11,-5.298,22,0,0.000108
858,...........((.(((.....))).)).........((((...))))..((..(((.....))))).........,14,-5.298,21,0,0.000108
859,.....((...(((.(((.....))).)))......((.(......).)).))..(((.....)))...(...)...,15,-5.297,6,0,0.000108
860,..((...)).(((.(((.....))).)))........(((.....)))...(..(((.....))).).........,15,-5.295,19,0,0.000107
861,..........(((.(((.....))).)))......((.(......).)).....(.....)...............,10,-5.294,11,0,0.000107
862,..........(((.(((.....))).)))((((....)))).......(((...(((.....))))))........,16,-5.294,21,0,0.000107
863,...(...)..(((.(((.....))).))).........((...))..((((...(((.....))))))).......,16,-5.294,19,0,0.000107
864,...........((.(((.....))).)).......((.(.(...)).)).....(((.....)))...........,12,-5.294,8,0,0.000107
865,..........(((.(((.....))).))).......(.((....)).)......(((.....)))..(.....)..,13,-5.293,6,0,0.000107
866,..........(((.(((.....))).)))((((....))))..(....).....(((.....)))..((...))..,16,-5.293,14,0,0.000107
867,..........(((.(((.....))).))).(((....))).......((((...((.......)))))).......,15,-5.293,21,0,0.000107
868,..........(((.(((.....))).)))......(.((((...))))).....(((.....)))...(...)...,15,-5.292,11,0,0.000107
869,..........(((.(((.....))).)))......((.(((...))))).....(((.....)))...(...)...,15,-5.292,8,0,0.000107
870,..........(((.(((.....))).)))......((.((....)).))((...(((.....)))))((...))..,17,-5.292,6,0,0.000107
871,..............(((.....)))..........((.(......).))..(..(((.....))).).........,10,-5.292,12,0,0.000107
872,..........((..(((.....)))..)).........(.....)..((((...(((.....))))))).......,13,-5.291,17,0,0.000107
873,..........(((.(((.....)))..))).....((.((....)).))..................((...))..,12,-5.29,15,0,0.000106
874,..........(((.(((.....))).)))................(((................)))((...))..,11,-5.29,15,0,0.000106
875,..........(((.(((.....))).)))........((.......))..(...(((.....))).).........,12,-5.288,14,0,0.000106
876,..............(((.....)))............(((.....)))......(((.....)))...........,9,-5.287,19,0,0.000106
877,..........(((.(((.....))).)))...........(....)........(((.....)))..((...))..,12,-5.286,7,0,0.000106
878,..........(((.(((.....))).)))...........(((...((............)))))..((...))..,13,-5.286,18,0,0.000106
879,..(.....).(((.(((.....))).))).......(.(......).)......(((.....)))...........,12,-5.285,8,0,0.000106
880,...(((..............)))..............((((...))))......(((.....)))..((...))..,12,-5.284,28,0,0.000105
881,..........(((.((.......)).)))......((.(.(...)).)).....(((.....)))...(...)...,13,-5.283,6,0,0.000105
882,......((..((((((((..........)))))..)))..)).....((((...(((.....))))))).......,17,-5.282,37,0,0.000105
883,..............(((.....)))....((((....)))).....(((..........))).....((...))..,12,-5.282,29,0,0.000105
884,..........(((..((.....))..)))((((....))))......((((...(((.....))))))).......,16,-5.281,23,0,0.000105
885,..........(((.(((.....))).)))...........(...)...(((...(((.....))))))........,13,-5.28,16,0,0.000105
886,...........((.(((.....))).)).((((....))))..((..((((...(((.....)))))))...))..,18,-5.278,25,0,0.000104
887,..........(((.(((.....))).)))........(((.....)))...(..((.......)).).........,12,-5.278,17,0,0.000104
888,..(.....).(((.(((.....))).)))......((.(.(...)).))..(..(((.....))).).........,15,-5.277,10,0,0.000104
889,..........(((..((.....))..)))........((((...))))......(((.....)))...(...)...,13,-5.276,15,0,0.000104
890,..((...)).(((.(((.....))).)))((((....))))......((((..............)))).......,16,-5.276,31,0,0.000104
891,........(.(((.(((.....))).))).).....(.(......).)......(((.....)))..((...))..,14,-5.276,4,0,0.000104
892,...(((..............)))............((.((....)).)).....(((.....)))..((...))..,12,-5.275,19,0,0.000104
893,..........(((.(((.....))).)))........((.......))..((..(((.....)))))((...))..,15,-5.274,12,0,0.000104
894,...(...)..(((.(((.....))).)))........(((.....)))..((..(((.....))))).........,15,-5.272,19,0,0.000103
895,..........(((.(((.....))).))).......(((.....(.((............)).))))((...))..,14,-5.272,19,0,0.000103
896,..........(((.(((.....))).)))......((.(.(...)).)).((.............)).........,12,-5.272,16,0,0.000103
897,..(.....).(((.(((.....)))..))).......((((...))))......(((.....)))..((...))..,16,-5.271,20,0,0.000103
898,..........(((.(((.....))).)))......((.(.(...)).)).((...((.....)).)).........,14,-5.27,12,0,0.000103
899,..........(((.(((.....))).))).....((......))...((((...(((.....))))))).......,15,-5.27,17,0,0.000103
900,..........(((.(((.....))).)))........((((...))))..((.............))((...))..,14,-5.269,21,0,0.000103
901,.(....)...(((.(((.....))).)))......((.(......).)).....((.......))..((...))..,14,-5.269,4,0,0.000103
902,..........(((.(((.....))).)))........((((...))))..((...((.....)).))((...))..,16,-5.268,17,0,0.000103
903,..........(((.(((.....))).))).........(.....).(((..........))).....((...))..,12,-5.268,17,0,0.000102
904,..........(((.(((.....))).))).........(((...))).......(((.....)))...(...)...,13,-5.268,12,0,0.000102
905,...(...)..(((.(((.....)))..))).....((.(......).)).....(((.....)))..((...))..,15,-5.267,9,0,0.000102
906,..........(((..((.....))..)))......((.((....)).)).....(((.....)))...(...)...,13,-5.267,6,0,0.000102
907,..........(((..((.....))..)))...........(...)..((((...(((.....))))))).......,13,-5.266,18,0,0.000102
908,..........((..(((.....)))..))........(((.....)))......(((.....)))...(...)...,12,-5.265,13,0,0.000102
909,..........(((.(((.....))).)))................(((.(.............)))).........,10,-5.264,20,0,0.000102
910,..........(((.(((.....))).)))........((((...))))...(..(((.....)))).((...))..,16,-5.263,13,0,0.000102
911,..........(((.(((.....))).)))......((.((...))..)).....(((.....)))...(...)...,14,-5.263,7,0,0.000102
912,..........(((.(((.....))).).)).....((.(......).)).....(((.....)))..((...))..,14,-5.263,5,0,0.000102
913,..........(((.(((.....))).)).).....((.(......).)).....(((.....)))..((...))..,14,-5.263,3,0,0.000102
914,..((...)).(((.(((.....))).)))........((((...)))).((...(((.....))))).........,17,-5.262,23,0,0.000102
915,..(.....).(((.(((.....)))..))).....((.((....)).)).....(((.....)))..((...))..,16,-5.262,11,0,0.000101
916,..((...))..((.(((.....))).)).......((.(......).)).....(((.....)))..((...))..,15,-5.262,6,0,0.000101
917,..((...)).(((.(((.....))).))).......(.(.(...)).)......(((.....)))..((...))..,16,-5.261,8,0,0.000101
918,..((...)).(((.(((.....))).)))...........(...)..((((..............)))).......,13,-5.261,26,0,0.000101
919,..........(((.(((.....))).)))((((....)))).....(((..(.....).))).....((...))..,16,-5.261,25,0,0.000101
920,..........(((.(((.....))).)))...........(.((....)).)..(((.....)))..((...))..,14,-5.26,11,0,0.000101
921,....((....(((.(((.....))).)))..))..............((((...(((.....))))))).......,15,-5.259,18,0,0.000101
922,..........(((.(((.....))).)))......((.((....)).)).(...(((.....))).)((...))..,16,-5.258,4,0,0.000101
923,.(....)...(((.(((.....))).)))......((.((....)).)).((..(((.....))))).........,16,-5.257,12,0,0.000101
924,..........(((.((.......)).))).......(.(......).)......(((.....)))..((...))..,12,-5.257,4,0,0.000101
925,..........(((.(((.....)))..)))......(.(......).)......(((.....)))...(...)...,12,-5.256,11,0,0.000100
926,...(...)..(((.(((.....))).))).......(((.....(.(((..........))).)))).........,14,-5.255,26,0,0.000100
927,.....((...(((.(((.....))).)))......((.((....)).)).))..(((.....)))...........,15,-5.255,10,0,0.000100
928,..(.....).(((.(((.....))).)))((((....))))..((..((((...(((.....)))))))...))..,20,-5.255,25,0,0.000100
929,..........(((.(((.....))).)))......((.((....)).))..(..(((.....)))).((...))..,16,-5.254,4,0,0.000100
930,..........(((.(((.....))).)))......(...).......((((...(((.....))))))).......,14,-5.254,15,0,0.000100
931,..((...)).(((.(((.....))).)))........((((...))))...................((...))..,14,-5.254,21,0,0.000100
932,..........(((.(((.....))).)))........((.(....)))......(((.....)))...........,12,-5.252,13,0,0.000100
933,..........(((.(((.....))).))).......(((.....(.(((..(.....).))).)))).(...)...,15,-5.251,24,0,0.000100
934,..........(((.(((.....))).)))...........(....).((((..............)))).......,11,-5.25,21,0,0.000100
935,..........(((.(((.....))).)))........((((...)))).......((.....))....(...)...,13,-5.25,15,0,0.000099
936,....(...).(((.(((.....))).)))......((.(......).)).....(((.....)))..((...))..,15,-5.248,2,0,0.000099
937,..........(((.(((.....)))..))).....((.(......).)).....(((.....)))..(.....)..,13,-5.247,9,0,0.000099
938,..(((..............))).......((((....))))......((((...(((.....))))))).......,14,-5.247,39,0,0.000099
939,.(...)....(((.(((.....))).)))........((((...))))..((..(((.....))))).........,16,-5.247,21,0,0.000099
940,..........(((.(((.....))).)))(((......)))....(((((...........)).))).........,14,-5.247,26,0,0.000099
941,..........(((.(((.....))).)))........((((...)))).((...((.......)))).........,14,-5.246,21,0,0.000099
942,..............(((.....)))....((((....))))......((((...((.......)))))).......,13,-5.246,29,0,0.000099
943,..........(((.(((.....))).))).......(.(.(...)).)......((.......))..((...))..,13,-5.245,6,0,0.000099
944,..((...)).(((.(((.....))).)))......((.((....)).))..................((...))..,14,-5.245,12,0,0.000099
945,......(.(.(((.(((.....))).))).)).....((((...))))......(((.....)))..((...))..,17,-5.244,15,0,0.000098
946,.(...)....(((.(((.....))).)))......((.(.(...)).)).....(((.....)))...........,14,-5.243,8,0,0.000098
947,..........(((.(((.....))).)))..................(((((..(.....)..).)))).......,12,-5.242,22,0,0.000098
948,..........(((.(((.....))).)))......((.((....)).))......((.....))....(...)...,13,-5.241,6,0,0.000098
949,........(.(((.(((.....))).))).).......(.....)..((((...(((.....))))))).......,15,-5.239,17,0,0.000098
950,.....((....((.(((.....))).)))).................((((...(((.....))))))).......,14,-5.239,19,0,0.000098
951,.....(....(((.(((.....))).)))).................((((...(((.....))))))).......,14,-5.239,16,0,0.000098
952,..(.....).....(((.....)))..........((.(......).)).....(((.....)))..((...))..,12,-5.238,8,0,0.000098
953,..........(((.(((.....))).)))((((....))))......((((...(.....)....)))).......,15,-5.238,28,0,0.000097
954,..........(((.(((.....))).)))...........(...).(((..........)))..............,10,-5.237,22,0,0.000097
955,....((....(((.(((.....))).)))..))..((.(.(...)).)).....(((.....)))..((...))..,17,-5.237,6,0,0.000097
956,..........(((.(((.....))).)))......((.(......).))......(.....)...(....).....,11,-5.237,13,0,0.000097
957,..........((..(((.....)))..))........((((...))))...(..(((.....))).).........,13,-5.237,19,0,0.000097
958,.....((...(((.(((.....))).))).......)).........((((..............)))).......,12,-5.236,23,0,0.000097
959,......(.(.(((.(((.....))).))).))...((.((....)).)).....(((.....)))..((...))..,17,-5.235,6,0,0.000097
960,...(...)..(((.(((.....))).)))..................((((..............)))).......,11,-5.234,22,0,0.000097
961,..........(((.(((.....)))..))).......((((...))))..((..(((.....))))).(...)...,16,-5.233,24,0,0.000097
962,..((...)).....(((.....)))....(((......)))......((((...(((.....))))))).......,15,-5.232,29,0,0.000096
963,.....((...(((.(((.....))).)))........((((...))))..))..(((.....)))...........,15,-5.231,19,0,0.000096
964,..........((..(((.....)))..))......((.((....)).))..(..(((.....))).).........,13,-5.227,10,0,0.000096
965,..........(((.(((.....))).)))........(((.....)))...............(.....)......,10,-5.226,20,0,0.000096
966,..........(((.(((.....))).)))......((.(.(...)..((((...(((.....))))))).).))..,17,-5.226,17,0,0.000095
967,.....((...(((.(((.....))).)))........(((.....)))..))..(((.....)))..((...))..,16,-5.225,13,0,0.000095
968,..........(((.(((.....))).)))...........(...)..((((...(.....)....)))).......,12,-5.224,23,0,0.000095
969,..........((..(((.....)))..))(((......)))......((((...(((.....))))))).......,15,-5.224,21,0,0.000095
970,..........(((.(((.....))).)))......((.((....)).))((..............)).........,12,-5.223,16,0,0.000095
971,..........(((.(((.....))).))).........(.....).........(((.....)))...(...)...,11,-5.223,9,0,0.000095
972,..........(((.((.......)).))).........(.....)..((((...(((.....))))))).......,13,-5.22,17,0,0.000095
973,..........(((.(((.....))).))).........((..........))..(((.....)))..((...))..,13,-5.219,9,0,0.000094
974,..........(((.(((.....))).)))...........(((...(((..(.....).))))))..((...))..,15,-5.217,21,0,0.000094
975,..........(((.(((.....))).)))......((..((...)).)).....(((.....)))...........,13,-5.216,9,0,0.000094
976,.....((....((.(((.....))).)))).....((.(.(...)).)).....(((.....)))..((...))..,16,-5.216,7,0,0.000094
977,.....(....(((.(((.....))).)))).....((.(.(...)).)).....(((.....)))..((...))..,16,-5.216,4,0,0.000094
978,..........(((.(((.....))).)))........(((.....)))...............(....).......,10,-5.215,19,0,0.000094
979,..........(((.(((.....))).)))((((....))))...(.(((..........))).)............,14,-5.215,28,0,0.000094
980,..........(((.(.........).)))......((.(......).)).....(((.....)))..((...))..,12,-5.214,4,0,0.000094
981,..........(((.(((.....)))..)))......(.((....)).)......(((.....)))...........,12,-5.214,15,0,0.000094
982,......(...(((.(((.....))).)))..).....((((...))))......(((.....)))...(...)...,15,-5.214,15,0,0.000094
983,........(.(((.(((.....))).))).)......(((.....)))......(((.....)))...(...)...,14,-5.213,13,0,0.000093
984,.....((.(((...(((.....)))....((((....))))))).))((((...(((.....))))))).......,19,-5.212,35,0,0.000093
985,..........(((.(((.....))).)))......((..(.....).)).....(((.....)))..((...))..,14,-5.211,3,0,0.000093
986,..((...)).(((.(((.....))).))).......(.(......).)......(((.....)))...(...)...,14,-5.21,8,0,0.000093
987,..(.....).(((.(((.....))).)))........((((...))))......((.......))..((...))..,15,-5.21,15,0,0.000093
988,..........(((.(((.....))).)))(((......)))...(..((((...(((.....)))))))...)...,17,-5.21,20,0,0.000093
989,...........((.(((.....))).)).......((.(......).))..(..(((.....))).).........,12,-5.209,8,0,0.000093
990,..........(((.(((.....))).)))......((.(......).))..(..(((.....))))..(...)...,14,-5.208,4,0,0.000093
991,..........((..(((.....)))..))......((.(......).)).((..(((.....))))).........,13,-5.208,10,0,0.000093
992,..........(((.(((.....))).)))........((((...))))............(....).((...))..,13,-5.208,19,0,0.000093
993,..........(((.(((.....))).))).(...)..((((...))))......(((.....)))..((...))..,16,-5.207,13,0,0.000093
994,.(....)...(((.(((.....))).)))......((.(......).))..................((...))..,12,-5.207,8,0,0.000093
995,..........(((.(((.....))).)))(((......)))....(.((((...(((.....)))))))...)...,17,-5.207,19,0,0.000092
996,.(....)...(((.(((.....))).)))........((.......))......(((.....)))..((...))..,14,-5.206,10,0,0.000092
997,..((((.(........).))))...............((((...))))......(((.....)))..((...))..,14,-5.206,32,0,0.000092
998,...(...)..(((.(((.....))).)))......((.(......).)).....((.......))..((...))..,14,-5.205,4,0,0.000092
999,...........((.(((.....))).)).........(((.....)))......(((.....)))...........,11,-5.205,15,0,0.000092
1000,......(...(((.(((.....))).)))..)...((.((....)).)).....(((.....)))...(...)...,15,-5.205,6,0,0.000092
1001,......(...(((.(((.....))).)))..)........(...)..((((...(((.....))))))).......,15,-5.204,18,0,0.000092
1002,..........(((.(((.....))).))).......(((.....(.(((..(.....).))).))))((...))..,16,-5.203,22,0,0.000092
1003,..(.....).(((.(((.....))).))).(((....))).......((((...(((.....))))))).......,17,-5.203,21,0,0.000092
1004,..((...)).(((.(((.....))).)))......((.(......).)).....(((.....)))..(.....)..,15,-5.202,6,0,0.000092
1005,..(.....).(((.(((.....))).)))......((.((....)).)).....((.......))..((...))..,15,-5.2,6,0,0.000091
1006,......(...(((.(((.....))).)))).......((((...))))......(((.....)))..((...))..,16,-5.2,13,0,0.000091
1007,..........(((.(((.....))).))).........((...)).........(((.....)))...........,11,-5.199,13,0,0.000091
1008,..........(((.(((.....)))..))).......((((...))))..(...(((.....))).).........,14,-5.199,24,0,0.000091
1009,..........(((.(((.....))).)))......((.((....)).))...........(....).((...))..,13,-5.199,10,0,0.000091
1010,..((((.(........).)))).............((.((....)).)).....(((.....)))..((...))..,14,-5.196,23,0,0.000091
1011,..........(((.(((.....))).)))..((....))......(((.(.(.(.....).).)))).........,14,-5.196,27,0,0.000091
1012,..............(((.....)))..........((.(.(...)).)).....(((.....)))...(...)...,11,-5.195,10,0,0.000091
1013,..........(((.(((.....))).))).......(.(......).)......((.......))...(...)...,11,-5.194,6,0,0.000090
1014,..........(((.((.......)).)))........(((.....)))......(((.....)))...(...)...,12,-5.194,13,0,0.000090
1015,..........(((.(((.....))).)))..............((..((((....((.....)).))))...))..,14,-5.194,18,0,0.000090
1016,...........((.(((.....))).)).((((....))))......((((..............)))).......,13,-5.194,29,0,0.000090
1017,..............(((.....))).....(((....))).......((((...(((.....))))))).......,13,-5.194,25,0,0.000090
