,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
22,..........(((.(((.....))).)))........((((...))))...(..(((.....))).).........,14,-7.353,17,0,0.003461
23,..........(((.(((.....))).)))......((.((....)).))..(..(((.....))).).........,14,-7.344,8,0,0.003407
24,..........(((.(((.....))).)))(((......)))......((((...(((.....))))))).......,16,-7.34,19,0,0.003386
25,..........(((.(((.....))).)))......((.(......).)).((..(((.....))))).........,14,-7.325,8,0,0.003300
26,..........(((.(((.....))).)))..............((..((((...(((.....)))))))...))..,15,-7.228,16,0,0.002801
27,..........(((.(((.....))).))).......(.((....)).)......(((.....)))..((...))..,14,-7.222,4,0,0.002774
28,..........(((.(((.....))).))).........((...))..((((...(((.....))))))).......,15,-7.203,17,0,0.002686
29,..........(((.(((.....))).)))........(((.....)))..((..(((.....))))).........,14,-7.181,17,0,0.002590
30,..........(((.(((.....)))..))).....((.(......).)).....(((.....)))..((...))..,14,-7.176,7,0,0.002566
31,..........(((.(((.....))).))).......(((.....(.(((..........))).)))).........,13,-7.165,24,0,0.002517
32,..........(((.(((.....))).)))..................((((..............)))).......,10,-7.143,20,0,0.002428
33,..((...)).(((.(((.....))).)))......((.(......).)).....(((.....)))..((...))..,16,-7.13,4,0,0.002376
34,..........(((.(((.....))).)))......((.(......).)).....((.......))..((...))..,13,-7.114,2,0,0.002312
35,..........(((.(((.....))).)))......((.((....)).)).((..(((.....))))).........,15,-7.103,10,0,0.002267
36,..........(((.(((.....))).)))......((.(......).))..................((...))..,11,-7.053,6,0,0.002084
37,..........(((.(((.....))).)))........((.......))......(((.....)))..((...))..,13,-7.052,8,0,0.002080
38,..........(((.(((.....))).)))..((....))........((((...(((.....))))))).......,15,-7.038,17,0,0.002033
39,..(.....).(((.(((.....))).)))......((.(......).)).....(((.....)))..((...))..,15,-7.025,2,0,0.001988
40,..........(((.(((.....))).))).......(.(......).)......(((.....)))...........,11,-6.977,6,0,0.001833
41,..........(((.(((.....))).)))......((.(.(...)).))..(..(((.....))).).........,14,-6.969,8,0,0.001809
42,..........(((.(((.....)))..))).......((((...))))......(((.....)))..((...))..,15,-6.963,18,0,0.001791
43,..........(((.(((.....)))..))).....((.((....)).)).....(((.....)))..((...))..,15,-6.953,9,0,0.001763
44,..........(((.(((.....))).)))((((....))))..((..((((...(((.....)))))))...))..,19,-6.946,23,0,0.001741
45,..((...)).(((.(((.....))).)))........((((...))))......(((.....)))..((...))..,17,-6.917,15,0,0.001658
46,..((...)).(((.(((.....))).)))......((.((....)).)).....(((.....)))..((...))..,17,-6.908,6,0,0.001633
47,..........(((.(((.....))).)))........((((...))))......((.......))..((...))..,14,-6.901,13,0,0.001614
48,..........(((.(((.....))).))).(((....))).......((((...(((.....))))))).......,16,-6.894,19,0,0.001596
49,..........(((.(((.....))).)))......((.((....)).)).....((.......))..((...))..,14,-6.892,4,0,0.001588
50,..........(((.(((.....))).)))........(((.....)))...(..(((.....))).).........,13,-6.88,15,0,0.001558
51,.(....)...(((.(((.....))).)))......((.(......).)).....(((.....)))..((...))..,15,-6.871,2,0,0.001533
52,..........(((.(((.....))).)))((((....))))......((((..............)))).......,14,-6.861,27,0,0.001509
53,..........(((.(((.....))).)))........((((...)))).((...(((.....))))).........,15,-6.848,19,0,0.001475
54,..............(((.....)))....((((....))))......((((...(((.....))))))).......,14,-6.848,27,0,0.001474
55,..........(((.(((.....))).))).......(.(.(...)).)......(((.....)))..((...))..,14,-6.847,4,0,0.001473
56,..........(((.(((.....))).)))...........(...)..((((..............)))).......,11,-6.847,22,0,0.001473
57,..........(((.(((.....))).)))........((((...))))...................((...))..,12,-6.84,17,0,0.001454
58,..........(((.(((.....))).)))......((.((....)).))..................((...))..,12,-6.83,8,0,0.001432
59,..(.....).(((.(((.....))).)))........((((...))))......(((.....)))..((...))..,16,-6.812,13,0,0.001387
60,...(...)..(((.(((.....))).)))......((.(......).)).....(((.....)))..((...))..,15,-6.807,2,0,0.001376
61,..(.....).(((.(((.....))).)))......((.((....)).)).....(((.....)))..((...))..,16,-6.802,4,0,0.001366
62,..........(((.(((.....))).))).......(.(......).)......(((.....)))...(...)...,12,-6.796,4,0,0.001351
63,..........(((.(((.....))).)))......((.(......).)).....(((.....)))..(.....)..,13,-6.787,2,0,0.001332
64,..........(((.(((.....))).)))........((((...))))..((..(((.....))))).(...)...,16,-6.773,17,0,0.001300
65,..........(((.(((.....))).))).......(.((....)).)......(((.....)))...........,12,-6.754,8,0,0.001259
66,..........(((.(((.....))).)))........((((...))))..(...(((.....))).).........,14,-6.739,17,0,0.001227
67,..........(((.(((.....))).)))......((.(.(...)).)).((..(((.....))))).........,15,-6.727,10,0,0.001204
68,..........(((.(((.....))).)))........((((...))))..((..(((.....)))))((...))..,17,-6.725,15,0,0.001199
69,..........(((.(((.....)))..))).....((.(......).)).....(((.....)))...........,12,-6.708,11,0,0.001165
70,..........(((.(((.....))).)))......((.(......).))..(..(((.....))).).(...)...,14,-6.685,4,0,0.001120
71,..((...)).(((.(((.....))).)))......((.(......).)).....(((.....)))...........,14,-6.663,8,0,0.001079
72,.(....)...(((.(((.....))).)))........((((...))))......(((.....)))..((...))..,16,-6.658,13,0,0.001070
73,..........(((.(((.....))).)))..................(((....(((.....))).))).......,12,-6.649,12,0,0.001054
74,.(....)...(((.(((.....))).)))......((.((....)).)).....(((.....)))..((...))..,16,-6.648,4,0,0.001053
75,..........(((.(((.....))).)))......((.(......).)).....((.......))...........,11,-6.646,6,0,0.001050
76,..........(((.(((.....))).)))......((.(......).))..(..(((.....))).)((...))..,15,-6.637,2,0,0.001033
77,..........(((.(((.....))).)))......((.(......).)).....(((.....)))(....).....,13,-6.635,6,0,0.001029
78,..........(((.(((.....))).))).........................(((.....)))..((...))..,11,-6.605,6,0,0.000978
79,..........(((.(((.....)))..))).................((((...(((.....))))))).......,13,-6.601,21,0,0.000972
80,..........((..(((.....)))..))......((.(......).)).....(((.....)))..((...))..,13,-6.599,2,0,0.000970
81,..........(((.(((.....))).))).......(.(......).)..((..(((.....))))).........,13,-6.596,10,0,0.000964
82,..........(((.(((.....))).)))........((((...))))(((...(((.....))))))........,16,-6.595,19,0,0.000963
83,...(...)..(((.(((.....))).)))........((((...))))......(((.....)))..((...))..,16,-6.594,13,0,0.000961
84,..........(((.(((.....))).)))........((.(...).))......(((.....)))..((...))..,14,-6.587,10,0,0.000949
85,..........(((.(((.....))).)))......((.(......).))...........................,9,-6.585,10,0,0.000946
86,...(...)..(((.(((.....))).)))......((.((....)).)).....(((.....)))..((...))..,16,-6.584,4,0,0.000946
87,..........(((.(((.....))).)))........((.......))......(((.....)))...........,11,-6.584,12,0,0.000944
88,..........(((.(((.....)))..))).....((.(.(...)).)).....(((.....)))..((...))..,15,-6.578,9,0,0.000936
89,..........(((.(((.....))).))).................(((..........))).....((...))..,11,-6.575,16,0,0.000931
90,..........(((.(((.....))).)))........((((...))))......(((.....)))..(.....)..,14,-6.574,13,0,0.000929
91,..........(((.(((.....))).))).......(.((....)).)......(((.....)))...(...)...,13,-6.574,6,0,0.000928
92,..........(((.(((.....))).)))......((.((....)).)).....(((.....)))..(.....)..,14,-6.565,4,0,0.000915
93,..(.....).(((.(((.....))).)))......((.(......).)).....(((.....)))...........,13,-6.557,6,0,0.000902
94,..((...)).(((.(((.....))).)))..................((((...(((.....))))))).......,15,-6.555,18,0,0.000900
95,........(.(((.(((.....))).))).)....((.(......).)).....(((.....)))..((...))..,15,-6.547,2,0,0.000888
96,..........(((.(((.....))).)))..................((((...((.......)))))).......,12,-6.539,16,0,0.000876
97,..((...)).(((.(((.....))).)))......((.(.(...)).)).....(((.....)))..((...))..,17,-6.533,6,0,0.000867
98,..........(((.((.......)).)))......((.(......).)).....(((.....)))..((...))..,13,-6.529,2,0,0.000861
99,..........(((.(((.....)))..))).....((.(......).)).....(((.....)))...(...)...,13,-6.527,9,0,0.000859
100,..........(((.(((.....))).)))..(......)........((((...(((.....))))))).......,14,-6.519,15,0,0.000847
101,..........(((.(((.....))).)))......((.(.(...)).)).....((.......))..((...))..,14,-6.517,4,0,0.000843
102,..........(((.(((.....)))..))).......((((...))))......(((.....)))...........,13,-6.495,22,0,0.000813
103,..........(((.(((.....)))..))).......(((.....)))......(((.....)))..((...))..,14,-6.49,16,0,0.000806
104,..........(((.(((.....)))..))).....((.((....)).)).....(((.....)))...........,13,-6.486,13,0,0.000800
105,..((...)).(((.(((.....))).)))......((.(......).)).....(((.....)))...(...)...,15,-6.482,6,0,0.000795
106,..........(((.(((.....))).)))........((((...))))...(..(((.....))).).(...)...,15,-6.472,15,0,0.000782
107,..........(((.(((.....))).)))......((.(......).)).....((.......))...(...)...,12,-6.466,4,0,0.000774
108,..........(((.(((.....))).)))......((.((....)).))..(..(((.....))).).(...)...,15,-6.463,6,0,0.000770
109,..........(((.(((.....))).)))......((.(.(...)).))..................((...))..,12,-6.455,8,0,0.000760
110,..(.....).(((.(((.....))).)))..................((((...(((.....))))))).......,14,-6.45,16,0,0.000753
111,..((...)).(((.(((.....))).)))........((((...))))......(((.....)))...........,15,-6.449,19,0,0.000753
112,..((...)).(((.(((.....))).)))........(((.....)))......(((.....)))..((...))..,16,-6.444,13,0,0.000746
113,..........(((.(((.....))).)))......((.(......).)).((..(((.....))))).(...)...,15,-6.444,6,0,0.000746
114,..........(((.(((.....))).)))......((.(......).))((...(((.....))))).........,14,-6.444,8,0,0.000745
115,..............(((.....)))..........((.(......).)).....(((.....)))..((...))..,11,-6.441,6,0,0.000743
116,..((...)).(((.(((.....))).)))......((.((....)).)).....(((.....)))...........,15,-6.44,10,0,0.000741
117,..........(((.(((.....))).)))........((((...))))......((.......))...........,12,-6.433,17,0,0.000733
118,..........(((.(((.....))).)))........(((.....)))......((.......))..((...))..,13,-6.428,11,0,0.000726
119,..........(((.(((.....))).)))(((......)))..((..((((...(((.....)))))))...))..,18,-6.427,21,0,0.000725
120,..(.....).(((.(((.....))).)))......((.(.(...)).)).....(((.....)))..((...))..,16,-6.427,4,0,0.000725
121,..........(((.(((.....))).)))........((((...))))...(..(((.....))).)((...))..,16,-6.424,13,0,0.000721
122,..........(((.(((.....))).)))......((.((....)).)).....((.......))...........,12,-6.424,8,0,0.000721
123,..........(((.(((.....))).)))........((((...))))......(((.....)))(....).....,14,-6.422,17,0,0.000718
124,..........(((.(((.....))).)))......((.((....)).))..(..(((.....))).)((...))..,16,-6.415,4,0,0.000710
125,..........(((.(((.....))).)))......((.((....)).)).....(((.....)))(....).....,14,-6.412,8,0,0.000707
126,..........(((.(((.....))).))).........(.....)..((((..............)))).......,11,-6.41,21,0,0.000704
127,..........(((.(((.....))).)))......((.(......).)).(...(((.....))).).........,13,-6.409,6,0,0.000704
128,..((((............)))).......((((....))))......((((...(((.....))))))).......,15,-6.407,41,0,0.000701
129,..........(((.(((.....))).)))......((.(......).))...................(...)...,10,-6.404,8,0,0.000697
130,..........(((.(((.....))).)))........((.......))......(((.....)))...(...)...,12,-6.403,10,0,0.000696
131,.(....)...(((.(((.....))).)))......((.(......).)).....(((.....)))...........,13,-6.403,6,0,0.000696
132,..........(((.(((.....))).)))......((.(......).)).((..(((.....)))))((...))..,16,-6.396,4,0,0.000688
133,..........((..(((.....)))..))........((((...))))......(((.....)))..((...))..,14,-6.386,13,0,0.000677
134,..........(((.(((.....))).))).......(.(.(...)).)......(((.....)))...........,12,-6.379,8,0,0.000669
135,..........((..(((.....)))..))......((.((....)).)).....(((.....)))..((...))..,14,-6.377,4,0,0.000666
136,..(.....).(((.(((.....))).)))......((.(......).)).....(((.....)))...(...)...,14,-6.376,4,0,0.000665
137,..........(((.(((.....))).))).((......)).......((((...(((.....))))))).......,15,-6.375,17,0,0.000665
138,..........(((.(((.....))).)))........(((.....))).((...(((.....))))).........,14,-6.375,17,0,0.000664
139,..........(((.(((.....))).))).......(.((....)).)..((..(((.....))))).........,14,-6.374,12,0,0.000663
140,..........(((.(((.....))).)))........((((...))))............................,10,-6.372,21,0,0.000660
141,..........(((.(((.....))).)))((((....))))......(((....(((.....))).))).......,16,-6.367,19,0,0.000655
142,..........(((.(((.....))).)))........(((.....)))...................((...))..,11,-6.366,15,0,0.000654
143,..........(((.(((.....))).)))......((.((....)).))...........................,10,-6.362,12,0,0.000650
144,...........((.(((.....))).)).......((.(......).)).....(((.....)))..((...))..,13,-6.359,2,0,0.000646
145,..........(((.(((.....))).)))...........(...)..(((....(((.....))).))).......,13,-6.352,14,0,0.000639
146,..(.....).(((.(((.....))).)))........((((...))))......(((.....)))...........,14,-6.344,17,0,0.000630
147,..........(((.(((.....))).)))(((......)))......((((..............)))).......,13,-6.342,25,0,0.000629
148,...(...)..(((.(((.....))).)))......((.(......).)).....(((.....)))...........,13,-6.339,6,0,0.000625
149,..(.....).(((.(((.....))).)))........(((.....)))......(((.....)))..((...))..,15,-6.338,11,0,0.000624
150,..(.....).(((.(((.....))).)))......((.((....)).)).....(((.....)))...........,14,-6.334,8,0,0.000620
151,........(.(((.(((.....))).))).)......((((...))))......(((.....)))..((...))..,16,-6.334,13,0,0.000620
152,..........(((.(((.....))).))).........(((...)))((((...(((.....))))))).......,16,-6.334,18,0,0.000620
153,..............(((.....)))....(((......)))......((((...(((.....))))))).......,13,-6.329,25,0,0.000614
154,........(.(((.(((.....))).))).)....((.((....)).)).....(((.....)))..((...))..,16,-6.325,4,0,0.000610
155,..........(((.(((.....))).)))((((....)))).............(((.....)))..((...))..,15,-6.323,13,0,0.000608
156,..........(((.((.......)).)))........((((...))))......(((.....)))..((...))..,14,-6.316,13,0,0.000601
157,..........(((.(((.....)))..))).......((((...))))......(((.....)))...(...)...,14,-6.314,20,0,0.000599
158,..........(((.(((.....))).)))...........(...).........(((.....)))..((...))..,12,-6.308,8,0,0.000593
159,.(...)....(((.(((.....))).)))......((.(......).)).....(((.....)))..((...))..,15,-6.308,2,0,0.000593
160,..........(((.((.......)).)))......((.((....)).)).....(((.....)))..((...))..,14,-6.306,4,0,0.000591
161,..........(((.(((.....)))..))).....((.((....)).)).....(((.....)))...(...)...,14,-6.305,11,0,0.000590
162,..........(((.(((.....)))..)))..........(...)..((((...(((.....))))))).......,14,-6.305,23,0,0.000590
163,..........(((.(((.....))).)))........(((.....)))..((..(((.....))))).(...)...,15,-6.3,15,0,0.000585
164,..........(((.(((.....))).)))................(((.(.(.(.....).).)))).........,12,-6.299,24,0,0.000584
165,.(....)...(((.(((.....))).)))..................((((...(((.....))))))).......,14,-6.296,16,0,0.000581
166,..........(((.(((.....))).))).......(.(......).)...(..(((.....))).).........,12,-6.295,8,0,0.000580
167,..........(((.(((.....))).)))((((....)))).....(((..........))).....((...))..,15,-6.293,23,0,0.000579
168,..........(((.(((.....))).))).......(((.....(.(((..........))).)))).(...)...,14,-6.283,22,0,0.000569
169,..........(((.(((.....))).)))......((.(......).))............(.(....).).....,11,-6.277,12,0,0.000563
170,..((...)).(((.(((.....))).)))((((....))))......((((...(((.....))))))).......,19,-6.274,25,0,0.000560
171,.(....)...(((.(((.....))).)))......((.(.(...)).)).....(((.....)))..((...))..,16,-6.273,4,0,0.000559
172,..((...)).(((.(((.....))).)))........((((...))))......(((.....)))...(...)...,16,-6.269,17,0,0.000555
173,..........(((.(((.....))).)))........(((.....)))..(...(((.....))).).........,13,-6.266,15,0,0.000552
174,..((...)).(((.(((.....))).)))......((.((....)).)).....(((.....)))...(...)...,16,-6.259,8,0,0.000546
175,..((...)).(((.(((.....))).)))...........(...)..((((...(((.....))))))).......,16,-6.259,20,0,0.000546
176,..........(((.(((.....))).)))((((....))))......((((...((.......)))))).......,16,-6.257,23,0,0.000544
177,..........(((.(((.....))).)))........((((...))))......((.......))...(...)...,13,-6.253,15,0,0.000540
178,..........(((.(((.....))).)))........(((.....)))..((..(((.....)))))((...))..,16,-6.252,13,0,0.000540
179,..........(((.(((.....))).)))...........(((...(((..........))))))..((...))..,14,-6.249,19,0,0.000537
180,..........(((.(((.....))).)))...........(....).((((...(((.....))))))).......,14,-6.248,15,0,0.000536
181,..........(((.(((.....))).)))......((.((....)).)).....((.......))...(...)...,13,-6.243,6,0,0.000532
182,..........(((.(((.....))).)))...........(...)..((((...((.......)))))).......,13,-6.243,18,0,0.000531
183,..........(((.(((.....))).))).......(((.....(.(((..........))).))))((...))..,15,-6.235,20,0,0.000525
184,.....((...(((.(((.....))).))).......)).........((((...(((.....))))))).......,15,-6.234,17,0,0.000523
185,...(...)..(((.(((.....))).)))..................((((...(((.....))))))).......,14,-6.232,16,0,0.000521
186,..........(((.(((.....))).)))..............((..((((..............))))...))..,12,-6.23,22,0,0.000520
187,..............(((.....)))............((((...))))......(((.....)))..((...))..,12,-6.228,17,0,0.000518
188,.(....)...(((.(((.....))).)))......((.(......).)).....(((.....)))...(...)...,14,-6.222,4,0,0.000513
189,..........((..(((.....)))...)).....((.(......).)).....(((.....)))..((...))..,13,-6.222,7,0,0.000512
190,..........(((.(((.....))).)))......((.((....)).)).((..(((.....))))).(...)...,16,-6.221,8,0,0.000512
191,..........(((.(((.....))).)))......((.((....)).))((...(((.....))))).........,15,-6.221,10,0,0.000512
192,..........(((.(((.....))).)))................(((................))).........,9,-6.219,19,0,0.000510
193,..............(((.....)))..........((.((....)).)).....(((.....)))..((...))..,12,-6.219,8,0,0.000510
194,...(...)..(((.(((.....))).)))......((.(.(...)).)).....(((.....)))..((...))..,16,-6.209,4,0,0.000502
195,..........(((.(((.....))).))).........((...))..((((..............)))).......,12,-6.205,23,0,0.000499
196,..........(((.(((.....))).)))........((.......))..((..(((.....))))).........,13,-6.203,16,0,0.000497
197,..........(((.(((.....))).))).......(((.....(.((............)).)))).........,12,-6.201,23,0,0.000495
198,..........(((.(((.....))).)))......((.(......).))......(.....).....((...))..,12,-6.2,7,0,0.000494
199,..........(((.(((.....))).)))........((((...))))..((.............)).........,12,-6.199,25,0,0.000493
200,..........(((.(((.....))).))).......(.(.(...)).)......(((.....)))...(...)...,13,-6.198,6,0,0.000493
201,..........(((.(((.....))).)))........((((...))))..((...((.....)).)).........,14,-6.197,21,0,0.000492
202,...........((.(((.....))).)).((((....))))......((((...(((.....))))))).......,16,-6.191,23,0,0.000487
203,..........(((.(((.....))).)))........((((...))))....................(...)...,11,-6.191,19,0,0.000487
204,..........(((.(((.....))).)))......((.(.(...)).)).....(((.....)))..(.....)..,14,-6.19,4,0,0.000486
205,.(....)...(((.(((.....))).)))........((((...))))......(((.....)))...........,14,-6.19,17,0,0.000486
206,..........(((.(((.....))).)))......((.((....)).)).(...(((.....))).).........,14,-6.187,8,0,0.000484
207,.(....)...(((.(((.....))).)))........(((.....)))......(((.....)))..((...))..,15,-6.184,11,0,0.000481
208,..........(((.(((.....))).)))......((.((....)).))...................(...)...,11,-6.182,10,0,0.000479
209,.(....)...(((.(((.....))).)))......((.((....)).)).....(((.....)))...........,14,-6.18,8,0,0.000478
210,..........(((.(((.....))).)))......((.((....)).)).((..(((.....)))))((...))..,17,-6.173,6,0,0.000472
211,..(.....).(((.(((.....))).)))((((....))))......((((...(((.....))))))).......,18,-6.168,23,0,0.000468
212,..(.....).(((.(((.....))).)))........((((...))))......(((.....)))...(...)...,15,-6.163,15,0,0.000464
213,...(...)..(((.(((.....))).)))......((.(......).)).....(((.....)))...(...)...,14,-6.158,4,0,0.000461
214,..(.....).(((.(((.....))).)))......((.((....)).)).....(((.....)))...(...)...,15,-6.154,6,0,0.000457
215,..(.....).(((.(((.....))).)))...........(...)..((((...(((.....))))))).......,15,-6.153,18,0,0.000457
216,..........(((.(((.....))).)))((((....)))).(((..((((...(((.....)))))))...))).,20,-6.148,25,0,0.000453
217,...........((.(((.....))).)).........((((...))))......(((.....)))..((...))..,14,-6.146,13,0,0.000451
218,..........(((..((.....))..)))......((.(......).)).....(((.....)))..((...))..,13,-6.137,2,0,0.000445
219,..........(((.(((.....))).))).........................(((.....)))...........,9,-6.137,10,0,0.000444
220,...........((.(((.....))).)).......((.((....)).)).....(((.....)))..((...))..,14,-6.137,4,0,0.000444
221,..........(((.(((.....))).))).......(((.....(.(((..(.....).))).)))).........,14,-6.132,26,0,0.000441
222,..........((..(((.....)))..))......((.(......).)).....(((.....)))...........,11,-6.132,6,0,0.000440
223,..........(((.(((.....))).))).............(((..((((...(((.....)))))))...))).,16,-6.131,18,0,0.000440
224,...(...)..(((.(((.....))).)))........((((...))))......(((.....)))...........,14,-6.126,17,0,0.000436
225,..........(((.(((.....))).)))..((....))....((..((((...(((.....)))))))...))..,17,-6.125,19,0,0.000435
226,..........(((.(((.....))).)))......((.((.......((((...(((.....))))))))).))..,17,-6.123,17,0,0.000434
227,..........(((.(((.....))).)))........(((.....)))(((...(((.....))))))........,15,-6.122,17,0,0.000433
228,...(...)..(((.(((.....))).)))........(((.....)))......(((.....)))..((...))..,15,-6.121,11,0,0.000432
229,..........(((.(((.....))).)))........((.(...).))......(((.....)))...........,12,-6.119,14,0,0.000431
230,...(...)..(((.(((.....))).)))......((.((....)).)).....(((.....)))...........,14,-6.117,8,0,0.000429
231,..........(((.(((.....))).)))......((.(.....)..)).....(((.....)))..((...))..,14,-6.115,3,0,0.000429
232,..........(((.(((.....)))..))).......((((...))))..((..(((.....))))).........,15,-6.114,26,0,0.000428
233,..........(((.(((.....))).)))......((.(......).))......((.....))...((...))..,13,-6.112,2,0,0.000426
234,..........(((.(((.....)))..))).....((.(.(...)).)).....(((.....)))...........,13,-6.11,13,0,0.000425
235,..........(((.(((.....))).))).................(((..........)))..............,9,-6.107,20,0,0.000423
236,..........(((.(((.....))).)))..................((((....((.....)).)))).......,12,-6.107,16,0,0.000422
237,..........(((.(((.....))).)))........(((.....)))......(((.....)))..(.....)..,13,-6.101,11,0,0.000418
238,.(...)....(((.(((.....))).)))........((((...))))......(((.....)))..((...))..,16,-6.095,13,0,0.000414
239,..........(((.(((.....))).)))......((..........)).....(((.....)))..((...))..,13,-6.093,2,0,0.000412
240,..........(((.(((.....))).)))......((.(......).))................(....).....,10,-6.09,12,0,0.000410
241,..........(((.(((.....))).)))......((.(.(...)).))..(..(((.....))).).(...)...,15,-6.087,6,0,0.000409
242,.(...)....(((.(((.....))).)))......((.((....)).)).....(((.....)))..((...))..,16,-6.086,4,0,0.000408
243,........(.(((.(((.....))).))).)....((.(......).)).....(((.....)))...........,13,-6.079,6,0,0.000403
244,......(...(((.(((.....))).)))..)...((.(......).)).....(((.....)))..((...))..,15,-6.076,2,0,0.000401
245,..........(((.(((.....))).)))......((.(......).)).....(((.....))).(...).....,13,-6.073,6,0,0.000399
246,..........(((.(((.....))).))).......(.((....)).)...(..(((.....))).).........,13,-6.072,10,0,0.000398
247,..((...)).(((.(((.....))).)))........((((...))))..((..(((.....))))).........,17,-6.069,23,0,0.000396
248,..........(((.(((.....))).)))............((....((((...(((.....)))))))..))...,15,-6.067,17,0,0.000395
249,..((...)).(((.(((.....))).)))......((.(.(...)).)).....(((.....)))...........,15,-6.065,10,0,0.000393
250,..........(((.(((.....))).)))........((((...)))).............(.(....).).....,12,-6.064,23,0,0.000393
251,..........(((.((.......)).)))......((.(......).)).....(((.....)))...........,11,-6.061,6,0,0.000391
252,..........(((.(((.....))).))).........(......).((((...(((.....))))))).......,14,-6.061,12,0,0.000391
253,..........(((.(((.....))).)))......((.((....)).))............(.(....).).....,12,-6.055,14,0,0.000387
254,..........(((.(((.....))).)))........((((...))))..((..((.......)))).........,14,-6.053,21,0,0.000385
255,..........(((.(((.....))).)))......((.(.(...)).)).....((.......))...........,12,-6.049,8,0,0.000383
256,..........(((.(((.....))).)))................(((((...........)).))).........,11,-6.047,21,0,0.000382
257,..........(((.(((.....))).)))..((....)).(...)..((((...(((.....))))))).......,16,-6.041,19,0,0.000378
258,..........(((.(((.....))).)))..((....))........((((..............)))).......,12,-6.04,23,0,0.000377
259,..........(((.(((.....))).)))......((.(.(...)).))..(..(((.....))).)((...))..,16,-6.04,4,0,0.000377
260,..........(((.(((.....))).)))......((.(.(...)).)).....(((.....)))(....).....,14,-6.037,8,0,0.000375
261,..........(((.(((.....)))..))).....((.(......).))..(..(((.....))).).........,13,-6.026,13,0,0.000369
262,..........((..(((.....)))..))..................((((...(((.....))))))).......,12,-6.024,16,0,0.000367
263,..........(((.(((.....)))..))).......(((.....)))......(((.....)))...........,12,-6.022,20,0,0.000366
264,..........(((.(((.....))).)))((((....))))....(((.(.(.(.....).).)))).........,16,-6.017,31,0,0.000363
265,.(....)...(((.(((.....))).)))((((....))))......((((...(((.....))))))).......,18,-6.014,23,0,0.000361
266,..........(((.(((.....))).)))...............(..((((...(((.....)))))))...)...,14,-6.01,15,0,0.000359
267,.(....)...(((.(((.....))).)))........((((...))))......(((.....)))...(...)...,15,-6.009,15,0,0.000358
268,..........(((.(((.....))).)))......((.(......).))..(.(.....).).....((...))..,13,-6.009,10,0,0.000358
269,..........((..(((.....)))...)).......((((...))))......(((.....)))..((...))..,14,-6.008,18,0,0.000358
270,..........(((.(((.....))).)))................(.((((...(((.....)))))))...)...,14,-6.007,14,0,0.000357
271,..........((..(((.....)))..))......((.(.(...)).)).....(((.....)))..((...))..,14,-6.002,4,0,0.000354
272,..((((............)))).............((.(......).)).....(((.....)))..((...))..,12,-6.0,20,0,0.000353
273,.(....)...(((.(((.....))).)))......((.((....)).)).....(((.....)))...(...)...,15,-6.0,6,0,0.000352
274,.(....)...(((.(((.....))).)))...........(...)..((((...(((.....))))))).......,15,-5.999,18,0,0.000352
