,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
34,.......((.((((....((...(((((....((((.......))))..........)))))..)))))).))...,17,-6.636,37,0,0.001424
35,..........((((......))))........((((.......)))).....(((....)))..............,11,-6.621,8,0,0.001388
36,..........((((......))))..........(((.........)))...(((....)))..............,10,-6.587,17,0,0.001310
37,..((...)).((((......))))......(.(((((.....))))).)...(((....))).....((...))..,17,-6.586,4,0,0.001309
38,..........((((......))))........(((((.....)))))..(((.(((..........))).)))...,15,-6.579,19,0,0.001294
39,..........((((.........(((((....(((((.....)))))..........)))))....))))......,14,-6.574,28,0,0.001281
40,..........((((......))))......(.((((.......)))).)..((((....))))....((...))..,15,-6.566,4,0,0.001264
41,..........((((......))))...(((...)))..........(((((((....))).))))..((...))..,16,-6.522,30,0,0.001175
42,..........((((......))))........(((((.....)))))....((((....)))).....(...)...,14,-6.511,6,0,0.001153
43,..........((((......))))........(((((.....)))))..(.((((....))))...).........,14,-6.507,10,0,0.001145
44,.......((.((((.........(((((....((((.......))))..........)))))....)))).))...,15,-6.505,33,0,0.001140
45,..........((((......))))........((....))......((((...........))))..((...))..,12,-6.504,25,0,0.001139
46,..(.....).((((......))))......(.(((((.....))))).)...(((....))).....((...))..,16,-6.481,2,0,0.001095
47,..........((((......))))..........((.....))...(((((((....))).))))...........,13,-6.472,32,0,0.001079
48,..........((((......))))......(.(((((.....))))).)...((......))..............,12,-6.452,6,0,0.001044
49,..........(((((...)).)))......(.(((((.....))))).)...(((....))).....((...))..,16,-6.449,5,0,0.001037
50,..........(((((...).))))......(.(((((.....))))).)...(((....))).....((...))..,16,-6.449,2,0,0.001037
51,..........((((......))))......(.(((((.....))))).)..((((....))))..(....).....,15,-6.441,8,0,0.001024
52,..........((((......))))........((((.......)))).....(((....)))......(...)...,12,-6.441,6,0,0.001023
53,..........(((........)))......(.(((((.....))))).)...(((....)))..............,12,-6.431,6,0,0.001007
54,.......((.((((....((...(((((......(((.........)))........)))))..)))))).))...,16,-6.42,46,0,0.000989
55,..........((((......))))((.....)).............(((((((....))).))))..((...))..,15,-6.412,30,0,0.000975
56,..........((((......))))..........(((.........)))...(((....)))......(...)...,11,-6.406,15,0,0.000966
57,..........((((......))))......(.((((.......)))).)...(((....)))...(....).....,13,-6.371,8,0,0.000909
58,..........((((......))))...........((.........))....(((....))).....((...))..,11,-6.344,13,0,0.000870
59,..((...)).((((......))))........(((((.....))))).....(((....))).....((...))..,16,-6.342,6,0,0.000866
60,.(....)...((((......))))......(.(((((.....))))).)...(((....))).....((...))..,16,-6.327,2,0,0.000845
61,..........((((......))))........((((.......))))....((((....))))....((...))..,14,-6.321,6,0,0.000837
62,..........((((......))))......................(((((((....))).))))...........,11,-6.32,31,0,0.000835
63,..........((((......))))...................((((.((.((((....))))...)).))))...,14,-6.305,23,0,0.000815
64,..........((((......))))........((....))......((((.((....))..))))..((...))..,14,-6.298,28,0,0.000804
65,..........((((......))))...((.....))..........(((((((....))).))))...........,13,-6.293,33,0,0.000798
66,..........((((......))))..........((.....))...(((((((....))).))))...(...)...,14,-6.291,30,0,0.000796
67,.......((.((((.........(((((......(((.........)))........)))))....)))).))...,14,-6.289,42,0,0.000792
68,..........((((......))))..........(((.........)))..((((....))))....((...))..,13,-6.287,15,0,0.000789
69,..........((((......))))..........((.....))...(((((.........)))))..((...))..,13,-6.282,25,0,0.000784
70,..........((((......))))...((.....)).......((((.((.((((....))))...)).))))...,16,-6.279,25,0,0.000779
71,.......................(((((....(((((.....)))))..........))))).....((...))..,12,-6.273,22,0,0.000772
72,..........((((......))))......(.(((((.....))))).)...((......))......(...)...,13,-6.272,4,0,0.000770
73,......((..((((......))))..))..(.(((((.....))))).)...(((....))).....((...))..,17,-6.264,4,0,0.000760
74,...(...)..((((......))))......(.(((((.....))))).)...(((....))).....((...))..,16,-6.263,2,0,0.000758
75,..........((((......)))).........((((.....))))......(((....))).....((...))..,13,-6.262,4,0,0.000757
76,..........((((......))))........(((((.....))))).((.((((....))))...))........,15,-6.255,10,0,0.000748
77,..........((((......))))........(((((.....)))))..(.((((....))))..).((...))..,16,-6.253,6,0,0.000745
78,..........(((........)))......(.(((((.....))))).)...(((....)))......(...)...,13,-6.25,4,0,0.000742
79,..........((((......))))......(.(((((.....))))).)...(((....))).....(.....)..,14,-6.243,2,0,0.000734
80,..(((((((.((((......))))((.....)).)))....)))).(((((((....))).))))..((...))..,22,-6.242,38,0,0.000732
81,..(.....).((((......))))........(((((.....))))).....(((....))).....((...))..,15,-6.236,4,0,0.000725
82,..........((((......))))...........(.....)....(((((((....))).))))..((...))..,14,-6.23,28,0,0.000717
83,..........((((......)))).........((((.....))))(((((((....))).))))...........,15,-6.214,23,0,0.000699
84,..........((((......))))........(((((.....))))).....((......))..............,11,-6.208,8,0,0.000691
85,..........((((......))))........((....))......(((((.........)))))...........,11,-6.205,30,0,0.000688
86,..........(((((...)).)))........(((((.....))))).....(((....))).....((...))..,15,-6.204,7,0,0.000687
87,..........(((((...).))))........(((((.....))))).....(((....))).....((...))..,15,-6.204,4,0,0.000687
88,..........((((......))))........(((((.....)))))....((((....))))..(....).....,14,-6.196,10,0,0.000678
89,..........((((......))))((.....)).(((.........)))...(((....))).....((...))..,14,-6.196,16,0,0.000677
90,..........((((......))))........(((((.....)))))..(.((((....)))))...((...))..,16,-6.195,6,0,0.000677
91,..........((((......))))........(((((.....)))))..((.(((....)))))...((...))..,16,-6.195,6,0,0.000677
92,..........((((......))))..........(((.....))).(((((((....))).))))..((...))..,16,-6.189,21,0,0.000670
93,..........(((........)))........(((((.....))))).....(((....)))..............,11,-6.186,8,0,0.000666
94,..........((((......))))........((....))............(((....))).....((...))..,11,-6.186,14,0,0.000666
95,.............((...))...(((((....(((((.....)))))..........))))).....((...))..,14,-6.18,25,0,0.000660
96,..(((.....((((......))))..))).(.(((((.....))))).)...(((....))).....((...))..,18,-6.178,6,0,0.000657
97,..((((((..((((......))))((.....))..))....)))).(((((((....))).))))..((...))..,21,-6.173,37,0,0.000651
98,..........((((......))))(((...))).............(((((((....))).))))..((...))..,16,-6.173,31,0,0.000651
99,..........((((......))))........((....))...(..(((((((....))).)))).).........,14,-6.172,34,0,0.000650
100,..........((((......))))........(((((.....)))))..(.((((....))))..)..........,14,-6.165,10,0,0.000643
101,...........(((......))).......(.(((((.....))))).)...(((....))).....((...))..,14,-6.16,2,0,0.000638
102,..........((((......))))......(.(((((.....))))).)..(((......)))....((...))..,15,-6.152,4,0,0.000629
103,..........((((......))))......................(((((((....))).))))...(...)...,12,-6.139,29,0,0.000616
104,..........(((........)))......(.(((((.....))))).)..((((....))))....((...))..,15,-6.131,4,0,0.000607
105,..........((((......))))......................(((((.........)))))..((...))..,11,-6.13,24,0,0.000606
106,..........((((......))))........((((.......)))).....(((....)))...(....).....,12,-6.126,10,0,0.000602
107,..((...)).((((......))))......(.(((((.....))))).)...(((....)))..............,15,-6.119,8,0,0.000594
108,..........((((......))))..........((.....))...((((...........))))..((...))..,12,-6.113,24,0,0.000589
109,..........((((......))))...((.....))..........(((((((....))).))))...(...)...,14,-6.113,31,0,0.000588
110,..........((((......))))...((.....))..........(((((.........)))))..((...))..,13,-6.104,26,0,0.000580
111,..(((.....((((......))))..)))...(((((.....))))).....(((....))).....((...))..,17,-6.1,8,0,0.000576
112,..........((((......))))......(.((((.......)))).)..((((....)))).............,13,-6.098,8,0,0.000574
113,..........((((......))))..........(((.........)))...(((....)))...(....).....,11,-6.092,19,0,0.000568
114,..........((((......))))........(((((.....)))))(((.((((....))))))).((...))..,18,-6.083,9,0,0.000560
115,..........((((......))))........(((((.....)))))((((.(((....))))))).((...))..,18,-6.083,9,0,0.000560
116,..........((((......))))........((....))......(.((.((((....))))...)).)......,13,-6.082,23,0,0.000559
117,.(....)...((((......))))........(((((.....))))).....(((....))).....((...))..,15,-6.082,4,0,0.000559
118,..........((((......))))......(.((((.......)))).)...((......)).....((...))..,13,-6.082,4,0,0.000558
119,..........((((......))))((.....)).((.....))...(((((((....))).))))..((...))..,17,-6.081,31,0,0.000558
120,..........(((........)))......(.((((.......)))).)...(((....))).....((...))..,13,-6.06,4,0,0.000539
121,..........(((........)))........((....))......(((((((....))).))))..((...))..,14,-6.057,31,0,0.000536
122,..........((((......))))...(((...)))..........(((((((....))).))))...........,14,-6.054,34,0,0.000533
123,...................((.(((.....(.(((((.....))))).)..((((....)))).)))..)).....,15,-6.054,21,0,0.000533
124,..........((((......))))...(((...))).......((((.((.((((....))))...)).))))...,17,-6.04,26,0,0.000520
125,..........((((......))))........((....))......((((...........))))...........,10,-6.036,29,0,0.000517
126,..........((((......)))).........((((.....))))(((((((....))).))))...(...)...,16,-6.034,21,0,0.000515
127,..........((((......))))........(((((.....))))).....((......))......(...)...,12,-6.027,6,0,0.000509
128,..........((((......)))).........((((.....))))(((((.........)))))..((...))..,15,-6.025,16,0,0.000507
129,..........((((......))))........((....))......(((((.........)))))...(...)...,12,-6.025,28,0,0.000507
130,..........((((......))))...........((.....))..(((((((....))).))))..((...))..,15,-6.022,23,0,0.000505
131,.............((........)).....(.(((((.....))))).)...(((....))).....((...))..,13,-6.02,10,0,0.000503
132,......((..((((......))))..))....(((((.....))))).....(((....))).....((...))..,16,-6.02,6,0,0.000503
133,...(...)..((((......))))........(((((.....))))).....(((....))).....((...))..,15,-6.018,4,0,0.000502
134,..........((((......))))......(.(((((.....))))).)...(((....))).(.....)......,14,-6.015,6,0,0.000499
135,..(.....).((((......))))......(.(((((.....))))).)...(((....)))..............,14,-6.013,6,0,0.000497
136,..........(((........)))........(((((.....))))).....(((....)))......(...)...,12,-6.006,6,0,0.000491
137,..........((((......))))......(.(((((.....))))).)...(((....))).(....).......,14,-6.004,5,0,0.000490
138,..(((((((.((((......))))(((...))).)))....)))).(((((((....))).))))..((...))..,23,-6.003,39,0,0.000489
139,..........((((......))))........(((((.....)))))..((((((....))))........))...,15,-6.003,11,0,0.000489
140,..........((((......))))........(((((.....))))).....(((....))).....(.....)..,13,-5.999,4,0,0.000486
141,..........((((......))))........(((((.....)))))(((.((((....)))))))..........,16,-5.996,13,0,0.000483
142,..........((((......))))........(((((.....)))))((((.(((....)))))))..........,16,-5.996,13,0,0.000483
143,...................((.(((.....(.(((((.....))))).)...(((....)))..)))..)).....,14,-5.987,19,0,0.000476
144,..........((((......))))........(((((.....)))))..(.((((....))))..)..(...)...,15,-5.985,8,0,0.000474
145,..........(((((...)).)))......(.(((((.....))))).)...(((....)))..............,14,-5.981,9,0,0.000471
146,..........(((((...).))))......(.(((((.....))))).)...(((....)))..............,14,-5.981,6,0,0.000471
147,..........((((......))))......(.(((((.....))))).)......(((............)))...,13,-5.97,15,0,0.000462
148,..........((((......))))((.....))..((.........))....(((....))).....((...))..,13,-5.968,16,0,0.000461
149,..........((((......))))........((....))......(((.(((....)))..)))..((...))..,14,-5.965,28,0,0.000458
150,..........((((......))))......(.(((.........))).)...(((....))).....((...))..,13,-5.962,4,0,0.000456
151,..........((((......))))......................((((...........))))..((...))..,10,-5.961,23,0,0.000456
152,..........((((......))))......(.(((((.....))))).)...((......))...(....).....,13,-5.957,8,0,0.000453
153,..........((((......))))(((...))).(((.........)))...(((....))).....((...))..,15,-5.957,17,0,0.000452
154,.......((.((((...((....(((((....(((((.....)))))..........))))).)).)))).))...,18,-5.955,35,0,0.000451
155,..........((((......))))........(((((.....)))))((..((((....)))).)).((...))..,17,-5.947,7,0,0.000445
156,..........((((......))))((.....)).............(((((((....))).))))...........,13,-5.944,34,0,0.000442
157,..((...)).((((......))))......(.(((((.....))))).)...(((....)))......(...)...,16,-5.938,6,0,0.000438
158,..........(((........)))......(.(((((.....))))).)...(((....)))...(....).....,13,-5.936,8,0,0.000436
159,..........((((......))))...((.....))..........((((...........))))..((...))..,12,-5.934,25,0,0.000436
160,..((((((..((((......))))(((...)))..))....)))).(((((((....))).))))..((...))..,22,-5.934,38,0,0.000435
161,..........((((......))))((.....))..........((((.((.((((....))))...)).))))...,16,-5.929,26,0,0.000432
162,...((((((.((((......))))((.....)).)))....)))..(((((((....))).))))..((...))..,21,-5.919,37,0,0.000424
163,..........((((......))))......(.((((.......)))).)..((((....)))).....(...)...,14,-5.917,6,0,0.000423
164,...........(((......))).........(((((.....))))).....(((....))).....((...))..,13,-5.915,4,0,0.000422
165,..........((((......))))........(((((.....)))))....(((......)))....((...))..,14,-5.908,6,0,0.000416
166,..........((((......))))..........((.....))...((((.((....))..))))..((...))..,14,-5.907,27,0,0.000416
167,..........(((........)))........(((((.....)))))....((((....))))....((...))..,14,-5.886,6,0,0.000402
168,..........((((......))))...........((.........))....(((....)))..............,9,-5.877,17,0,0.000395
169,..((...)).((((......))))........(((((.....))))).....(((....)))..............,14,-5.874,10,0,0.000393
170,..........((((......))))...(((...)))..........(((((((....))).))))...(...)...,15,-5.874,32,0,0.000393
171,..........((((....((...(((((....((((.......))))..........)))))..))))))......,15,-5.867,34,0,0.000389
172,..........((((......))))...(((...)))..........(((((.........)))))..((...))..,14,-5.865,27,0,0.000387
173,..........((((......))))........(((((.....)))))((..((((....)))).))..........,15,-5.86,11,0,0.000384
174,.(....)...((((......))))......(.(((((.....))))).)...(((....)))..............,14,-5.859,6,0,0.000383
175,..........((((......)))).........((((.....))))((((...........))))..((...))..,14,-5.855,15,0,0.000381
176,..........((((......))))........((....))......((((...........))))...(...)...,11,-5.855,27,0,0.000381
177,...((.....((((......))))..))..(.(((((.....))))).)...(((....))).....((...))..,17,-5.854,4,0,0.000380
178,..........((((......))))((.....))..(.....)....(((((((....))).))))..((...))..,16,-5.853,31,0,0.000380
179,..........((((......))))........((((.......))))....((((....)))).............,12,-5.853,10,0,0.000380
180,..........((((......))))........(((((.....)))))((((((....))).)))...((...))..,17,-5.853,16,0,0.000380
181,...(((((..((((......))))((.....))..))....)))..(((((((....))).))))..((...))..,20,-5.849,36,0,0.000377
182,..........((((......)))).........(((.......)))(((((((....))).))))..((...))..,16,-5.844,21,0,0.000374
183,..........((((......))))(((...))).((.....))...(((((((....))).))))..((...))..,18,-5.842,32,0,0.000373
184,..........((((......))))........((((.......)))).....((......)).....((...))..,12,-5.837,6,0,0.000370
185,..(.....).((((......))))......(.(((((.....))))).)...(((....)))......(...)...,15,-5.832,4,0,0.000367
186,..........((((......))))........((....))......((((.((....))..))))...........,12,-5.83,32,0,0.000365
187,..........((((......))))......(.(((((.....))))).)....(((..........))).......,13,-5.819,12,0,0.000359
188,..........((((......))))..........(((.........)))..((((....)))).............,11,-5.819,19,0,0.000358
189,..((...)).((((......))))......(.(((((.....))))).)..((((....))))....((...))..,18,-5.818,6,0,0.000358
190,..........(((........)))........((((.......)))).....(((....))).....((...))..,12,-5.816,6,0,0.000356
191,..........((((......))))........(((((.....)))))(((.((((....)))))))..(...)...,17,-5.815,11,0,0.000356
192,..........((((......))))........(((((.....)))))((((.(((....)))))))..(...)...,17,-5.815,11,0,0.000356
193,..........((((......))))..........((.....))...(((((.........)))))...........,11,-5.814,29,0,0.000356
194,..........((((......))))......(.((((((...)))))).)...(((....))).....((...))..,16,-5.807,2,0,0.000351
195,.......................(((((....(((((.....)))))..........)))))..............,10,-5.806,26,0,0.000350
196,..........((((......))))..........(((.........)))...((......)).....((...))..,11,-5.803,15,0,0.000349
197,..........(((((...)).)))......(.(((((.....))))).)...(((....)))......(...)...,15,-5.8,7,0,0.000347
198,..........(((((...).))))......(.(((((.....))))).)...(((....)))......(...)...,15,-5.8,4,0,0.000347
199,......((..((((......))))..))..(.(((((.....))))).)...(((....)))..............,15,-5.796,8,0,0.000345
200,...(...)..((((......))))......(.(((((.....))))).)...(((....)))..............,14,-5.795,6,0,0.000344
201,..........((((......))))..........((.....)).........(((....))).....((...))..,11,-5.795,13,0,0.000344
202,..........((((......)))).........((((.....))))......(((....)))..............,11,-5.794,8,0,0.000344
203,..........((((......))))........((....))......((((((.......))))))..((...))..,14,-5.791,27,0,0.000342
204,..........((((......))))........((....))......((...((((....))))))..((...))..,14,-5.787,19,0,0.000339
205,..........(((........)))..........(((.........)))...(((....))).....((...))..,11,-5.781,15,0,0.000336
206,.............((........)).......(((((.....))))).....(((....))).....((...))..,12,-5.775,12,0,0.000333
207,..(((((((.((((......))))((.....)).)))....)))).(((((((....))).))))...........,20,-5.774,42,0,0.000333
208,..........((((......))))........((....))......(((...(((....))))))..((...))..,14,-5.773,18,0,0.000332
209,..........((((......))))........(((((.....))))).....(((....))).(.....)......,13,-5.771,8,0,0.000330
210,..(.....).((((......))))........(((((.....))))).....(((....)))..............,13,-5.768,8,0,0.000329
211,.(...)....((((......))))......(.(((((.....))))).)...(((....))).....((...))..,16,-5.764,2,0,0.000327
212,.......((.((((......(..(((((....(((((.....)))))..........)))))..).)))).))...,17,-5.764,32,0,0.000327
213,..........((((......))))((.....)).............(((((((....))).))))...(...)...,14,-5.763,32,0,0.000326
214,..........((((......))))...........(.....)....(((((((....))).))))...........,12,-5.762,32,0,0.000326
215,..........((((......))))........(((((.....))))).....(((....))).(....).......,13,-5.76,7,0,0.000324
216,..((((....((((......))))........(((((.....))))))))).(((....))).....((...))..,18,-5.758,9,0,0.000324
217,..........((((......))))......(.(((((.....))))).)...(((....)))....(...).....,14,-5.757,6,0,0.000323
218,..........((((......))))......................((((.((....))..))))..((...))..,12,-5.755,26,0,0.000322
219,..........((((......))))((.....)).............(((((.........)))))..((...))..,13,-5.754,27,0,0.000321
220,..((...)).((((......))))......(.((((.......)))).)...(((....))).....((...))..,16,-5.748,6,0,0.000318
221,...................((.(((.....(.(((((.....))))).)..((((....)))).))).))......,15,-5.746,20,0,0.000317
222,..((...)).((((......))))........((....))......(((((((....))).))))..((...))..,17,-5.745,33,0,0.000316
223,..........((((......))))........((((.......))))..(((.(((..........))).)))...,14,-5.741,21,0,0.000314
224,.......((.((((....((...(((((..(.(((((.....))))).)........)))))..)))))).))...,19,-5.74,33,0,0.000314
225,..........((((......))))........((....))......((((((......)).))))..((...))..,14,-5.738,28,0,0.000313
226,..........(((((...)).)))........(((((.....))))).....(((....)))..............,13,-5.736,11,0,0.000312
227,..........(((((...).))))........(((((.....))))).....(((....)))..............,13,-5.736,8,0,0.000312
228,..........((((.........(((((....((((.......))))..........)))))....))))......,13,-5.735,30,0,0.000311
229,..........((((......))))......(.(((((.....))))).)...(((....))).(......).....,14,-5.734,6,0,0.000311
230,..........((((......))))(((...)))..((.........))....(((....))).....((...))..,14,-5.729,17,0,0.000308
231,..........((((......))))...((.....))..........((((.((....))..))))..((...))..,14,-5.728,28,0,0.000308
232,..........((((......))))((.....)).(((.........)))...(((....)))..............,12,-5.728,20,0,0.000307
233,..........((((......))))........(((((.....)))))..(.((((....)))))............,14,-5.728,10,0,0.000307
234,..........((((......))))........(((((.....)))))..((.(((....)))))............,14,-5.728,10,0,0.000307
235,..........((((......))))........(((((.....)))))........(((............)))...,12,-5.725,17,0,0.000306
236,..........((((......))))..........(((.....))).(((((((....))).))))...........,14,-5.721,25,0,0.000304
237,......(((.((((......))))((.....)).))).........(((((((....))).))))..((...))..,18,-5.72,33,0,0.000303
238,..........((((......))))........((....))............(((....)))..............,9,-5.718,18,0,0.000302
239,..........((((......))))........(((.........))).....(((....))).....((...))..,12,-5.718,6,0,0.000302
240,..(.....).((((......))))......(.(((((.....))))).)..((((....))))....((...))..,17,-5.713,4,0,0.000300
241,..........((((......))))........(((((.....))))).....((......))...(....).....,12,-5.713,10,0,0.000300
242,.............((...))...(((((....(((((.....)))))..........)))))..............,12,-5.712,29,0,0.000299
243,..........((((......))))......((.....)).......(((((((....))).))))..((...))..,15,-5.71,30,0,0.000298
244,..(((.....((((......))))..))).(.(((((.....))))).)...(((....)))..............,16,-5.71,10,0,0.000298
245,..((((((..((((......))))((.....))..))....)))).(((((((....))).))))...........,19,-5.705,41,0,0.000296
246,..........((((......))))(((...))).............(((((((....))).))))...........,14,-5.705,35,0,0.000296
247,..........((((......))))...........((.........))....(((....)))......(...)...,10,-5.696,15,0,0.000291
248,..................((...)).....(.(((((.....))))).)...(((....))).....((...))..,13,-5.696,11,0,0.000291
249,..........((((......))))...(((...)))..........((((...........))))..((...))..,13,-5.696,26,0,0.000291
250,..((...)).((((......))))........(((((.....))))).....(((....)))......(...)...,15,-5.693,8,0,0.000290
251,...........(((......))).......(.(((((.....))))).)...(((....)))..............,12,-5.692,6,0,0.000289
252,..........((((......))))..........((.....))...(.((.((((....))))...)).)......,13,-5.692,22,0,0.000289
253,..........(((........)))........(((((.....))))).....(((....)))...(....).....,12,-5.691,10,0,0.000289
254,..........((((......))))(((...)))..........((((.((.((((....))))...)).))))...,17,-5.69,27,0,0.000288
255,..........((((......))))......(.(((((.....))))).)..(((......))).............,13,-5.684,8,0,0.000286
256,...........(((......)))(((((....(((((.....)))))..........))))).....((...))..,15,-5.684,16,0,0.000285
257,..........((((......))))......(.(((((.....))))).)..................((...))..,12,-5.682,6,0,0.000285
258,..........(((((...)).)))......(.(((((.....))))).)..((((....))))....((...))..,17,-5.681,7,0,0.000284
259,..........(((((...).))))......(.(((((.....))))).)..((((....))))....((...))..,17,-5.681,4,0,0.000284
260,...((((((.((((......))))(((...))).)))....)))..(((((((....))).))))..((...))..,22,-5.68,38,0,0.000283
261,..........((((......))))........(((((.....)))))((..((((....)))).))..(...)...,16,-5.679,9,0,0.000283
262,.(....)...((((......))))......(.(((((.....))))).)...(((....)))......(...)...,15,-5.678,4,0,0.000283
263,...................((.(((.....(.(((((.....))))).)...(((....)))..))).))......,14,-5.678,18,0,0.000283
264,..........((((......))))........((((.......))))....((((....)))).....(...)...,13,-5.673,8,0,0.000280
265,..........((((......))))........((((.......))))..(.((((....))))...).........,13,-5.669,12,0,0.000278
266,..........(((........)))..........((.....))...(((((((....))).))))..((...))..,14,-5.666,30,0,0.000277
267,..........(((........)))......(.(((((.....))))).)..((((....)))).............,13,-5.663,8,0,0.000275
268,..........((((......))))......................(((((.........)))))...........,9,-5.663,28,0,0.000275
269,..........((((....((...(((((......(((.........)))........)))))..))))))......,14,-5.651,43,0,0.000270
270,......((..((((......))))((.....))..)).........(((((((....))).))))..((...))..,17,-5.65,32,0,0.000270
271,..........((((......)))).........((((.....))))((((.((....))..))))..((...))..,16,-5.649,18,0,0.000269
272,..........((((......))))........((....))......((((.((....))..))))...(...)...,13,-5.649,30,0,0.000269
273,......(...((((......))))...)..(.(((((.....))))).)...(((....))).....((...))..,16,-5.649,2,0,0.000269
274,..........(((........)))......(.(((((.....))))).)...((......)).....((...))..,13,-5.647,4,0,0.000268
275,..........((((......))))((.....))..((.....))..(((((((....))).))))..((...))..,17,-5.645,26,0,0.000267
276,..........((((......))))..........((.....))...((((...........))))...........,10,-5.645,28,0,0.000267
277,..........((((......))))............................(((....))).....((...))..,9,-5.643,12,0,0.000266
278,..(.....).((((......))))......(.((((.......)))).)...(((....))).....((...))..,15,-5.642,4,0,0.000266
279,..(.....).((((......))))........((....))......(((((((....))).))))..((...))..,16,-5.639,31,0,0.000265
280,..........((((......))))..........(((.........)))..((((....)))).....(...)...,12,-5.638,17,0,0.000264
281,..........((((......))))...((.....))..........(((((.........)))))...........,11,-5.636,30,0,0.000263
282,..........((((......))))........(......)......(((((((....))).))))..((...))..,14,-5.636,28,0,0.000263
283,..........((((......))))..........((.....))...(((((.........)))))...(...)...,12,-5.634,27,0,0.000262
284,..(((.....((((......))))..)))...(((((.....))))).....(((....)))..............,15,-5.632,12,0,0.000261
285,..........((((......))))...................(..(((((((....))).)))).).........,12,-5.629,32,0,0.000260
286,..........((((......))))........(((((.....)))))..(.((((....))))...).(...)...,15,-5.626,8,0,0.000259
287,.......................(((((....(((((.....)))))..........)))))......(...)...,11,-5.625,24,0,0.000258
288,..........((((......))))........((....))...((.(.((.((((....))))...)).).))...,15,-5.624,24,0,0.000258
289,..((...)).((((......))))......(.(((((.....))))).)...(((....)))...(....).....,16,-5.623,10,0,0.000258
290,..........((((......))))........((....))..((..(((((((....))).)))).))........,15,-5.62,34,0,0.000256
291,..........((((......))))...((.....))................(((....))).....((...))..,11,-5.616,14,0,0.000255
292,......((..((((......))))..))..(.(((((.....))))).)...(((....)))......(...)...,16,-5.616,6,0,0.000254
293,..........((((......))))(((...)))..(.....)....(((((((....))).))))..((...))..,17,-5.614,32,0,0.000254
294,...(...)..((((......))))......(.(((((.....))))).)...(((....)))......(...)...,15,-5.614,4,0,0.000254
295,.(....)...((((......))))........(((((.....))))).....(((....)))..............,13,-5.614,8,0,0.000254
