,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
6039,..((((((..((((......))))((.....))..))....))))..(((.((((....))))))).((...))..,21,-3.965,29,0,0.000016
6040,..((((((..((((......))))((.....))..))....))))..((((.(((....))))))).((...))..,21,-3.965,29,0,0.000016
6041,...........(((......))).((.....)).((.....))...(((((((....))).))))...(...)...,15,-3.965,35,0,0.000016
6042,...(...)..((((......))))...(((...)))..........(((((((....))).))))...(...)...,16,-3.965,34,0,0.000016
6043,..................((...)).....(.(((((.....))))).)..((((....))))..(....).....,13,-3.965,19,0,0.000016
6044,...((.....((((......))))..))......((.....))...(((((.........)))))..((...))..,15,-3.964,29,0,0.000016
6045,.......(......)........(((((....(((((.....)))))..........)))))..............,11,-3.964,28,0,0.000016
6046,..........((((......))))................((((..(((((((....))).)))).))....))..,15,-3.964,34,0,0.000016
6047,..........((((......))))((.....)).(((.....))).(((.(((....)))..)))..((...))..,17,-3.964,23,0,0.000016
6048,...................((.(((.....(.((((.......)))).)..(((......))).)))..)).....,13,-3.964,25,0,0.000016
6049,..................((...)).......((((.......)))).....(((....)))......(...)...,10,-3.964,17,0,0.000016
6050,..........((((......))))((.....))..((.....))..((((.((....))..))))...(...)...,15,-3.964,27,0,0.000016
6051,......(((.(((........)))((.....)).)))......((((.((.((((....))))...)).))))...,18,-3.964,31,0,0.000016
6052,.......((.((((....((..(.((((......(((.........)))........)))))..)))))).))...,16,-3.964,46,0,0.000016
6053,..................(.....).......((....))......(((((((....))).))))..((...))..,12,-3.964,39,0,0.000016
6054,......(......).....((.(((.....(.(((((.....))))).)..((((....)))).)))..)).....,16,-3.964,22,0,0.000016
6055,.....(.(..((((......)))).).)....(((((.....))))).....(((....))).....((...))..,16,-3.964,6,0,0.000016
6056,..(((.....((((......))))..)))...((....))......((((((.......))))))..((...))..,17,-3.964,33,0,0.000016
6057,..........((((......))))......(.(((((.....))))).)...........(....)..........,11,-3.964,11,0,0.000016
6058,.....(....((((......))))...).....((((.....))))(((((((....))).))))..((...))..,18,-3.963,21,0,0.000016
6059,.....(....((((......))))...)....((....))......(((((((....))).))))...(...)...,15,-3.963,33,0,0.000016
6060,..........((((......)))).........((((.....)))).(((...........)))...((...))..,13,-3.963,14,0,0.000016
6061,..........((((......))))........((((.......))))..(..(((....))).)............,12,-3.963,10,0,0.000016
6062,..(((.....((((......))))..))).(.(((((.....))))).)...((......))...(....).....,16,-3.963,14,0,0.000016
6063,..((...)).((((......))))......(.(((((.....))))).)..((((....))))(.....)......,17,-3.963,12,0,0.000016
6064,.(...)....((((......))))......(.((((.......)))).)...(((....)))...(....).....,14,-3.963,10,0,0.000016
6065,.......((.(((((.(((.....(((...)))......))).)..(((((((....))).)))).)))).))...,20,-3.962,55,0,0.000016
6066,..........((((......))))......(.(((((.....))))).).....((.....)).............,12,-3.962,12,0,0.000016
6067,...((((((((..((........))..)).....)))....)))..((((...........))))..((...))..,16,-3.962,43,0,0.000016
6068,..........((((......))))((.....))...((....((..(((((((....))).)))).))...))...,17,-3.962,37,0,0.000016
6069,..((...)).((((......))))((.....)).(((.........)))...(((....)))......(...)...,15,-3.961,22,0,0.000016
6070,..(((..(..((((......)))).)))).(.(((((.....))))).)...(((....)))...(....).....,18,-3.961,14,0,0.000016
6071,..((...)).((((......))))........(((((.....)))))..(.((((....)))))....(...)...,17,-3.961,12,0,0.000016
6072,..((...)).((((......))))........(((((.....)))))..((.(((....)))))....(...)...,17,-3.961,12,0,0.000016
6073,.(....)...((((......))))......(.((((((...)))))).)...(((....))).....((...))..,17,-3.961,4,0,0.000016
6074,..........((((......))))...........((.....))..((((((......)).))))...........,12,-3.961,26,0,0.000016
6075,..........((((......))))...(((...)))...............((((....)))).....(...)...,12,-3.961,19,0,0.000016
6076,..............((.....))(((((....(((((.....)))))..........)))))......(...)...,13,-3.961,26,0,0.000016
6077,.............((........)).........((.....))...((((...........))))..((...))..,10,-3.961,34,0,0.000016
6078,..........(((((...)).)))......(.(((((.....))))).)..(((......))).............,14,-3.961,13,0,0.000016
6079,..........(((((...).))))......(.(((((.....))))).)..(((......))).............,14,-3.961,10,0,0.000016
6080,..........(((........)))...(...........)......(((((((....))).))))..((...))..,13,-3.961,31,0,0.000016
6081,...........((((...)).))(((((....(((((.....)))))..........))))).....((...))..,16,-3.961,21,0,0.000016
6082,...........((((...).)))(((((....(((((.....)))))..........))))).....((...))..,16,-3.961,18,0,0.000016
6083,.............((........))..((.....))..........(((((((....))).))))...(...)...,12,-3.961,41,0,0.000016
6084,..........((((......)))).........((((.....))))...(.((((....))))...).(...)...,14,-3.96,10,0,0.000016
6085,.(....)................(((((....(((((.....)))))..........)))))..............,11,-3.96,28,0,0.000016
6086,...........(((......))).((.....)).(((.........)))..((((....))))....((...))..,14,-3.96,20,0,0.000016
6087,..........((((......))))..((...........)).....(((((.........)))))...........,11,-3.96,32,0,0.000016
6088,.......((.((((....((...(((((...((.(((..(...)..)))....))..)))))..)))))).))...,19,-3.96,48,0,0.000016
6089,..((...))....((........)).....(.(((((.....))))).)...(((....)))...(....).....,14,-3.96,20,0,0.000016
6090,.(....)((.((((....((...(((((......(((.........)))........)))))..)))))).))...,17,-3.96,48,0,0.000016
6091,..(.....).((((....((...(((((......(((.........)))........)))))..))))))......,15,-3.96,45,0,0.000016
6092,..........((((......)))).((...))(((((.....))))).....(((....)))..............,14,-3.959,9,0,0.000016
6093,..........(((........)))((.....)).(((.........)))...(((....)))...(....).....,12,-3.959,24,0,0.000016
6094,..........(((((...)).)))......(.(((((.....))))).)..................((...))..,13,-3.959,11,0,0.000016
6095,..........(((((...).))))......(.(((((.....))))).)..................((...))..,13,-3.959,8,0,0.000016
6096,..........((((......))))..........(((.....))).......((......)).....((...))..,11,-3.959,8,0,0.000016
6097,..((...)).((((......))))......(.((....))..)...(((((((....))).))))..((...))..,18,-3.959,33,0,0.000016
6098,..(((.....((((......))))..)))...((....))......((...((((....))))))..((...))..,17,-3.959,25,0,0.000016
6099,..........((((......))))(((...)))........((...(.((.((((....))))...)).).))...,16,-3.959,27,0,0.000016
6100,..((((((..((((......))))((.....))..))....))))......((((....)))).............,16,-3.959,28,0,0.000016
6101,..........((((......)))).........(((.......))).((..((((....)))).))..........,13,-3.959,15,0,0.000016
6102,..(((((((..((((........))......)).)))....)))).(((((((....))).))))...(...)...,19,-3.958,48,0,0.000016
6103,..(.....).((((......)))).........((((.....))))((((.((....))..))))..((...))..,17,-3.958,20,0,0.000015
6104,..(.....).((((......))))........((....))......((((.((....))..))))...(...)...,14,-3.958,32,0,0.000015
6105,...((..(..((((......))))).))....((((.......)))).....(((....))).....((...))..,16,-3.958,10,0,0.000015
6106,...........(((......))).......(.(((((.....))))).)......(((............)))...,12,-3.958,17,0,0.000015
6107,...(...)..((((....((...(((((....((((.......))))..........)))))..))))))......,16,-3.958,36,0,0.000015
6108,...(((....((((......))))...((.....)).....)))........(((....))).....((...))..,14,-3.958,18,0,0.000015
6109,...(((.(..((((......))))...(((...)))...).)))..(((((((....))).))))..((...))..,20,-3.957,36,0,0.000015
6110,..........(((........)))........(((((.....)))))....((((....))))....(.....)..,13,-3.957,8,0,0.000015
6111,.....((...............))........(((((.....))))).....(((....)))...(....).....,11,-3.957,18,0,0.000015
6112,.(....)...((((......))))..........(((.........)))...((......)).....((...))..,12,-3.957,17,0,0.000015
6113,..........((((......))))...(((...))).............(.((((....))))...).........,12,-3.957,23,0,0.000015
6114,..........(((........)))......................(((...(((....))))))..((...))..,11,-3.957,18,0,0.000015
6115,........................(((...))).............(((((((....))).))))...(...)...,11,-3.957,41,0,0.000015
6116,..((((....((((......))))........((((.......)))))))).(((....)))...(....).....,16,-3.957,17,0,0.000015
6117,.....(....((((......))))...)....(((((.....))))).....((......)).....((...))..,14,-3.957,6,0,0.000015
6118,..........((((......))))...............(...)..(((((((....))).))))...........,12,-3.957,32,0,0.000015
6119,..........(((........)))...(((...)))...(..((..(((((((....))).)))).))..).....,16,-3.956,39,0,0.000015
6120,...((((((.(((((...)).)))(((...))).)))....)))..(((((((....))).))))..((...))..,23,-3.956,43,0,0.000015
6121,...((((((.(((((...).))))(((...))).)))....)))..(((((((....))).))))..((...))..,23,-3.956,40,0,0.000015
6122,..........((((......))))...............(..((..((((((.......)))))).))..).....,13,-3.956,32,0,0.000015
6123,..........(((((...)).)))........(((((.....)))))((..((((....)))).))..(...)...,17,-3.956,14,0,0.000015
6124,..........(((((...).))))........(((((.....)))))((..((((....)))).))..(...)...,17,-3.956,11,0,0.000015
6125,......((....)).....((.(((.....(.(((((.....))))).)..((((....)))).)))..)).....,17,-3.956,23,0,0.000015
6126,...........(((......))).((.....)).((.....))...(((((.........)))))..((...))..,14,-3.956,30,0,0.000015
6127,..........((((......))))...((.....))...((.......))..(((....)))..............,11,-3.956,21,0,0.000015
6128,...(...)..((((......))))...(((...)))..........(((((.........)))))..((...))..,15,-3.956,29,0,0.000015
6129,.((...(((.((((......))))(((...))).))).))......((((.((....))..))))..((...))..,20,-3.956,37,0,0.000015
6130,.............(((......)))..(((...)))..........(((((((....))).))))..((...))..,15,-3.956,41,0,0.000015
6131,..........((((......))))........(((.........)))..(.((((....))))..)..........,12,-3.955,14,0,0.000015
6132,..(.....).(((........)))......(.(((((.....))))).)...((......)).....((...))..,14,-3.955,6,0,0.000015
6133,..........((((......)))).((...))..(((.........)))...(((....)))..............,12,-3.955,20,0,0.000015
6134,..........((((......)))).........(....).......((((...........))))..((...))..,11,-3.955,24,0,0.000015
6135,..........((((......))))..........(((.....))).((((...((....))))))..((...))..,15,-3.955,13,0,0.000015
6136,..((...)).((((......))))..........(((.....))).(((((((....))).))))...(...)...,17,-3.955,27,0,0.000015
6137,.(....)...(((((...)).)))......(.(((((.....))))).)...(((....)))......(...)...,16,-3.955,9,0,0.000015
6138,.(....)...(((((...).))))......(.(((((.....))))).)...(((....)))......(...)...,16,-3.955,6,0,0.000015
6139,..........(((........)))......((.....))....((((.((.((((....))))...)).))))...,15,-3.955,28,0,0.000015
6140,..((...)).((((......))))......................(.((.((((....))))...)).)......,13,-3.954,25,0,0.000015
6141,..........(((........)))...(((...)))..........((((...........))))...........,10,-3.954,32,0,0.000015
6142,..........((((......))))........(......)......((((.((....))..))))...(...)...,12,-3.954,29,0,0.000015
6143,.....(....((((......))))...)....((....))......(((((.........)))))..((...))..,14,-3.954,28,0,0.000015
6144,..(.....).((((......))))((.....))..((.....))..(((((((....))).))))..((...))..,18,-3.954,28,0,0.000015
6145,.((...(((.(((........)))((.....)).))).))......(((((((....))).))))..((...))..,19,-3.954,39,0,0.000015
6146,.............((...))....(((...)))..(.....)....(((((((....))).))))..((...))..,15,-3.954,43,0,0.000015
6147,..(.....).((((......))))..........((.....))...((((...........))))...........,11,-3.954,30,0,0.000015
6148,...((.....((((......))))..))..(.(((((.....))))).)...((......))......(...)...,15,-3.954,8,0,0.000015
6149,....((....((((......))))...))...((((.......)))).....(((....)))......(...)...,14,-3.954,10,0,0.000015
6150,..(((.....(((........)))..))).....(((.........)))...(((....))).....((...))..,14,-3.953,21,0,0.000015
6151,..((...)).............(((.....(.(((((.....))))).)...(((....)))..))).........,14,-3.953,20,0,0.000015
6152,..........((((......))))((.....))..........((((((((((....))).)))).....)))...,16,-3.953,36,0,0.000015
6153,..........((((......))))........(((((.....))))).((.(((......)))...))(...)...,15,-3.953,10,0,0.000015
6154,...........(((......))).........((....))......(((.(((....)))..)))..((...))..,13,-3.953,30,0,0.000015
6155,...((..(..((((......)))).)))..(.(((((.....))))).)...(((....)))......(...)...,17,-3.952,8,0,0.000015
6156,.............((...))....((.....)).((.....))...(((((((....))).))))...........,13,-3.952,46,0,0.000015
6157,......((..((((......))))..))....(((((.....)))))((..((((....)))).))..........,17,-3.952,15,0,0.000015
6158,...(((....((((......))))........((....)).)))..((((...........))))..((...))..,15,-3.952,29,0,0.000015
6159,.......((.((((....((...(((((...(.((((...........))))..)..)))))..)))))).))...,18,-3.952,49,0,0.000015
6160,..........((((......))))((.....)).((...........))...(((....))).....((...))..,13,-3.952,16,0,0.000015
6161,..........((((......))))......(.(((((.....))))).)...((..(.....).)).((...))..,15,-3.952,10,0,0.000015
6162,...((((((.((((......))))..........)))....)))..(((((((....))).))))...(...)...,18,-3.952,36,0,0.000015
6163,..........((((.....).)))......(.((((.......)))).)..((((....))))....((...))..,15,-3.952,7,0,0.000015
6164,..........((((......)))).(.....)...((.........))....(((....))).....((...))..,12,-3.952,15,0,0.000015
6165,..(.....).((((......))))............................(((....))).....((...))..,10,-3.952,14,0,0.000015
6166,..........((((......))))......(.((....))..)...((((((......)).))))..((...))..,15,-3.952,28,0,0.000015
6167,..........((((......))))...((.....))..........(((...((......)))))..((...))..,13,-3.952,20,0,0.000015
6168,..((...)).((((......))))......(.(((((.....))))).)..((((....))))(....).......,17,-3.952,11,0,0.000015
6169,..((...)).((((......))))........((....))............(((....)))......(...)...,12,-3.952,20,0,0.000015
6170,.............((........))..((.....))..........(((((.........)))))..((...))..,11,-3.952,36,0,0.000015
6171,..((...)).((((......))))......(.(((((.....))))).)...((.((.....)))).((...))..,18,-3.952,16,0,0.000015
6172,..........((((......)))).........(((.......))).((((((....))).)))...((...))..,15,-3.951,20,0,0.000015
6173,..........((((......))))...............(..((..((...((((....)))))).))..).....,13,-3.951,24,0,0.000015
6174,..(((((((....((........)).........)))....)))).((((...........))))..((...))..,15,-3.951,41,0,0.000015
6175,..((((....((((......))))((.....))........)))).(((((.........)))))...........,15,-3.951,36,0,0.000015
6176,.......((.((((..........((((....(((((.....)))))..........)))).....)))).))...,15,-3.951,31,0,0.000015
6177,..........((((......))))........((((.......)))).....................(...)...,9,-3.951,12,0,0.000015
6178,...(...)..((((......))))........(((((.....)))))((..((((....)))).))..........,16,-3.951,13,0,0.000015
6179,..........((((......))))................((((..(((((((....))).)))).)....)))..,15,-3.951,35,0,0.000015
6180,..((((....((((......))))...((.....)).....)))).((((...........))))...(...)...,15,-3.951,32,0,0.000015
6181,..........((((......))))......................(((.............)))...........,7,-3.95,26,0,0.000015
6182,...........(((......))).......(.(((.........))).)...(((....))).....((...))..,12,-3.95,6,0,0.000015
6183,..((...)).........((...)).....(.(((((.....))))).)...(((....)))......(...)...,14,-3.95,17,0,0.000015
6184,..........((((......))))((.....))..............(((.((((....)))))))..........,13,-3.95,26,0,0.000015
6185,..........((((......))))((.....))..............((((.(((....)))))))..........,13,-3.95,26,0,0.000015
6186,...........(((......)))(((((..(.(((((.....))))).)........))))).....((...))..,16,-3.95,14,0,0.000015
6187,.(....)...((((......))))..........((.....)).........(((....))).....((...))..,12,-3.95,15,0,0.000015
6188,..........(((........)))........((....))............(((....)))...(....).....,9,-3.949,22,0,0.000015
6189,..(((((((..((((........))......)).)))....)))).(((((.........)))))..((...))..,18,-3.949,43,0,0.000015
6190,...........(((......))).......................((((...........))))..((...))..,9,-3.949,25,0,0.000015
6191,..........(((........)))................(((...(.((.((((....))))...)).).)))..,13,-3.949,26,0,0.000015
6192,..........(((((...)).)))........((((.......))))....((((....)))).....(...)...,14,-3.949,13,0,0.000015
6193,..........(((((...).))))........((((.......))))....((((....)))).....(...)...,14,-3.949,10,0,0.000015
6194,......(...((((......))))...)......((.....))...(((((((....))).))))...........,14,-3.949,34,0,0.000015
6195,.(....)...((((......)))).........((((.....))))......(((....)))..............,12,-3.949,10,0,0.000015
6196,..........((((......))))(((...)))..(.....).(..(((((((....))).)))).).........,16,-3.949,37,0,0.000015
6197,..........(((........)))...((.....))..........((((((.......))))))..((...))..,13,-3.949,29,0,0.000015
6198,..........((.((...))..))...(((...)))..........(((((((....))).))))..((...))..,16,-3.949,37,0,0.000015
6199,..........(..((...))..).......(.(((((.....))))).)...(((....)))..............,12,-3.949,15,0,0.000015
6200,..........((((......)))).........((((...........))))(((....)))..............,11,-3.948,19,0,0.000015
6201,..........((((......))))((.....))..((.........))...(((......)))....((...))..,13,-3.948,20,0,0.000015
6202,..........((((......))))..........(((.....))).((((((......)).))))...(...)...,14,-3.948,22,0,0.000015
6203,..(((..(..((((......))))).))).(.(((((.....))))).)..((((....)))).....(...)...,19,-3.948,12,0,0.000015
6204,........................(((...))).............(((((.........)))))..((...))..,10,-3.948,36,0,0.000015
6205,...(((....((((......))))........((((.......)))))))..(((....)))......(...)...,15,-3.948,11,0,0.000015
6206,......((..((((......))))..)).....((((.....))))((((...........))))..((...))..,16,-3.947,19,0,0.000015
6207,......((..((((......))))..))....((....))......((((...........))))...(...)...,13,-3.947,31,0,0.000015
6208,..(((((((.((((......))))((.....)).)))....))))..(((.((((....)))))))..........,20,-3.947,34,0,0.000015
6209,..(((((((.((((......))))((.....)).)))....))))..((((.(((....)))))))..........,20,-3.947,34,0,0.000015
6210,..(.....).((((......))))..........(((.........)))..((((....)))).....(...)...,13,-3.947,19,0,0.000015
6211,.......((.((((.........(((((.....((((.........))).)......)))))....)))).))...,15,-3.947,43,0,0.000015
6212,.......................(((((.....(((.............))).....))))).....((...))..,10,-3.947,35,0,0.000015
6213,....................((....))......((.....))...(((((((....))).))))..((...))..,13,-3.946,38,0,0.000015
6214,...(...)..((((......)))).........((((.....))))((((...........))))..((...))..,15,-3.946,17,0,0.000015
6215,...(...)..((((......))))........((....))......((((...........))))...(...)...,12,-3.946,29,0,0.000015
6216,..((...)).((((......))))..........(((.....))).(((((.........)))))..((...))..,16,-3.946,22,0,0.000015
6217,.(....)...((((......))))........((....))......((((((.......))))))..((...))..,15,-3.946,29,0,0.000015
6218,..........((((......))))......(.(.(((.....))).).)...(((....)))......(...)...,13,-3.946,4,0,0.000015
6219,..(((((((.((((......))))..........)))....)))).......(((....))).....((...))..,16,-3.946,20,0,0.000015
6220,..(.....)....((...))............(((((.....))))).....(((....))).....((...))..,13,-3.946,15,0,0.000015
6221,.............((........)).....(.((((.......)))).)..((((....)))).............,11,-3.946,18,0,0.000015
6222,..........((((......))))........((....))...(..(.((.((((....))))...)).)..)...,14,-3.946,23,0,0.000015
6223,..(((..(..((((......))))).))).....(((.........)))...(((....)))..............,14,-3.946,25,0,0.000015
6224,..(.....)..........((.(((.....(.((((.......)))).)...(((....)))..)))..)).....,14,-3.946,23,0,0.000015
6225,..((...))..(((......)))...........(((.........)))...(((....))).....((...))..,13,-3.945,19,0,0.000015
6226,..........((((......))))......((..((.....)).))(((.(((....)))..)))..((...))..,16,-3.945,28,0,0.000015
6227,..(((.....((((......))))..)))...((....))......(((...(((....))))))..((...))..,17,-3.945,24,0,0.000015
6228,......((..((((......))))..))....((((.......))))....((((....)))).............,14,-3.945,14,0,0.000015
6229,..........(((((...)).)))........((((.......))))..(.((((....))))...).........,14,-3.945,17,0,0.000015
6230,..........(((((...).))))........((((.......))))..(.((((....))))...).........,14,-3.945,14,0,0.000015
6231,...........(((......))).......(.(((((.....))))).)...((......))...(....).....,12,-3.945,10,0,0.000015
6232,..........((((......))))......(.((((.......)))).)...((.(.....)..)).((...))..,14,-3.945,11,0,0.000015
6233,......((..((((......))))..))....(((((.....)))))((((((....))).)))...((...))..,19,-3.945,20,0,0.000015
6234,..(.....)..(((......))).........(((((.....)))))....((((....))))....((...))..,15,-3.945,8,0,0.000015
6235,..(.....).((((......))))...((.....))..........(((((.........)))))...........,12,-3.944,32,0,0.000015
6236,.......((.((((....((...(((((.((..((((...........))))..)).)))))..)))))).))...,19,-3.944,50,0,0.000015
6237,.............(((......))).......(((((.....)))))....((((....)))).....(...)...,13,-3.944,17,0,0.000015
6238,..(.....).((((......))))........(......)......(((((((....))).))))..((...))..,15,-3.944,30,0,0.000015
6239,......((..((((......))))((.....))..))......((.(.((.((((....))))...)).).))...,17,-3.944,27,0,0.000015
6240,...((.....((((......))))..)).....((((.....))))......(((....))).....((...))..,15,-3.944,8,0,0.000015
6241,...(...)..((((......))))((.....))..(.....)....(((((((....))).))))..((...))..,17,-3.944,33,0,0.000015
6242,...(...)..((((......))))........((((.......))))....((((....)))).............,13,-3.944,12,0,0.000015
6243,..........((((......))))...((.....))....(((...(.((.(((......)))...)).).)))..,15,-3.944,28,0,0.000015
6244,..((...))..........((.(((.......(((((.....)))))....((((....)))).)))..)).....,16,-3.944,27,0,0.000015
6245,..........(((........)))...((.....))..........((...((((....))))))..((...))..,13,-3.944,21,0,0.000015
6246,...(...)..((((......))))........(((((.....)))))((((((....))).)))...((...))..,18,-3.944,18,0,0.000015
6247,.............((...))..(((.......(((((.....))))).....(((....)))..))).........,13,-3.944,21,0,0.000015
6248,..........((((......)))).........((((.....))))(((((.........)))))(....).....,14,-3.943,22,0,0.000015
6249,..(((.....((((......))))..)))...(((((.....))))).....(((....))).(.....)......,16,-3.943,14,0,0.000015
6250,...((((((.((((......))))..........)))....)))..(((((.........)))))..((...))..,17,-3.943,31,0,0.000015
6251,.........((..(((......)))..))...((....))......(((((((....))).))))...........,14,-3.943,47,0,0.000015
6252,..........(((........)))...(((...)))..........(((((.........)))))...(...)...,12,-3.943,31,0,0.000015
6253,..(((((((.((((......))))(((...))).)))....)))).((((((......)).))))...........,20,-3.943,42,0,0.000015
6254,...........((........))(((((....(((((.....)))))..........)))))..............,12,-3.943,22,0,0.000015
6255,..........((((......))))........((....)).......(((..(((....))).)))..........,12,-3.943,23,0,0.000015
6256,....................((....))..(.(((((.....))))).)..((((....)))).............,12,-3.943,16,0,0.000015
6257,..((((((..((((......))))((.....))..))....)))).......((......)).....((...))..,16,-3.943,24,0,0.000015
6258,..........(..((.(.....)))..)..(.(((((.....))))).)...(((....))).....((...))..,15,-3.943,12,0,0.000015
6259,..(.....).((((......))))..........((.....))...(((((.........)))))...(...)...,13,-3.942,29,0,0.000015
6260,..........((((......))))......(.(((.........))).)..(((......)))....((...))..,13,-3.942,8,0,0.000015
6261,......(((.((((......))))(((...))).))).........((((((.......))))))..((...))..,18,-3.942,32,0,0.000015
6262,(((...(((.((((......))))((.....)).))).))).....((((.((....))..))))..((...))..,20,-3.942,38,0,0.000015
6263,......(((((..((........))..)).....))).........(((((((....))).))))...(...)...,15,-3.942,45,0,0.000015
6264,..........((((......))))...((.....)).............(.((((....))))..).((...))..,13,-3.942,18,0,0.000015
6265,..(((.....(((........)))..))).(.(((((.....))))).)...(((....)))...(....).....,16,-3.941,14,0,0.000015
6266,..........(((........)))......(.(((((.....))))).)...........................,9,-3.941,12,0,0.000015
6267,.(....)...((((......))))........((....))......((...((((....))))))..((...))..,15,-3.941,21,0,0.000015
6268,.......(..((((......))))).......(((((.....)))))....((((....))))....((...))..,16,-3.941,6,0,0.000015
6269,..........((((......))))......(..((((.....))))..)..((((....)))).....(...)...,14,-3.941,6,0,0.000015
6270,..........((((......)))).(....).(((((.....))))).....(((....)))......(...)...,14,-3.941,5,0,0.000015
6271,..........((((......))))..((...........))...........(((....))).....((...))..,11,-3.941,16,0,0.000015
6272,..........((((......))))((.....))..(.....).........((((....))))....((...))..,13,-3.941,18,0,0.000015
6273,..........(..((...))..)(((((....(((((.....)))))..........))))).....((...))..,15,-3.94,25,0,0.000015
6274,..........((((......))))...........((.....))..(((((((....))).))))(....).....,14,-3.94,29,0,0.000015
6275,.............(((......))).......(((((.....)))))..(.((((....))))...).........,13,-3.94,21,0,0.000015
6276,.(.........).......((.(((.....(.(((((.....))))).)...(((....)))..)))..)).....,15,-3.94,20,0,0.000015
6277,..........((.(.....)..))......(.(((((.....))))).)..((((....))))....((...))..,15,-3.94,7,0,0.000015
6278,......((..((((......))))((.....))..)).....((..(((((((....))).)))).))........,17,-3.94,37,0,0.000015
6279,.......((.(((((........(((((....((((.......))))..........)))))..)).))).))...,16,-3.94,35,0,0.000015
6280,.......((.(((((........(((((....((((.......))))..........)))))..).)))).))...,16,-3.94,35,0,0.000015
6281,..........((((......(..(((((......(((.........)))........)))))..).))))......,13,-3.94,40,0,0.000015
6282,.............((........)).........(((.........)))...(((....)))...(....).....,9,-3.939,29,0,0.000015
6283,..........((((......))))...(...........)......((((...........))))...........,9,-3.939,29,0,0.000015
6284,..((((....((((......))))...(((...))).....)))).(.((.((((....))))...)).)......,18,-3.939,29,0,0.000015
6285,..........(((((...)).)))......................(((((.........)))))...........,10,-3.939,33,0,0.000015
6286,..........(((((...).))))......................(((((.........)))))...........,10,-3.939,30,0,0.000015
6287,...........(((......))).(((...)))..((.....))..(((((((....))).))))..((...))..,17,-3.939,29,0,0.000015
6288,...((.......))......((....))..(.(((((.....))))).)...(((....))).....((...))..,15,-3.939,12,0,0.000015
6289,..((((...((..((........))..))...(((((.....))))))))).(((....)))..............,16,-3.939,26,0,0.000015
6290,..((((((..((((......))))((.....))..))....)))).((((...((....))))))..((...))..,20,-3.939,29,0,0.000015
6291,...((((((.(((........)))(((...))).)))....)))..(((((((....))).))))...........,19,-3.939,44,0,0.000015
6292,..........((((......))))(((...))).............((((...((....))))))..((...))..,15,-3.939,23,0,0.000015
6293,..((...)).((((......))))(((...))).............(((((((....))).))))...(...)...,17,-3.939,37,0,0.000015
6294,..........((((......)))).........((((.....)))).((((..((....)).)))).((...))..,16,-3.939,13,0,0.000015
6295,..((...))..(((......)))(((((....(((((.....)))))..........)))))......(...)...,16,-3.939,22,0,0.000015
6296,..........((((......))))......(.(((((.....))))).)...((.((...))..)).((...))..,16,-3.938,10,0,0.000015
6297,..(((..(..((((......))))).)))...(((((.....)))))..(((.(((..........))).)))...,19,-3.938,27,0,0.000015
6298,..........((((......))))...............(..((..(((...(((....)))))).))..).....,13,-3.938,23,0,0.000015
6299,..........(((........)))..........(((.....))).......(((....))).....((...))..,11,-3.938,8,0,0.000015
6300,..(.....).((((......))))...................(..(((((((....))).)))).).........,13,-3.938,34,0,0.000015
6301,..........((((......))))...((.....))....((((..(((((((....))).)))).))....))..,17,-3.938,36,0,0.000015
6302,..........((((......))))((.....)).(((..(...)..)))..((((....))))....((...))..,16,-3.937,19,0,0.000015
6303,..........((((......))))........((....))...(..((((...((....)))))).).........,13,-3.937,26,0,0.000015
6304,..........((.((...))..))........(((((.....)))))....((((....)))).....(...)...,14,-3.937,13,0,0.000015
6305,.......((.(((.(..(((............(((((.....))))).............))).)..))).))...,14,-3.937,30,0,0.000015
6306,.............(((......))).......((....))......((((...........))))..((...))..,11,-3.937,36,0,0.000015
6307,......(((.((((......))))(((...))).))).........((...((((....))))))..((...))..,18,-3.937,24,0,0.000015
6308,..........((((......))))(((...))).(((.........)))..(((......)))....((...))..,15,-3.937,21,0,0.000015
6309,.......(..((((....((...(((((....((((.......))))..........)))))..))))))..)...,16,-3.937,35,0,0.000015
6310,...((.....((((......))))..))....(((((.....))))).((.((((....))))...))........,17,-3.937,14,0,0.000015
6311,.(...)....((((......))))...........((.........))....(((....))).....((...))..,12,-3.937,15,0,0.000015
6312,...(((((..((((......))))((.....))..))....))).......((((....))))....((...))..,17,-3.937,23,0,0.000015
6313,......((..((((......))))(((...)))..)).........((((...........))))...(...)...,14,-3.936,31,0,0.000015
6314,..........((((......))))...(((...)))..........(((((.........)))))..(.....)..,13,-3.936,29,0,0.000015
6315,..(((((((.(((........)))((.....)).)))....)))).((((.((....))..))))..((...))..,20,-3.936,39,0,0.000015
6316,....(...).((((......))))......(.(((((.....))))).)..((((....))))....((...))..,17,-3.936,4,0,0.000015
6317,.(....)...(((........)))..........(((.........)))...(((....))).....((...))..,12,-3.936,17,0,0.000015
6318,......((..((((......))))..)).....(((.......)))(((((((....))).))))..((...))..,18,-3.936,25,0,0.000015
6319,..........((((......))))......................(((((.(....)..)))))...(...)...,11,-3.936,27,0,0.000015
6320,.........((..((........))..))...((((.......)))).....(((....)))......(...)...,12,-3.935,19,0,0.000015
6321,...........(((......))).........(((((.....)))))((..((((....)))).)).((...))..,16,-3.935,9,0,0.000015
6322,................................((((.......)))).....(((....)))..............,7,-3.935,16,0,0.000015
