,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
134,...........((.(.....)..)).............((.....)).(((..(((((...)))))..))).....,13,-7.689,14,0,0.000780
135,......................................((.....)).(((..(((((...)))))..))).....,10,-7.688,8,0,0.000778
136,.......((((.(.(.....)..)...)))).......((.....)).(((..(((((...)))))..))).....,16,-7.687,4,0,0.000777
137,.......(((((............)..)))).......((.....)).(((..(((((...)))))..))).....,15,-7.686,2,0,0.000776
138,.......((((................))))......((.......))(((..(((((...)))))..))).....,14,-7.682,4,0,0.000771
139,.......((((.(.............))))).......((.....)).(((..((((.....))))..))).....,14,-7.682,4,0,0.000771
140,.......((((.((...........)))))).......(....)....(((..(((((...)))))..))).....,15,-7.681,9,0,0.000770
141,.......((((..(..........)..)))).................(((..((((.....))))..))).....,12,-7.678,8,0,0.000765
142,.......((((..((........))..)))).................(((..((((.....))))..))).....,13,-7.67,10,0,0.000756
143,...............(((.............)))..............(((..(((((...)))))..))).....,11,-7.668,18,0,0.000753
144,.......((((................)))).............(...(((..(((((...)))))..))).)...,13,-7.665,6,0,0.000750
145,.......(((..................)))........((....)).(((..(((((...)))))..))).....,13,-7.662,7,0,0.000745
146,.......((((.((...........))))))..........(....).(((..(((((...)))))..))).....,15,-7.653,9,0,0.000734
147,...........((.(.....)..))............(((.....)))(((..(((((...)))))..))).....,14,-7.651,16,0,0.000731
148,.....................................(((.....)))(((..(((((...)))))..))).....,11,-7.649,10,0,0.000730
149,.......((((.(.(.....)..)...))))......(((.....)))(((..(((((...)))))..))).....,17,-7.648,6,0,0.000728
150,.......(((((............)..))))......(((.....)))(((..(((((...)))))..))).....,16,-7.648,4,0,0.000728
151,.......((((................))))......(((.....))).....(((((...)))))..........,12,-7.647,8,0,0.000726
152,.......((((.(.............)))))......(((.....)))(((..((((.....))))..))).....,15,-7.644,6,0,0.000723
153,....((.((((................))))..)).............(((..(((((...)))))..))).....,14,-7.642,8,0,0.000721
154,.......((((((..........))..)))).......(......)..(((..(((((...)))))..))).....,15,-7.638,8,0,0.000716
155,.......((((................)))).......((.....))..((..((((.....))))..))......,12,-7.626,4,0,0.000701
156,.......((((...(........)...)))).......((.....)).(((..(((((...)))))..))).....,15,-7.625,2,0,0.000700
157,.......((((((..........))..)))).........(....)..(((..(((((...)))))..))).....,15,-7.623,9,0,0.000697
158,.........((((..........)).))....................(((..(((((...)))))..))).....,12,-7.621,17,0,0.000695
159,.......(((.((..........))...))).................(((..((((.....))))..))).....,12,-7.62,12,0,0.000695
160,.......((((................))))..............(..(((..(((((...)))))..)))...).,13,-7.614,5,0,0.000687
161,.......((((((.(.......)))..)))).......((.....)).(((..(((((...)))))..))).....,17,-7.613,6,0,0.000686
162,.......((((((..........))..))))..................((..(((((...)))))..))......,13,-7.591,10,0,0.000661
163,.......((((...(........)...))))......(((.....)))(((..(((((...)))))..))).....,16,-7.587,4,0,0.000656
164,.......((((((..........))..))))........((....))..((..(((((...)))))..))......,15,-7.58,11,0,0.000649
165,.......((((................)))).............((..((((((.....)))).))..))......,12,-7.58,25,0,0.000649
166,.......((((((.(.....)..))..))))............(((...))).(((((...)))))..........,15,-7.58,19,0,0.000648
167,.......((((..(..........)..))))......(((.....))).((..(((((...)))))..))......,15,-7.578,6,0,0.000647
168,.......((((((.(.......)))..))))......(((.....)))(((..(((((...)))))..))).....,18,-7.575,8,0,0.000644
169,.......((((..((........))..))))......(((.....))).((..(((((...)))))..))......,16,-7.571,8,0,0.000639
170,.....(.((((((.(.....)..))..))))..)..............(((..(((((...)))))..))).....,16,-7.568,12,0,0.000636
171,....((.((((((..........))..))))..))...((.....)).(((..(((((...)))))..))).....,18,-7.567,8,0,0.000635
172,.......((((((.(.....)..))..))))........((....)).(((..((((.....))))..))).....,16,-7.565,13,0,0.000632
173,.......((((..(...........).))))........((....)).(((..(((((...)))))..))).....,15,-7.553,7,0,0.000620
174,.....(.((((................))))..)....((.....)).(((..((((.....))))..))).....,14,-7.55,4,0,0.000617
175,.......((((((..........))..))))......(((.....))).((..((((.....))))..))......,15,-7.546,10,0,0.000613
176,.......((((.((...........)))))).......(......)..(((..(((((...)))))..))).....,15,-7.545,8,0,0.000612
177,.........(.((.(.....)..)).)...........((.....)).(((..(((((...)))))..))).....,14,-7.544,15,0,0.000611
178,.......(((.((.(.....)..))...)))........((....)).(((..(((((...)))))..))).....,16,-7.539,13,0,0.000606
179,.......((((................))))..(......).......(((..(((((...)))))..))).....,13,-7.537,6,0,0.000603
180,.......((((.((...........)))))).........(....)..(((..(((((...)))))..))).....,15,-7.53,9,0,0.000596
181,....((.((((((..........))..))))..))..(((.....)))(((..(((((...)))))..))).....,19,-7.529,10,0,0.000596
182,..........(((.............................)))...(((..(((((...)))))..))).....,11,-7.523,17,0,0.000590
183,.......(((.((..........))...)))......(((.....))).((..(((((...)))))..))......,15,-7.521,10,0,0.000587
184,...........((.(.....)..)).......................(((..(((((...)))))..))).....,11,-7.517,18,0,0.000584
185,.......((((..(..........)..)))).........((...)).(((..(((((...)))))..))).....,15,-7.516,8,0,0.000582
186,................................................(((..(((((...)))))..))).....,8,-7.516,12,0,0.000582
187,.......((((.(.(.....)..)...)))).................(((..(((((...)))))..))).....,14,-7.515,8,0,0.000581
188,.......(((((............)..)))).................(((..(((((...)))))..))).....,13,-7.514,6,0,0.000581
189,.......((((................))))........(......).(((..(((((...)))))..))).....,13,-7.512,4,0,0.000579
190,.....(.((((................))))..)...(((.....)))(((..((((.....))))..))).....,15,-7.512,6,0,0.000579
191,.......((((.(.............))))).................(((..((((.....))))..))).....,12,-7.51,8,0,0.000577
192,.......((((((.(.....)..))..))))..(.....)........(((..(((((...)))))..))).....,16,-7.509,11,0,0.000576
193,.......((((..((........))..)))).........((...)).(((..(((((...)))))..))).....,16,-7.509,10,0,0.000575
194,.........(.((.(.....)..)).)..........(((.....)))(((..(((((...)))))..))).....,15,-7.506,17,0,0.000573
195,.....(.((((((..........))..))))..).....((....)).(((..(((((...)))))..))).....,17,-7.505,11,0,0.000572
196,...(((...((..........)).)))...........((.....)).(((..(((((...)))))..))).....,15,-7.502,16,0,0.000569
197,.......((((.((...........))))))..................((..(((((...)))))..))......,13,-7.498,10,0,0.000565
198,.......((((.(((.....)....)))))).......((.....)).(((..(((((...)))))..))).....,17,-7.493,6,0,0.000560
199,.......((((.(((........).)))))).......((.....)).(((..(((((...)))))..))).....,17,-7.492,6,0,0.000559
200,.......((((.((...........))))))........((....))..((..(((((...)))))..))......,15,-7.487,11,0,0.000555
201,.......((((((.(.....)..))..)))).........(.....).(((..(((((...)))))..))).....,16,-7.484,11,0,0.000552
202,.......((((((..........))..)))).........((...)).(((..((((.....))))..))).....,15,-7.484,12,0,0.000552
203,....((.((((.((...........))))))..))...((.....)).(((..(((((...)))))..))).....,18,-7.474,8,0,0.000543
204,.......((((((..........))..)))).......(.......).(((..(((((...)))))..))).....,15,-7.473,6,0,0.000542
205,.......((((................)))).......((.....))......(((((...)))))..........,11,-7.467,6,0,0.000536
206,...(((...((..........)).)))..........(((.....)))(((..(((((...)))))..))).....,16,-7.464,18,0,0.000533
207,.......(((..................))).......((.....)).(((..((((.....))))..))).....,12,-7.46,4,0,0.000530
208,.......(((.((..........))...))).........((...)).(((..(((((...)))))..))).....,15,-7.459,12,0,0.000529
209,.......(((..((...........)).)))........((....)).(((..(((((...)))))..))).....,15,-7.456,11,0,0.000527
210,.......((((.(((.....)....))))))......(((.....)))(((..(((((...)))))..))).....,18,-7.455,8,0,0.000526
211,...........((..........))..............((....)).(((..(((((...)))))..))).....,12,-7.454,17,0,0.000525
212,.........(.....)......(((...................))).(((..(((((...)))))..))).....,12,-7.454,17,0,0.000525
213,.......((((.(((........).))))))......(((.....)))(((..(((((...)))))..))).....,18,-7.454,8,0,0.000524
214,.......((((.((...........))))))......(((.....))).((..((((.....))))..))......,15,-7.453,10,0,0.000524
215,.......((((...(........)...)))).................(((..(((((...)))))..))).....,13,-7.453,6,0,0.000524
216,.......((((.(..........)...))))........((....)).(((..(((((...)))))..))).....,15,-7.452,7,0,0.000523
217,.......((((((.(.......)))..)))).................(((..(((((...)))))..))).....,15,-7.441,10,0,0.000514
218,....((.((((.((...........))))))..))..(((.....)))(((..(((((...)))))..))).....,19,-7.436,10,0,0.000509
219,.......((((((..........))..))))......((.......))(((..(((((...)))))..))).....,16,-7.435,8,0,0.000508
220,.......((((...(...........))))).......((.....)).(((..(((((...)))))..))).....,15,-7.427,2,0,0.000502
221,.......((((................))))............((.....)).(((((...)))))..........,11,-7.426,13,0,0.000501
222,.......(((..................)))......(((.....)))(((..((((.....))))..))).....,13,-7.422,6,0,0.000497
223,.......((((((..........))..)))).............(...(((..(((((...)))))..))).)...,15,-7.419,10,0,0.000494
224,.....(.((((.((...........))))))..).....((....)).(((..(((((...)))))..))).....,17,-7.412,11,0,0.000489
225,.......((((..(..........)..)))).......((.....))..((..(((((...)))))..))......,14,-7.411,4,0,0.000488
226,.......((((.(.............)))))......(((.....))).((..(((((...)))))..))......,15,-7.411,6,0,0.000488
227,.......((((..((........))..)))).......((.....))..((..(((((...)))))..))......,15,-7.403,6,0,0.000482
228,.......((((((..........))..))))......(((.....))).....(((((...)))))..........,14,-7.4,12,0,0.000479
229,.......((((((.(.....)..))..))))...............(.(((..(((((...)))))..)))...).,16,-7.398,11,0,0.000477
230,....((.((((((..........))..))))..)).............(((..(((((...)))))..))).....,16,-7.396,12,0,0.000475
231,.......((((.((...........)))))).........((...)).(((..((((.....))))..))).....,15,-7.391,12,0,0.000472
232,.......((((................))))............(((...))).((((.....))))..........,11,-7.39,15,0,0.000471
233,.......((((...(...........)))))......(((.....)))(((..(((((...)))))..))).....,16,-7.389,4,0,0.000470
234,.......((((.((...........)))))).......(.......).(((..(((((...)))))..))).....,15,-7.38,6,0,0.000463
235,.......((((((..........))..)))).......((.....))..((..((((.....))))..))......,14,-7.379,8,0,0.000462
236,.....(.((((................))))..)..............(((..((((.....))))..))).....,12,-7.378,8,0,0.000462
237,.........(.((.(.....)..)).).....................(((..(((((...)))))..))).....,12,-7.372,19,0,0.000457
238,.......((((.(.........)....)))).......((.....)).(((..(((((...)))))..))).....,15,-7.372,2,0,0.000457
239,.......((((((..........))..))))..............(..(((..(((((...)))))..)))...).,15,-7.367,9,0,0.000453
240,..(.....).............(((...................))).(((..(((((...)))))..))).....,12,-7.363,17,0,0.000450
241,.......((((................))))..........(((....((((((.....)))).))..))).....,13,-7.363,27,0,0.000450
242,.......((((((.(.....)..))..))))........(.....)..(((..(((((...)))))..))).....,16,-7.361,8,0,0.000448
243,.......((((.((.(........))))))).......((.....)).(((..(((((...)))))..))).....,17,-7.359,6,0,0.000447
244,.......(((.((..........))...))).......((.....))..((..(((((...)))))..))......,14,-7.354,8,0,0.000443
245,.......((((..(...........).)))).......((.....)).(((..((((.....))))..))).....,14,-7.351,4,0,0.000441
246,.......((((.(.............))))).........((...)).(((..(((((...)))))..))).....,15,-7.348,8,0,0.000439
247,.......((((...(.....)......)))).......((.....)).(((..(((((...)))))..))).....,15,-7.348,2,0,0.000439
248,.......((((.((...........))))))......((.......))(((..(((((...)))))..))).....,16,-7.342,8,0,0.000434
249,.........((((.(.....)..)).))..........((.....)).(((..(((((...)))))..))).....,15,-7.338,15,0,0.000432
250,.......(((.((.(.....)..))...))).......((.....)).(((..((((.....))))..))).....,15,-7.338,10,0,0.000431
251,.....(.((((..(..........)..))))..)....((.....)).(((..(((((...)))))..))).....,16,-7.335,4,0,0.000429
252,.......((((................))))..........(...)..(((..(((((...)))))..))).....,13,-7.334,5,0,0.000429
253,.......((((((..........))..)))).............((..((((((.....)))).))..))......,14,-7.334,29,0,0.000428
254,.......((((.(.........)....))))......(((.....)))(((..(((((...)))))..))).....,16,-7.334,4,0,0.000428
255,...(((...((..........)).))).....................(((..(((((...)))))..))).....,13,-7.33,20,0,0.000426
256,.....(.((((..((........))..))))..)....((.....)).(((..(((((...)))))..))).....,17,-7.328,6,0,0.000424
257,.......((((.((...........)))))).............(...(((..(((((...)))))..))).)...,15,-7.326,10,0,0.000423
258,.......((((.(((.....)....)))))).................(((..(((((...)))))..))).....,15,-7.321,10,0,0.000419
259,.......((((.((.(........)))))))......(((.....)))(((..(((((...)))))..))).....,18,-7.321,8,0,0.000419
260,.......((((.(((........).)))))).................(((..(((((...)))))..))).....,15,-7.32,10,0,0.000418
261,.......((((((.(.....)..))..)))).......(....)....(((..(((((...)))))..))).....,16,-7.32,11,0,0.000418
262,.......((((................))))..(.....)........(((..((((.....))))..))).....,12,-7.319,7,0,0.000418
263,.......((((..(...........).))))......(((.....)))(((..((((.....))))..))).....,15,-7.313,6,0,0.000413
264,......................(((...................))).(((..((((.....))))..))).....,10,-7.311,18,0,0.000412
265,.......((((...(.....)......))))......(((.....)))(((..(((((...)))))..))).....,16,-7.31,4,0,0.000411
266,.........(.((..........)).)............((....)).(((..(((((...)))))..))).....,13,-7.31,18,0,0.000411
267,.......((((.((...........))))))......(((.....))).....(((((...)))))..........,14,-7.307,12,0,0.000409
268,..(.....)..((..........)).............((.....)).(((..(((((...)))))..))).....,13,-7.305,13,0,0.000408
269,.....(.((((((..........))..))))..)....((.....)).(((..((((.....))))..))).....,16,-7.303,8,0,0.000407
270,....((.((((.((...........))))))..)).............(((..(((((...)))))..))).....,16,-7.303,12,0,0.000406
271,.........((((.(.....)..)).)).........(((.....)))(((..(((((...)))))..))).....,16,-7.3,17,0,0.000405
272,.......(((.((.(.....)..))...)))......(((.....)))(((..((((.....))))..))).....,16,-7.3,12,0,0.000404
273,.....(.((((..(..........)..))))..)...(((.....)))(((..(((((...)))))..))).....,17,-7.297,6,0,0.000403
274,.......((((................)))).........(.....).(((..((((.....))))..))).....,12,-7.295,7,0,0.000401
275,.......((((................)))).........((...))..((..(((((...)))))..))......,13,-7.292,8,0,0.000399
276,.......((((((.(.....)..))..))))..........(....).(((..(((((...)))))..))).....,16,-7.292,11,0,0.000399
277,..((...)).............(((...................))).(((..(((((...)))))..))).....,13,-7.292,18,0,0.000399
278,.......((((((..........))..))))..(......).......(((..(((((...)))))..))).....,15,-7.29,10,0,0.000398
279,.....(.((((..((........))..))))..)...(((.....)))(((..(((((...)))))..))).....,18,-7.29,8,0,0.000398
280,.......(((..................))).................(((..((((.....))))..))).....,10,-7.288,8,0,0.000397
281,.......((((.((...........)))))).......((.....))..((..((((.....))))..))......,14,-7.286,8,0,0.000395
282,.....(.((((................))))..)...(((.....))).((..(((((...)))))..))......,15,-7.279,6,0,0.000390
283,.....(.(((.((..........))...)))..)....((.....)).(((..(((((...)))))..))).....,16,-7.278,8,0,0.000390
