,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
119,.........((((.(((((......)))))...))))........((...(((.((........))..)))..)).,16,-5.789,15,0,0.000800
120,.......((((((.(((((......)))))...))))..)).........(((.((........))..))).....,16,-5.788,14,0,0.000798
121,.........(((..(((((......)))))....)))...(((....)))...(((.............)))....,14,-5.786,15,0,0.000796
122,.........((((.(((((......)))))...)))).......((((..(((.((........))..))).)))),18,-5.764,18,0,0.000768
123,.........((((.(((((......)))))...))))...(((....)))(((((((....)..))).))).....,19,-5.756,8,0,0.000757
124,.........((((.(((((......)))))...))))...(((....))).((...............))......,14,-5.753,6,0,0.000753
125,..............(((((......)))))....................((((((........))).))).....,11,-5.752,21,0,0.000752
126,......(.(((((.(((((......)))))...)))))..)....(((..(((..((.......))..))).))).,19,-5.751,14,0,0.000751
127,.........((((.(((((......)))))...))))........(((.((..(((........)))..)).))).,17,-5.747,24,0,0.000745
128,.......(.((((.((((........))))...)))))..(((....)))(((..((.......))..))).....,17,-5.741,4,0,0.000738
129,.....(..(((((.(((((......)))))...)))))..)....(((..((((((........))).))).))).,20,-5.739,21,0,0.000735
130,........((((................))))...((((((((....)))................))))).....,12,-5.734,36,0,0.000730
131,.........(((..((((........))))....))).............(((..((.......))..))).....,12,-5.733,10,0,0.000728
132,.......(.((((.(((((......)))))...)))))..(((....)))...(((........))).........,16,-5.728,15,0,0.000722
133,.......((((((.(((((......)))))...))))..))....(((..(((..((.......))..))).))).,19,-5.712,14,0,0.000703
134,.........(((..(((((......)))))....)))...(((....))).((.((........))..))......,15,-5.71,9,0,0.000700
135,......(.(((((.(((((......)))))...)))))..)....(((..((((((........))).))).))).,20,-5.697,21,0,0.000685
136,.......(.((((.((((........))))...)))))..(((....)))((((((........))).))).....,18,-5.687,11,0,0.000674
137,.........((((.((((........))))...))))........(((..(((.((........))..))).))).,16,-5.686,18,0,0.000672
138,..(.....)((((.(((((......)))))...))))...(((....)))(((..((.......))..))).....,18,-5.683,2,0,0.000669
139,..............(((((......)))))......((..(((....))).)).........(.(...).).....,12,-5.682,20,0,0.000668
140,.........(((..((((........))))....))).............((((((........))).))).....,13,-5.678,17,0,0.000664
141,.........((((.((((........))))...))))...(((....)))...(((.............)))....,14,-5.668,15,0,0.000653
142,.........(((..(((((......)))))....)))...(((....)))..(((.................))).,14,-5.667,17,0,0.000652
143,.........((((.(((((......)))))...)))).............(((((..........)).))).....,14,-5.667,13,0,0.000651
144,.......(.((((.(((((......)))))...)))))...((....)).(((..((.......))..))).....,17,-5.665,4,0,0.000650
145,.........(((................))).........(((....)))(((..((.......))..))).....,11,-5.658,19,0,0.000642
146,.......((((((.(((((......)))))...))))..))....(((..((((((........))).))).))).,20,-5.658,21,0,0.000641
147,..............((((........))))..........(((....)))(((..((.......))..))).....,12,-5.636,10,0,0.000618
148,.......(.((((.(((((......)))))...))))...).........(((..((.......))..))).....,15,-5.63,7,0,0.000611
149,..(.....)((((.(((((......)))))...))))...(((....)))((((((........))).))).....,19,-5.628,9,0,0.000610
150,.......(.((((.(((((......)))))...)))))..(((....)))((.(((........)))..)).....,18,-5.627,11,0,0.000609
151,..............(((((......)))))..........(((....)))...(((........))).........,11,-5.623,21,0,0.000604
152,.........(((..(((((......)))))....))).............((.(((........)))..)).....,13,-5.618,17,0,0.000600
153,.........(((..(((((......)))))....)))...(((....)))(((((..........)).))).....,16,-5.614,9,0,0.000596
154,..((...))((((.(((((......)))))...))))...(((....)))(((..((.......))..))).....,19,-5.612,4,0,0.000593
155,.......(.((((.(((((......)))))...)))))...((....)).((((((........))).))).....,18,-5.611,11,0,0.000593
156,...((.....))..(((((......))))).....((((((((....)))................))))).....,15,-5.607,25,0,0.000588
157,.........(((................))).........(((....)))((((((........))).))).....,12,-5.604,26,0,0.000585
158,.........((((.(((((......)))))...))))...(((....)))....((.............)).....,14,-5.6,11,0,0.000582
159,.........((((.(((((......)))))...)))).....(....)..(((.((........))..))).....,15,-5.6,9,0,0.000582
160,..(.....).....(((((......)))))..........(((....)))(((..((.......))..))).....,14,-5.596,10,0,0.000578
161,.........((((.((((........))))...))))...(((....))).((.((........))..))......,15,-5.592,9,0,0.000574
162,.........((((.(((((......)))))...))))...((......))(((..((.......))..))).....,16,-5.587,2,0,0.000569
163,.......(.((((.(((((......)))))...)))))............(((.((........))..))).....,15,-5.586,13,0,0.000568
164,.........((((.(((((......)))))...))))...(((....)))....(....)................,13,-5.583,12,0,0.000566
165,..............((((........))))..........(((....)))((((((........))).))).....,13,-5.581,17,0,0.000563
166,.......(.((((.(((((......)))))...)))))..(((....)))(((...............))).....,16,-5.577,6,0,0.000559
167,.......(.((((.(((((......)))))...))))...).........((((((........))).))).....,16,-5.575,14,0,0.000558
168,....((..(((((.(((((......)))))...)))))..))........(((..((.......))..))).....,17,-5.568,10,0,0.000552
169,.........(((..(((((......)))))....))).............(((...............))).....,11,-5.568,12,0,0.000551
170,.........((((.(((((......)))))...))))...(((....)))..(((......((.(...).))))).,18,-5.561,18,0,0.000545
171,..............(((((......)))))...........((....)).(((..((.......))..))).....,12,-5.56,10,0,0.000543
172,..((...))((((.(((((......)))))...))))...(((....)))((((((........))).))).....,20,-5.557,11,0,0.000541
173,.........((((.(((..........)))...)))).............(((..((.......))..))).....,12,-5.556,10,0,0.000540
174,.........((((.((((........))))...))))...(((....)))..(((.................))).,14,-5.55,17,0,0.000534
175,.........(((..((((........))))....)))...(((....)))...(((........))).........,13,-5.549,17,0,0.000534
176,.........(((.((((((......))))).)..)))...(((....)))(((..((.......))..))).....,17,-5.542,4,0,0.000527
177,.........(((.((((((......)))).))..)))...(((....)))(((..((.......))..))).....,17,-5.542,7,0,0.000527
178,..(.....).....(((((......)))))..........(((....)))((((((........))).))).....,15,-5.542,17,0,0.000527
179,.........((((.(((((......)))))...))))...(((....)))...((..........)).........,14,-5.538,13,0,0.000524
180,.........(((..(((((......)))))....)))...(((....)))....((........))..........,13,-5.535,13,0,0.000522
181,..............(((((......)))))......(...).........(((.((........))..))).....,11,-5.534,19,0,0.000520
182,.......(.(((..(((((......)))))....))))..(((....)))(((.((........))..))).....,17,-5.533,9,0,0.000520
183,.........((((.(((((......)))))...))))...((......))((((((........))).))).....,17,-5.532,9,0,0.000519
184,..........(((.(((((......)))))...)))..............(((..((.......))..))).....,13,-5.529,8,0,0.000516
185,..((...)).....(((((......)))))..........(((....)))(((..((.......))..))).....,15,-5.525,12,0,0.000512
186,..............(((((......)))))..(((.((..(((....))).))...))).................,13,-5.524,22,0,0.000512
187,......(..((((.(((((......)))))...))))...).........(((..((.......))..))).....,15,-5.522,7,0,0.000510
188,.........((((.(((((......)))))...))))...(((....)))..((.((............))..)).,16,-5.521,13,0,0.000509
189,.........((((.(((((......)))))...))))...(((....)))..(((.(............)..))).,16,-5.521,15,0,0.000509
190,..............(((((......)))))..........(((....)))((.(((........)))..)).....,13,-5.521,17,0,0.000509
191,.....(..((((..(((((......)))))....))))..).........(((..((.......))..))).....,15,-5.514,11,0,0.000503
192,....((..(((((.(((((......)))))...)))))..))........((((((........))).))).....,18,-5.514,17,0,0.000503
193,.........((((.(((((......)))))...)))).............(((..(.........)..))).....,13,-5.514,8,0,0.000503
194,.........((((.(((((......)))))...))))...(((....))).....((............)).....,14,-5.512,10,0,0.000501
195,.......(.((((.(((((......)))))...))))).......(((..(((..((.......))..))).))).,18,-5.511,13,0,0.000500
196,.........((((.(((((......)))))...))))............((..(((........)))..)).....,14,-5.509,19,0,0.000499
197,.........((((.(((((......)))))...))))...(((....)))..(((((.......))......))).,17,-5.507,11,0,0.000497
198,..............(((((......)))))...........((....)).((((((........))).))).....,13,-5.505,17,0,0.000496
199,.........(((..(((..........)))....)))...(((....)))(((..((.......))..))).....,14,-5.504,6,0,0.000494
200,.........((((.(((..........)))...)))).............((((((........))).))).....,13,-5.502,17,0,0.000493
201,.........((((.((((........))))...)))).............((.(((........)))..)).....,13,-5.5,17,0,0.000492
202,.........((((.((((........))))...))))...(((....)))(((((..........)).))).....,16,-5.496,9,0,0.000488
203,.........((((.(((((......)))))...))))...(((....))).........((.(.(...).)..)).,16,-5.496,15,0,0.000488
204,.........(((..(((((......)))))....)))...(((....)))..........................,11,-5.491,12,0,0.000484
205,.........(((.((((((......)))).))..)))...(((....)))((((((........))).))).....,18,-5.487,14,0,0.000481
206,.........(((.((((((......))))).)..)))...(((....)))((((((........))).))).....,18,-5.487,11,0,0.000481
207,.........(((..((((........))))....)))....((....)).(((..((.......))..))).....,14,-5.486,6,0,0.000480
208,.........((((.(((((......)))))...))))...(((....)))(((.(((....)..))..))).....,18,-5.484,6,0,0.000479
209,..............(((((......)))))....................(((.((........))..))).....,10,-5.48,19,0,0.000475
210,..........((..(((((......)))))....))....(((....)))(((..((.......))..))).....,15,-5.477,4,0,0.000472
211,..........(((.(((((......)))))...)))..............((((((........))).))).....,14,-5.475,15,0,0.000471
212,......(.((((..(((((......)))))....))))..).........(((..((.......))..))).....,15,-5.472,11,0,0.000469
213,..............(((((......)))))..........(((....)))(((...............))).....,11,-5.471,12,0,0.000468
214,..((...)).....(((((......)))))..........(((....)))((((((........))).))).....,16,-5.47,19,0,0.000467
215,.....(...((((.(((((......)))))...))))...).........(((..((.......))..))).....,15,-5.468,7,0,0.000465
216,......(..((((.(((((......)))))...))))...).........((((((........))).))).....,16,-5.467,14,0,0.000465
217,.....(..(((((.(((((......)))))...)))))..)....(((..(((.((........))..))).))).,19,-5.467,19,0,0.000465
218,.........(((..(((((......)))))....)))...(((....)))(((..(.........)..))).....,15,-5.461,4,0,0.000460
219,.....(..((((..(((((......)))))....))))..).........((((((........))).))).....,16,-5.46,18,0,0.000459
220,..............(((((......)))))......(...)....(((..(((..((.......))..))).))).,14,-5.458,19,0,0.000458
221,.......(.((((.(((((......)))))...))))).......(((..((((((........))).))).))).,19,-5.456,20,0,0.000456
222,.........((((.((((........))))...)))).............(((...............))).....,11,-5.45,12,0,0.000452
223,.........(((..(((..........)))....)))...(((....)))((((((........))).))).....,15,-5.449,13,0,0.000451
224,.........(((..((((........))))....)))...(((....)))((.(((........)))..)).....,15,-5.448,13,0,0.000450
225,........((((................))))........(((....)))(((..((.......))..))).....,12,-5.437,21,0,0.000442
226,.........((((.(((((......)))))...))))...(((....)))((.((..........))..)).....,16,-5.436,9,0,0.000441
227,.........(((..(((((......)))))....)))........((...(((..((.......))..)))..)).,15,-5.434,12,0,0.000440
228,.......(((((..(((((......)))))....)))..)).........(((..((.......))..))).....,15,-5.433,11,0,0.000439
229,.........(((..((((........))))....)))....((....)).((((((........))).))).....,15,-5.432,13,0,0.000438
230,......(.(((((.(((((......)))))...)))))..)....(((..(((.((........))..))).))).,19,-5.425,19,0,0.000433
231,.........((((.(((((......)))))...))))...(((....)))..............(...).......,13,-5.423,10,0,0.000432
232,.........((((.(((((......)))))...))))..(....).....(((..((.......))..))).....,15,-5.423,8,0,0.000431
233,..........((..(((((......)))))....))....(((....)))((((((........))).))).....,16,-5.422,11,0,0.000431
234,.........((((.(((((......)))))...))))....((....)).(((((..........)).))).....,16,-5.42,9,0,0.000429
235,.........((((.(((((......)))))...))))...(((....)))..........(.(.(...)).)....,15,-5.42,13,0,0.000429
236,.........((((.(((((......)))))...))))..............((..((.......))..))......,13,-5.418,8,0,0.000428
237,......(.((((..(((((......)))))....))))..).........((((((........))).))).....,16,-5.418,18,0,0.000428
238,.........((((.((((........))))...))))...(((....)))....((........))..........,13,-5.418,13,0,0.000427
239,.......(.((((.(((((......)))))...)))))..(((....))).((..((.......))..))......,17,-5.417,4,0,0.000427
240,.......(.((((.((((........))))...)))))..(((....)))(((.((........))..))).....,17,-5.415,9,0,0.000426
241,.....(...((((.(((((......)))))...))))...).........((((((........))).))).....,16,-5.414,14,0,0.000425
242,.........(((..(((((......)))))....))).......((((..(((..((.......))..))).)))),17,-5.41,15,0,0.000422
243,.........(((..((((........))))....))).............(((.((........))..))).....,12,-5.407,15,0,0.000420
244,..............(((((......)))))...............(((..(((..((.......))..))).))).,13,-5.405,19,0,0.000418
245,..............(((((......)))))......(...)....(((..((((((........))).))).))).,15,-5.404,26,0,0.000418
246,.........(((..((((........))))....)))...(((....)))(((...............))).....,13,-5.397,8,0,0.000413
247,.....(..(((((.((((........))))...)))))..).........(((..((.......))..))).....,15,-5.396,11,0,0.000413
248,.........((((.(((((......)))))...)))).............(((.(..........)..))).....,13,-5.395,11,0,0.000412
249,.........((((.(((((......)))))...)))).......(((...(((..((.......))..)))..))),17,-5.395,12,0,0.000411
250,..............(((((......))))).....((((.(((....))).....((.......)).)))).....,14,-5.392,17,0,0.000409
251,.......(.((((.(((((......)))))...)))))..(((....)))..(((((............)).))).,18,-5.389,17,0,0.000408
252,.......((((((.(((((......)))))...))))..))....(((..(((.((........))..))).))).,19,-5.386,19,0,0.000405
253,........((((................))))........(((....)))((((((........))).))).....,13,-5.383,28,0,0.000403
254,.........(((..(((((......)))))....)))........((...((((((........))).)))..)).,16,-5.38,19,0,0.000401
255,.......(((((..(((((......)))))....)))..)).........((((((........))).))).....,16,-5.379,18,0,0.000400
256,..............(((((......)))))......((..(((....))).))..((............)).....,12,-5.379,19,0,0.000400
257,.........(((.(............).)))....((((((((....)))................))))).....,12,-5.374,35,0,0.000398
258,.........((((.((((........))))...))))...(((....)))..........................,11,-5.373,12,0,0.000397
259,.........((((.(((..........)))...))))...(((....)))...(((........))).........,13,-5.373,17,0,0.000396
260,.........(((..(((((......)))))....)))....((....)).((.(((........)))..)).....,15,-5.372,13,0,0.000396
261,.........((((.(((((......)))))...))))..(....).....((((((........))).))).....,16,-5.368,15,0,0.000393
262,.........((((.(((((......)))))...))))..............(((((........))).))......,14,-5.364,15,0,0.000390
263,..............(((((......)))))......((..(((....))).))......((.(.(...).)..)).,14,-5.363,24,0,0.000390
264,.......(.((((.(((((......)))))...)))))..(((....))).(((((........))).))......,18,-5.362,11,0,0.000389
265,.........(((................)))....((((.(((....)))...(((........))))))).....,13,-5.362,35,0,0.000389
266,..............(((((......))))).....(((..(((....)))....((........))..))).....,13,-5.36,20,0,0.000388
267,..........(((.((((........))))...)))....(((....)))(((..((.......))..))).....,15,-5.359,4,0,0.000387
268,..(.....)((((.(((((......)))))...))))...(((....)))(((.((........))..))).....,18,-5.357,7,0,0.000386
269,..............(((((......))))).....(((((..........................))))).....,10,-5.356,29,0,0.000385
270,.........(((..(((((......)))))....))).......((((..((((((........))).))).)))),18,-5.356,22,0,0.000385
271,......(.(((((.((((........))))...)))))..).........(((..((.......))..))).....,15,-5.354,11,0,0.000384
272,.........((((.(((((......)))))...))))...(((....)))..........(.(......).)....,14,-5.352,13,0,0.000383
273,..............(((((......)))))...............(((..((((((........))).))).))).,14,-5.35,26,0,0.000382
274,.........((((.(((((......)))))...))))........((..((..(((........)))..))..)).,16,-5.35,23,0,0.000382
275,..........(((.(((((......)))))...)))....(((....)))...(((........))).........,14,-5.346,15,0,0.000379
276,.........((((.((((........))))...))))...(((....)))(((..(.........)..))).....,15,-5.343,4,0,0.000377
277,.........(((..(((((......)))))....)))...(((....)))(((.(..........)..))).....,15,-5.343,7,0,0.000377
278,.....(..(((((.((((........))))...)))))..).........((((((........))).))).....,16,-5.342,18,0,0.000376
279,..............(((((......))))).....((((..............(((........))))))).....,12,-5.341,30,0,0.000376
280,.........((((.(((((......)))))...)))).......(((...((((((........))).)))..))),18,-5.34,19,0,0.000375
281,.......(.((((.(((((......)))))...)))))...((....)).(((.((........))..))).....,17,-5.339,9,0,0.000375
282,..............((((........)))).....((((.(((....)))...(((........))))))).....,14,-5.339,26,0,0.000375
283,..(.((..(((((.(((((......)))))...)))))..))..).....(((..((.......))..))).....,18,-5.335,12,0,0.000372
284,.........((((.((((.(...)..))))...))))...(((....)))(((..((.......))..))).....,17,-5.333,4,0,0.000370
285,.........(((................))).........(((....)))(((.((........))..))).....,11,-5.332,24,0,0.000370
286,.........((((.(((((......)))))...))))................(((........))).........,12,-5.332,19,0,0.000370
287,.........(((..((((........))))....)))........(((..(((..((.......))..))).))).,15,-5.331,15,0,0.000370
288,.....(....)...(((((......))))).....((((((((....)))................))))).....,14,-5.322,24,0,0.000364
289,.........(((..(((((......)))))....)))....((....)).(((...............))).....,13,-5.321,8,0,0.000363
290,.........((((.((((........))))...))))........((...(((..((.......))..)))..)).,15,-5.316,12,0,0.000360
