,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
2173,...........((((.(((....)))))))..(((((...(((...)))...((..(.....).))..)))))...,18,-5.12,7,0,0.000040
2174,...........((((...........)))).((((((..(...........)((((......))))..))))))..,15,-5.12,14,0,0.000040
2175,...........((((..((....)).))))...((.....))....(.(..(((((......)))))..).)....,15,-5.12,19,0,0.000040
2176,...........((((...........))))..((.((...(((...)))...((((......))))..)).))...,15,-5.12,10,0,0.000040
2177,...........((((...........))))......((....))....((..((((......)))).....))...,12,-5.12,24,0,0.000040
2178,..((...))..((((..((....)).)))).......((.....))......((((......))))..........,14,-5.119,24,0,0.000040
2179,..(.....)..((((..((....)).))))..........((.....))...((((......)))).((...))..,15,-5.119,16,0,0.000040
2180,......((((.((((...........))))....(((..((..((.....))..)).)))..))))..........,15,-5.119,40,0,0.000040
2181,...........((((.(((....)))))))..(((.((....))....(..(((((......)))))..))))...,18,-5.118,13,0,0.000040
2182,.....(...).((((...........))))..(((((...(((...)))...((((......))))..)))))...,17,-5.118,10,0,0.000040
2183,...........((((..((....)).))))....(.....).......(..(((((......)))))..)......,13,-5.118,18,0,0.000040
2184,.......(((.((..((((........(((.........)))......))))..)).))).......(.....)..,13,-5.118,49,0,0.000040
2185,..(.....)..((((...........)))).........(((.((.....))((((......)))).)))......,14,-5.118,28,0,0.000040
2186,.......(((.((.(((((.....(..(((.........)))..)...))))).)).)))..(.(...).).....,16,-5.118,48,0,0.000040
2187,...........((((...........))))...((.....))......(..(((((......)))))..)......,12,-5.117,22,0,0.000040
2188,......(.((.((((.(((....)))))))..))..)...........(..(((((......)))))..)......,16,-5.117,19,0,0.000040
2189,..(.....)..((((.(((....)))))))..(((((.((.............(((......))))).)))))...,18,-5.115,11,0,0.000040
2190,...........((((...........)))).........(((.........((((.((...)))))))))......,13,-5.115,29,0,0.000040
2191,...........((((...........)))).........(((.........(((((.(...)))))))))......,13,-5.115,26,0,0.000040
2192,..(.....)..((((.(((....)))))))......................((((......)))).(.....)..,13,-5.115,18,0,0.000040
2193,...........((((.((......))))))....(.....)...........((((......))))..........,11,-5.115,16,0,0.000040
2194,...........((((.(((....)))))))..........((.....))....(((......)))..((...))..,14,-5.115,14,0,0.000040
2195,...........((((..((....)).))))..(((((...(((...)))...(((.(.....))))..)))))...,18,-5.114,7,0,0.000040
2196,.......(((.((.(((((..((.(((.............)))))...))))).)).)))..(.(...).).....,17,-5.114,51,0,0.000040
2197,..(.....)..((((.(((....))))))).(((.((...((.....))...((((......))))..)).)))..,19,-5.114,6,0,0.000040
2198,...........((((...........))))..(((((...(((...)))...((..((...)).))..)))))...,16,-5.114,15,0,0.000040
2199,..(.....)..((((.(((....)))))))......................((((......))))....(...).,13,-5.113,17,0,0.000040
2200,...........((((..((....)).))))(((.......))).........((((......))))..........,13,-5.113,19,0,0.000040
2201,......((((.((((..((....)).))))....(((..((..(((...)))..)).)))..))))..........,18,-5.113,38,0,0.000040
2202,..(.....)..((((..((....)).)))).........(((.(((...)))((((......)))).)))......,17,-5.112,26,0,0.000040
2203,...........((((..(....)...)))).((((((...((.....))...((((......))))..))))))..,17,-5.111,9,0,0.000040
2204,...........((((...........))))..(((((.(.((.....))...((((......))))).)))))...,16,-5.11,8,0,0.000040
2205,.........(.((((..((....)).))))..)...............(..(((((......)))))..)......,13,-5.11,19,0,0.000040
2206,.......(((.(..(((((..((....(((.........))).))...)))))..).)))..(.......).....,15,-5.11,51,0,0.000040
2207,.........(.((((.(((....)))))))..).......(((...)))....(((......)))...........,14,-5.11,15,0,0.000040
2208,......((((....(((((........(((.........)))......))))).........))))..........,12,-5.11,45,0,0.000040
2209,..((...))..((((.(.......).))))..(((((...((.....))...((((......))))..)))))...,18,-5.11,10,0,0.000040
2210,...........((((.((......))))))..................(..(((((......)))))..)......,12,-5.109,18,0,0.000039
2211,..(.....)..((((.(((....))))))).((((((...((.....))...((..((...)).))..))))))..,20,-5.109,11,0,0.000039
2212,.......(((.(..(((((.........((.........)).......)))))..).)))..((.......))...,13,-5.108,47,0,0.000039
2213,..((...))..((((.(((....)))))))..(((((...((.....))...(((.(.....))))..)))))...,20,-5.108,7,0,0.000039
2214,..(.....)..((((.(((....))))))).((((....(((.(((...)))((((......)))).)))))))..,22,-5.108,20,0,0.000039
2215,...........((((...........)))).........(((..........((((......)))).)))......,11,-5.108,22,0,0.000039
2216,...........((((.(((....)))))))......((....))..(.(..((((........))))..).)....,15,-5.108,22,0,0.000039
2217,...........((((.(((....))))))).((((((...((.....))..(((.....).)).....))))))..,18,-5.108,13,0,0.000039
2218,.......(((.(..(((((..........(((.........)))....)))))..).))).....(........).,13,-5.108,51,0,0.000039
2219,..((...))..((((.(((....))))))).((((((..(...........)((((......))))..))))))..,20,-5.107,12,0,0.000039
2220,..(((........((((....))))........)))...(((.........(((((......))))))))......,15,-5.107,38,0,0.000039
2221,..((...))..((((.(((....)))))))..((.((...(((...)))...((((......))))..)).))...,20,-5.107,8,0,0.000039
2222,..((...))..((((.(((....)))))))......((....))....((..((((......)))).....))...,17,-5.107,22,0,0.000039
2223,...........((((...........)))).................((...((((......))))....))....,10,-5.107,20,0,0.000039
2224,.........(.((((.((......))))))..)...................((((......))))..........,11,-5.107,17,0,0.000039
2225,...........((((.(((....)))))))...((.....)).....(((..((((......)))).....)))..,16,-5.105,16,0,0.000039
2226,...........((((.(((....))))))).(((((................((((......))))...)))))..,16,-5.105,8,0,0.000039
2227,.......(((.((.(((((...(.....)((((.......))))....))))).)).)))....(...).......,16,-5.105,51,0,0.000039
2228,..((...))..((((.(((....)))))))...((.....))......(..(((((......)))))..)......,17,-5.105,20,0,0.000039
2229,..((...))....((((....))))......((((((...(((...)))...((((......))))..))))))..,19,-5.104,25,0,0.000039
2230,.......(((.((.(((((........(((.........)))......))))).)).)))(.(.(...)).)....,16,-5.104,48,0,0.000039
2231,..............(((....))).....((((.......))))...((...((((......))))....))....,13,-5.104,35,0,0.000039
2232,...........((((..((....)).))))..(((((.(.(((...)))...((((......))))).)))))...,19,-5.104,6,0,0.000039
2233,...........((((..((....)).))))..(...)...((.....))...((((......))))...(....).,14,-5.104,13,0,0.000039
2234,.......(((.((.(((((........(((.........)))......))))).)).))).......(...)....,14,-5.103,48,0,0.000039
2235,..(.....)..((((..((....)).)))).((((((...((.....))...(((.((...)))))..))))))..,20,-5.103,11,0,0.000039
2236,..(.....)..((((..((....)).)))).((((((...((.....))...((((.(...)))))..))))))..,20,-5.103,8,0,0.000039
2237,...........((((((....))))...)).((((((...((.....))...(((........)))..))))))..,17,-5.103,17,0,0.000039
2238,.......(((.(..(((((........(((..(...)..)))......)))))..).)))..(......)......,14,-5.103,47,0,0.000039
2239,..(.....)..((((((....))...)))).((((((...(((...)))...((((......))))..))))))..,20,-5.103,15,0,0.000039
2240,..((...))..((((.(((....))))))).........(((.........((((.((...)))))))))......,18,-5.103,27,0,0.000039
2241,..((...))..((((.(((....))))))).........(((.........(((((.(...)))))))))......,18,-5.103,24,0,0.000039
2242,..((...))..((((...........))))..(((((...((.....))...(((.((...)))))..)))))...,18,-5.102,15,0,0.000039
2243,..((...))..((((...........))))..(((((...((.....))...((((.(...)))))..)))))...,18,-5.102,12,0,0.000039
2244,..((...))..((((.(((....)))))))..(((((...(((...)))...((..((...)).))..)))))...,21,-5.101,13,0,0.000039
2245,...........((.((......))....))..(((((...((.....))...((((......))))..)))))...,15,-5.1,12,0,0.000039
2246,...........((((...(....)..)))).((((((...(((...)))...((((......))))..))))))..,18,-5.1,8,0,0.000039
2247,..(.....)..((((.(((....))))))).((((((.((.(.((...............)).).)).))))))..,19,-5.1,23,0,0.000039
2248,...........((((..((....)).))))..(((((......((.....)).(((......)))...)))))...,16,-5.1,12,0,0.000039
2249,...........((((...........))))..(.......)...........((((......))))..........,9,-5.099,20,0,0.000039
2250,..((...))..((((..((....)).))))......((....))...(((.(((((......)))))....)))..,18,-5.099,27,0,0.000039
2251,.............((((....))))...............(((...)))...((((......))))..........,11,-5.099,29,0,0.000039
2252,...........((((.(((....))))))).....................((...))..................,9,-5.098,25,0,0.000039
2253,..(.....)..((((..((....)).)))).((((((...(.......)...((((......))))..))))))..,18,-5.098,8,0,0.000039
2254,..((...))..((((.(((....)))))))..(((((.(.((.....))...((((......))))).)))))...,21,-5.097,6,0,0.000039
2255,..(.....)..((((.(((....)))))))..........(((...)))...(((.((...)))))..........,16,-5.097,19,0,0.000039
2256,..(.....)..((((.(((....)))))))..........(((...)))...((((.(...)))))..........,16,-5.097,16,0,0.000039
2257,..((...))..((((...........))))..(((((...(.......)...((((......))))..)))))...,16,-5.096,12,0,0.000039
2258,.........(.((((.(((....))))))).((((((...((.....))...((((......))))..))))))).,20,-5.096,4,0,0.000039
2259,..((...))..((((..((....)).))))..(((((...(((...)))...(((.((...)))))..)))))...,21,-5.096,13,0,0.000039
2260,..((...))..((((..((....)).))))..(((((...(((...)))...((((.(...)))))..)))))...,21,-5.096,10,0,0.000039
2261,..((...))..((((.(((....))))))).........(((..........((((......)))).)))......,16,-5.095,20,0,0.000039
2262,.......(((.(..(((((........(((..(...)..)))......)))))..).)))..(.........)...,14,-5.094,47,0,0.000038
2263,..((...))..((((.(((....))))))).................((...((((......))))....))....,15,-5.094,18,0,0.000038
2264,..((....((.((((..((....)).))))..))))................((((......))))..........,14,-5.094,20,0,0.000038
2265,.......(((.(..(((((.....((.(((.........)))..))..)))))..).)))..(.(...))......,16,-5.093,49,0,0.000038
2266,...........((((..((....)).)))).........(((.....((..((........))..)))))......,13,-5.093,29,0,0.000038
2267,...........(((..(((....))).)))......((....))...((..(((((......)))))...))....,15,-5.093,21,0,0.000038
2268,.....(..((.(((..(((....))).)))..))..)...((.....))...((((......))))..........,15,-5.093,15,0,0.000038
2269,...........((((.(((....)))))))..(((((.((.(......((....)).......).)).)))))...,17,-5.092,16,0,0.000038
2270,...........(((.............))).((((....(((.........(((((......))))))))))))..,15,-5.091,22,0,0.000038
2271,...(...)...((((.(((....)))))))..(((((......((.....))((((......))))..)))))...,19,-5.091,10,0,0.000038
2272,.......(((.(..(((((..((..((.............)).))...)))))..).)))..(.(...).).....,15,-5.091,50,0,0.000038
2273,..........((.((.....)))).......((((((...(((...)))...((((......))))..))))))..,17,-5.09,22,0,0.000038
2274,...........((((.((......))))))..(((.....(((...)))...((((......))))....)))...,16,-5.09,8,0,0.000038
2275,.......(((.((.(((((........(((..(...)..)))......))))).)).))).........(....).,15,-5.09,48,0,0.000038
2276,...........((((((....)))...))).((((((...((.....))...(((........)))..))))))..,17,-5.09,15,0,0.000038
2277,...........((((.(((....))))))).((((....(((.....((..((........))..)))))))))..,18,-5.089,23,0,0.000038
2278,..........(..((((....)))).)..((((.......))))....((.(((((......)))))....))...,16,-5.089,39,0,0.000038
2279,.........(.((((.(((....)))))))..)...((....)).........(((......)))...........,13,-5.089,20,0,0.000038
2280,...........((((..((....)).))))..........((.....))..((........)).............,10,-5.089,22,0,0.000038
2281,..............(((....)))....((.....))..(((.........(((((......))))))))......,13,-5.088,35,0,0.000038
2282,...........((((.(((....))))))).........(((.........(((((......))))))))(...).,16,-5.088,19,0,0.000038
2283,...........((((((....))))...))...((.....))..........((((......))))..........,12,-5.088,27,0,0.000038
2284,...........((((.(.(....).))))).((((((...((.....))...((((......))))..))))))..,18,-5.088,4,0,0.000038
2285,.............((((....))))....((((.......))))..(.(..(((((......)))))..).)....,15,-5.087,38,0,0.000038
2286,..(.....)..(((((......)))...)).((((((...((.....))...((((......))))..))))))..,18,-5.087,16,0,0.000038
2287,...........((((.(((....)))))))..(...)......((.....))((((......))))..........,14,-5.087,18,0,0.000038
2288,..((...))..((((.(((....)))))))..(.......)...........((((......))))..........,14,-5.087,18,0,0.000038
2289,...........((((.(((....)))))))..........................((...)).............,9,-5.086,25,0,0.000038
2290,...........((((.(((....)))))))..(((....(((........(.((((......)))))))))))...,18,-5.086,12,0,0.000038
2291,...........((((.(((....))))))).........(((.((.....))(((........))).)))......,15,-5.086,22,0,0.000038
2292,...........((((.(((....))))))).....((...........))..((((......))))...(....).,14,-5.086,16,0,0.000038
2293,..(.....).....(((....)))................((.....))...((((......))))..........,10,-5.085,29,0,0.000038
2294,...........((((.((......))))))..(...)..(((.........(((((......))))))))......,15,-5.085,20,0,0.000038
2295,..((...))..((((.((......)))))).......(.(((.........(((((......)))))))).)....,17,-5.085,25,0,0.000038
2296,.......(((.((.(((((.............................))))).)).)))....(...).......,11,-5.085,46,0,0.000038
2297,.......(((.((..((((..........(((.........)))....))))..)).)))................,12,-5.084,50,0,0.000038
2298,...........((((.(((....)))))))...(.......)..........((((......))))..........,12,-5.084,14,0,0.000038
2299,...........((((.(((....))))))).(...)....((.....))...((((......))))..........,14,-5.083,11,0,0.000038
2300,......(...)((((.(((....)))))))..(((((...(((...)))...((((......))))..)))))...,20,-5.083,4,0,0.000038
2301,..(.....)..((((.(((....))))))).......(.(((.........((((........))))))).)....,16,-5.083,23,0,0.000038
2302,..((...))..((((..((....)).))))......................((((......))))...(....).,13,-5.083,21,0,0.000038
2303,..(.....)..(((.............)))..........((.....))...((((......))))..........,10,-5.082,20,0,0.000038
2304,..(.....)..((((...........)))).((((((...(((...)))...(((........)))..))))))..,17,-5.082,14,0,0.000038
2305,...........(((..(((....))).)))...((((...((.....))...((((......))))..))))....,16,-5.081,4,0,0.000038
2306,...........((((((....))))...))..(((((......(((...)))((((......))))..)))))...,18,-5.081,23,0,0.000038
2307,..(.....)..((((.(((....)))))))......................((((......))))..(...)...,13,-5.081,16,0,0.000038
2308,..(((......((((..((....)).))))...)))................((((......))))..........,13,-5.081,19,0,0.000038
2309,..(((....(.((((..((....)).))))..))))................((((......))))..........,14,-5.08,20,0,0.000038
2310,...........((((.(((....)))))))..................((.(((((......))))..)..))...,14,-5.08,16,0,0.000038
2311,..((...))..(((((......)))...))..(((((...(((...)))...((((......))))..)))))...,19,-5.08,18,0,0.000038
2312,........((.((((.(((....)))))))..))..............(..(((((......)))))..)......,15,-5.08,18,0,0.000038
2313,.......(((.(..(((((...(.....)((((.......))))....)))))..).))).......(.....)..,15,-5.079,53,0,0.000038
2314,...........((((...........))))..(((....((..((.....))((((......))))..)))))...,15,-5.079,19,0,0.000037
2315,.............((((....))))...........((....))........((((......))))..........,10,-5.078,34,0,0.000037
2316,...........((((..((....)).)))).((((((...((.....))...((..........))..))))))..,16,-5.077,8,0,0.000037
2317,.......(.(.((((..((....)).))))....).)...((.....))...((((......))))..........,14,-5.076,14,0,0.000037
2318,..(((...(..((((..((....)).)))).).)))................((((......))))..........,14,-5.076,21,0,0.000037
2319,....................(((...........)))...(((...)))...((((......))))..........,10,-5.076,29,0,0.000037
2320,..(.....)..((((.(((....)))))))......((....))........(((.((...)))))..........,15,-5.076,24,0,0.000037
2321,..(.....)..((((.(((....)))))))......((....))........((((.(...)))))..........,15,-5.076,21,0,0.000037
2322,...........(((..(((....))).))).((((((......(((...)))((((......))))..))))))..,19,-5.075,14,0,0.000037
2323,..................((((.(...(((.........))).((.....))((((......))))...).)))).,14,-5.075,38,0,0.000037
2324,..((...)).....((......)).....((((.......))))........((((......))))..........,12,-5.075,38,0,0.000037
2325,..(.....).(..((((....)))).).....(((((...((.....))...((((......))))..)))))...,17,-5.075,20,0,0.000037
2326,......((((.(..(((((..........((((.......))))....)))))..).))).)..............,14,-5.075,52,0,0.000037
2327,..(.....)..((((.(((....)))))))......((....))....(...((((......))))...)......,15,-5.075,19,0,0.000037
2328,..((....((.((((.(((....)))))))..)))).(.(((.........(((((......)))))))).)....,20,-5.074,23,0,0.000037
2329,...........((((((....)))...)))...((.....))..........((((......))))..........,12,-5.074,25,0,0.000037
2330,..(.....)..(((((......))...))).((((((...((.....))...((((......))))..))))))..,18,-5.074,14,0,0.000037
2331,...(...)...((((...........))))..........(((...)))...((((......))))..........,12,-5.074,20,0,0.000037
2332,..(.....)..((((((....))))...))..(((....(((.........(((((......)))))))))))...,18,-5.074,27,0,0.000037
2333,..(.....)..((((...........))))....(.....)...........((((......))))..........,10,-5.073,22,0,0.000037
2334,..........(((((.(((....)))))))..)......(((.........(((((......))))))))......,16,-5.073,19,0,0.000037
2335,.........(.((((.(((....)))))))..)......((..(((...)))((((......))))..))......,17,-5.073,22,0,0.000037
2336,...........((((..((....)).))))..(((....((..(((...)))((((......))))..)))))...,18,-5.072,17,0,0.000037
2337,...........(((..(((....))).)))..(((((...((.....))....(((......)))...)))))...,16,-5.072,4,0,0.000037
2338,...........((((..((....)).))))....(((..((..((.....))..)).)))................,13,-5.072,32,0,0.000037
2339,...........((.(((....)))....))..........(((...)))...((((......))))..........,12,-5.072,25,0,0.000037
2340,.......(((.(..(((((..(.......................)..)))))..).)))................,10,-5.071,48,0,0.000037
2341,...........((((.(((....))))))).......(.(((.(((...))).(((......)))..))).)....,17,-5.071,25,0,0.000037
2342,...........((((..((....)).))))..................(..(((((......)))))...).....,12,-5.071,18,0,0.000037
2343,..............(((....))).......((((((...((.....))...(((........)))..))))))..,14,-5.071,21,0,0.000037
2344,.......(((.(..(((((..((....(((.........)))..))..)))))..).)))................,14,-5.07,51,0,0.000037
2345,...........((((((....))))...))..(((.....((.....))...((((......))))....)))...,15,-5.07,17,0,0.000037
2346,...........((((.(((....)))))))..........(((...)))...((..........))..........,12,-5.07,16,0,0.000037
2347,..(.....)..((((..((....)).))))................(.(..(((((......)))))..).)....,14,-5.07,21,0,0.000037
2348,.......(((.(..(((((..........((((.......))))....)))))..).))).(............).,14,-5.07,52,0,0.000037
2349,...........((((.(((....)))))))..(((((.((((.....))....(((......))))).)))))...,19,-5.069,5,0,0.000037
2350,.............(((......)))......((((((...(((...)))...((((......))))..))))))..,16,-5.069,20,0,0.000037
2351,..((...))..((((...........))))......((....))..(.(..(((((......)))))..).)....,15,-5.069,30,0,0.000037
2352,..(.....)..(((..(((....))).))).((((....(((.........(((((......))))))))))))..,19,-5.068,18,0,0.000037
2353,........((.((((...........))))..))...(.(((.........(((((......)))))))).)....,15,-5.068,27,0,0.000037
2354,..(.....)..((((...........))))..................(..(((((......)))))..)......,11,-5.068,24,0,0.000037
2355,...........((((((....)))...)))..(((((......(((...)))((((......))))..)))))...,18,-5.067,21,0,0.000037
2356,.......(((.(..(((((........(((.........)))......)))))..).))).....(.(.....)).,14,-5.067,50,0,0.000037
2357,...........((((..((....)).))))..(((((.((.(.....................).)).)))))...,14,-5.067,17,0,0.000037
2358,...........((((.(((....)))))))..(((.(...........)...((((......))))....)))...,15,-5.066,8,0,0.000037
2359,..((...))..(((((......))...)))..(((((...(((...)))...((((......))))..)))))...,19,-5.066,16,0,0.000037
2360,...........((...............))..(((((...((.....))...((((......))))..)))))...,13,-5.066,10,0,0.000037
2361,..((...))..((((.(((....)))))))..(((....((..((.....))((((......))))..)))))...,20,-5.066,17,0,0.000037
2362,..(.....).....(((....))).....((((.......))))....(..(((((......)))))..)......,14,-5.065,39,0,0.000037
2363,...........(((..(((....))).))).((((.....((.....))...((((......))))....))))..,16,-5.065,8,0,0.000037
2364,...........((((.(((....))))))).........(((.....((..(((.....).))..)))))......,15,-5.065,28,0,0.000037
2365,...........((((.(((....)))))))..(...)...((.....))...((((......)))).(.....)..,15,-5.065,12,0,0.000037
2366,..........((..........))........(((((...(((...)))...((((......))))..)))))...,14,-5.064,18,0,0.000037
2367,...........((((..((....)).))))..(((((...............((((......))))..)))))...,15,-5.064,6,0,0.000037
2368,...........((((.(((....)))))))..........(((...)))..((...))....(.(...).).....,14,-5.064,23,0,0.000037
2369,...........((((.(((....)))))))..(...)...((.....))...((((......))))....(...).,15,-5.063,11,0,0.000037
2370,...........((((.(.....)...))))..........(((...)))...((((......))))..........,12,-5.061,19,0,0.000036
2371,.......(((.((.(((((........(((.........)))......)))))).).))).........(....).,14,-5.061,48,0,0.000036
2372,..(((......((((.(((....)))))))...))).(.(((.........(((((......)))))))).)....,19,-5.061,22,0,0.000036
2373,..(((....(.((((.(((....)))))))..)))).(.(((.........(((((......)))))))).)....,20,-5.061,23,0,0.000036
2374,...((..(((.(......).)))..))....((((....(((.........(((((......))))))))))))..,18,-5.061,36,0,0.000036
2375,.......(((.((.(((((...........(((.......))).....))))).)).)))................,13,-5.061,49,0,0.000036
2376,...........((((.(((....)))))))..........((.....))..(((.....).)).............,12,-5.061,21,0,0.000036
2377,..(.....)..((((((....)))...)))..(((....(((.........(((((......)))))))))))...,18,-5.06,25,0,0.000036
2378,........((.(..(((((..........((((.......))))....)))))..).)).................,12,-5.059,48,0,0.000036
2379,.......(((.(..(((((.............................)))))..).))).......(.....)..,10,-5.059,48,0,0.000036
2380,...((..(((.(..(((((.....(((.............))).....)))))..).))).)).............,14,-5.058,50,0,0.000036
2381,...........((((.(((....)))))))..((((..((.(.((...............)).).))..))))...,16,-5.057,21,0,0.000036
2382,.......(((.(..(((((.....((.(((.........)))..))..)))))..).)))....(.........).,15,-5.057,50,0,0.000036
2383,...(...(((.((.(((((........(((.........)))......))))).)).)))..).............,14,-5.057,48,0,0.000036
2384,...........((((...........))))..(((((.((.............(((......))))).)))))...,14,-5.057,15,0,0.000036
2385,...........((((((....)))...)))..(((.....((.....))...((((......))))....)))...,15,-5.057,15,0,0.000036
2386,..(((...(..((((.(((....))))))).).))).(.(((.........(((((......)))))))).)....,20,-5.057,24,0,0.000036
2387,...........((((...........))))......................((((......)))).(.....)..,9,-5.057,22,0,0.000036
2388,.......(((.((..((((..........((((.......))))....))))..)).))).........(....).,14,-5.056,51,0,0.000036
2389,...........((((.(((....))))))).((((((...((.....))...((..(.....).))..))))))..,18,-5.056,7,0,0.000036
2390,...........((((...........)))).(((.((...((.....))...((((......))))..)).)))..,15,-5.056,10,0,0.000036
2391,..(.....)..((((.(((....))))))).................(((..((((......)))).....)))..,15,-5.056,18,0,0.000036
2392,...((......((((.(((....))))))).)).......((.....))...((((......))))..........,15,-5.055,13,0,0.000036
2393,.........(.((((..((....)).))))..)...((....))...((..(((((......)))))...))....,16,-5.055,22,0,0.000036
2394,...........((((.(((....)))))))..(((((......((.....))(((.((...)))))..)))))...,19,-5.055,13,0,0.000036
2395,...........((((.(((....)))))))..(((((......((.....))((((.(...)))))..)))))...,19,-5.055,10,0,0.000036
2396,..(.....).....((......)).......((((((...((.....))...((((......))))..))))))..,15,-5.055,20,0,0.000036
2397,...........((((...........))))......................((((......))))....(...).,9,-5.055,21,0,0.000036
2398,.....(...).((((...........)))).((((((...((.....))...((((......))))..))))))..,17,-5.054,10,0,0.000036
2399,...........((((.((......))))))......((....))...((..(((((......)))))...))....,15,-5.054,21,0,0.000036
2400,...........((((.(((....))))))).......((.....))..((.(((((......)))))....))...,16,-5.054,21,0,0.000036
2401,.....(..((.((((.((......))))))..))..)...((.....))...((((......))))..........,15,-5.054,15,0,0.000036
2402,.........(.((((...........))))..).......(((...)))...((((......))))...(....).,13,-5.054,20,0,0.000036
2403,..............(((....))).....((((.......))))........((((......)))).(.....)..,12,-5.054,37,0,0.000036
2404,...((..(((.(..(((((..........((((.......))))....)))))..).))).))....((...))..,17,-5.053,55,0,0.000036
2405,...(...)...((((...........))))......((....))........((((......))))..........,11,-5.053,25,0,0.000036
2406,...((..(((.((....)).)))..))....((((....(((.........(((((......))))))))))))..,19,-5.053,36,0,0.000036
2407,.......(((.(..(((((.....(..(((.........)))..)...)))))..).)))..((.......))...,15,-5.053,48,0,0.000036
2408,...........((((.(((....)))))))......(......)...((..(((((......)))))...))....,15,-5.052,17,0,0.000036
2409,..............(((....))).....((((.......))))........((((......))))....(...).,12,-5.052,36,0,0.000036
2410,...........((.(((....)))....))......((....))........((((......))))..........,11,-5.051,30,0,0.000036
2411,...........((((..((....)).)))).((((((...((.....))...(((.(.....))))..))))))..,18,-5.051,7,0,0.000036
2412,..(.....)..((((.(((....)))))))....(((...(((...)))...((((......))))..))).....,18,-5.051,8,0,0.000036
2413,......(.((.(((..(((....))).)))..))..)...((.....))...((((......))))..........,15,-5.051,15,0,0.000036
2414,..((...))..((((..((....)).))))..........((.....))...(((........)))..........,13,-5.05,18,0,0.000036
2415,...........((((...........)))).((((((...((.....))...((..((...)).))..))))))..,16,-5.05,15,0,0.000036
2416,...........((((..((....)).))))..................((..((((......)))).....))...,12,-5.05,17,0,0.000036
2417,...(...)...(((..(((....))).)))..(((((...(((...)))...((((......))))..)))))...,19,-5.05,6,0,0.000036
2418,...........((((..((....)).)))).(((.((...(((...)))...((((......))))..)).)))..,18,-5.05,8,0,0.000036
2419,...........((((.(((....))))))).....(((.(((.........(((((......)))))))).)..)),18,-5.05,21,0,0.000036
2420,.......(((.(..(((((..((.(((.............)))))...)))))..).)))..((.......))...,16,-5.049,51,0,0.000036
2421,...........((((...........)))).((((....(((.(((...)))((((......)))).)))))))..,18,-5.049,24,0,0.000036
2422,...........((((.(((....)))))))......((....))........((..........))..........,11,-5.049,21,0,0.000036
2423,.......(((.(..(((((..(..(..(((.........)))..))..)))))..).)))................,14,-5.049,50,0,0.000036
2424,..(.....)..((((...........))))..(((.....(((...)))...((((......))))....)))...,15,-5.049,14,0,0.000036
2425,...........((((.(((....)))))))..(((((.((.(.((.............))...).)).)))))...,17,-5.049,19,0,0.000036
2426,..(.....)..((((.(((....))))))).((((((.(.............((((......))))).))))))..,19,-5.049,10,0,0.000036
2427,(...)......((((.(((....)))))))..(((((...(((...)))...((((......))))..)))))...,20,-5.048,4,0,0.000036
2428,.....(...).((((..((....)).)))).((((((...(((...)))...((((......))))..))))))..,20,-5.048,8,0,0.000036
2429,...(....((.((((.(((....)))))))..))).....((.....))...((((......))))..........,16,-5.048,13,0,0.000036
2430,...........((((.(((....)))))))..(((((...((.....))..((...))..........)))))...,16,-5.048,11,0,0.000036
2431,..((...))..((((..((....)).))))..........((.....))...((((......)))).((...))..,16,-5.048,18,0,0.000036
2432,..((...))..((((...........)))).........(((.((.....))((((......)))).)))......,15,-5.047,30,0,0.000036
2433,...........((((.(((....))))))).((((((.((.((((...((....))..)))..).)).))))))..,21,-5.046,24,0,0.000036
2434,.......(((.(..(((((........(((.........)))......)))))..).)))....(((.....))).,15,-5.046,50,0,0.000035
2435,...........(((..(((....))).)))..(...)...(((...)))...((((......))))..........,14,-5.046,14,0,0.000035
2436,...........((((.(.......).))))..........(((...)))...((((......))))..........,12,-5.046,18,0,0.000035
2437,.......(((.(..(((((..(.....(((.........)))...)..)))))..).))).........(....).,14,-5.046,50,0,0.000035
2438,...........((((((....))...)))).......(.(((.........(((((......)))))))).)....,15,-5.045,28,0,0.000035
2439,...........((((.(((....)))))))......((.((..(((...)))((((......))))..))...)).,18,-5.045,24,0,0.000035
2440,...........((((..((....)).))))..(((((.((((.....))..((........))..)).)))))...,17,-5.045,15,0,0.000035
2441,...........((((.(((....)))))))..........(((...)))...(((.(.....))))..........,14,-5.044,15,0,0.000035
2442,..((...))..((((.(((....)))))))..(((((.((.............(((......))))).)))))...,19,-5.044,13,0,0.000035
2443,...........((((..((....)).)))).((((((...(((...)))...((..((...)).))..))))))..,19,-5.044,13,0,0.000035
2444,..((...))..((((.(((....)))))))......................((((......)))).(.....)..,14,-5.044,20,0,0.000035
2445,.........(.((((.(((....)))))))..)....(.(((.(((...)))((((......)))).))).)....,19,-5.044,24,0,0.000035
2446,..(.....)..((((...........))))..(...)..(((.........(((((......))))))))......,14,-5.044,26,0,0.000035
2447,...........((((.(((....)))))))......((....)).......((...))....(.(...).).....,13,-5.043,28,0,0.000035
2448,..(.....)(.((((.(((....)))))))..)......(((.........(((((......))))))))......,17,-5.043,21,0,0.000035
2449,...........((((.(((....)))))))......((....))...((..((........))..)).........,13,-5.043,28,0,0.000035
