,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
850,.......((.(((......))).)).....(((((..(.....(((((((....)))........)))))))))).,18,-4.116,14,0,0.000095
851,.......((.(((......))).)).............(....)...(((....))).............(...).,10,-4.116,15,0,0.000095
852,...........((((....))))..(.((((.......))))..)..(((....)))..((.(.(...).)..)).,16,-4.115,38,0,0.000095
853,...(((....(((......)))........))).....(....)...(((....)))...................,10,-4.115,22,0,0.000095
854,.......((.(((......))).))......................(((....)))....(............).,9,-4.114,15,0,0.000095
855,.......((.(((......))).))..((((.......)))).....(((....)))........(.((...))).,15,-4.113,21,0,0.000095
856,.......((.(((......))).)).....((((............((((....)))..)...........)))).,13,-4.113,8,0,0.000095
857,.....(.((.(((......))).)).)..........(((.......(((....)))...........))).....,12,-4.113,10,0,0.000095
858,.......((.(((......))).)).((...))..............(((....)))...(.(......).)....,12,-4.113,18,0,0.000095
859,.......((..((((....))))..))..........(((.......(((....)))...........))).....,12,-4.112,23,0,0.000095
860,.......((.(((......))).))............(.....)...(((....)))..((.(.(...).)..)).,13,-4.112,19,0,0.000095
861,.......((.(((......))).))....((.......))........((....))........(...).......,10,-4.112,18,0,0.000095
862,.......((.(((......))).)).............((......))...........((.(.(...).)..)).,11,-4.111,25,0,0.000095
863,.......((.(((......))).))..((((.......))))......((....)).............(....).,12,-4.111,21,0,0.000095
864,.......((.(((......))).)).....(((....(((.......(((....)))...(.....).))).))).,15,-4.11,4,0,0.000094
865,...........((......)).........((((...(((.......(((....)))...........))))))).,12,-4.11,6,0,0.000094
866,.......((.(((......))).)).....(((....(((..(.(..(((....))).......).).))).))).,16,-4.11,6,0,0.000094
867,.......((.(((......))).)).....(((.(((.((......))..))).)))..((.(.......)..)).,16,-4.109,30,0,0.000094
868,.......((.(((......))).)).....((((....((........((....))............)).)))).,13,-4.109,4,0,0.000094
869,.......((.(((......))).)).((...)).....(....)...(((....)))..((.(.(...).)..)).,15,-4.109,21,0,0.000094
870,...(((.((..(((......)))..))...)))..............(((....))).....(.(...).).....,13,-4.109,33,0,0.000094
871,.......((.(((......))).))....((.......))........((....))....(.(.(...)).)....,12,-4.108,20,0,0.000094
872,.......((.(((......))).)).....((...)).(....)...(((....)))...................,11,-4.108,17,0,0.000094
873,..........(((......))).....................(((((((....)))........)))).......,10,-4.107,25,0,0.000094
874,..........(((......))).......((.......)).......(((....))).......(...).......,9,-4.107,20,0,0.000094
875,..........(((......))).....((((.......)))).....(((....)))............(....).,11,-4.106,23,0,0.000094
876,.......((.(((......))).))..(((.........))).....(((....))).....((.......))...,13,-4.105,21,0,0.000094
877,.......((.(((......))).)).............((......)).((.................))......,9,-4.105,22,0,0.000094
878,.......((.(((......))).))....((.......)).........(....).((......))..........,10,-4.104,22,0,0.000093
879,..........(((......))).......((.......)).......(((....)))...(.(.(...)).)....,11,-4.104,22,0,0.000093
880,..............................((((...(((.......(((....)))...........))))))).,10,-4.103,10,0,0.000093
881,.......((.(((......))).))......((..(....)..))..(((....))).....(.(...).).....,13,-4.103,20,0,0.000093
882,..(.....)..((((....))))....((((.......)))).(((((((....)))........)))).......,16,-4.101,40,0,0.000093
883,.......((.(((......))).)).....((((....((......((((....)))....)......)).)))).,15,-4.099,4,0,0.000093
884,.......((.(((......))).))......................(((......((......))......))).,10,-4.098,23,0,0.000093
885,...........(((......)))....((((.......)))).....(((....)))...(.(......).)....,12,-4.097,33,0,0.000092
886,.......((.(((......))).))......((.((....)).))..(((....)))...(.....).........,13,-4.094,22,0,0.000092
887,.......(((((((((((.(((((....))).......)).)))))))........))))....(...).......,17,-4.093,49,0,0.000092
888,...........((((....))))........((.((....)).))..(((....))).....(.(...).).....,13,-4.093,35,0,0.000092
889,.......((.(((......))).))........................(....).....................,6,-4.092,18,0,0.000092
890,...........((((((..(((((....))).......))..))))))........((......))..........,13,-4.091,45,0,0.000091
891,.......((.(((......))).))..((((.......)))).....(((....)))((..(......)..))...,15,-4.091,22,0,0.000091
892,.......((.(((......))).))..((((.(..............).))))...((......))..........,12,-4.09,29,0,0.000091
893,.......((.(((......))).)).....((((...(((..(.......................).))))))).,13,-4.088,8,0,0.000091
894,...(((.((.(((......)))...))...))).....(....)...(((....))).....(.(...).).....,14,-4.088,26,0,0.000091
895,..(.....)..((........)).......((((...(((.......(((....)))...........))))))).,13,-4.086,12,0,0.000091
896,.......((.((........)).)).....((((...(((....(..(((....)))..)........))))))).,15,-4.086,4,0,0.000091
897,...........(((......))).......((((..((.....(((((((....)))........)))))))))).,16,-4.086,26,0,0.000091
898,.......((.(((......))).))............(((.....(((((....)))........)).))).....,13,-4.084,12,0,0.000090
899,.......((.(((......))).)).............(....)...(((....)))...........(...)...,10,-4.083,15,0,0.000090
900,.......((.(((......))).))..((((.......))))...(((((....)))...............))..,14,-4.083,21,0,0.000090
901,.......((.(((......))).))......((.((....)).))..(((....))).....(.......).....,13,-4.082,21,0,0.000090
902,.......((.((........)).)).....((((....((.......(((....)))...........)).)))).,13,-4.081,4,0,0.000090
903,.......((.(((......))).))......((..........))..(((....)))..........((...))..,12,-4.081,17,0,0.000090
904,.......((.(((......))).))..((((.......))))....((((....))).......)...........,13,-4.08,21,0,0.000090
905,..........(((......)))........(((((...((.......(((....)))...........))))))).,13,-4.08,7,0,0.000090
906,.........(.((.(((........))).)).)....(((.......(((....)))...........))).....,12,-4.08,26,0,0.000090
907,.......((.(((.(...)))).))....((.......))...(((((((....)))........)))).......,15,-4.079,24,0,0.000090
908,.......((.(((......))).))..(((.........))).....(((....)))..((............)).,13,-4.078,21,0,0.000090
909,.......((.(((......))).)).....(((.(((.((......))..))).)))..(........).......,14,-4.078,28,0,0.000090
910,..(.....)..(((......)))....((((.......)))).....(((....)))...................,11,-4.078,32,0,0.000089
911,.......((.(((......))).))....((.......)).......(((....))).....(.(...)...)...,12,-4.077,17,0,0.000089
912,...(((.((.(((......))).)).....)))..............(((....)))..........((...))..,13,-4.077,18,0,0.000089
913,.......((.(((......))).))..((((.......))))..............((...........)).....,11,-4.076,26,0,0.000089
914,.......((.(((......))).))....((.......)).......(((....)))((............))...,12,-4.076,17,0,0.000089
915,.......((.(((......))).)).....(.....)..........(((....))).......(...).......,10,-4.075,16,0,0.000089
916,...........((........))....((((.......)))).....(((....)))...................,9,-4.074,30,0,0.000089
917,.......((.(((......))).))....((.......)).......(((....))).......((.......)).,12,-4.073,17,0,0.000089
918,...(((.((.(((......))).)).....))).....((......))........((......))..........,12,-4.072,27,0,0.000089
919,.......((.(((......))).)).......(.((....)).)...(((....)))............(....).,12,-4.072,19,0,0.000089
920,.......((.(((......))).)).......................((....))......(.(...).).....,9,-4.071,18,0,0.000088
921,.......((.(((......))).)).....(.....)..........(((....)))...(.(.(...)).)....,12,-4.071,18,0,0.000088
922,.....................(((....)))................(((....)))...(.(......).)....,8,-4.071,29,0,0.000088
923,.......((.(((......))).))....((.......))......((((....)))..)....(...).......,12,-4.07,18,0,0.000088
924,.......((.(((......))).))..((((.......))))....((((....)))..).........(....).,14,-4.069,21,0,0.000088
925,.......((.(((.(...)))).))..((((.......)))).....(((....))).......(...).......,14,-4.069,22,0,0.000088
926,.......((.(((......))).))....((.......)).......(((....)))..((.(((...)..)))).,15,-4.068,20,0,0.000088
927,.....................(((....))).......(....)...(((....)))..((.(.(...).)..)).,11,-4.067,32,0,0.000088
928,...........((((....)))).....(((.......)))......(((....)))..((.(.(...).)..)).,14,-4.067,34,0,0.000088
929,..........(((......))).........................(((....))).....(.(...).).....,8,-4.066,20,0,0.000088
930,..(.....)..((((....))))..............(((.......(((....)))...........))).....,11,-4.066,22,0,0.000088
931,......(((.(((......))).)).)..........(((.......(((....)))...........))).....,12,-4.066,10,0,0.000088
932,.......((.(((.(...)))).))..((((.......)))).....(((....)))...(.(.(...)).)....,16,-4.065,24,0,0.000088
933,.......((.(((......))).))..((((.......)))).....((((.....((...........)))))).,15,-4.065,27,0,0.000088
934,.......((.(((......))).)).....((((((....)).(((((((....)))........))))..)))).,18,-4.065,17,0,0.000088
935,.......((.(((......))).)).(.....).....(....)...(((....))).......(...).......,11,-4.064,17,0,0.000087
936,.......((.(((......))).)).........(.....)......(((....)))...................,9,-4.064,16,0,0.000087
937,.......((.(((......))).))...(((.......)))....(((((....))).............))....,13,-4.063,19,0,0.000087
938,.......((.((........)).)).....((((...((....(((((((....)))........)))))))))).,17,-4.061,11,0,0.000087
939,...........(((......)))........................(((....)))...................,6,-4.06,26,0,0.000087
940,.......((.(((......))).)).(.....).....(....)...(((....)))...(.(.(...)).)....,13,-4.06,19,0,0.000087
941,.......((.(((......))).)).....((((...((..(.....(((....))).........)..)))))).,15,-4.059,4,0,0.000087
942,...(...)...((((....)))).......((((...(((.......(((....)))...........))))))).,15,-4.059,14,0,0.000087
943,.......((.(((......))).)).....((((...(((..........((...))...........))))))).,14,-4.058,8,0,0.000087
944,.......((.(((......))).)).....(((..((.((......))..))..))).......(...).......,13,-4.058,26,0,0.000086
945,..((...))..((((....))))......((.......)).......(((....)))...................,11,-4.057,30,0,0.000086
946,.......((.(((......))).)).......((...(((....((((((....)))........))))))))...,16,-4.057,10,0,0.000086
947,.......((.(((......))).))....((.......)).......((((...((((......)).))..)))).,15,-4.056,26,0,0.000086
948,.......((.(((......))).))...(((.......)))......(((....)))..((.(.......)..)).,14,-4.056,20,0,0.000086
949,.......((.(((......))).))......(..((....))..)..(((....)))...................,11,-4.055,19,0,0.000086
950,...........((((....)))).......((((.........(((((((....)))........))))..)))).,15,-4.055,26,0,0.000086
951,.......((((...((((.((((..(.((((.......))))..).)).)).))))))))................,17,-4.055,50,0,0.000086
952,.......((.(((......))).))..((((.......)))).(...(((....))).....).............,13,-4.055,21,0,0.000086
953,...........((((....))))...(.....)..............(((....)))...................,8,-4.054,28,0,0.000086
954,.......((.(((......))).)).....(((..((.((......))..))..)))...(.(.(...)).)....,15,-4.054,28,0,0.000086
955,.......((.(((......))).)).......(....(((.......(((....)))...........))).)...,12,-4.053,6,0,0.000086
956,..(.....)............(((....)))................(((....)))...................,7,-4.052,28,0,0.000086
957,.......((.(((......))).))......((.(((.((......))..))).))((......))..........,14,-4.052,30,0,0.000086
958,.......((.(((......))).)).....((((...(((...(...(((....))).........).))))))).,16,-4.052,2,0,0.000086
959,.......((.(((......))).))...(((.......)))......(((......................))).,11,-4.051,23,0,0.000085
960,.......(..(((......)))..)..((((.......)))).....(((....))).....(.(...).).....,13,-4.051,23,0,0.000085
961,...........((((....)))).......(((.(((.((......))..))).))).......(...).......,13,-4.048,41,0,0.000085
962,.......((.((........)).))......((.((....)).))..(((....)))...................,11,-4.048,22,0,0.000085
963,.......((.(((......))).)).....(((.(((.((......))..))).)))..........(...)....,14,-4.046,28,0,0.000085
964,.......((.(((......))).)).....((..(((.((......))..)))..)).....(.(...).).....,14,-4.045,29,0,0.000085
965,.......((.(((......))).)).....(((((...((....(..(((....)))..)........))))))).,16,-4.045,5,0,0.000085
966,...........((((....)))).......(((.(((.((......))..))).)))...(.(.(...)).)....,15,-4.045,43,0,0.000085
967,.......((.(((......))).))(.((((.......))))..)..(((....))).......(...).......,14,-4.044,22,0,0.000084
968,.......((.(((......))).)).....((((...(((..(.(.((((....)))..)....).).))))))).,18,-4.044,6,0,0.000084
969,...(((.((..((((....))))..))...))).....(....)...(((....))).......(...).......,14,-4.043,34,0,0.000084
970,.......((.(((......))).))..((((.......)))).....(((....)))..((((.(...).)).)).,17,-4.043,24,0,0.000084
971,.......((.(((......))).))...(((.......))).....((....................))......,10,-4.043,24,0,0.000084
972,.......((.(((......))).))...(((.......)))......((((....................)))).,12,-4.043,24,0,0.000084
973,.......((.(((......)))...))((((.......)))).....(((....)))...................,12,-4.043,25,0,0.000084
974,...........((((....))))..(.((((.......))))..)..(((....))).......(...).......,13,-4.043,35,0,0.000084
975,.......((.(((......))).))....((.......))........((....))....(.(......).)....,11,-4.041,19,0,0.000084
976,.......((.(((......))).))(.((((.......))))..)..(((....)))...(.(.(...)).)....,16,-4.04,24,0,0.000084
977,...(((.((..((((....))))..))...))).....(....)...(((....)))...(.(.(...)).)....,16,-4.04,36,0,0.000084
978,.......((.(((......))).))............(.....)...(((....))).......(...).......,10,-4.04,16,0,0.000084
979,.......((.(((......))).))......((..(.....).))..(((....)))...................,11,-4.04,18,0,0.000084
980,.......((.(((......))).)).......(......).......(((....))).....((.......))...,11,-4.039,16,0,0.000084
981,.......((.(((......))).)).....(((.(((.((......))..))).))).(.(.(.(...)).).)..,17,-4.039,31,0,0.000084
982,...........((((....))))..(.((((.......))))..)..(((....)))...(.(.(...)).)....,15,-4.039,37,0,0.000084
983,.......((.(((......))).)).............((......))................(...).......,8,-4.039,22,0,0.000084
984,.......((.(((......))).))...(((.......)))...............((......))..........,10,-4.038,26,0,0.000084
985,.......((.(((.(...)))).))....((.......)).......(((....))).....(.(...).).....,13,-4.037,19,0,0.000084
986,.......((.((........)).)).....(((.(((.((......))..))).))).....(.(...).).....,14,-4.037,31,0,0.000084
987,.......((((....(((.((((..(.((((.......))))..).)).)).))).))))................,16,-4.037,49,0,0.000083
988,.......((.(((......))).))..((((.......))))......((....))((...........)).....,13,-4.037,22,0,0.000083
989,.......((.(((......))).))..................(((((((....)))........))))(....).,13,-4.037,21,0,0.000083
990,.......((.(((......))).)).((...)).....(....)...(((....))).......(...).......,12,-4.037,18,0,0.000083
991,.......((.(((......))).))....((.......)).......(((....))).......(...)(....).,12,-4.037,16,0,0.000083
992,..........(((......))).......((.......)).......(((....)))...(.(......).)....,10,-4.036,21,0,0.000083
993,.......((.(((.(...)))).)).....(((((............(((....))).............))))).,14,-4.036,9,0,0.000083
994,.......((.(((......))).))............(.....)...(((....)))...(.(.(...)).)....,12,-4.036,18,0,0.000083
995,.......((.(((......))).)).............((......))............(.(.(...)).)....,10,-4.035,24,0,0.000083
996,.......((.(((......))).))......(((.............(((....)))..............)))..,11,-4.035,8,0,0.000083
997,.....(.((.(((......))).)).)((((.......)))).....(((....))).....(.(...).).....,15,-4.033,23,0,0.000083
998,.......((..((((....))))..))((((.......)))).....(((....))).....(.(...).).....,15,-4.033,36,0,0.000083
999,.......((.(((......))).)).((...)).....(....)...(((....)))...(.(.(...)).)....,14,-4.033,20,0,0.000083
1000,.......((.(((......))).))....((.......)).......(((....)))..(..((.......)).).,13,-4.032,18,0,0.000083
1001,.......((.(((......))).))....((.......)).......(((....)))..((.(.(...))...)).,14,-4.032,19,0,0.000083
1002,.....................((......))......(((.......(((....)))...........))).....,8,-4.031,20,0,0.000083
1003,.......((.(((......))).)).............(....)...(((....)))...(.....).........,10,-4.031,17,0,0.000083
1004,...........((((....))))...............(....)...(((....))).....(.(...).).....,10,-4.03,30,0,0.000082
1005,.......((.(((......))).))......((.((....)).))..(((....)))....(............).,13,-4.03,21,0,0.000082
1006,..((...))..((((....))))....((((.......)))).(((((((....)))........)))).......,17,-4.03,41,0,0.000082
1007,.......((.(((......))).)).....................((((....)))..)..(.(...).).....,11,-4.029,18,0,0.000082
1008,...........((((....))))...((...))..............(((....)))...................,9,-4.027,29,0,0.000082
1009,.......((.(((......))).))........................((.................))......,7,-4.026,21,0,0.000082
1010,.......((.(((......))).)).........((....)).....(((....)))..........(.....)..,11,-4.026,19,0,0.000082
1011,.......((.((........)).))...(((.......)))..(((((((....)))........)))).......,14,-4.025,26,0,0.000082
1012,.......((.(((......))).))...(((.......)))......(((....)))..(........).......,12,-4.025,18,0,0.000082
1013,.......((.(((......))).))..((((.......)))).....(((....)))....((.........).).,14,-4.023,21,0,0.000082
1014,.......((.(((......))).))...(((.......)))..(((((((....)))........)))).(...).,16,-4.023,24,0,0.000081
1015,.......((.(((......))).))....(.........).......(((....)))..((.(.(...).)..)).,13,-4.022,19,0,0.000081
1016,.......((.(((......))).)).....((((...(((.......(((....))).(.......).))))))).,16,-4.022,2,0,0.000081
1017,.......((.(((......))).)).....((((...(((........((....)).(......)...))))))).,15,-4.022,4,0,0.000081
1018,...........((((....))))....((((.......)))).....(((....)))..........(.....)..,12,-4.021,33,0,0.000081
1019,.......((.(((......))).))..((((.......))))......((....))...........((...))..,13,-4.021,22,0,0.000081
1020,.......((.(((......))).)).....(((..........(((((((....)))........))))...))).,15,-4.021,15,0,0.000081
1021,...(((.((.(((......))).)).....))).....(....)...(((....)))............(....).,13,-4.02,18,0,0.000081
1022,.......((.(((......))).)).....(((((...(....(((((((....)))........)))))))))).,18,-4.02,12,0,0.000081
1023,.......((.(((......))).))..((((.......))))...((..((.................))..))..,13,-4.019,28,0,0.000081
1024,.......((.(((......))).)).............(....)...(((....))).....(.......).....,10,-4.018,16,0,0.000081
1025,..........(((......))).....((((.......)))).....(((....)))..........((...))..,12,-4.016,24,0,0.000081
1026,.......((.(((......))).))..((((.......)))).....((((...(.((......))..)..)))).,16,-4.016,29,0,0.000081
1027,..((...))..((........)).......((((...(((.......(((....)))...........))))))).,14,-4.015,13,0,0.000080
1028,.......((.(((......))).))......((.(((.((......))..))).))...((.(.(...).)..)).,16,-4.015,31,0,0.000080
1029,...........(((......))).......((((...(((....(..(((....)))..)........))))))).,14,-4.015,14,0,0.000080
1030,.......((.(((......))).))......((.((....)).))..(((......((......))......))).,14,-4.015,29,0,0.000080
1031,.......((.(((......))).)).....((((...(((...(.....)......((......))..))))))).,15,-4.014,10,0,0.000080
1032,.......((.(((......))).)).......(......).......(((....)))..((............)).,11,-4.012,16,0,0.000080
1033,...........(((......))).......((((....((.......(((....)))...........)).)))).,12,-4.011,14,0,0.000080
1034,..........(((......)))........(((.(((.((......))..))).)))..((.(.(...).)..)).,15,-4.01,35,0,0.000080
1035,(...)..((.(((......))).)).....((((...(((.......(((....)))...........))))))).,16,-4.009,2,0,0.000080
1036,...........((((....)))).......(((...((.....(((((((....)))........)))))).))).,16,-4.008,29,0,0.000080
1037,.......((.(((......))).))......((.((....)).))....(....).....................,10,-4.008,24,0,0.000080
1038,.......((.(((......))).))..((((.......)))).....(((....)))........(.(.....)).,14,-4.008,21,0,0.000079
1039,..((...))..(((......)))....((((.......)))).....(((....)))...................,12,-4.007,33,0,0.000079
1040,.....(.((.(((......))).)).)...(((.(((.((......))..))).)))...................,14,-4.005,29,0,0.000079
1041,.......((..((((....))))..))...(((.(((.((......))..))).)))...................,14,-4.005,42,0,0.000079
1042,...........((((((..(((((....))).......))..))))))............................,11,-4.005,42,0,0.000079
1043,..........(((......)))...(.((((.......))))..)..(((....)))..((.(.(...).)..)).,15,-4.005,29,0,0.000079
1044,.......((.(((......))).))...(((((.(((.((......))..))).)))..))...............,15,-4.004,31,0,0.000079
1045,.......((.(((......))).))..((((.(..............).)))).......................,10,-4.004,26,0,0.000079
1046,.......((.(((......))).)).....(.....)..........(((....)))...(.(......).)....,11,-4.004,17,0,0.000079
1047,...(((.((.(((......))).)).....))).((....)).....(((....)))...................,13,-4.001,21,0,0.000079
1048,......(.(.(((......))).)).....((((...(((.......(((....)))...........))))))).,15,-4.0,3,0,0.000078
1049,.......((.(((......))).))...(((.......))).......((....))((......))..........,12,-3.998,22,0,0.000078
1050,.......((.(((.(...)))).))..((((.......)))).....(((....)))...(.(......).)....,15,-3.998,23,0,0.000078
1051,.......((.(((......))).)).......(.(((.((......))..))).).......(.(...).).....,13,-3.998,29,0,0.000078
1052,.........(.....).....(((....))).......(....)...(((....)))...................,8,-3.996,30,0,0.000078
1053,...........((((....)))).......((((...(((............................))))))).,11,-3.996,19,0,0.000078
1054,..((...))..((((....))))..............(((.......(((....)))...........))).....,12,-3.995,23,0,0.000078
1055,.....................(((....))).......(....)...(((....))).......(...).......,8,-3.995,29,0,0.000078
1056,...........((((....)))).....(((.......)))......(((....))).......(...).......,11,-3.994,31,0,0.000078
1057,.......((.(((......))).))......................((((.....((......)).....)))).,11,-3.994,24,0,0.000078
1058,...(((.((..((........))..))...)))....(((.......(((....)))...........))).....,13,-3.994,24,0,0.000078
1059,.......((.(((......))).)).(.....).....(....)...(((....)))...(.(......).)....,12,-3.993,18,0,0.000078
1060,.......((.(((......))).)).........((.....))....(((....))).....((.......))...,12,-3.992,20,0,0.000077
1061,.......((.(((......))).))...(((.......)))......(((....)))..........(...)....,12,-3.992,18,0,0.000077
1062,.....................(((....))).......(....)...(((....)))...(.(.(...)).)....,10,-3.991,31,0,0.000077
1063,...........((((....)))).....(((.......)))......(((....)))...(.(.(...)).)....,13,-3.991,33,0,0.000077
1064,...........(((......))).......((((...((....(((((((....)))........)))))))))).,16,-3.99,21,0,0.000077
1065,...........((((....)))).......(((....(((....((((((....)))........)))))).))).,16,-3.989,21,0,0.000077
1066,.......((.(((......))).))...(((.......)))..(...(((....))))..................,12,-3.988,19,0,0.000077
1067,...(((.((.(((......))).)).....)))....(.....)...(((....)))...................,12,-3.987,18,0,0.000077
1068,.......((.(((......))).))......((.((....)).))...((....))......(.(...).).....,13,-3.987,24,0,0.000077
1069,.......((.(((.(...)))).)).....((((..((.....(((((((....)))........)))))))))).,19,-3.987,16,0,0.000077
1070,.......((.(((......))).))..((((.......)))).....(((....))).......(((.....))).,15,-3.987,22,0,0.000077
1071,.......((.(((......))).)).....(((..((.((......))..))..)))...(.(......).)....,14,-3.987,27,0,0.000077
1072,.......((.(((......))).)).....((((...(((...((...))......((......))..))))))).,16,-3.987,11,0,0.000077
1073,.......((.(((......))).)).....((((...(((......(............)........))))))).,13,-3.987,8,0,0.000077
1074,......(((.(((......))).)).)((((.......)))).....(((....))).....(.(...).).....,15,-3.986,23,0,0.000077
1075,...(((.((.(((......))).)).....))).....((......))............................,10,-3.986,24,0,0.000077
1076,.......((.(((......))).))...(((.......)))......(((....))).(.(.(.(...)).).)..,15,-3.985,21,0,0.000077
1077,........(.(((......))).)......((((...(((....((((((....)))........)))))))))).,17,-3.985,8,0,0.000076
1078,.......(..(((......)))..)....((.......)).......(((....)))...................,9,-3.985,17,0,0.000076
1079,.......((.((........)).)).............(....)...(((....)))...................,8,-3.984,17,0,0.000076
1080,.......((.((........)).))...(((.......)))......(((....))).....(.(...).).....,12,-3.984,21,0,0.000076
1081,.......((.(((......))).)).........(((.((......))..)))...((...........)).....,12,-3.983,28,0,0.000076
1082,..........(((......))).........((.((....)).))..(((....))).....(.(...).).....,12,-3.983,26,0,0.000076
1083,.......((.(((......))).)).......(.((....)).)...(((....)))..........((...))..,13,-3.981,20,0,0.000076
1084,..((...))............(((....)))................(((....)))...................,8,-3.981,29,0,0.000076
1085,........(.(((......))).)......(((....(((.......(((....)))...........))).))).,13,-3.981,4,0,0.000076
1086,.......((.(((......))).))......................(((....)))....(......).......,9,-3.98,15,0,0.000076
1087,.......((.(((......))).))..((((.......))))....((((....)))..).......((...))..,15,-3.979,22,0,0.000076
1088,.......((.(((......))).))............(((...(...(((....))).....).....))).....,12,-3.979,10,0,0.000076
1089,.......((.(((......)))...))...((((...(((....((((((....)))........)))))))))).,18,-3.978,12,0,0.000076
1090,...........((((....)))).......((((((.......(((((((....)))........)))))))))).,17,-3.978,28,0,0.000076
1091,.......((.(((.....).)).)).....((((...(((....((((((....)))........)))))))))).,18,-3.978,9,0,0.000076
1092,.......((.(((......))).))...(.((((...(((.......(((....)))...........)))))))),16,-3.978,2,0,0.000076
1093,.......((.(((......))).)).....((...))..........(((....)))..((.(.(...).)..)).,14,-3.978,20,0,0.000076
1094,...........((((....)))).......(((.(((.((......))..))).)))...(.(......).)....,14,-3.977,42,0,0.000075
1095,.......((.(((......))).))......((.((.....))))..(((....))).....(.(...).).....,14,-3.977,22,0,0.000075
1096,.......((.(((......))).)).............((.........)).....((...........)).....,9,-3.977,22,0,0.000075
1097,...........(((......)))........((.((....)).))..(((....)))...................,10,-3.977,32,0,0.000075
1098,.........((.......)).(((....)))................(((....)))...................,8,-3.976,29,0,0.000075
1099,.......((.(((......))).))..((((.......))))...(((.((.(.............).)).)))..,15,-3.975,30,0,0.000075
1100,.......((.(((......))).))......((..........))..(((....)))..........(.....)..,11,-3.975,17,0,0.000075
1101,.......((.(((......)))...))...(((....(((.......(((....)))...........))).))).,14,-3.974,8,0,0.000075
1102,.......((.(((.....).)).)).....(((....(((.......(((....)))...........))).))).,14,-3.973,5,0,0.000075
1103,.......((.(((......))).)).....((((...(((.(.((.((((....)))..).))...).))))))).,19,-3.973,8,0,0.000075
1104,.......((.(((......))).))(.((((.......))))..)..(((....)))...(.(......).)....,15,-3.973,23,0,0.000075
1105,.......((.(((......))).))....((.......))......((((....))............))......,11,-3.973,18,0,0.000075
1106,...(((.((..((((....))))..))...))).....(....)...(((....)))...(.(......).)....,15,-3.973,35,0,0.000075
1107,.......((.(((......))).)).....(((.(((.((......))..))).))).(.(.(......).).)..,16,-3.972,30,0,0.000075
1108,...........((((....))))..(.((((.......))))..)..(((....)))...(.(......).)....,14,-3.972,36,0,0.000075
1109,.......((.((........)).))..((((.......)))).....(((....))).....((.......))...,13,-3.971,23,0,0.000075
1110,...(((.((.(((......))).)).....)))..............(((....)))..........(.....)..,12,-3.971,18,0,0.000075
1111,.......((.(((......))).))......(((...(((.(.....(((....))).........).))))))..,15,-3.97,4,0,0.000075
1112,.......((.(((......))).))............(.....)...(((....)))...(.(......).)....,11,-3.969,17,0,0.000074
1113,.......((.(((......))).)).....((((.........((((..................))))..)))).,13,-3.968,19,0,0.000074
1114,.......((.(((......))).)).............((......))............(.(......).)....,9,-3.968,23,0,0.000074
1115,.......((.(((......))).)).....((((...(((..(.....((....))..........).))))))).,15,-3.967,4,0,0.000074
1116,.....(.((.(((......))).)).)...((((.............(((....)))..............)))).,13,-3.967,8,0,0.000074
1117,.......((..((((....))))..))...((((.............(((....)))..............)))).,13,-3.967,21,0,0.000074
1118,.......((.(((......))).)).............(....)...(((....)))....(............).,10,-3.967,16,0,0.000074
1119,...........(((......))).......(((.(((.((......))..))).))).....(.(...).).....,13,-3.967,41,0,0.000074
1120,.......((.(((......))).)).((...)).....(....)...(((....)))...(.(......).)....,13,-3.966,19,0,0.000074
1121,.......((.(((......))).))..((((.......)))).....(((....((...........))...))).,14,-3.965,26,0,0.000074
1122,.......((.(((......))).))..((((.......)))).....(((....)))....((((...)..)).).,16,-3.965,23,0,0.000074
1123,.......((.(((......))).)).........((.....))....(((....)))..((............)).,12,-3.965,20,0,0.000074
1124,.......((.(((......))).))....((.......)).......(((....)))..((.(......)...)).,13,-3.964,18,0,0.000074
1125,.......((.(((......))).)).....(((((...........((((....)))..)..........))))).,14,-3.963,9,0,0.000074
1126,.......((.(((.(...)))).))......................(((....)))...................,9,-3.962,16,0,0.000074
1127,...(((.((..(((......)))..))...))).....(....)...(((....))).....(.(...).).....,14,-3.962,34,0,0.000074
1128,.......((.(((......))).))...(((.......))).......((....))...((.(.(...).)..)).,14,-3.961,23,0,0.000073
1129,.......((.(((......))).))....................(((.((.....((......))..)).)))..,12,-3.961,26,0,0.000073
1130,...........(((......)))..(.((((.......))))..)..(((....))).....(.(...).).....,13,-3.961,35,0,0.000073
1131,.......((((...(((..((((....((((.......))))....)).))..)))))))................,15,-3.96,46,0,0.000073
1132,..........(((......)))..(....)((((...(((.......(((....)))...........))))))).,14,-3.959,5,0,0.000073
1133,..(.....)..((((....)))).......(((.(((.((......))..))).)))...................,13,-3.959,41,0,0.000073
1134,......(((.(((......))).)).)...(((.(((.((......))..))).)))...................,14,-3.959,29,0,0.000073
1135,.......((.(((......))).)).........((....)).....(((....)))..(.((.(...).))..).,14,-3.958,22,0,0.000073
1136,...(((.((.(((......))).)).....)))....(((....(..(((....)))..)........))).....,15,-3.958,13,0,0.000073
1137,.......((.(((......))).))..((((.......)))).....((......))...................,11,-3.957,21,0,0.000073
1138,.......((.(((......))).)).....((((...(((..(...((((....)))....)....).))))))).,17,-3.957,4,0,0.000073
