,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
4234,........((.((.(((........))).)).)).........(((((((....)))........)))).......,14,-3.173,39,0,0.000019
4235,...........((........)).......((((...(((....(..(((....)))..)........))))))).,13,-3.173,13,0,0.000019
4236,..(.....)..(((......))).......((((....((.......(((....)))...........)).)))).,13,-3.173,15,0,0.000019
4237,...........((((....)))).....(((.......)))....(((.((.................)).)))..,12,-3.173,39,0,0.000019
4238,...........((((....))))....((((.......))))....((.((.................)).))...,12,-3.172,40,0,0.000019
4239,.......((.(((......))).))......((.((....)).))...((....)).............(....).,12,-3.172,22,0,0.000019
4240,.......((.((........)).)).......((...(((.......(((....)))...........)))))...,12,-3.172,6,0,0.000019
4241,.....(.((.(((......))).)).).(((.......)))......(((....)))..((.(.(...).)..)).,16,-3.172,23,0,0.000019
4242,.......((.(((......))).))....((.(.((....)).)..)).((.................))......,12,-3.172,28,0,0.000019
4243,.......((..((((....))))..)).(((.......)))......(((....)))..((.(.(...).)..)).,16,-3.172,36,0,0.000019
4244,......(((.(((......))).)).)((((.......)))).....(((....)))............(....).,14,-3.171,21,0,0.000019
4245,.......((.(((......))).))...(((.......)))..(.(((.((.................)).)))).,14,-3.171,27,0,0.000019
4246,..(.....)..((((....)))).......(((...((.....(((((((....)))........)))))).))).,17,-3.171,30,0,0.000019
4247,.......((.(((......))).)).....((((...(((.......(........)...........))))))).,13,-3.171,4,0,0.000019
4248,.......((.(((......))).))..((((.......))))...............((............))...,11,-3.171,27,0,0.000019
4249,.......((.(((......))).)).............((.(.....(((....))).........).))......,11,-3.171,12,0,0.000019
4250,.......((.((..(...).)).))..((((.......)))).(((((((....)))........)))).......,16,-3.171,30,0,0.000019
4251,.......((.(((......))).))..((((.......)))).....((((...(.............)..)))).,14,-3.171,26,0,0.000019
4252,..........(((......)))..........(.((....)).)...(((....))).....(.(...).).....,11,-3.171,25,0,0.000019
4253,.......((.(((......))).)).(.....).((....)).(((((((....)))........)))).......,15,-3.171,26,0,0.000019
4254,......(((.(((......))).)).)...(((...((.....(((((((....)))........)))))).))).,18,-3.17,18,0,0.000019
4255,.......((.(((......))).))...(((.......)))......(((....)))..((.(.(...)...))).,15,-3.17,21,0,0.000019
4256,.......((((...((((..(((....((((.......))))....)).)..))))))))..(.(...).).....,17,-3.17,49,0,0.000019
4257,.......((.(((......))).)).((...))..............(((....))).....(.........)...,11,-3.17,17,0,0.000019
4258,........(..((((....))))..)....((((...(((.......(((....)))...........))))))).,15,-3.17,14,0,0.000019
4259,...........((................))......(((.......(((....)))...........))).....,8,-3.17,19,0,0.000019
4260,.......((.(((......))).)).....((((...((..............................)))))).,11,-3.17,8,0,0.000019
4261,..........(((......))).......((.......)).......(((....))).....(.(...))......,10,-3.17,21,0,0.000019
4262,.......((.(((......))).))....((((.(((.((......))..))).)))....)..............,14,-3.169,29,0,0.000019
4263,.......((.(((......))).)).........((....)).....(((....)))....(((.......)).).,13,-3.169,21,0,0.000019
4264,.......((.(((......))).)).....(((.(((.((......))..))).)))....((.(...).)...).,16,-3.169,30,0,0.000019
4265,...(((.((.(((......)))...))...))).....((.......(((....)))...........))......,13,-3.168,19,0,0.000019
4266,...........((........)).......((((....((.......(((....)))...........)).)))).,11,-3.168,13,0,0.000019
4267,.......((.(((......))).))...(((.......)))..(...(((....))))..(.(......).)....,14,-3.168,21,0,0.000019
4268,.......((.((........)).))...(((.......)))......(((....)))............(....).,11,-3.168,19,0,0.000019
4269,.......((.(((......))).))............(((.......(((....)).)..........))).....,11,-3.168,11,0,0.000019
4270,.......((..(((......)))..))((((.......)))).....(((....))).......(...).......,13,-3.168,34,0,0.000019
4271,...(((.((.(((......))).)).....)))....(.....)...(((....)))...(.(......).)....,14,-3.168,20,0,0.000019
4272,..........(((......))).....((((.......))))....((((....)))..)..(.(...).).....,13,-3.168,27,0,0.000019
4273,.......((.(((......))).))......................(((....)))....((.........).).,10,-3.168,16,0,0.000019
4274,.....................(((....)))................(((....))).......(.........).,7,-3.168,28,0,0.000019
4275,.......((.(((......))).)).....(((.((..((......))...)).)))...................,12,-3.168,25,0,0.000019
4276,..........(((......)))....((...))..............(((....))).......(...).......,9,-3.168,21,0,0.000019
4277,..............((....)).......((.......)).......(((....)))...................,7,-3.168,27,0,0.000019
4278,..........(((......))).........((.((....)).))..(((....)))............(....).,11,-3.167,24,0,0.000019
4279,...(((.((.(((......))).)).....))).....((......))............(.(......).)....,12,-3.167,26,0,0.000019
4280,.......((.(((......))).)).............(....)..((.((.....((......))..)).))...,12,-3.167,26,0,0.000019
4281,.......((.(((......))).))....((.......))...((.((((....)))..).)).............,13,-3.167,21,0,0.000019
4282,.......((.(((......))).)).......(.((....)).).(((.((.................)).)))..,13,-3.167,28,0,0.000019
4283,..(.....)..((((((..(((((....))).......))..))))))............................,12,-3.167,43,0,0.000019
4284,.......((.((........)).))..((((.......)))).....(((....))).....(((...)..))...,14,-3.167,24,0,0.000019
4285,.........(.(((((((.(((((....))).......)).))))))).).........((.(.(...).)..)).,17,-3.167,49,0,0.000019
4286,.......(......)......(((....)))......(((.......(((....)))...........))).....,10,-3.166,22,0,0.000019
4287,.......((.(((......))).))..(((.........)))...(((((....)))........)).........,13,-3.166,23,0,0.000019
4288,.......((.(((......))).)).....((((...((.......((((....)))..)....)).....)))).,15,-3.166,10,0,0.000019
4289,...(((.((.(((......))).)).....))).....(....)...(((....)))....(............).,13,-3.166,19,0,0.000019
4290,...........(((((((.(((((....))).......)).)))))))........((......))...(....).,15,-3.166,47,0,0.000019
4291,...........((((....))))........................(((....)))..........(.....)..,8,-3.166,28,0,0.000019
4292,.......(..(((......)))..)....((.......)).......(((....)))...(.(......).)....,11,-3.166,19,0,0.000019
4293,.......((.(((......))).)).......................((....))...........((...))..,9,-3.166,17,0,0.000019
4294,............(.....)..(((....)))............(((((((....)))........)))).......,11,-3.166,35,0,0.000019
4295,.......(((((((((((..........(((.......)))))))))).(....).))))................,15,-3.166,46,0,0.000019
4296,.......((((((((((..........((((.......)))))))))).(....).))))................,15,-3.166,46,0,0.000019
4297,..........(((......))).....((((.......)))).......((.................))......,9,-3.165,30,0,0.000019
4298,......((((....((((.((((..(.((((.......))))..).)).)).))))......))))..........,17,-3.165,52,0,0.000019
4299,.......((.(((.(...)))).))......((..........))..(((....)))...................,11,-3.165,18,0,0.000019
4300,.......((.(((......))).)).......(.((.....)))...(((....))).....(.(...).).....,13,-3.165,21,0,0.000019
4301,.....(....)..........(((....)))............(((((((....)))........)))).......,11,-3.165,35,0,0.000019
4302,...........(((......)))...............(....)...(((....))).......(...).......,8,-3.165,28,0,0.000019
4303,.......((.((........)).)).............(....)...(((....)))...(.(......).)....,10,-3.165,19,0,0.000019
4304,...........(((......))).........(.((....)).)...(((....)))...................,9,-3.165,31,0,0.000019
4305,.......((..(((......)))..))((((.......)))).....(((....)))...(.(.(...)).)....,15,-3.165,36,0,0.000019
4306,..((...))..((........))....((((.......)))).....(((....)))...................,11,-3.165,32,0,0.000019
4307,..........(((......)))....((...))..............(((....)))...(.(.(...)).)....,11,-3.164,23,0,0.000019
4308,.......((.((........)).)).....(((....(((.(.....(((....))).........).))).))).,14,-3.164,6,0,0.000019
4309,...........((((....))))....((((.......)))).....(((....)))....(((.......)).).,14,-3.164,35,0,0.000019
4310,.......((.(((......))).))....((((.((....)).)).))......((.....)).............,13,-3.164,30,0,0.000019
4311,.......((.(((......))).))....................((..((.................))..))..,9,-3.164,23,0,0.000019
4312,.......((.(((......))).))..((((.......))))...(((((....)))........))...(...).,15,-3.163,23,0,0.000019
4313,..........(((......)))....((...))....(((....((((((....)))........)))))).....,14,-3.163,20,0,0.000019
4314,.......((.(((......))).)).......(..........)...(((....)))..........(.....)..,10,-3.163,16,0,0.000019
4315,.......((.(((......))).)).....(((((...........((((....))............))))))).,14,-3.163,10,0,0.000019
4316,...........(((......)))....((((.......)))).....(((....))).....(......)......,11,-3.163,32,0,0.000019
4317,.......((.(((......))).))..((((.......)))).................(.((.(...).))..).,13,-3.162,29,0,0.000019
4318,...........(((......)))....((((.......))))....((((....)))..)................,11,-3.162,33,0,0.000019
4319,.......((.(((......))).))......((.((.....))))..(((....)))............(....).,13,-3.162,20,0,0.000019
4320,.........(.(((((((..((((....))).......)..))))))).)..........................,12,-3.162,45,0,0.000019
4321,..((...))............(((....)))................(((....)))...(.(......).)....,10,-3.162,31,0,0.000019
4322,...........(((......)))...............(....)...(((....)))...(.(.(...)).)....,10,-3.162,30,0,0.000019
4323,.......((.(((......))).)).((..(((.(((.((......))..))).)))....)).............,15,-3.161,31,0,0.000019
4324,...(((.((.(((.(...)))).)).....)))..............(((....)))...................,12,-3.161,19,0,0.000019
4325,.......((.(((......))).))....((.......)).......(((....)))..((.....(.....))).,13,-3.161,18,0,0.000019
4326,.......((.(((......))).))....((.......))........((....))...((.((.......)))).,13,-3.161,21,0,0.000019
4327,...........(((......)))....((((.......)))).....(((....)))..((...(...)....)).,13,-3.161,34,0,0.000019
4328,.......((..((......))..))..((((.......)))).....(((....))).....((.......))...,13,-3.161,23,0,0.000019
4329,.......((.(((......))).))....((.......)).......(((....)))....(..(...).....).,12,-3.161,17,0,0.000019
4330,.....................(((....)))................(((....)))..(..............).,7,-3.161,28,0,0.000019
4331,..........(((......))).........................(((....)))..........((...))..,8,-3.161,19,0,0.000019
4332,.......((.(((......))).))..((((...((....)).......))))...((......))..........,13,-3.161,33,0,0.000019
4333,...(((.((.(((......))).)).....)))............(((.((.....((......))..)).)))..,15,-3.16,29,0,0.000019
4334,.......((.(((......))).))......................((((...(.((......))..)..)))).,12,-3.16,24,0,0.000019
4335,.......((.(((......))).))....((...((....))....))..............(.(...).).....,11,-3.16,28,0,0.000019
4336,..(.....).(((......))).......((.......))...(((((((....)))........)))).......,13,-3.16,27,0,0.000019
4337,.......((.(((......))).))..(((.........))).....(((....)))...(.....).........,12,-3.159,21,0,0.000019
4338,.......((.(((......))).))....((.......))......................((.......))...,9,-3.159,23,0,0.000019
4339,.....(.((.(((......))).)).)..((.......)).......(((....))).....((.......))...,13,-3.159,19,0,0.000019
4340,.......((.(((......))).)).....(((.(((.............))).)))..........(.....)..,12,-3.159,27,0,0.000019
4341,.......((..((((....))))..))..((.......)).......(((....))).....((.......))...,13,-3.159,32,0,0.000019
4342,.......((.(((......))).))..((((.......)))).((...))......((......))..........,13,-3.159,30,0,0.000019
4343,........(.(((......))).).....((.......)).......(((....)))..((.(.(...).)..)).,13,-3.159,21,0,0.000019
4344,...........((((....))))...(.....).....(....)...(((....))).......(...).......,10,-3.159,30,0,0.000019
4345,.......((.(((......))).))....((.......))......((.(...............)..))......,10,-3.159,23,0,0.000019
4346,...........(((......))).......((((...(((.......(((....)))...(.....).))))))).,14,-3.159,14,0,0.000019
4347,.......((.(((......))).)).....(((.(((.((......))..))).))).......(.(.....).).,15,-3.159,29,0,0.000019
4348,.......((((((((((..(((((....))).......))..)))))).(....).))))..(.(...).).....,18,-3.158,46,0,0.000019
4349,.......((.(((......))).))....((.......)).....(((.((.(...((......))).)).)))..,15,-3.158,29,0,0.000019
4350,...........((((....))))....(((.........))).....(((....))).....(.(...).).....,12,-3.158,34,0,0.000019
4351,(...)..((.(((......))).))..((((.......)))).....(((....)))...................,13,-3.158,21,0,0.000019
4352,..((...))............(((....))).......(....)...(((....)))..((.(.(...).)..)).,13,-3.158,34,0,0.000019
4353,...........(((......))).......((((...(((..(.(..(((....))).......).).))))))).,15,-3.158,16,0,0.000019
4354,..((...))..((((....)))).....(((.......)))......(((....)))..((.(.(...).)..)).,16,-3.158,36,0,0.000019
4355,..(.....)..((((....)))).......((((...(((............................))))))).,12,-3.158,20,0,0.000019
4356,......(((.(((......))).)).)...((((...(((............................))))))).,13,-3.158,8,0,0.000019
4357,.......((.(((......))).)).....(.....).((......))........((......))..........,10,-3.158,25,0,0.000019
4358,.......((.(((......))).))..(..(((.(((.((......))..))).))).).................,14,-3.158,29,0,0.000019
4359,...........(((......)))........((.((....)).))..(((....)))...(.(......).)....,12,-3.158,34,0,0.000019
4360,.......((.(((......))).))....((((..............(((....)))........)).))......,12,-3.157,17,0,0.000019
4361,.....................((......)).......(....)...(((....))).....(.(...).).....,8,-3.157,29,0,0.000019
4362,...(((.((..((((....))))..))...)))........(.(((((((....)))........))))..)....,17,-3.157,40,0,0.000019
4363,..(.....)............(((....))).......(....)...(((....))).......(...).......,9,-3.157,30,0,0.000019
4364,.......((.(((......))).))..((((.......)))).....(((....)))...(.....)...(...).,14,-3.157,21,0,0.000019
4365,..(.....)..((((....)))).....(((.......)))......(((....))).......(...).......,12,-3.157,32,0,0.000019
4366,..........(((......)))................((......))........((......))..........,7,-3.157,28,0,0.000019
4367,......(...(((......)))..)....((.......)).......(((....)))...................,9,-3.157,20,0,0.000019
4368,..........(((......))).......((.......)).......(((....)))..((.((.......)))).,12,-3.156,23,0,0.000019
4369,.......((.(((......))).)).........((....)).(((((((....)))........))))(....).,15,-3.156,25,0,0.000019
4370,.......((.(((......))).))....((.......)).........(....)............(.....)..,9,-3.156,20,0,0.000019
4371,.........((.......)).(((....)))................(((....)))...(.(......).)....,10,-3.156,31,0,0.000019
4372,...........(((((((...((...............)).)))))))........((...........)).....,11,-3.156,43,0,0.000019
4373,...(((.((.(((......)))...))...)))..............(((....)))..(.((.(...).))..).,15,-3.156,27,0,0.000019
4374,.......((.(((......))).)).....((((...(((....((.(((....))).........))))))))).,17,-3.156,4,0,0.000019
4375,.......(((((((((((.(((((....))).......)).)))))))........))))..(.(...))......,18,-3.156,50,0,0.000019
4376,...........(((((((.((.((...........)).)).)))))))............................,11,-3.156,44,0,0.000019
4377,...........((((....))))...(.....).....(....)...(((....)))...(.(.(...)).)....,12,-3.155,32,0,0.000019
4378,.......((.(((.(...)))).))...(((.......)))......(((....))).....((.......))...,14,-3.155,21,0,0.000019
4379,......((((......(((..((....((((.......))))....))..))).........))))..........,13,-3.155,49,0,0.000019
4380,.......((.(((......))).)).............((......)).(....).......((.......))...,10,-3.155,21,0,0.000019
4381,.......((.(((......))).))....((.......)).......(((....))).(..((.(...).)).)..,14,-3.155,19,0,0.000019
4382,.......((.(((......))).)).....((((...(((.......(.(.........)..).....))))))).,14,-3.155,8,0,0.000019
4383,.......((.(((......))).)).....((((...(((....(................)......))))))).,13,-3.155,8,0,0.000019
4384,.......((.(((......))).))....(.((.(((.((......))..))).))...)................,13,-3.154,29,0,0.000019
4385,...........(((......)))....((((.......)))).....(((....))).....(.........)...,11,-3.154,32,0,0.000019
4386,.......((.(((......))).))....(.........).......(((....)))........(........).,10,-3.154,16,0,0.000019
4387,..(.....)............(((....))).......(....)...(((....)))...(.(.(...)).)....,11,-3.153,32,0,0.000019
4388,.........((.......)).(((....))).......(....)...(((....)))..((.(.(...).)..)).,13,-3.153,34,0,0.000019
4389,..(.....)..((((....)))).....(((.......)))......(((....)))...(.(.(...)).)....,14,-3.153,34,0,0.000019
4390,..........(((......)))((....)).......(((.......(((....)))...........))).....,11,-3.153,15,0,0.000019
4391,...........((((....))))..............(((....(..(((....)))..)........))).....,11,-3.153,23,0,0.000019
4392,.......((.(((......))).))......................(((....)))........(.(.....)).,10,-3.152,16,0,0.000019
4393,.......((.(((......))).))....((((.((....)).)).)).(....).......(.(...).).....,14,-3.152,28,0,0.000019
4394,.......((.(((......)))...))..((.......)).......(((....)))..((.(.(...).)..)).,14,-3.152,25,0,0.000019
4395,.......((.(((.(...)))).)).(.....)....(((.......(((....)))...........))).....,13,-3.152,11,0,0.000019
4396,..(.....)..(((......))).......((((...((....(((((((....)))........)))))))))).,17,-3.152,22,0,0.000019
4397,.......((((....(((..(((....((((.......))))....)).)..))).))))..(.(...).).....,16,-3.152,48,0,0.000019
4398,.......((.(((.....).)).))....((.......)).......(((....)))..((.(.(...).)..)).,14,-3.152,22,0,0.000019
4399,...........((((....))))....((((.......)))).(((((((....)))........))))(....).,16,-3.152,39,0,0.000019
4400,.......((.(((......))).))......((.((....)).))..(((....)))((..(......)..))...,15,-3.151,23,0,0.000019
4401,..(.....)..((((....)))).......(((....(((....((((((....)))........)))))).))).,17,-3.151,22,0,0.000019
4402,..((...))..(((......)))........................(((....)))...................,8,-3.151,28,0,0.000019
4403,...........(((......))).......(((.(((.((......))..))).)))............(....).,12,-3.151,39,0,0.000019
4404,..((...)).(((......))).....((((.......)))).....(((....)))..((.(.(...).)..)).,16,-3.151,29,0,0.000019
4405,......(((.(((......))).)).)...(((....(((....((((((....)))........)))))).))).,18,-3.151,10,0,0.000019
4406,...(((.((.(((......))).)).....))).....(....)...(((......((......))......))).,14,-3.151,27,0,0.000019
4407,.......((.(((......))).)).....(((....(((.........(....).............))).))).,12,-3.15,6,0,0.000019
4408,.......((.(((......))).)).....(((....((........(((....)))............)).))).,13,-3.15,4,0,0.000019
4409,.......((.(((......))).)).((...))........(.(((((((....)))........))))..)....,15,-3.15,24,0,0.000019
4410,...(((.((..((((....))))..))...))).((....)).(((((((....)))........)))).......,18,-3.15,43,0,0.000019
4411,...........((((....)))).......(((....(((......((((....)))..)........))).))).,14,-3.15,17,0,0.000019
4412,..(.....).(((......))).....((((.......)))).....(((....))).......(...).......,12,-3.15,25,0,0.000019
4413,...........(((......))).......((((((.((........(((....))).......))...)))))).,14,-3.15,22,0,0.000019
4414,......(.(.(((......))).))..((((.......)))).....(((....)))...................,12,-3.15,22,0,0.000019
4415,.......((.(((......))).))............(((.....((.......))............))).....,10,-3.15,16,0,0.000019
4416,.......(((((((.......((....((((.......))))....))))).....))))................,13,-3.149,43,0,0.000019
4417,......((((.....((..((((..(.((((.......))))..).)).))..)).......))))..........,15,-3.149,49,0,0.000019
4418,.......((.(((......))).)).....((((..........(..(((....)))....).........)))).,13,-3.148,8,0,0.000019
4419,.......((.(((......))).))..((((.......))))....(...).........................,10,-3.148,27,0,0.000019
4420,.......((.(((......))).)).....((((...((((.....((((....)))..)......).))))))).,17,-3.148,4,0,0.000019
4421,...........((........)).......((((...((....(((((((....)))........)))))))))).,15,-3.148,20,0,0.000019
4422,.......((.(((......))).))..(((.........))).....(((....))).....(.......).....,12,-3.147,20,0,0.000019
4423,...(((.((..(((......)))..))...))).....(....)...(((....)))............(....).,13,-3.146,32,0,0.000019
4424,.......((.(((......))).))......((.(((.((......))..))).)).........(........).,13,-3.146,28,0,0.000019
4425,..(.....).(((......))).....((((.......)))).....(((....)))...(.(.(...)).)....,14,-3.146,27,0,0.000019
4426,..((...))..((((....)))).......((((.........(((((((....)))........))))..)))).,17,-3.146,28,0,0.000019
4427,...........((((....))))......((.......)).......(((....))).....(((...)..))...,12,-3.146,31,0,0.000019
4428,.......((.(((......))).))....((.......)).......(((....)))(...........)......,11,-3.146,16,0,0.000019
4429,...........(.(((....))).)....((.......))...(((((((....)))........)))).......,13,-3.146,36,0,0.000019
4430,.......((.(((......))).)).......(......).......(((....)))...........(...)...,10,-3.146,14,0,0.000019
4431,.......(((((((((((..((((....))).......)..)))))))........))))..((.......))...,17,-3.146,50,0,0.000019
4432,........(.(((......))).)......((((...(((......((((....)))..)........))))))).,15,-3.146,4,0,0.000019
4433,...........(((......)))..(.((((.......))))..)..(((....)))............(....).,12,-3.146,33,0,0.000019
4434,.......(..(((......)))..)..((((.......)))).....(((....)))..........((...))..,13,-3.145,22,0,0.000019
4435,..((...))..((((....))))...(.....)..............(((....)))...................,10,-3.145,30,0,0.000019
4436,...(((.((.(((......))).)).....))).....(....).....(....).....................,10,-3.144,22,0,0.000019
4437,..........(((......))).......((.......))........((....))....................,7,-3.144,21,0,0.000018
4438,.......((.(((......))).)).....(((((.((..........((....))........))....))))).,14,-3.144,12,0,0.000018
4439,..........(((......)))..((.((((.(..............).))))..))...................,10,-3.144,31,0,0.000018
4440,.......((.(((......)))...)).(((.......)))......(((....))).....(.(...).).....,13,-3.143,25,0,0.000018
4441,..........(....)..............((((...(((.......(((....)))...........))))))).,11,-3.143,11,0,0.000018
4442,.......((.(((......))).)).((...)).((....)).(((((((....)))........)))).......,16,-3.143,27,0,0.000018
4443,.......((.(((.(...)))).))......................(((....)))...(.(......).)....,11,-3.143,18,0,0.000018
4444,.......((.(((......))).)).............((......)).(....).((...........)).....,10,-3.142,20,0,0.000018
4445,.......((.(((......))).))...........(......)...(((....))).....((.......))...,11,-3.142,18,0,0.000018
4446,.......((.(((......))).)).....((((...(((........((....))....(.....).))))))).,15,-3.142,4,0,0.000018
4447,...................(....)....((.......)).......(((....)))...................,6,-3.142,25,0,0.000018
4448,..........(((......)))........(((.(((.((......))..))).)))........(........).,12,-3.141,32,0,0.000018
4449,.......((.(((......))).)).............((......))........((.(........))).....,10,-3.141,23,0,0.000018
4450,.......((((((((((..((.((...........)).))..))))))........))))..(.(...).).....,16,-3.141,48,0,0.000018
4451,.......((.(((......))).))....((.(..........)..))............................,8,-3.141,23,0,0.000018
4452,.......((.(((......))).))....((...............))..............((.......))...,9,-3.141,24,0,0.000018
4453,..............((....)).....((((.......)))).(((((((....)))........)))).......,13,-3.14,38,0,0.000018
4454,.......((.(((......))).)).....(((.(((.((......))..))).)))(.......)..........,14,-3.14,29,0,0.000018
4455,..(.....)..((((....)))).......((((((.......(((((((....)))........)))))))))).,18,-3.14,29,0,0.000018
4456,.......((.(((......))).))........(..........)..(((....)))...................,9,-3.14,15,0,0.000018
4457,.......((.(((......))).)).....((..(((.((......))..)))..))..........((...))..,14,-3.14,28,0,0.000018
4458,......(((.(((......))).)).)...((((((.......(((((((....)))........)))))))))).,19,-3.14,17,0,0.000018
4459,.......(..(((......)))..).....(((.(((.((......))..))).)))..((.(.(...).)..)).,16,-3.14,33,0,0.000018
4460,..(.....)..((((....)))).......(((.(((.((......))..))).)))...(.(......).)....,15,-3.14,43,0,0.000018
4461,...(((.....((((....)))).......)))..........(((((((....)))........)))).......,14,-3.14,37,0,0.000018
4462,......(((.(((......))).)).)...(((.(((.((......))..))).)))...(.(......).)....,16,-3.139,31,0,0.000018
4463,......((..((.((((....(((....)))................(((....)))...)))).))..)).....,14,-3.139,38,0,0.000018
4464,.......((.(((.(...)))).)).............(....)...(((....)))..((.(.(...).)..)).,14,-3.139,21,0,0.000018
4465,..((...))..((((....)))).......(((.(((.((......))..))).))).......(...).......,15,-3.139,43,0,0.000018
4466,...........(((((((.......................)))))))........((......))..........,9,-3.139,44,0,0.000018
4467,.......((.(((......))).)).(.....)..............(((....))).....(((...)..))...,12,-3.139,18,0,0.000018
4468,..(.....)..(((......)))........((.((....)).))..(((....)))...................,11,-3.139,33,0,0.000018
4469,.......((.(((......))).))..((((.......)))).......((..(.(........).).))......,13,-3.139,29,0,0.000018
4470,......(((((((......))).....((((.......)))).....(((....))).....))))..........,14,-3.139,29,0,0.000018
4471,.......((.(((......)))...))...((((...(((......((((....)))..)........))))))).,16,-3.139,8,0,0.000018
4472,.......((.(((......))).))....((.......))........((....))........(.........).,10,-3.138,18,0,0.000018
4473,.......((.(((.....).)).)).....((((...(((......((((....)))..)........))))))).,16,-3.138,5,0,0.000018
4474,.......((.(((......))).))..((((.......)))).....((......))...(.(......).)....,13,-3.138,23,0,0.000018
4475,.......((.(((......))).)).....((((..((........((((....)))..).........)))))).,15,-3.138,9,0,0.000018
4476,.......((.(((......))).))......(((...(((...((..(((....)))....)).....))))))..,16,-3.138,6,0,0.000018
4477,.......((.(((......))).)).....((((.........((.((((....)))..).))........)))).,15,-3.138,12,0,0.000018
4478,......(.(.(((......))).)..)((((.......)))).....(((....)))...................,12,-3.137,23,0,0.000018
4479,.......((((((((((..((...((.........)).))..))))))........))))................,14,-3.137,46,0,0.000018
4480,.......((.(((......))).)).........(((.((......))..)))..............(.....)..,11,-3.137,28,0,0.000018
4481,.......((.(((......))).))......((.((....)).))...........((...........)).....,11,-3.137,27,0,0.000018
4482,.......((.(((.(...)))).)).....((((...(((...(...(((....))).....).....))))))).,17,-3.137,4,0,0.000018
4483,.......((.(((......))).)).....(.....)..........(((....))).....(.(...))......,11,-3.137,17,0,0.000018
4484,.....................(((....)))................(((....))).....(......)......,7,-3.137,28,0,0.000018
4485,.......((.(((......))).)).....((((((.....))(((((((....)))........))))..)))).,18,-3.137,17,0,0.000018
4486,.....................(((....)))...............((((....)))..)................,7,-3.136,29,0,0.000018
4487,...........(.(((....))).)..((((.......)))).....(((....))).......(...).......,12,-3.136,34,0,0.000018
4488,.......((((........((((..(.((((.......))))..).)).)).....))))..(.(...).).....,15,-3.136,46,0,0.000018
4489,.......((.((..(...).)).))............(((.......(((....)))...........))).....,11,-3.136,12,0,0.000018
4490,..........(((......)))...(.((((.......))))..)..(((....)))........(........).,12,-3.136,26,0,0.000018
4491,..((...))..((((....)))).......(((.(((.((......))..))).)))...(.(.(...)).)....,17,-3.136,45,0,0.000018
4492,.......((.(((......))).)).......(.(.....)..)...(((....)))..((.(.(...).)..)).,14,-3.135,21,0,0.000018
4493,.....................(((....)))................(((....)))..((...(...)....)).,9,-3.135,30,0,0.000018
4494,..........(((......))).....((((.......)))).((((..................)))).......,11,-3.135,36,0,0.000018
4495,...........((........))........((.((....)).))..(((....)))...................,9,-3.135,31,0,0.000018
4496,........(.(((......))).).(.((((.......))))..)..(((....))).....(.(...).).....,14,-3.134,25,0,0.000018
4497,...........(((((((.((.................)).)))))))............................,9,-3.134,41,0,0.000018
4498,.......((..((......))..))..((((.......)))).....(((....)))..((............)).,13,-3.134,23,0,0.000018
4499,.......((.(((......))).)).....(((....(((....(.((((....)))..).)......))).))).,16,-3.134,6,0,0.000018
4500,..(.....)..((((....))))..(.((((.......))))..)..(((....)))...(.(......).)....,15,-3.134,37,0,0.000018
4501,...........((((....)))).........(......)...(((((((....)))........)))).......,12,-3.134,34,0,0.000018
4502,..........(((......))).......((.......)).......(((....))).......(.........).,9,-3.134,20,0,0.000018
4503,..........(((......))).....((((.......)))).....((((.....((......)).....)))).,13,-3.133,33,0,0.000018
4504,..((...))..((((....))))..(.((((.......))))..)..(((....))).......(...).......,15,-3.133,37,0,0.000018
4505,.......((.(((......))).))....((.......)).....(((.((..(..((......))).)).)))..,15,-3.133,29,0,0.000018
4506,...........((((((..........((((.......))))))))))........((...........)).....,12,-3.133,45,0,0.000018
4507,...........(((((((..........(((.......))))))))))........((...........)).....,12,-3.133,45,0,0.000018
4508,.......((.(((......))).)).......(.((....)).)..((((....)))..)..(.(...).).....,14,-3.133,23,0,0.000018
4509,.....(.((.(((......))).)).)...((((...(((........((....))((......))..))))))).,17,-3.133,7,0,0.000018
4510,...........(.(((....))).)..((((.......)))).....(((....)))...(.(.(...)).)....,14,-3.133,36,0,0.000018
4511,.......((..((((....))))..))...((((...(((........((....))((......))..))))))).,17,-3.133,20,0,0.000018
4512,.......((.(((......))).))....((.......))...................((............)).,9,-3.132,23,0,0.000018
4513,.......((.(((......))).))....((.......))......((((....)))..)..(.(...))......,13,-3.132,19,0,0.000018
4514,...........((((....)))).......(((....(((........((....))............))).))).,12,-3.132,17,0,0.000018
4515,.....(.((.(((......))).)).)..((.......)).......(((....)))..((............)).,13,-3.132,19,0,0.000018
4516,.......((.(((......))).))...(((.......)))...................(.(......).)....,10,-3.132,25,0,0.000018
4517,.......((..((((....))))..))..((.......)).......(((....)))..((............)).,13,-3.132,32,0,0.000018
4518,........((.((.(((........))).)).)).............(((....))).....(.(...).).....,12,-3.132,34,0,0.000018
4519,.......((.(((.(...)))).))....((.......)).......(((....)))..........((...))..,13,-3.132,18,0,0.000018
4520,.......((.((........)).)).....(((.(((.((......))..))).)))..........((...))..,14,-3.132,30,0,0.000018
4521,.......((.(((......))).))......................(((....))).......(((.....))).,11,-3.132,17,0,0.000018
4522,..((...)).(((......)))........((((...(((.(.....(((....))).........).))))))).,16,-3.132,8,0,0.000018
