,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
635,.......(((((.(((......(((....))))))..)))))..((((((.......(.....).....)))))).,18,-7.473,28,0,0.000173
636,...(((.(((((.(((......(((....))))))..)))))..)))..((....))...................,16,-7.473,44,0,0.000173
637,.......(((.((.(...........)...)).)))........((((((......((.........)))))))).,14,-7.472,6,0,0.000173
638,.......(((((.(((......(((....))))))..)))))..((((((...........(......))))))).,18,-7.472,28,0,0.000173
639,.......(((.(.(((.........)).)..).)))........((((((...................)))))).,13,-7.472,4,0,0.000173
640,.......(((.((.................)).)))........((((((.....(............))))))).,12,-7.472,6,0,0.000173
641,.((((..(((.((.((((.....))))...)).))).))))...((((((..((.....))........)))))).,21,-7.47,16,0,0.000172
642,..........((.(((......(((....))))))..)).....((((((.(((..(.....).)))..)))))).,18,-7.466,31,0,0.000171
643,..........((.(((......(((....))))))..)).....((((((.(..............)..)))))).,15,-7.466,25,0,0.000171
644,..(((..(((.((.(((.......)))...)).))).)))....((((((..((..(.....).))...)))))).,20,-7.465,14,0,0.000171
645,.......(((.((.((((.....))))...)).)))........(((((((..........).......)))))).,16,-7.465,6,0,0.000171
646,.......(((.((.(((.......)))..).).)))........((((((...................)))))).,14,-7.46,5,0,0.000169
647,.(((...(((.((.(((.......)))...)).)))..)))...((((((..(..............).)))))).,18,-7.46,10,0,0.000169
648,.......(((((.(((......(((....))))))..)))))..((((((...(..((...))..)...)))))).,20,-7.459,32,0,0.000169
649,..(((..(((.((.((.........))...)).))).)))....(((((((..(.....).).......)))))).,18,-7.459,10,0,0.000169
650,...((..(((.((.(((.......)))...)).))).)).....((((((.((............))..)))))).,18,-7.459,10,0,0.000169
651,.......(((.((.(((.......)))...)).)))........((((((..(...(.....)....).)))))).,16,-7.458,6,0,0.000169
652,.......(((.((.................)).)))........((((((..(............)...)))))).,12,-7.458,6,0,0.000169
653,.......(((.((.................)).)))........((((((......(...........))))))).,12,-7.453,6,0,0.000167
654,.......(((.((.((.........))...)).)))........((((((...(.....).........)))))).,14,-7.453,2,0,0.000167
655,..(((..(((.((.((((.....))))...)).))).)))....((((((.(((.(......).)))..)))))).,22,-7.452,18,0,0.000167
656,.......(((.((((.......))......)).)))........((((((...................)))))).,13,-7.45,7,0,0.000166
657,.......(((.((.((.........))...)).)))........((((((..((...........).).)))))).,15,-7.45,4,0,0.000166
658,.(((.(.(((.((.((((.....))))...)).))).))))...((((((...................)))))).,19,-7.446,12,0,0.000165
659,..(((..(((.((.(((.......)))...)).))).)))....(((((((..........).......)))))).,18,-7.444,10,0,0.000165
660,.......(((.((.................)).)))........(((((((.((.....))...))....))))).,14,-7.443,13,0,0.000164
661,.......(((.((.................)).)))........(((((((.((.....))...)....)))))).,14,-7.443,10,0,0.000164
662,.(((...(((.((.((.........))...)).)))..)))...((((((..((.....))........)))))).,18,-7.443,10,0,0.000164
663,.((((..(((.((((((.......))).)).).))).))))...((((((...................)))))).,19,-7.443,15,0,0.000164
664,.((((..(((.((((((.......))).).)).))).))))...((((((...................)))))).,19,-7.443,12,0,0.000164
665,.(((.(.(((.((.((.........))...)).))).))))...((((((......(((.......))))))))).,20,-7.441,14,0,0.000164
666,.((((..(((.((.(((.......)))...)).))).))))...((((((.((...(.....)..))..)))))).,21,-7.44,16,0,0.000164
667,.......(((.((.((.(.....).))...)).)))........((((((.(((..........)))..)))))).,17,-7.439,8,0,0.000163
668,...((..(((.((.(((.......)))...)).))).)).....(((((.....................))))).,15,-7.438,8,0,0.000163
669,.......(((.((.(((.......)))...)).)))........((((((...(..((...)).)....)))))).,17,-7.436,8,0,0.000163
670,.......(((.((.(((.......)))...)).)))........((((((...(.......).......)))))).,15,-7.435,4,0,0.000162
671,..........((.(((......(((....))))))..)).....((((((..(..............).)))))).,15,-7.435,25,0,0.000162
672,...(((((((((.(((......(((....))))))..))))).))))(((.....)))......(...).......,19,-7.434,48,0,0.000162
673,.......(((.((.................)).)))........(((((((..............)...)))))).,12,-7.433,6,0,0.000162
674,..(((..(((.((.................)).))).)))....((((((...(...........)...)))))).,15,-7.433,12,0,0.000162
675,.((((..(((.((.(((.......)))...)).))).))))...((((((.((..(......)..))..)))))).,21,-7.431,16,0,0.000161
676,...(((((((((.(((......(((....))))))..))))).))))(((.....)))..(.(.(...)).)....,21,-7.43,50,0,0.000161
677,.......(((.((...........(....))).)))........((((((...................)))))).,12,-7.429,6,0,0.000161
678,......................(((....)))............((((((......(((.......))))))))).,12,-7.427,24,0,0.000160
679,.......(((.((.................)).)))........(((((((.............)....)))))).,12,-7.425,6,0,0.000160
680,.......(((.((.................)).)))........(((((((.............))....))))).,12,-7.425,9,0,0.000160
681,..((...(((.((.((.........))...)).)))..))....((((((.(((.(......).)))..)))))).,19,-7.425,12,0,0.000160
682,...((..(((.((.(((.......)))...)).))).)).....((((((......(.....)......)))))).,17,-7.424,8,0,0.000159
683,.((((..(((.((.((.........))...)).))).))))...((((((.......(...).......)))))).,18,-7.421,10,0,0.000159
684,.......(((.((....((........)).)).)))........((((((...................)))))).,13,-7.418,8,0,0.000158
685,..((...)).............(((....)))............((((((...................)))))).,11,-7.418,20,0,0.000158
686,.((((..(((.((.((.........))...)).))).)))).....((((...................))))...,15,-7.416,12,0,0.000157
687,.......(((.((.................)).)))........((((((.(((..((...)).)))..)))))).,16,-7.416,14,0,0.000157
688,.......(((.((.(((.......)))...)).)))........((((((.(...(......)...)..)))))).,16,-7.416,6,0,0.000157
689,.((((..(((.((.(((.......)))...)).))).))))....(((((...................)))))..,17,-7.415,12,0,0.000157
690,...(((((((((.(((......(((....))))))..))))).))))......((.(((.......)))..))...,20,-7.413,51,0,0.000156
691,..(((..(((.((.((.........))...)).))).)))....((((((.(.(..........).)..)))))).,18,-7.411,10,0,0.000156
692,.......(((.((.((.........))...)).)))........(((((((.(.....)..).......)))))).,15,-7.409,4,0,0.000155
693,.......(((.((.((.........))...)).)))........((((((..((..(.....)..).).)))))).,16,-7.407,6,0,0.000155
694,.......(((.((.((.........))...)).)))........((((((..(...(.....)..)...)))))).,15,-7.407,4,0,0.000155
695,.......(((((.(((................)))..)))))..((((((......(((.......))))))))).,17,-7.407,28,0,0.000155
696,.((((..(((.((.(((.......)))...)).))).))))...((((((..((..(.....).))...)))))).,21,-7.406,16,0,0.000155
697,..(((..(((.(...................).))).)))....((((((...................)))))).,13,-7.405,12,0,0.000154
698,.......(((.((.((.........))...)).)))..(....)((((((.((............))..)))))).,16,-7.403,6,0,0.000154
699,.......(((.((.((.(.....).))...)).)))........((((((..............(...))))))).,15,-7.402,4,0,0.000154
700,.((((..(((.((.((.........))...)).))).))))...(((((((..(.....).).......)))))).,19,-7.4,12,0,0.000153
701,.......(((.((.((.........))...)).)))........((((((....(...........)..)))))).,14,-7.399,2,0,0.000153
702,..((...(((.((.................)).)))..))....((((((......(((.......))))))))).,16,-7.399,14,0,0.000153
703,.......(((.((.((.........))...)).)))........((((((..(..(......)..)...)))))).,15,-7.398,4,0,0.000153
704,........((((.(((......(((....))))))..))))...((((((...................)))))).,16,-7.398,25,0,0.000152
705,.......(((.((.((((.....))))...)).)))........((((((.........(........))))))).,16,-7.396,6,0,0.000152
706,.......(((.((.((.........))...)).)))........((((((.(.(.(......).).)..)))))).,16,-7.396,6,0,0.000152
707,.......(((.((.((((...)..)))...)).)))........((((((...................)))))).,15,-7.395,4,0,0.000152
708,..(((..(((.((.................)).))).)))....((((((.....(......)......)))))).,15,-7.394,12,0,0.000151
709,.......(((.((.((.........))...)).)))........((((.((..................)))))).,13,-7.393,5,0,0.000151
710,.......(((.((.((.........))...)).)))........(((((.(..................)))))).,13,-7.393,3,0,0.000151
711,.((((..(((.((.((((.....))))...)).))).))))...((((((.(((.(......).)))..)))))).,23,-7.393,20,0,0.000151
712,..(((..(((.((.................)).))).)))....((((((...(..(.....)..)...)))))).,16,-7.39,14,0,0.000151
713,...((..(((.((.(((.......)))...)).))).)).....((((((.(((..........)))..)))))).,19,-7.386,12,0,0.000149
714,.((((..(((.((.(((.......)))...)).))).))))...(((((((..........).......)))))).,19,-7.385,12,0,0.000149
715,.......(((.((.................)).)))........((((((..((..........))...)))))).,13,-7.385,8,0,0.000149
716,.......(((.((.((.........))...)).)))..(....)(((((.....................))))).,13,-7.383,4,0,0.000149
717,.......(((.((.................)).)))........((((((..((.....))...(...))))))).,14,-7.381,10,0,0.000148
718,.......(((.((.((.........))...)).)))........((((((.(((.....).....))..)))))).,16,-7.38,6,0,0.000148
719,...((.....))..(((.....(((....)))....))).....((((((...................)))))).,14,-7.38,25,0,0.000148
720,...(((((((((.(((......(((....))))))..))))).))))......(.....)................,16,-7.377,45,0,0.000147
721,.......(((((.(((......(((....))))))..)))))..(((((((........).........)))))).,18,-7.376,28,0,0.000147
722,..(((..(((.((.(((.......)))...)).))).)))....((((((.........(........))))))).,18,-7.375,10,0,0.000147
723,.((((..(((.((.................)).))).))))...((((((...(...........)...)))))).,16,-7.374,14,0,0.000146
724,...(((((((((.(((......(((....))))))..))))).)))).........(.....).............,16,-7.374,45,0,0.000146
725,...(((((((((.(((......(((....))))))..))))).))))..((....))............(....).,18,-7.372,46,0,0.000146
726,.......(.(((.(((......(((....))))))..))).)..((((((......(((.......))))))))).,19,-7.369,31,0,0.000145
727,.......(((.((.((((.....))))...)).)))........((((((.......(.....).....)))))).,16,-7.369,6,0,0.000145
728,.........(.((.((((.....))))...)).)..........((((((...................)))))).,13,-7.369,8,0,0.000145
729,.......(((.((.((.........))...)).)))..(....)((((((......(.....)......)))))).,15,-7.369,4,0,0.000145
730,.......(((.((.((((.....))))...)).)))........((((((...........(......))))))).,16,-7.368,6,0,0.000145
731,..(((..(((.((.((.(.....).))...)).))).)))....((((((......(((.......))))))))).,20,-7.368,14,0,0.000145
732,..........(....)......(((....)))............((((((...................)))))).,10,-7.367,19,0,0.000145
733,.(((...(((.((.((.........))...)).)))..)))...((((((.(((.(......).)))..)))))).,20,-7.366,14,0,0.000144
734,.........(.((.((.........))...)).)..........((((((......(((.......))))))))).,14,-7.365,10,0,0.000144
735,.......(((((.(((......(((....))))))..)))))..((((((...(.(......).)....)))))).,19,-7.364,30,0,0.000144
736,...(((((((((.(((......(((....))))))..))))).))))(((.....)))..(.(......).)....,20,-7.363,48,0,0.000144
737,.....(.(((.((.((((.....))))...)).))).)......((((((...................)))))).,16,-7.357,6,0,0.000142
738,.......(((.((.((((.....))))...)).)))........((((((...(..((...))..)...)))))).,18,-7.355,10,0,0.000142
739,.((((..(((.((.((.........))...)).))).))))...((((((.(.(..........).)..)))))).,19,-7.352,12,0,0.000141
740,.....(.(((.((.((.........))...)).))).)......((((((......(((.......))))))))).,17,-7.352,8,0,0.000141
741,...((..(((.((.(((.......)))...)).))).)).....((((((..............(...))))))).,17,-7.349,8,0,0.000140
742,..(((..(((.((.(((.......)))...)).))).)))....((((((.......(.....).....)))))).,18,-7.348,10,0,0.000140
743,..((...(((.((.((((.....))))...)).)))..))....((((((......((.........)))))))).,19,-7.348,12,0,0.000140
744,.......(((((.(((......(((....))))))..)))))..(((((((.((.....))).......)))))).,20,-7.348,32,0,0.000140
745,..(((..(((.((.(((.......)))...)).))).)))....((((((...........(......))))))).,18,-7.348,10,0,0.000140
746,.((((..(((.(...................).))).))))...((((((...................)))))).,14,-7.347,14,0,0.000140
747,..((...(((.((.((.(.....).))...)).)))..))....((((((...................)))))).,16,-7.346,6,0,0.000140
748,...(((((((((.(((......(((....))))))..))))).))))............((.(.(...).)..)).,19,-7.344,48,0,0.000139
749,...((..(((.((.((.........))...)).))).)).....((((((...(...........)...)))))).,16,-7.342,6,0,0.000139
750,.(((...(((.((.................)).)))..)))...((((((......(((.......))))))))).,17,-7.341,16,0,0.000138
751,..(((..(((.((.((.........))...)).))).)))....((((((..((.(......).))...)))))).,19,-7.339,12,0,0.000138
752,...((((.((((.(((......(((....))))))..))))..))))..((....))...................,16,-7.338,45,0,0.000138
753,.......(((.((.(............)..)).)))........((((((...................)))))).,12,-7.337,5,0,0.000138
754,.((((..(((.((.................)).))).))))...((((((.....(......)......)))))).,16,-7.336,14,0,0.000137
755,...((..(((.((.((((.....))))...)).))).)).....((((((......(((.......))))))))).,20,-7.336,14,0,0.000137
756,..(.(..(((.((.((.........))...)).))).).)....((((((...................)))))).,15,-7.335,4,0,0.000137
757,..(((..(((.((.(((.......)))...)).))).)))....((((((...(..((...))..)...)))))).,20,-7.335,14,0,0.000137
758,.......(((.((.(((....)...))...)).)))........((((((......(((.......))))))))).,17,-7.334,8,0,0.000137
759,...(((((((((.(((......(((....))))))..))))).)))).((.....))..((.(.(...).)..)).,21,-7.333,50,0,0.000137
760,.((((..(((.((.................)).))).))))...((((((...(..(.....)..)...)))))).,17,-7.332,16,0,0.000136
761,.......(((.((.((.........))...)).)))..(....)((((((.(((..........)))..)))))).,17,-7.331,8,0,0.000136
762,..............(((.....(((....)))....))).....((((((......((.........)))))))).,14,-7.321,26,0,0.000134
763,.......(((.((.(...........)...)).)))........((((((.((............))..)))))).,14,-7.32,6,0,0.000134
764,..(((..(((.((.((.........))...)).))).)))....(((((((.((.....))....)...)))))).,19,-7.318,12,0,0.000133
765,.......(((.((.((.........))...)).)))........((((((......((...(....))))))))).,16,-7.318,6,0,0.000133
766,.......(((.((.(..............))).)))........((((((......((.........)))))))).,14,-7.317,9,0,0.000133
767,.((((..(((.((.(((.......)))...)).))).))))...((((((.........(........))))))).,19,-7.317,12,0,0.000133
768,...(...(((.((.((((.....))))...)).)))..).....((((((...................)))))).,16,-7.313,6,0,0.000132
769,......((((.((.((((.....))))...)).))).)......((((((...................)))))).,16,-7.31,6,0,0.000131
770,..(((..(((.((.((((.....))))...)).))).)))....((((((.(((.....)).....)..)))))).,21,-7.31,16,0,0.000131
771,.((((..(((.((.((.(.....).))...)).))).))))...((((((......(((.......))))))))).,21,-7.309,16,0,0.000131
772,..(((..(((.((.((.(...)...))...)).))).)))....((((((...................)))))).,17,-7.309,8,0,0.000131
773,...(...(((.((.((.........))...)).)))..).....((((((......(((.......))))))))).,17,-7.309,8,0,0.000131
774,.......(((.((.((.(.....).))...)).)))........((((((.(((..(.....).)))..)))))).,18,-7.308,10,0,0.000131
775,.......(((.((.((.(.....).))...)).)))........((((((.(..............)..)))))).,15,-7.308,4,0,0.000131
776,......((((.((.((.........))...)).))).)......((((((......(((.......))))))))).,17,-7.306,8,0,0.000130
777,...((..(((.((.((.........))...)).))).)).....((((((.....(......)......)))))).,16,-7.304,6,0,0.000130
778,.......(((.(..(..............).).)))........((((((...................)))))).,11,-7.304,7,0,0.000130
779,..((...(((.((.(((.......)))...)).)))..))....((((((...(...........)...)))))).,17,-7.3,8,0,0.000129
780,...((..(((.((.((.........))...)).))).)).....((((((...(..(.....)..)...)))))).,17,-7.3,8,0,0.000129
781,.......(((.((.(...........)...)).)))........(((((.....................))))).,11,-7.299,4,0,0.000129
782,..(((..(((.((.................)).))).)))....((((((..((.....))........)))))).,16,-7.297,14,0,0.000129
783,.......(((.((.(((.......)))...)).)))........((((((.......(......)....)))))).,15,-7.296,4,0,0.000128
784,........((.((.((((.....))))...)).)).........((((((...................)))))).,14,-7.294,6,0,0.000128
785,.......(((.((.((.........))...)).)))..(....)((((((..............(...))))))).,15,-7.294,4,0,0.000128
786,........((.((.((.........))...)).)).........((((((......(((.......))))))))).,15,-7.29,8,0,0.000127
787,.((((..(((.((.(((.......)))...)).))).))))...((((((.......(.....).....)))))).,19,-7.29,12,0,0.000127
788,.(((...(((.((.((((.....))))...)).)))..)))...((((((......((.........)))))))).,20,-7.289,14,0,0.000127
789,.((((..(((.((.(((.......)))...)).))).))))...((((((...........(......))))))).,19,-7.289,12,0,0.000127
790,..(((..(((.((.((.........))...)).))).)))....(((((((.(..........).)...)))))).,18,-7.288,10,0,0.000127
791,.......(((.((.................)).)))........((((((.((...(.....)..))..)))))).,14,-7.288,10,0,0.000127
792,.(((...(((.((.((.(.....).))...)).)))..)))...((((((...................)))))).,17,-7.287,8,0,0.000126
793,.......(((.((.(...........)...)).)))........((((((......(.....)......)))))).,13,-7.285,4,0,0.000126
794,..((...(((.((.((.........))...)).)))..))....((((((.(((.....)).....)..)))))).,18,-7.283,10,0,0.000126
795,...(((((((((.(((......(((....))))))..))))).))))..((....))..........((...))..,19,-7.282,48,0,0.000125
796,.((((..(((.((.((.........))...)).))).))))...((((((..((.(......).))...)))))).,20,-7.281,14,0,0.000125
797,..(((..(((.((.((.........))...)).))).)))....((((((.(.(..(.....).).)..)))))).,19,-7.28,12,0,0.000125
798,.......(((.((.................)).)))........((((((.((..(......)..))..)))))).,14,-7.279,10,0,0.000125
799,..(((..(((.((.((((.....))))...)).))).)))....(((((((.....)............)))))).,19,-7.278,12,0,0.000125
800,.......(((.((.((.(.....).))...)).)))........((((((..(..............).)))))).,15,-7.277,4,0,0.000124
801,.((.(..(((.((.((.........))...)).))).).))...((((((...................)))))).,16,-7.276,6,0,0.000124
802,.((((..(((.((.(((.......)))...)).))).))))...((((((...(..((...))..)...)))))).,21,-7.276,16,0,0.000124
803,..(((..(((.((.((((.....))))...)).))).)))....((((((...(..........)....)))))).,19,-7.275,12,0,0.000124
804,..((.(.(((.((.................)).))).)))....((((((...................)))))).,14,-7.273,10,0,0.000123
805,.......(((.((.((((.....))))...)).)))........(((((((........).........)))))).,16,-7.272,6,0,0.000123
806,...(((((((((.(((......(((....))))))..))))).)))).................(...).......,16,-7.271,45,0,0.000123
807,..(((..(((.((.((.........))...)).))).)))....((((.......................)))).,14,-7.27,10,0,0.000123
808,...(((((((((.(((......(((....))))))..))))).)))).............(.(.(...)).)....,18,-7.267,47,0,0.000122
809,.......(((((.(((......(((....))))))..)))))..((((((.......(...).......)))))).,18,-7.267,28,0,0.000122
810,.......(((.((.................)).))).........(((((...................)))))..,10,-7.263,6,0,0.000121
811,.......(((((.(((......(((....))))))..)))))....((((...................))))...,15,-7.262,30,0,0.000121
812,..((...(((.((.(((.......)))...)).)))..))....((((((.....(......)......)))))).,17,-7.262,8,0,0.000121
813,.......(((.((.((((.....))))...)).)))........((((((...(.(......).)....)))))).,17,-7.261,8,0,0.000121
814,...(((((((((.(((......(((....))))))..))))).)))).((.....)).......(...).......,18,-7.26,47,0,0.000121
815,.((((..(((.((.((.........))...)).))).))))...(((((((.((.....))....)...)))))).,20,-7.26,14,0,0.000121
816,..((...(((.((.(((.......)))...)).)))..))....((((((...(..(.....)..)...)))))).,18,-7.258,10,0,0.000120
817,...(((((((((.(((......(((....))))))..))))).)))).((.....))...(.(.(...)).)....,20,-7.256,49,0,0.000120
818,...((..(((.((.(((.......)))...)).))).)).....((((((.(((..(.....).)))..)))))).,20,-7.255,14,0,0.000120
819,...((..(((.((.(((.......)))...)).))).)).....((((((.(..............)..)))))).,17,-7.255,8,0,0.000120
820,.......(((.((.(((.......)))...)).)))........((((((.(.(...........))..)))))).,16,-7.255,6,0,0.000120
821,.......(((.((.................)).)))........((((((..((..(.....).))...)))))).,14,-7.254,10,0,0.000120
822,..(((..(((.((.(((.......)))...)).))).)))....(((((((........).........)))))).,18,-7.252,10,0,0.000119
823,.((((..(((.((.((((.....))))...)).))).))))...((((((.(((.....)).....)..)))))).,22,-7.251,18,0,0.000119
824,..((...(((.((.((.........))...)).)))..))....(((((((.....)............)))))).,16,-7.251,6,0,0.000119
825,.((((..(((.((.((.(...)...))...)).))).))))...((((((...................)))))).,18,-7.251,10,0,0.000119
826,.......(((.((.(((.......)))...)).)))........(((((((..(.......)..)....)))))).,16,-7.249,6,0,0.000119
827,.......(((.((.(((.......)))...)).)))........(((((((..(.......)..))....))))).,16,-7.249,9,0,0.000119
828,..((...(((.((.((.........))...)).)))..))....((((((...(..........)....)))))).,16,-7.249,6,0,0.000118
829,..(((..(((.((.((.........))...)).))).)))....((((((.(....(.....)...)..)))))).,18,-7.248,10,0,0.000118
830,.......(((.((.(...........)...)).)))........((((((.(((..........)))..)))))).,15,-7.247,8,0,0.000118
831,.......(((.((....(..........).)).)))........((((((...................)))))).,12,-7.247,6,0,0.000118
832,.....(.(((.((.((.........))...)).))).....)..((((((...................)))))).,14,-7.247,2,0,0.000118
833,..(((..(((.((.((.........))...)).))).)))....((((((...(.....)....(...))))))).,18,-7.246,10,0,0.000118
834,.......(((((.(((......(((....))))))..)))))..(((((((..(.....).).......)))))).,19,-7.246,30,0,0.000118
835,.......(((.((.((((.....))))...)).)))........(((((((.((.....))).......)))))).,18,-7.244,10,0,0.000118
836,.(((...(((.((.(((.......)))...)).)))..)))...((((((...(...........)...)))))).,18,-7.242,10,0,0.000117
837,.......((.((.(((......(((....))))))..)).))..((((((......((.........)))))))).,18,-7.241,29,0,0.000117
838,..(((..(((.((.(((.......)))...)).))).)))....((((((...(.(......).)....)))))).,19,-7.24,12,0,0.000117
839,.((((..(((.((.................)).))).))))...((((((..((.....))........)))))).,17,-7.238,16,0,0.000116
840,..(((..(((.((.((((.....))))...)).))).)))....((((((......((...))......)))))).,20,-7.238,14,0,0.000116
841,.......(((.((.(((.......)))...)).)))...........(((.....)))..................,11,-7.236,17,0,0.000116
842,.......(((.(((((.........)).)).).)))........((((((......((.........)))))))).,16,-7.235,9,0,0.000116
843,.......(((.(((((.........)).).)).)))........((((((......((.........)))))))).,16,-7.235,6,0,0.000116
844,.......(((.((.................)).)))........(((((((..........).......)))))).,12,-7.233,6,0,0.000115
845,.......(((.((.(((.......)))...)).)))........((((((.((...((...))..))..)))))).,18,-7.232,10,0,0.000115
846,.((((..(((.((.((.........))...)).))).))))...(((((((.(..........).)...)))))).,19,-7.23,12,0,0.000115
847,.(((...(((.((.((.........))...)).)))..)))...((((((.(((.....)).....)..)))))).,19,-7.225,12,0,0.000114
848,...((..(((.((.(((.......)))...)).))).)).....((((((..(..............).)))))).,17,-7.224,8,0,0.000114
849,..(((..(((.((.(((.......)))...)).))).)))....(((((((.((.....))).......)))))).,20,-7.224,14,0,0.000114
850,.((((..(((.((.((.........))...)).))).))))...((((((.(.(..(.....).).)..)))))).,20,-7.221,14,0,0.000113
851,..(((..(((.((.................)).))).)))....((((((.(((.(......).)))..)))))).,18,-7.22,18,0,0.000113
852,.((((..(((.((.((((.....))))...)).))).))))...(((((((.....)............)))))).,20,-7.219,14,0,0.000113
853,..(((..(((.((.((.........))..).).))).)))....((((((...................)))))).,16,-7.219,9,0,0.000113
854,.......(((.((.(((.......)))...)).)))..(....)((((((......((.........)))))))).,17,-7.218,8,0,0.000113
855,..((.(.(((.((.((.........))...)).))).)))....((((((......((.........)))))))).,18,-7.217,10,0,0.000112
856,.((((..(((.((.((((.....))))...)).))).))))...((((((...(..........)....)))))).,20,-7.217,14,0,0.000112
857,..(((..(((.((.((.........))...)).))).)))....((((((..(...(.....)....).)))))).,18,-7.217,10,0,0.000112
858,..........((.(((......(((....))))))..)).....((((((...(...........)...)))))).,15,-7.216,25,0,0.000112
859,.......(((.((.((.........))...)).)))...........(((.....)))....(.(...).).....,12,-7.216,18,0,0.000112
860,..((...........)).....(((....)))............((((((...................)))))).,11,-7.216,21,0,0.000112
861,.(((.(.(((.((.................)).))).))))...((((((...................)))))).,15,-7.214,12,0,0.000112
862,.......(((.((.(((.......)))...)).)))........((((((.(.(..(.....)..))..)))))).,17,-7.212,8,0,0.000111
863,.((((..(((.((.((.........))...)).))).))))...((((.......................)))).,15,-7.212,12,0,0.000111
864,..((...(((.((.((.........))...)).)))..))....((((((......((...))......)))))).,17,-7.211,8,0,0.000111
865,.......(((.((.(...........)...)).)))........((((((..............(...))))))).,13,-7.211,4,0,0.000111
866,...(((((((.((.(((.......)))...)).))).......))))..((....))...................,14,-7.208,22,0,0.000111
867,.......(((.((.((.........))...)).))).........(((((......((.........)))))))..,14,-7.207,6,0,0.000110
868,...((..(((.((.((.........))...)).))).)).....((((((..((.....))........)))))).,17,-7.206,8,0,0.000110
869,.(((...(((.((.(((.......)))...)).)))..)))...((((((.....(......)......)))))).,18,-7.203,10,0,0.000110
870,...((.....))..........(((....)))............((((((...................)))))).,11,-7.202,21,0,0.000110
871,...(((((((((.(((......(((....))))))..))))).)))).............(.(......).)....,17,-7.2,45,0,0.000109
872,.......(((.((.((.........))...)).)))..(....)((((((.(((..(.....).)))..)))))).,18,-7.2,10,0,0.000109
873,.......(((.((.((.........))...)).)))..(....)((((((.(..............)..)))))).,15,-7.2,4,0,0.000109
874,......((((.((.(((.......)))...)).))).....)..((((((...................)))))).,15,-7.199,4,0,0.000109
875,.(((...(((.((.(((.......)))...)).)))..)))...((((((...(..(.....)..)...)))))).,19,-7.199,12,0,0.000109
876,.......(((.((.(((.......)))...)).)))........((((((..((..((...)).))...)))))).,18,-7.198,10,0,0.000109
877,.......(((((.(((......(((....))))))..)))))..((((((.(.(..........).)..)))))).,19,-7.198,30,0,0.000109
878,..((...(((.((.((((.....))))...)).)))..))....((((((.((............))..)))))).,19,-7.196,12,0,0.000108
879,..(((..(((.((.((.........))...)).))).)))....((((((...(..((...)).)....)))))).,19,-7.195,12,0,0.000108
880,..(((..(((.((.((.........))...)).))).)))....((((((...(.......).......)))))).,17,-7.194,8,0,0.000108
881,.((((..(((.((.(((.......)))...)).))).))))...(((((((........).........)))))).,19,-7.193,12,0,0.000108
882,.(((...(((.((.((.........))...)).)))..)))...(((((((.....)............)))))).,17,-7.193,8,0,0.000108
883,.(((...(((.((.((.........))...)).)))..)))...((((((...(..........)....)))))).,17,-7.19,8,0,0.000107
884,..((.(..((.((.((.........))...)).))..)))....((((((...................)))))).,15,-7.189,8,0,0.000107
885,...(((((((((.(((......(((....))))))..))))).)))).((.....))...(.(......).)....,19,-7.189,47,0,0.000107
886,.((((..(((.((.((.........))...)).))).))))...((((((.(....(.....)...)..)))))).,19,-7.189,12,0,0.000107
887,...(((((((.((.((.........))...)).))).......))))..((....)).....(.(...).).....,15,-7.189,23,0,0.000107
888,.((((..(((.((.((.........))...)).))).))))...((((((...(.....)....(...))))))).,19,-7.187,12,0,0.000107
889,......................(((....)))((...)).....((((((...................)))))).,11,-7.186,21,0,0.000107
890,.......(((.((.((.........))...)).)))........((((((..((.....).......).)))))).,15,-7.184,4,0,0.000106
891,...(((((((.((.((.........))...)).))).......))))(((.....)))..................,14,-7.184,20,0,0.000106
892,...........(..((((....(((....)))...))))..)..((((((...................)))))).,14,-7.183,24,0,0.000106
893,...(.(.(((.((.((.........))...)).))).)).....((((((...................)))))).,15,-7.182,4,0,0.000106
894,.((((..(((.((.(((.......)))...)).))).))))...((((((...(.(......).)....)))))).,20,-7.181,14,0,0.000106
895,.......(((.((((((.......))).)).).)))........((((((......(((.......))))))))).,18,-7.18,13,0,0.000106
896,.......(((.((((((.......))).).)).)))........((((((......(((.......))))))))).,18,-7.18,10,0,0.000106
897,.((((..(((.((.((((.....))))...)).))).))))...((((((......((...))......)))))).,21,-7.179,16,0,0.000105
898,.(.((..(((.((.((.........))...)).))).)).)...((((((...................)))))).,16,-7.178,6,0,0.000105
899,..........((.(((......(((....))))))..)).....((((((.....(......)......)))))).,15,-7.177,25,0,0.000105
900,..(((..(((.((.(...........)...)).))).)))....((((((......(((.......))))))))).,18,-7.176,14,0,0.000105
901,...(((((((((.(((......(((....))))))..))))).))))..((....))..........(.....)..,18,-7.176,47,0,0.000105
902,..........((.(((................)))..)).....((((((...................)))))).,11,-7.176,19,0,0.000105
903,..((...(((.((.((((.....))))...)).)))..))....(((((.....................))))).,16,-7.175,10,0,0.000105
904,..(((..(((.((.((.........))...)).))).)))....((((((.(...(......)...)..)))))).,18,-7.175,10,0,0.000105
905,..(((..(((.((.((((.....))))...)).))).)))....(((((((....).............)))))).,19,-7.174,12,0,0.000105
906,..(((..(((.((.((((.....))))...)).))).)))....(((((((....)).............))))).,19,-7.174,15,0,0.000105
