,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
56,..(((..(((.((.((.........))...)).))).)))....((((((.(((..........)))..)))))).,19,-8.941,12,0,0.002060
57,.((((..(((.((.((.........))...)).))).))))...(((((.....................))))).,16,-8.934,10,0,0.002038
58,.......(((.((.((.........))...)).)))........((((((.(((.(......).)))..)))))).,17,-8.926,8,0,0.002009
59,.((((..(((.((.((.........))...)).))).))))...((((((......(.....)......)))))).,18,-8.92,10,0,0.001990
60,..(((..(((.((.((.........))...)).))).)))....((((((..............(...))))))).,17,-8.904,8,0,0.001936
61,.......(((.((.................)).)))........((((((......(((.......))))))))).,14,-8.9,10,0,0.001925
62,.((((..(((.((.((.........))...)).))).))))...((((((.(((..........)))..)))))).,20,-8.882,14,0,0.001866
63,.......(((.((.((((.....))))...)).)))........((((((......((.........)))))))).,17,-8.849,8,0,0.001765
64,.......(((.((.((.(.....).))...)).)))........((((((...................)))))).,14,-8.847,2,0,0.001758
65,.((((..(((.((.((.........))...)).))).))))...((((((..............(...))))))).,18,-8.845,10,0,0.001754
66,..(((..(((.((.(((.......)))...)).))).)))....((((((......((.........)))))))).,19,-8.828,12,0,0.001704
67,..(((..(((.((.((.........))...)).))).)))....((((((.(((..(.....).)))..)))))).,20,-8.81,14,0,0.001652
68,..(((..(((.((.((.........))...)).))).)))....((((((.(..............)..)))))).,17,-8.809,8,0,0.001651
69,.......(((.((.(((.......)))...)).)))........((((((...(...........)...)))))).,15,-8.801,4,0,0.001629
70,.......(((((.(((......(((....))))))..)))))..((((((.((............))..)))))).,19,-8.8,30,0,0.001626
71,...((..(((.((.(((.......)))...)).))).)).....((((((...................)))))).,16,-8.793,6,0,0.001607
72,.......(((.((.((.........))...)).)))........((((((.(((.....)).....)..)))))).,16,-8.784,6,0,0.001582
73,.......(((((.(((......(((....))))))..)))))..(((((.....................))))).,16,-8.78,28,0,0.001571
74,..(((..(((.((.((.........))...)).))).)))....((((((..(..............).)))))).,17,-8.779,8,0,0.001567
75,.((((..(((.((.(((.......)))...)).))).))))...((((((......((.........)))))))).,20,-8.77,14,0,0.001544
76,.......(((((.(((......(((....))))))..)))))..((((((......(.....)......)))))).,18,-8.766,28,0,0.001533
77,.......(((.((.(((.......)))...)).)))........((((((.....(......)......)))))).,15,-8.763,4,0,0.001526
78,.......(((.((.(((.......)))...)).)))........((((((...(..(.....)..)...)))))).,16,-8.759,6,0,0.001516
79,.......(((.((.((.........))...)).)))........(((((((.....)............)))))).,14,-8.752,2,0,0.001499
80,.((((..(((.((.((.........))...)).))).))))...((((((.(((..(.....).)))..)))))).,21,-8.751,16,0,0.001496
81,.((((..(((.((.((.........))...)).))).))))...((((((.(..............)..)))))).,18,-8.751,10,0,0.001496
82,.......(((.((.((.........))...)).)))........((((((...(..........)....)))))).,14,-8.75,2,0,0.001493
83,.......(((.((.((.........))...)).)))..(....)((((((...................)))))).,14,-8.738,2,0,0.001464
84,.......(((((.(((......(((....))))))..)))))..((((((.(((..........)))..)))))).,20,-8.728,32,0,0.001438
85,.((((..(((.((.((.........))...)).))).))))...((((((..(..............).)))))).,18,-8.72,10,0,0.001420
86,.......(((.((.((.........))...)).)))........((((((......((...))......)))))).,15,-8.712,4,0,0.001401
87,.......(((.((.((((.....))))...)).)))........((((((.((............))..)))))).,17,-8.697,8,0,0.001365
88,.......(((((.(((......(((....))))))..)))))..((((((..............(...))))))).,18,-8.691,28,0,0.001352
89,.......(((.((.((((.....))))...)).)))........(((((.....................))))).,14,-8.676,6,0,0.001318
90,..(((..(((.((.(((.......)))...)).))).)))....((((((.((............))..)))))).,19,-8.676,12,0,0.001318
91,.......(((.((.(((.......)))...)).)))........((((((..((.....))........)))))).,16,-8.665,6,0,0.001295
92,.......(((.((.((((.....))))...)).)))........((((((......(.....)......)))))).,16,-8.662,6,0,0.001287
93,..(((..(((.((.(((.......)))...)).))).)))....(((((.....................))))).,16,-8.655,10,0,0.001273
94,.......(((.((.(...........)...)).)))........((((((...................)))))).,12,-8.655,2,0,0.001272
95,.......(((.((.((.........))...)).)))........(((((((....).............)))))).,14,-8.648,2,0,0.001258
96,.......(((.((.((.........))...)).)))........(((((((....)).............))))).,14,-8.648,5,0,0.001258
97,.......(((.((.((.........))...)).)))........((((((...(.(......)..)...)))))).,15,-8.646,4,0,0.001254
98,..(((..(((.((.(((.......)))...)).))).)))....((((((......(.....)......)))))).,18,-8.641,10,0,0.001243
99,.......(((.((.((((.....))))...)).)))........((((((.(((..........)))..)))))).,18,-8.624,10,0,0.001208
100,.......(((.((.((.........))...)).)))........((((((...(..(.....).)....)))))).,15,-8.619,4,0,0.001197
101,.((((..(((.((.(((.......)))...)).))).))))...((((((.((............))..)))))).,20,-8.617,14,0,0.001194
102,.......(((.((.................)).)))........((((((......((.........)))))))).,13,-8.617,8,0,0.001194
103,..(((..(((.((.(((.......)))...)).))).)))....((((((.(((..........)))..)))))).,20,-8.603,14,0,0.001166
104,.......(((.((.((.........))...)).)))........((((((.....(............))))))).,14,-8.599,2,0,0.001157
105,.((((..(((.((.(((.......)))...)).))).))))...(((((.....................))))).,17,-8.597,12,0,0.001153
106,.......(((((.(((......(((....))))))..)))))..((((((.(((..(.....).)))..)))))).,21,-8.597,34,0,0.001153
107,.......(((((.(((......(((....))))))..)))))..((((((.(..............)..)))))).,18,-8.597,28,0,0.001153
108,.......(((.((.(((.......)))...)).)))........((((((.(((.(......).)))..)))))).,18,-8.588,10,0,0.001137
109,.......(((.((.((((.....))))...)).)))........((((((..............(...))))))).,16,-8.587,6,0,0.001135
110,.......(((.((.((.........))...)).)))........((((((..(............)...)))))).,14,-8.584,2,0,0.001129
111,.((((..(((.((.(((.......)))...)).))).))))...((((((......(.....)......)))))).,19,-8.583,12,0,0.001126
112,.......(((.((.((.........))...)).)))........((((((......(...........))))))).,14,-8.58,2,0,0.001121
113,.......(((.((.((.........))...)).)))........(((((((.((.....))...)....)))))).,16,-8.57,6,0,0.001102
114,.......(((.((.((.........))...)).)))........(((((((.((.....))...))....))))).,16,-8.57,9,0,0.001102
115,..(((..(((.((.(((.......)))...)).))).)))....((((((..............(...))))))).,18,-8.567,10,0,0.001096
116,.......(((((.(((......(((....))))))..)))))..((((((..(..............).)))))).,18,-8.566,28,0,0.001094
117,.......(((.((.((.........))...)).)))........(((((((..............)...)))))).,14,-8.56,2,0,0.001084
118,..(((..(((.((.((.........))...)).))).)))....((((((...(...........)...)))))).,17,-8.56,8,0,0.001083
119,..(((..(((.((.((((.....))))...)).))).)))....((((((......(((.......))))))))).,21,-8.553,16,0,0.001071
120,.......(((.((.((.........))...)).)))........(((((((.............)....)))))).,14,-8.552,2,0,0.001070
121,.......(((.((.((.........))...)).)))........(((((((.............))....))))).,14,-8.552,5,0,0.001070
122,.((((..(((.((.(((.......)))...)).))).))))...((((((.(((..........)))..)))))).,21,-8.545,16,0,0.001056
123,...(((((((((.(((......(((....))))))..))))).))))..((....))...................,17,-8.544,46,0,0.001055
124,.......(((.((.((.........))...)).)))........((((((.(((..((...)).)))..)))))).,18,-8.543,10,0,0.001054
125,..((...(((.((.((((.....))))...)).)))..))....((((((...................)))))).,17,-8.531,8,0,0.001031
126,..((...(((.((.((.........))...)).)))..))....((((((......(((.......))))))))).,18,-8.526,10,0,0.001024
127,..(((..(((.((.((.........))...)).))).)))....((((((.....(......)......)))))).,17,-8.521,8,0,0.001015
128,..(((..(((.((.((.........))...)).))).)))....((((((...(..(.....)..)...)))))).,18,-8.517,10,0,0.001008
129,.......(((.((.((.........))...)).)))........((((((..((..........))...)))))).,15,-8.512,4,0,0.000999
130,.......(((.((.((.........))...)).)))........((((((..((.....))...(...))))))).,16,-8.508,6,0,0.000993
131,.((((..(((.((.(((.......)))...)).))).))))...((((((..............(...))))))).,19,-8.508,12,0,0.000993
132,..............(((.....(((....)))....))).....((((((...................)))))).,12,-8.504,22,0,0.000986
133,.((((..(((.((.((.........))...)).))).))))...((((((...(...........)...)))))).,18,-8.501,10,0,0.000981
134,.......(((.((.(..............))).)))........((((((...................)))))).,12,-8.5,5,0,0.000979
135,.((((..(((.((.((((.....))))...)).))).))))...((((((......(((.......))))))))).,22,-8.494,18,0,0.000970
136,.......(((.((.((((.....))))...)).)))........((((((.(((..(.....).)))..)))))).,19,-8.493,12,0,0.000968
137,.......(((.((.((((.....))))...)).)))........((((((.(..............)..)))))).,16,-8.493,6,0,0.000968
138,..(((..(((.((.(((.......)))...)).))).)))....((((((.(((..(.....).)))..)))))).,21,-8.472,16,0,0.000935
139,..(((..(((.((.(((.......)))...)).))).)))....((((((.(..............)..)))))).,18,-8.472,10,0,0.000935
140,.(((...(((.((.((((.....))))...)).)))..)))...((((((...................)))))).,18,-8.472,10,0,0.000934
141,.(((...(((.((.((.........))...)).)))..)))...((((((......(((.......))))))))).,19,-8.468,12,0,0.000927
142,.......(((.((.................)).)))........((((((.((............))..)))))).,13,-8.465,8,0,0.000924
143,.((((..(((.((.((.........))...)).))).))))...((((((.....(......)......)))))).,18,-8.462,10,0,0.000919
144,.......(((.((.((((.....))))...)).)))........((((((..(..............).)))))).,16,-8.462,6,0,0.000918
145,.((((..(((.((.((.........))...)).))).))))...((((((...(..(.....)..)...)))))).,19,-8.459,12,0,0.000913
146,.......(((.((.(((.......)))...)).)))........((((((.(((.....)).....)..)))))).,17,-8.447,8,0,0.000895
147,.......(((.((.................)).)))........(((((.....................))))).,10,-8.445,6,0,0.000892
148,..(((..(((.((.(((.......)))...)).))).)))....((((((..(..............).)))))).,18,-8.441,10,0,0.000887
149,.......(((.((.................)).)))........((((((......(.....)......)))))).,12,-8.43,6,0,0.000871
150,.......((.((.(((......(((....))))))..)).))..((((((...................)))))).,16,-8.424,25,0,0.000861
151,..(((..(((.((.((.........))...)).))).)))....((((((..((.....))........)))))).,18,-8.424,10,0,0.000861
152,.......(((.(((((.........)).)).).)))........((((((...................)))))).,14,-8.417,5,0,0.000852
153,.......(((.(((((.........)).).)).)))........((((((...................)))))).,14,-8.417,2,0,0.000852
154,.......(((.((.(((.......)))...)).)))........(((((((.....)............)))))).,15,-8.415,4,0,0.000848
155,.......(((.((.((.........))...)).)))........((((((.((...(.....)..))..)))))).,16,-8.415,6,0,0.000848
156,.((((..(((.((.(((.......)))...)).))).))))...((((((.(((..(.....).)))..)))))).,22,-8.414,18,0,0.000847
157,.((((..(((.((.(((.......)))...)).))).))))...((((((.(..............)..)))))).,19,-8.414,12,0,0.000847
158,.......(((.((.(((.......)))...)).)))........((((((...(..........)....)))))).,15,-8.412,4,0,0.000845
159,.......(((.((.((.........))...)).)))........((((((.((..(......)..))..)))))).,16,-8.406,6,0,0.000836
160,.......(((.((.(((.......)))...)).)))..(....)((((((...................)))))).,15,-8.401,4,0,0.000829
161,..((.(.(((.((.((.........))...)).))).)))....((((((...................)))))).,16,-8.399,6,0,0.000827
162,.......(((.((.................)).)))........((((((.(((..........)))..)))))).,14,-8.393,10,0,0.000817
163,.......(((.((.((.........))...)).))).........(((((...................)))))..,12,-8.39,2,0,0.000813
164,.((((..(((.((.(((.......)))...)).))).))))...((((((..(..............).)))))).,19,-8.383,12,0,0.000803
165,.......(((.((.((.........))...)).)))........((((((..((..(.....).))...)))))).,16,-8.381,6,0,0.000801
166,.......(((.((.(((.......)))...)).)))........((((((......((...))......)))))).,16,-8.375,6,0,0.000793
167,.((((..(((.((.((.........))...)).))).))))...((((((..((.....))........)))))).,19,-8.365,12,0,0.000780
168,.......(((.((.((.........))...)).)))........(((((((..........).......)))))).,14,-8.36,2,0,0.000773
169,.......(((.((.................)).)))........((((((..............(...))))))).,12,-8.356,6,0,0.000768
170,..(((..(((.((.((.........))...)).))).)))....((((((.(((.(......).)))..)))))).,20,-8.347,14,0,0.000756
171,.......(((((.(((......(((....))))))..)))))..((((((...(...........)...)))))).,18,-8.347,28,0,0.000756
172,.(((.(.(((.((.((.........))...)).))).))))...((((((...................)))))).,17,-8.341,8,0,0.000749
173,......................(((....)))............((((((...................)))))).,9,-8.327,18,0,0.000731
174,..(((..(((.((.................)).))).)))....((((((......(((.......))))))))).,17,-8.322,16,0,0.000725
175,.......(((.((.(((.......)))...)).)))........(((((((....).............)))))).,15,-8.311,4,0,0.000712
176,.......(((.((.(((.......)))...)).)))........(((((((....)).............))))).,15,-8.311,7,0,0.000712
177,.......(((.((.(((.......)))...)).)))........((((((...(.(......)..)...)))))).,16,-8.309,6,0,0.000710
178,.......(((((.(((......(((....))))))..)))))..((((((.....(......)......)))))).,18,-8.308,28,0,0.000708
179,.......(((((.(((................)))..)))))..((((((...................)))))).,14,-8.306,22,0,0.000707
180,.......(((((.(((......(((....))))))..)))))..((((((...(..(.....)..)...)))))).,19,-8.304,30,0,0.000704
181,..((...(((.((.................)).)))..))....((((((...................)))))).,13,-8.299,8,0,0.000698
182,.......(((.((.((.........))...)).)))........((((((.........(........))))))).,14,-8.292,2,0,0.000689
183,.((((..(((.((.((.........))...)).))).))))...((((((.(((.(......).)))..)))))).,21,-8.288,16,0,0.000685
184,.......(((.((.(((.......)))...)).)))........((((((...(..(.....).)....)))))).,16,-8.281,6,0,0.000677
185,..(((..(((.((.((((.....))))...)).))).)))....((((((......((.........)))))))).,20,-8.27,14,0,0.000664
186,.......(.(((.(((......(((....))))))..))).)..((((((...................)))))).,16,-8.269,25,0,0.000663
187,..(((..(((.((.((.(.....).))...)).))).)))....((((((...................)))))).,17,-8.268,8,0,0.000662
188,.......(((.((.((.........))...)).)))........((((((.......(.....).....)))))).,14,-8.264,2,0,0.000658
189,.........(.((.((.........))...)).)..........((((((...................)))))).,11,-8.264,4,0,0.000658
190,.......(((.((.((.........))...)).)))........((((((...........(......))))))).,14,-8.264,2,0,0.000657
191,.((((..(((.((.................)).))).))))...((((((......(((.......))))))))).,18,-8.263,18,0,0.000656
192,.......(((.((.................)).)))........((((((.(((..(.....).)))..)))))).,15,-8.262,12,0,0.000655
193,.......(((.((.(((.......)))...)).)))........((((((.....(............))))))).,15,-8.261,4,0,0.000655
194,.......(((.((.................)).)))........((((((.(..............)..)))))).,12,-8.261,6,0,0.000655
195,.....(.(((.((.((.........))...)).))).)......((((((...................)))))).,14,-8.252,2,0,0.000644
196,.......(((.((.((.........))...)).)))........((((((...(..((...))..)...)))))).,16,-8.251,6,0,0.000643
197,.......(((.((.(((.......)))...)).)))........((((((..(............)...)))))).,15,-8.247,4,0,0.000639
198,..((...(((.((.((.........))...)).)))..))....((((((......((.........)))))))).,17,-8.243,8,0,0.000635
199,.......(((.((.((((.....))))...)).)))........((((((...(...........)...)))))).,16,-8.243,6,0,0.000635
200,.......(((.((.(((.......)))...)).)))........((((((......(...........))))))).,15,-8.243,4,0,0.000634
201,.(((...(((.((.................)).)))..)))...((((((...................)))))).,14,-8.24,10,0,0.000632
202,...((..(((.((.((((.....))))...)).))).)).....((((((...................)))))).,17,-8.235,8,0,0.000627
203,.......(((.((.(((....)...))...)).)))........((((((...................)))))).,14,-8.234,2,0,0.000625
204,.......(((.((.(((.......)))...)).)))........(((((((.((.....))...))....))))).,17,-8.233,11,0,0.000624
205,.......(((.((.(((.......)))...)).)))........(((((((.((.....))...)....)))))).,17,-8.233,8,0,0.000624
206,...((..(((.((.((.........))...)).))).)).....((((((......(((.......))))))))).,18,-8.231,10,0,0.000622
207,.......(((.((.................)).)))........((((((..(..............).)))))).,12,-8.23,6,0,0.000621
208,.......(((.((.(((.......)))...)).)))........(((((((..............)...)))))).,15,-8.223,4,0,0.000613
209,..(((..(((.((.(((.......)))...)).))).)))....((((((...(...........)...)))))).,18,-8.222,10,0,0.000613
210,.......(((.((.(((.......)))...)).)))........(((((((.............)....)))))).,15,-8.215,4,0,0.000605
211,.......(((.((.(((.......)))...)).)))........(((((((.............))....))))).,15,-8.215,7,0,0.000605
212,.((((..(((.((.((((.....))))...)).))).))))...((((((......((.........)))))))).,21,-8.212,16,0,0.000602
213,.......(((((.(((......(((....))))))..)))))..((((((..((.....))........)))))).,19,-8.211,30,0,0.000601
214,.((((..(((.((.((.(.....).))...)).))).))))...((((((...................)))))).,18,-8.209,10,0,0.000600
215,...(...(((.((.((.........))...)).)))..).....((((((...................)))))).,14,-8.208,2,0,0.000599
216,.......(((.((.(((.......)))...)).)))........((((((.(((..((...)).)))..)))))).,19,-8.206,12,0,0.000596
217,......((((.((.((.........))...)).))).)......((((((...................)))))).,14,-8.205,2,0,0.000596
218,..(((..(((.((.((.........))...)).))).)))....((((((.(((.....)).....)..)))))).,19,-8.205,12,0,0.000596
219,.......(((.((.((((.....))))...)).)))........((((((.....(......)......)))))).,16,-8.204,6,0,0.000595
220,.......(((.((.((((.....))))...)).)))........((((((...(..(.....)..)...)))))).,17,-8.201,8,0,0.000591
221,........((.((.((.........))...)).)).........((((((...................)))))).,12,-8.19,2,0,0.000580
222,..((...(((.((.(((.......)))...)).)))..))....((((((......(((.......))))))))).,19,-8.189,12,0,0.000579
223,...(((((((((.(((......(((....))))))..))))).))))..((....)).....(.(...).).....,19,-8.187,49,0,0.000578
224,.(((...(((.((.((.........))...)).)))..)))...((((((......((.........)))))))).,18,-8.185,10,0,0.000575
225,..(((..(((.((.(((.......)))...)).))).)))....((((((.....(......)......)))))).,18,-8.184,10,0,0.000574
226,...(((((((((.(((......(((....))))))..))))).))))(((.....)))..................,18,-8.182,46,0,0.000572
227,..(((..(((.((.(((.......)))...)).))).)))....((((((...(..(.....)..)...)))))).,19,-8.18,12,0,0.000571
228,.......(((.((.(((.......)))...)).)))........((((((..((..........))...)))))).,16,-8.174,6,0,0.000565
229,..(((..(((.((.((.........))...)).))).)))....(((((((.....)............)))))).,17,-8.173,8,0,0.000564
230,..(((..(((.((.((.........))...)).))).)))....((((((...(..........)....)))))).,17,-8.171,8,0,0.000562
231,.......(((.((.(((.......)))...)).)))........((((((..((.....))...(...))))))).,17,-8.171,8,0,0.000562
232,.......(((.((.((.........))...)).)))........(((((((........).........)))))).,14,-8.168,2,0,0.000559
233,.((((..(((.((.(((.......)))...)).))).))))...((((((...(...........)...)))))).,19,-8.164,12,0,0.000555
234,.......(((.((.((.........))...)).)))........((((((...(.(......).)....)))))).,15,-8.156,4,0,0.000548
235,.((((..(((.((.((.........))...)).))).))))...((((((.(((.....)).....)..)))))).,20,-8.147,14,0,0.000540
236,.......(((.((.((.........))...)).)))........(((((((.((.....))).......)))))).,16,-8.14,6,0,0.000533
237,.......(((((.(((......(((....))))))..)))))..((((((.(((.(......).)))..)))))).,21,-8.134,34,0,0.000528
238,..(((..(((.((.((.........))...)).))).)))....((((((......((...))......)))))).,18,-8.133,10,0,0.000528
239,.(((...(((.((.(((.......)))...)).)))..)))...((((((......(((.......))))))))).,20,-8.13,14,0,0.000525
240,.((((..(((.((.(((.......)))...)).))).))))...((((((.....(......)......)))))).,19,-8.125,12,0,0.000520
241,.((((..(((.((.(((.......)))...)).))).))))...((((((...(..(.....)..)...)))))).,20,-8.121,14,0,0.000517
242,..(((..(((.((.((((.....))))...)).))).)))....((((((.((............))..)))))).,20,-8.118,14,0,0.000514
243,.((((..(((.((.((.........))...)).))).))))...(((((((.....)............)))))).,18,-8.115,10,0,0.000511
244,.((((..(((.((.((.........))...)).))).))))...((((((...(..........)....)))))).,18,-8.112,10,0,0.000509
245,.......(((.((.((((.....))))...)).)))........((((((..((.....))........)))))).,17,-8.107,8,0,0.000505
246,..........((.(((......(((....))))))..)).....((((((......(((.......))))))))).,17,-8.105,29,0,0.000503
247,..(((..(((.((.((((.....))))...)).))).)))....(((((.....................))))).,17,-8.097,12,0,0.000496
248,..((...(((.((.((.........))...)).)))..))....((((((.((............))..)))))).,17,-8.091,8,0,0.000491
249,..(((..(((.((.(((.......)))...)).))).)))....((((((..((.....))........)))))).,19,-8.086,12,0,0.000487
250,..(((..(((.((.((((.....))))...)).))).)))....((((((......(.....)......)))))).,19,-8.083,12,0,0.000485
251,.......(((.((((((.......))).)).).)))........((((((...................)))))).,15,-8.08,7,0,0.000482
252,.......(((.((((((.......))).).)).)))........((((((...................)))))).,15,-8.08,4,0,0.000482
253,.......(((.((.(((.......)))...)).)))........((((((.((...(.....)..))..)))))).,17,-8.077,8,0,0.000480
254,..(((..(((.((.(...........)...)).))).)))....((((((...................)))))).,15,-8.076,8,0,0.000479
255,.((((..(((.((.((.........))...)).))).))))...((((((......((...))......)))))).,19,-8.075,12,0,0.000478
256,..((...(((.((.((.........))...)).)))..))....(((((.....................))))).,14,-8.07,6,0,0.000474
257,..(((..(((.((.((.........))...)).))).)))....(((((((....).............)))))).,17,-8.07,8,0,0.000474
258,..(((..(((.((.((.........))...)).))).)))....(((((((....)).............))))).,17,-8.07,11,0,0.000474
259,.......(((.((.(((.......)))...)).)))........((((((.((..(......)..))..)))))).,17,-8.069,8,0,0.000473
260,..(((..(((.((.((.........))...)).))).)))....((((((...(.(......)..)...)))))).,18,-8.068,10,0,0.000472
261,..((.(.(((.((.(((.......)))...)).))).)))....((((((...................)))))).,17,-8.062,8,0,0.000468
262,.((((..(((.((.((((.....))))...)).))).))))...((((((.((............))..)))))).,21,-8.059,16,0,0.000466
263,.......(((.((.((.........))...)).)))........((((((.......(...).......)))))).,14,-8.058,2,0,0.000465
264,..((...(((.((.((.........))...)).)))..))....((((((......(.....)......)))))).,16,-8.056,6,0,0.000463
265,.......(((.((.((.........))...)).)))..........((((...................))))...,11,-8.054,4,0,0.000461
266,.......(((.((.(((.......)))...)).))).........(((((...................)))))..,13,-8.053,4,0,0.000460
267,..(((..(((.((.((((.....))))...)).))).)))....((((((.(((..........)))..)))))).,21,-8.045,16,0,0.000455
268,.......(((.((.(((.......)))...)).)))........((((((..((..(.....).))...)))))).,17,-8.043,8,0,0.000453
269,..(((..(((.((.((.........))...)).))).)))....((((((...(..(.....).)....)))))).,18,-8.04,10,0,0.000451
270,.((((..(((.((.((((.....))))...)).))).))))...(((((.....................))))).,18,-8.039,14,0,0.000450
271,..(((..(((.((.................)).))).)))....((((((......((.........)))))))).,16,-8.039,14,0,0.000450
272,.......(((.((.((.........))...)).)))........(((((((..(.....).).......)))))).,15,-8.037,4,0,0.000449
