,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,AptaMat,Probability
1278,...((((...........)))).......(.(((.........((((........))))))).)....,12,-5.024,27,0,0.000061
1279,...((((.(((....)))))))......((....))........(((.(.....))))..........,13,-5.023,20,0,0.000061
1280,...((((.(((....)))))))....(((....................)))..(.(...).).....,12,-5.023,25,0,0.000061
1281,...((((...........))))......................((((......))))..(...)...,9,-5.022,20,0,0.000061
1282,...((((.(((....))))))).((((..((.....))......((((......))))....))))..,17,-5.022,14,0,0.000061
1283,.(.((((.(((....)))))))....)....(((.........(((((......))))))))......,16,-5.02,19,0,0.000061
1284,......(((....))).....((((.......))))........((((......))))..(...)...,12,-5.019,35,0,0.000061
1285,..(..((((....)))).)..........(.(((.........(((((......)))))))).)....,14,-5.018,37,0,0.000061
1286,...((((..((....)).))))......((....))..(.(...((((......))))...).)....,14,-5.018,20,0,0.000061
1287,...(((..(((....))).)))......((....))...(((.(((((......)))))....)))..,16,-5.018,23,0,0.000061
1288,...((((...........))))......((....))........(((.((...)))))..........,11,-5.017,28,0,0.000061
1289,...((((...........))))......((....))........((((.(...)))))..........,11,-5.017,25,0,0.000061
1290,...((((.(((....)))))))....((....((.....)).))((((......))))..........,15,-5.017,12,0,0.000061
1291,...((((((....))))...)).((((((......((.....))((((......))))..))))))..,18,-5.017,23,0,0.000061
1292,...((((.(((....)))))))..(((.....(((...)))...(((........)))....)))...,16,-5.017,8,0,0.000061
1293,...((((.(((....)))))))..(((((.((((.....))..(((.....).))..)).)))))...,19,-5.016,14,0,0.000061
1294,...((((.(((....))))))).((((((..(.(.......).)((((......))))..))))))..,19,-5.016,9,0,0.000061
1295,...((((...........))))......((....))....(...((((......))))...)......,11,-5.016,23,0,0.000061
1296,...(((..(((....))).)))..(((((...(((...)))...(((.((...)))))..)))))...,19,-5.014,9,0,0.000060
1297,...(((..(((....))).)))..(((((...(((...)))...((((.(...)))))..)))))...,19,-5.014,6,0,0.000060
1298,...((((((....)))...)))..........(((...)))...((((......))))...(....).,14,-5.013,24,0,0.000060
1299,((...((((....)))).))...((((((...((.....))...((((......))))..))))))..,18,-5.013,21,0,0.000060
1300,...((((.(((....)))))))..(((((.((.((((......((...)))))..).)).)))))...,20,-5.013,24,0,0.000060
1301,...((((.(((....)))))))..(...)..(((.........((((........)))))))......,15,-5.012,20,0,0.000060
1302,......(((....)))....((.....))...(((...)))...((((......))))..........,12,-5.011,29,0,0.000060
1303,...((((..((....)).))))...(..((....)).)......((((......))))..........,13,-5.009,20,0,0.000060
1304,...((((.(((....)))))))..........((.....))....(((......)))..(.....)..,13,-5.009,14,0,0.000060
1305,.(.((((.(((....)))))))..)...((....))....(..(((((......)))))...).....,16,-5.009,20,0,0.000060
1306,...((((..((....)).)))).((((....((..((.....))((((......))))..))))))..,18,-5.009,17,0,0.000060
1307,...((((.((......))))))..(...)...(((...)))...((((......))))..........,14,-5.008,14,0,0.000060
1308,...((((..((....)).))))..((.....(((.........(((((......)))))))).))...,16,-5.006,16,0,0.000060
1309,...((((.(((....)))))))..((((..(.............((((......)))))..))))...,16,-5.006,8,0,0.000060
1310,...((((((....))))...))......((....))........((((......))))...(....).,13,-5.006,31,0,0.000060
1311,...((((.(.(....)).))))..(((((...((.....))...((((......))))..)))))...,17,-5.006,4,0,0.000060
1312,.(.((((..(......).))))..).......((.....))...((((......))))..........,12,-5.005,15,0,0.000059
1313,.(.((((...........))))..)..(((.(((.........(((((......))))))))...))),16,-5.004,29,0,0.000059
1314,.(.(((..(((....))).)))..)....(.(((.........(((((......)))))))).)....,16,-5.004,22,0,0.000059
1315,......(((....)))...(((.........))).....((..(((((......)))))...))....,13,-5.004,34,0,0.000059
1316,...((((((....)))...))).((((((......((.....))((((......))))..))))))..,18,-5.003,21,0,0.000059
1317,...((((..((....)).)))).......((.....))..(..(((((......)))))..)......,14,-5.003,22,0,0.000059
1318,...((((..((....)).))))..(((((..(((.....))..)((((......))))..)))))...,18,-5.002,4,0,0.000059
1319,...((((.(((....)))))))..........((.....))...(((.((...)))))...(....).,15,-5.001,16,0,0.000059
1320,...((((.(((....)))))))..........((.....))...((((.(...)))))...(....).,15,-5.001,13,0,0.000059
1321,...(((..(((....))).)))......................((((......))))...(....).,11,-5.001,17,0,0.000059
1322,...((((..(......).))))..(((((...((.....))...(((........)))..)))))...,15,-5.001,6,0,0.000059
1323,...((((.(((....))))))).......(.(((..(.....).((((......)))).))).)....,16,-5.0,19,0,0.000059
1324,.(.((((..((....)).))))..)....((.....))......((((......))))..........,13,-5.0,21,0,0.000059
1325,...((((.((......)))))).......((.....))......((((......))))..........,12,-4.999,20,0,0.000059
1326,...((((...........)))).................(((..((((......)))).....)))..,11,-4.997,22,0,0.000059
1327,...((((.(((....)))))))..(((((.(......)......((((......))))..)))))...,17,-4.996,6,0,0.000059
1328,...(((((......)...)))).((((((...(((...)))...((((......))))..))))))..,18,-4.996,12,0,0.000059
1329,...((((..((....)).))))..........((.....))..((...))..................,10,-4.996,23,0,0.000059
1330,..(((((.(((....)))))))..).......(((...)))...((((......))))..........,15,-4.996,13,0,0.000059
1331,...((((.(((....)))))))..........(.......)...((((......))))...(....).,13,-4.996,13,0,0.000059
1332,...((((.(((....)))))))..........((.....)).(.((((......))))).........,14,-4.995,12,0,0.000059
1333,...((((.(((....)))))))..(...)..........((..(((((......)))))...))....,15,-4.995,16,0,0.000058
1334,......(((....))).....((((.......))))...(((..((((......)))).....)))..,14,-4.994,37,0,0.000058
1335,..........((((.(...(((.........)))..........((((......))))...).)))).,12,-4.994,34,0,0.000058
1336,.(.((((.(((....)))))))..(((((...(((...)))...((((......))))..))))).).,20,-4.993,4,0,0.000058
1337,...((((..((....)).))))...((.....)).....((..(((((......)))))...))....,15,-4.993,18,0,0.000058
1338,...((((((....)))...)))......((....))........((((......))))...(....).,13,-4.993,29,0,0.000058
1339,...((((...........))))....(((...(((...)))...((((......))))..))).....,14,-4.992,12,0,0.000058
1340,.....((((....))))......((((....(((.........(((((......))))))))))))..,16,-4.992,31,0,0.000058
1341,...((((...........)))).((((((.(.............((((......))))).))))))..,15,-4.99,14,0,0.000058
1342,...((((.(((....)))))))..(((....(((.........(((..((...)).)))))))))...,18,-4.989,19,0,0.000058
1343,...((((((....))))...))..(...)...((.....))...((((......))))..........,13,-4.988,23,0,0.000058
1344,.(.((((.(((....)))))))..)...((....))....((..((((......)))).....))...,16,-4.988,19,0,0.000058
1345,...((((.(((....)))))))....(((..((..((.....))..)).)))....(...).......,15,-4.987,30,0,0.000058
1346,...((((..((....)).)))).((((((.((.............(((......))))).))))))..,17,-4.987,13,0,0.000058
1347,...((((..((....)).))))..((((....((.........(((((......)))))))))))...,17,-4.986,11,0,0.000058
1348,...((((.(((....)))))))....(((...(((...)))..((...))....)))...........,15,-4.985,23,0,0.000058
1349,......(((....))).......((((((......((.....))((((......))))..))))))..,15,-4.985,27,0,0.000058
1350,...((((..((....)).))))..........((.....)).......((...)).............,10,-4.984,23,0,0.000057
1351,.(.((((.(((....)))))))..)......(((.........((((.((...)))))))))......,17,-4.983,24,0,0.000057
1352,.(.((((.(((....)))))))..)......(((.........(((((.(...)))))))))......,17,-4.983,21,0,0.000057
1353,...((((.(((....)))))))....(.....)......((...((((......))))....))....,14,-4.983,14,0,0.000057
1354,...((((..((....)).))))..(((....(((.........((((.((...))))))))))))...,18,-4.983,19,0,0.000057
1355,...((((..((....)).))))..(((....(((.........(((((.(...))))))))))))...,18,-4.983,16,0,0.000057
1356,......(((....)))....((.........))...........((((......))))...(....).,10,-4.983,33,0,0.000057
1357,..((..(.....).)).....((((.......))))........((((......))))..........,11,-4.982,35,0,0.000057
1358,...((((.(((....)))))))......((....))...((..((((........))))...))....,15,-4.981,21,0,0.000057
1359,.(.((((..((....)).))))..)...((....))...(((.(((((......)))))....)))..,17,-4.98,24,0,0.000057
1360,...((((.((......))))))......((....))...(((.(((((......)))))....)))..,16,-4.98,23,0,0.000057
1361,......((......))................((.....))...((((......))))..........,8,-4.979,26,0,0.000057
1362,...((((.(((....)))))))......(......)...(((.(((((......)))))....)))..,16,-4.977,19,0,0.000057
1363,...((((((....))))...)).....(((.(((.........(((((......))))))))...))),17,-4.977,35,0,0.000057
1364,.(.((((.(((....)))))))..)......(((..........((((......)))).)))......,15,-4.976,17,0,0.000057
1365,...((((.((......))))))..(((((...(((...)))...(((.((...)))))..)))))...,19,-4.976,9,0,0.000057
1366,...((((.((......))))))..(((((...(((...)))...((((.(...)))))..)))))...,19,-4.976,6,0,0.000057
1367,...((((..((....)).))))..(((....(((..........((((......)))).))))))...,16,-4.976,12,0,0.000057
1368,..(((((.(((....)))))))..)...((....))........((((......))))..........,14,-4.975,18,0,0.000057
1369,.(.((((.(((....)))))))..)..............((...((((......))))....))....,14,-4.975,15,0,0.000057
1370,...((((((....)))...)))..(...)...((.....))...((((......))))..........,13,-4.974,21,0,0.000056
1371,((.((((.(((....)))))))..))..((....))..(.(..(((((......)))))..).)....,18,-4.974,22,0,0.000056
1372,...((((...........))))..(((.((....))........((((......))))....)))...,13,-4.973,17,0,0.000056
1373,...((((.(((....)))))))....(((..(...............).)))................,11,-4.972,26,0,0.000056
1374,...((((..((....)).))))....(.....)...........((((......))))...(....).,12,-4.972,17,0,0.000056
1375,...((((.(((....)))))))..........(((...)))...........................,10,-4.971,20,0,0.000056
1376,...((((...........))))...((.....))..........((((......))))...(....).,11,-4.971,21,0,0.000056
1377,.(...((((....)))).).............((.....))...((((......))))..........,11,-4.971,28,0,0.000056
1378,..((((.....)).))....((.........))...........((((......))))..........,10,-4.97,33,0,0.000056
1379,...((((.(((....)))))))..(.......).......(..(((((......)))))..)......,14,-4.97,16,0,0.000056
1380,...((((.(((....))))))).((((((.((...........((...)).......)).))))))..,17,-4.969,20,0,0.000056
1381,...((((.(((....)))))))...((((...((.....))...(((........)))..))))....,16,-4.969,4,0,0.000056
1382,...(((..(((....))).)))..........((.....))...(((........)))..........,11,-4.969,14,0,0.000056
1383,...(((((......)))...))..(((....(((.........(((((......)))))))))))...,16,-4.967,24,0,0.000056
1384,...((((.(((....)))))))..(((((...(((...)))..((((...)).)).....)))))...,19,-4.967,14,0,0.000056
1385,...((((...........))))..(((((...(((...)))..((........)).....)))))...,14,-4.967,18,0,0.000056
1386,...((((.(........))))).........(((.........(((((......))))))))......,13,-4.967,22,0,0.000056
1387,...(((..(((....))).)))..........((.....))...((((......)))).((...))..,14,-4.966,14,0,0.000056
1388,...((((.(((....)))))))..........(((...)))....(((......)))....(....).,14,-4.966,15,0,0.000056
1389,.(.((((.((......))))))..)....(.(((.........(((((......)))))))).)....,16,-4.966,22,0,0.000056
1390,...((((.(((....)))))))......((.............(((((......)))))......)).,14,-4.965,19,0,0.000056
1391,...((((.(((....)))))))......................((((......)))).(...)....,12,-4.964,15,0,0.000056
1392,...((((.(((....))))))).((((((......(((...)))(((........)))..))))))..,19,-4.964,14,0,0.000055
1393,...((((((....)))...))).....(((.(((.........(((((......))))))))...))),17,-4.964,33,0,0.000055
1394,.(.((((..((....)).))))..)...................((((......))))...(....).,12,-4.963,18,0,0.000055
1395,...((((.((......))))))......................((((......))))...(....).,11,-4.963,17,0,0.000055
1396,.....((((....))))....((((.......))))...((..(((((......)))))...))....,15,-4.961,37,0,0.000055
1397,..(..((((....)))).)..((((.......))))........(((........)))..........,12,-4.96,38,0,0.000055
1398,...((((.(((....)))))))..(((((...((.....))....((........))...)))))...,16,-4.96,4,0,0.000055
1399,...(((..(((....))).))).........(((.(((...)))((((......)))).)))......,16,-4.959,24,0,0.000055
1400,...((((.(((....)))))))..........((.....))...(((..(...).)))..........,13,-4.959,14,0,0.000055
1401,......((......)).....((((.......))))....(..(((((......)))))..)......,12,-4.959,36,0,0.000055
1402,..(..((((....)))).)..((((.......))))........((((......)))).((...))..,15,-4.958,38,0,0.000055
1403,......(((....)))....((..(...)..))...........((((......))))..........,10,-4.957,32,0,0.000055
1404,...((((((....))))...))..(((((...((.....))...(((.((...)))))..)))))...,18,-4.956,18,0,0.000055
1405,...((((((....))))...))..(((((...((.....))...((((.(...)))))..)))))...,18,-4.956,15,0,0.000055
1406,...((((.(((....)))))))......((.(((.........((((.((...)))))))))...)).,18,-4.955,26,0,0.000055
1407,...((((.(((....)))))))......((.(((.........(((((.(...)))))))))...)).,18,-4.955,23,0,0.000055
1408,...((((...........)))).........(((.((.....)).(((......)))..)))......,12,-4.955,28,0,0.000055
1409,...((((...........)))).((((.(...(((...)))...((((......))))..).))))..,16,-4.955,12,0,0.000055
1410,...(((((......))...)))..(((....(((.........(((((......)))))))))))...,16,-4.954,22,0,0.000055
1411,...((((.(((....)))))))..((..(...(((...)))...((((......))))..)..))...,17,-4.954,6,0,0.000055
1412,...((((.(((....)))))))......((....))...((..(((((......))))..).))....,16,-4.954,18,0,0.000055
1413,...((((.(((....)))))))......................((..((...)).))..........,11,-4.953,21,0,0.000055
1414,...((((.(((....))))))).((((.....((.....))...(((........)))....))))..,16,-4.953,8,0,0.000055
1415,((.((((.(((....)))))))..)).....(((.((.....))((((......)))).)))......,18,-4.952,22,0,0.000054
1416,...((((...........)))).((.......))..........((((......))))..........,10,-4.951,21,0,0.000054
1417,...((((.(((....)))))))......((....))................................,9,-4.951,25,0,0.000054
1418,...((((.(((....))))))).((((((.((.(.(((..((....))...))).).)).))))))..,21,-4.95,24,0,0.000054
1419,...(((..(((....))).))).((((((...((.....))...(((.((...)))))..))))))..,19,-4.95,9,0,0.000054
1420,...(((..(((....))).))).((((((...((.....))...((((.(...)))))..))))))..,19,-4.95,6,0,0.000054
1421,.(...((((....)))).)..((((.......))))....(..(((((......)))))..)......,15,-4.95,38,0,0.000054
1422,...((((((....))))...))..(((((...(.......)...((((......))))..)))))...,16,-4.95,15,0,0.000054
1423,.(.((((...........))))..)...((....))..(.(..(((((......)))))..).)....,14,-4.949,27,0,0.000054
1424,...((((..((....)).)))).........(((.(((...))).(((......)))..)))......,15,-4.948,26,0,0.000054
1425,...((((.(((....)))))))..(.(((...((.....))...((((......))))..))).)...,17,-4.948,2,0,0.000054
1426,...((.(.(((....)))).))..(((((...((.....))...((((......))))..)))))...,17,-4.948,2,0,0.000054
1427,...((((.(((....)))))))......((.(((..........((((......)))).)))...)).,16,-4.948,19,0,0.000054
1428,...((((..((....)).))))......................(((.((...)))))..........,11,-4.948,21,0,0.000054
1429,...((((..((....)).))))......................((((.(...)))))..........,11,-4.948,18,0,0.000054
1430,...((((.(((....)))))))....(((..(...((.....))...).)))................,13,-4.947,30,0,0.000054
1431,...((((.(((....)))))))...((.....))......(..(((((......)))))...).....,15,-4.947,16,0,0.000054
1432,...((((..((....)).))))..................(...((((......))))...)......,11,-4.946,16,0,0.000054
1433,...((((.(((....)))))))......((....)).........(((......)))....(....).,13,-4.945,20,0,0.000054
1434,...(((..(((....))).))).((((((...(.......)...((((......))))..))))))..,17,-4.945,6,0,0.000054
1435,...((((.(((....))))))).((((....(((.(((...))).(((......)))..)))))))..,20,-4.945,20,0,0.000054
1436,.(.((((.(((....)))))))....).....(((...)))...((((......))))..........,15,-4.943,13,0,0.000054
1437,...((((((....)))...)))..(((((...((.....))...(((.((...)))))..)))))...,18,-4.942,16,0,0.000054
1438,...((((((....)))...)))..(((((...((.....))...((((.(...)))))..)))))...,18,-4.942,13,0,0.000054
1439,....(((..((....)).)))...(((((...((.....))...((((......))))..)))))...,16,-4.941,4,0,0.000053
1440,.(...(((......))).)....((((((...((.....))...((((......))))..))))))..,16,-4.94,19,0,0.000053
1441,...((((..((....)).))))..(((((.((.(.(((.............))).).)).)))))...,17,-4.939,23,0,0.000053
1442,...((((.(((....)))))))..(((....(((..((...)).((((......)))).))))))...,19,-4.938,14,0,0.000053
1443,...((((.(((....)))))))........(......)......((((......))))..........,12,-4.937,16,0,0.000053
1444,...((((.(((....)))))))......((....))....((....))....................,11,-4.937,26,0,0.000053
1445,...((((((....)))...)))..(((((...(.......)...((((......))))..)))))...,16,-4.937,13,0,0.000053
1446,..(..((((....)))).).((.........))...........((((......))))..........,11,-4.936,33,0,0.000053
1447,...((((.(((....)))))))..(...)...(((...)))...(((........)))..........,14,-4.934,14,0,0.000053
1448,...((((.(((....)))))))..(((((....(........).((((......))))..)))))...,17,-4.933,5,0,0.000053
1449,...((((.(((....)))))))....(.....)...........((((......)))).(.....)..,13,-4.933,16,0,0.000053
1450,...((((..((....)).))))......((....))....(...((((......))))....).....,13,-4.932,19,0,0.000053
1451,...(((((......)))...))......................((((......))))..........,9,-4.932,26,0,0.000053
1452,...((((.(((....)))))))..(...)...(((...)))...((((......)))).((...))..,17,-4.932,14,0,0.000053
1453,.(.((((..((....)).))))..).......((.....))...(((........)))..........,12,-4.931,15,0,0.000053
1454,...((((.(((....)))))))....(.....)...........((((......))))....(...).,13,-4.931,15,0,0.000053
1455,...((((.(((....)))))))..(((........(((...)))((((......))))....)))...,17,-4.931,14,0,0.000052
1456,...((((.((......))))))..........((.....))...(((........)))..........,11,-4.931,14,0,0.000052
1457,......(((....)))...(((.........))).((.....))((((......))))..........,12,-4.93,36,0,0.000052
1458,......(((....)))...(((.........))).....(((.(((((......)))))....)))..,14,-4.929,36,0,0.000052
1459,...((((.(((....))))))).........(((.........((...)).........)))......,12,-4.929,27,0,0.000052
1460,.(.((((..((....)).))))..).......((.....))...((((......)))).((...))..,15,-4.928,15,0,0.000052
1461,...((((.((......))))))..........((.....))...((((......)))).((...))..,14,-4.928,14,0,0.000052
1462,.(.((((...........))))..)......(((.((.....))((((......)))).)))......,14,-4.927,27,0,0.000052
1463,...((((.(((....)))))))..(...)...((.....))....(((......)))...........,13,-4.927,12,0,0.000052
1464,...((((.(((....))))))).......((.....))......(((........)))..........,12,-4.926,20,0,0.000052
1465,...((((.(((....)))))))...((.....))......((..((((......)))).....))...,15,-4.926,15,0,0.000052
1466,...((((...........))))..(((((((.....))......((((......))))..)))))...,15,-4.926,14,0,0.000052
1467,...((((...........)))).......(....).........((((......))))..........,9,-4.925,22,0,0.000052
1468,...((((.(((....)))))))....(((......(((...))).....)))................,13,-4.925,31,0,0.000052
1469,.(.((((.(((....)))))))..)...................((((......)))).(.....)..,13,-4.925,17,0,0.000052
1470,...((((.(((....))))))).((((((.(((((((.............)))))..)).))))))..,20,-4.924,24,0,0.000052
1471,...((((.(((....)))))))..(((((.......(....)..((((......))))..)))))...,17,-4.924,6,0,0.000052
1472,...((((.(((....))))))).((((((......(.......)((((......))))..))))))..,18,-4.924,8,0,0.000052
1473,...((((.(((....))))))).......((.....))......((((......)))).((...))..,15,-4.923,20,0,0.000052
1474,.(.((((.(((....)))))))..)...................((((......))))....(...).,13,-4.923,16,0,0.000052
1475,...((((((....))))...))......((....))..(.(..(((((......)))))..).)....,15,-4.922,33,0,0.000052
1476,...((((.(((....))))))).(...)...(((.........(((((......))))))))......,16,-4.922,19,0,0.000052
1477,.(.((((..((....)).))))..)......(((.(((...)))((((......)))).)))......,17,-4.921,25,0,0.000052
1478,...((((...........))))..(((((...((.....)).(.((((......))))).)))))...,16,-4.921,8,0,0.000052
1479,...((((.((......)))))).........(((.(((...)))((((......)))).)))......,16,-4.921,24,0,0.000052
1480,...((((.(((....)))))))..(...)..........(((.(((((......)))))....)))..,16,-4.92,18,0,0.000052
1481,...((((..((....)).))))...((.....)).((.....))((((......))))..........,14,-4.919,20,0,0.000051
1482,...((((((....))...)))).((((....(((.........(((((......))))))))))))..,18,-4.919,23,0,0.000051
1483,...((((...........)))).......................(((......)))...........,7,-4.919,22,0,0.000051
1484,...(((((......))...)))......................((((......))))..........,9,-4.918,24,0,0.000051
1485,...((((..((....)).))))...((.....)).....(((.(((((......)))))....)))..,16,-4.918,20,0,0.000051
1486,...(((..(((....))).)))................(.(..(((((......)))))..).)....,13,-4.917,19,0,0.000051
1487,......(((....))).....((((.......)))).........(((......)))...........,10,-4.916,37,0,0.000051
1488,...((((.(((....)))))))....................(.((((......))))).........,12,-4.916,16,0,0.000051
1489,...((((..(......).))))..(((((......((.....))((((......))))..)))))...,16,-4.915,12,0,0.000051
1490,...((((.(((....)))))))..(((((.((...((...............))...)).)))))...,16,-4.915,19,0,0.000051
1491,...((((..((....)).))))..(((((...(((...))).(.((((......))))).)))))...,19,-4.915,6,0,0.000051
1492,......(((....)))......(((.......))).........((((......))))..........,10,-4.914,34,0,0.000051
1493,...((((.(((....))))))).............((.....))....((...)).............,11,-4.914,29,0,0.000051
1494,...((((.(((....))))))).((((((.((........((....)).........)).))))))..,17,-4.914,18,0,0.000051
1495,...((((.((......)))))).((((((...((.....))...(((.((...)))))..))))))..,19,-4.912,9,0,0.000051
1496,...((((.((......)))))).((((((...((.....))...((((.(...)))))..))))))..,19,-4.912,6,0,0.000051
1497,...((((.(((....)))))))..........((.....))..((...))......(...).......,12,-4.911,21,0,0.000051
1498,..((.((.....))))........(((((...(((...)))...((((......))))..)))))...,16,-4.911,20,0,0.000051
1499,...((((.(((....)))))))..((((.(..............((((......)))))..))))...,16,-4.91,8,0,0.000051
1500,...((((.(((....))))))).......(.(((........(.((((......)))))))).)....,16,-4.91,19,0,0.000051
1501,...((((((....)))...)))......((....))..(.(..(((((......)))))..).)....,15,-4.909,31,0,0.000051
1502,...((((.(((....)))))))......((..............((((......)))).......)).,13,-4.908,17,0,0.000051
1503,...((((.(((....)))))))..........((.....))..((...))..(.(.(...)).)....,14,-4.908,22,0,0.000051
1504,...((((...........))))..(((((...(((...)))...((..........))..)))))...,14,-4.908,12,0,0.000050
1505,...((((...(....)..))))..........((.....))...((((......))))..........,11,-4.907,14,0,0.000050
1506,...((((.((......)))))).((((((...(.......)...((((......))))..))))))..,17,-4.906,6,0,0.000050
1507,.(.((((.(((....)))))))..).......(((...)))...(((.((...)))))..........,16,-4.906,18,0,0.000050
1508,.(.((((.(((....)))))))..).......(((...)))...((((.(...)))))..........,16,-4.906,15,0,0.000050
1509,...((((.(((....)))))))......((....))...(((.((((........))))....)))..,16,-4.906,23,0,0.000050
1510,...((((.(((....))))))).((((((.((.(.(.................).).)).))))))..,17,-4.905,19,0,0.000050
1511,...((((.(((....))))))).((((((...((.....))..((((...)).)).....))))))..,19,-4.903,14,0,0.000050
1512,...((((...........)))).((((((...((.....))..((........)).....))))))..,14,-4.903,18,0,0.000050
1513,...((((..((....)).)))).((((.((....))........((((......))))....))))..,16,-4.903,15,0,0.000050
1514,..(..((((....)))).)..((((.......))))...((...((((......))))....))....,15,-4.902,36,0,0.000050
1515,...((((..((....)).))))..(((((.((.........................)).)))))...,13,-4.902,17,0,0.000050
1516,...((((...........)))).......(.((..((.....))((((......))))..)).)....,13,-4.902,26,0,0.000050
1517,...((((.(((....)))))))..(((((.((((.....))................)).)))))...,16,-4.902,11,0,0.000050
1518,((.((((.(((....)))))))..))..............(..(((((......)))))..)......,15,-4.902,18,0,0.000050
1519,...((((((....))))...)).........(((.((.....))((((......)))).)))......,15,-4.9,33,0,0.000050
1520,...((((.(....)....))))..(((((...(((...)))...((((......))))..)))))...,17,-4.9,9,0,0.000050
1521,...((((...........))))......((.(((.((.....))((((......)))).)))...)).,15,-4.899,29,0,0.000050
1522,...((((..((....)).))))......((....))...(((.(((((......))))..)..)))..,16,-4.899,22,0,0.000050
1523,......(((....)))....((.........)).....(.(..(((((......)))))..).)....,12,-4.899,35,0,0.000050
1524,...((((.(((....)))))))....(.....)...........((((......))))..(...)...,13,-4.898,14,0,0.000050
1525,...((((...........)))).((((....(((.........((((........)))))))))))..,15,-4.898,22,0,0.000050
1526,...((((...........))))..(((((.......(.....).((((......))))..)))))...,14,-4.898,12,0,0.000050
1527,......(((....)))..(.........)...((.....))...((((......))))..........,10,-4.897,27,0,0.000050
1528,...((((..((....)).)))).((((((...(((...)))..((........)).....))))))..,17,-4.897,16,0,0.000050
1529,....((.((....))..))..((((.......))))........((((......))))..........,12,-4.896,35,0,0.000050
1530,...((((..((....)).)))).......(.((..(((...)))((((......))))..)).)....,16,-4.896,24,0,0.000050
1531,...((((.(((....))))))).((((((.((..(((.............)))....)).))))))..,18,-4.895,23,0,0.000049
1532,...((((..((....)).))))......((.(((.(((...)))((((......)))).)))...)).,18,-4.893,27,0,0.000049
1533,.....((((....))))....(.((((((...((.....))...((((......))))..))))))).,17,-4.892,20,0,0.000049
1534,.....((((....))))....((.(((((...((.....))...((((......))))..))))))).,17,-4.892,20,0,0.000049
1535,.(.((((.(((....)))))))..)....(.(((.........((((........))))))).)....,16,-4.892,22,0,0.000049
1536,...((((..((....)).))))..(((((.......((...)).((((......))))..)))))...,17,-4.892,10,0,0.000049
1537,.(.(((.............)))..).......((.....))...((((......))))..........,10,-4.891,19,0,0.000049
1538,......(((....)))........(((((...((.....))...(((........)))..)))))...,13,-4.891,19,0,0.000049
1539,..((..(.....).)).......((((((...((.....))...((((......))))..))))))..,15,-4.891,19,0,0.000049
1540,...((((.(((....)))))))..(((((...............................)))))...,12,-4.89,12,0,0.000049
1541,((.((((...........))))..))...(.(((.........(((((......)))))))).)....,15,-4.89,27,0,0.000049
1542,.(.((((.(((....)))))))..)...................((((......))))..(...)...,13,-4.89,15,0,0.000049
1543,...((((.(((....))))))).(((..(...((.....))...((((......))))..)..)))..,17,-4.89,6,0,0.000049
1544,...((((.(((....)))))))..(...)..((..((.....))((((......))))..))......,16,-4.89,19,0,0.000049
1545,...((((.(........)))))..........(((...)))...((((......))))..........,12,-4.89,16,0,0.000049
1546,...((((.(((....)))))))......................(((........)))...(....).,11,-4.889,17,0,0.000049
1547,...((((..((....)).)))).....(((.(((.((.....))((((......)))).)))...))),18,-4.889,26,0,0.000049
1548,.....(((......))).......(((((...(((...)))...((((......))))..)))))...,15,-4.889,18,0,0.000049
1549,....(((...........)))..((((((...((.....))...((((......))))..))))))..,15,-4.889,10,0,0.000049
1550,...((((...........))))..(((((..............(((((......))))).)))))...,14,-4.889,12,0,0.000049
1551,...((((.(((....)))))))......((....))....(..((((.((...))))))..)......,16,-4.888,24,0,0.000049
1552,...((((.(((....)))))))......((....))....(..(((((.(...))))))..)......,16,-4.888,21,0,0.000049
1553,...((((..((....)).))))....(.....).....(.(..(((((......)))))..).)....,14,-4.888,19,0,0.000049
1554,...((((.(((....))))))).((((................(((((......)))))...))))..,16,-4.888,12,0,0.000049
1555,...(((.............)))..(((((...((.....))...(((........)))..)))))...,13,-4.888,10,0,0.000049
1556,...((((.(((....))))))).........(((.(.........(((......)))).)))......,14,-4.888,19,0,0.000049
1557,...((((...........))))...((.....))....(.(..(((((......)))))..).)....,13,-4.887,23,0,0.000049
1558,...((((((....)))...))).........(((.((.....))((((......)))).)))......,15,-4.887,31,0,0.000049
1559,...((((.(((....)))))))..(((((...(((...)))...((.(......).))..)))))...,18,-4.886,4,0,0.000049
1560,.....((((....))))....((((.......))))...(((.(((((......)))))....)))..,16,-4.886,39,0,0.000049
1561,...((((...........))))....(.....).......(..(((((......)))))..)......,11,-4.885,22,0,0.000049
1562,.(.((((.(((....)))))))..)...((....))........(((.((...)))))..........,15,-4.885,23,0,0.000049
1563,.(.((((.(((....)))))))..)...((....))........((((.(...)))))..........,15,-4.885,20,0,0.000049
1564,...((((.(((....)))))))..(....(.(((.........(((((......)))))))).))...,17,-4.885,17,0,0.000049
1565,.(.((((.(((....)))))))..)...((....))....(...((((......))))...)......,15,-4.884,18,0,0.000049
1566,...((((.(((....)))))))...((((......((.....))((((......))))..))))....,17,-4.883,10,0,0.000048
1567,...(((..(((....))).))).............((.....))((((......))))..........,12,-4.883,20,0,0.000048
1568,....(((..((....)).)))..((((((...(((...)))...((((......))))..))))))..,18,-4.883,8,0,0.000048
1569,...((((...........))))..(((((...(((...)))...(((.(.....))))..)))))...,16,-4.882,11,0,0.000048
